oddsHomeTeam,oddsAwayTeam,bookie,homeScoreOddsImplied,awayScoreOddsImplied,sport,homeMoneyLine,awayMoneyLine,gameLine,homeCover,awayCover,overUnder,over,under,homeTeamAbbrev,awayTeamAbbrev,homeScore,awayScore,homeTeam,awayTeam,homeGameScoreStd,awayGameScoreStd,season,p_homeCover,p_awayCover,p_over,p_under,p_homeWin,p_awayWin,p_homeCoverOver,p_homeCoverUnder,p_awayCoverOver,p_awayCoverUnder,p_homeWinOver,p_homeWinUnder,p_awayWinOver,p_awayWinUnder,p_homeCoverAwayWin,p_awayCoverHomeWin,p_homeCoverOverAwayWin,p_homeCoverUnderAwayWin,p_awayCoverOverHomeWin,p_awayCoverUnderHomeWin,k_homeCover,r_homeCover,k_awayCover,r_awayCover,k_over,r_over,k_under,r_under,k_homeWin,r_homeWin,k_awayWin,r_awayWin,k_homeCoverOver,r_homeCoverOver,k_awayCoverOver,r_awayCoverOver,k_homeCoverUnder,r_homeCoverUnder,k_awayCoverUnder,r_awayCoverUnder,k_homeWinOver,r_homeWinOver,k_awayWinOver,r_awayWinOver,k_homeWinUnder,r_homeWinUnder,k_awayWinUnder,r_awayWinUnder
Morehead State Eagles,Chattanooga Mocs,DraftKings,67.0,66.0,NCAAB,-125.0,105.0,1.0,-110.0,-110.0,133.0,-110.0,-110.0,MORE,UTC,59.97209866000303,74.40331421424796,Morehead State Eagles,Chattanooga Mocs,10.345403447920482,9.979709069969749,2024.0,0.13364499999999999,0.8506059999999999,0.5240350000000001,0.44816300000000003,0.15761749999999997,0.8423825,0.073253,0.05693299999999999,0.442586,0.384704,0.08144900000000002,0.063459,0.43331600000000003,0.37719900000000006,0.0,0.0,0.0,0.0,0.0,0.0,-0.8193455,0.0,0.6862725999999997,0.4281546195552361,0.0004735000000002376,2.0382022727293184e-07,-0.15885769999999994,0.0,-0.8953606249999999,0.0,0.6922705952380953,0.503200505882872,-0.2777875303030303,0.0,0.2314443333333333,0.14141550570077333,-0.30028934848484845,0.0,0.15163733333333332,0.06070384547157333,-0.2950063278688525,0.0,0.2385792302405499,0.16563734288732437,-0.3203692786885246,0.0,0.16317803780068738,0.07748477957960424
Jacksonville State Gamecocks,East Tennessee State Buccaneers,DraftKings,67.0,64.0,NCAAB,-162.0,136.0,3.0,-110.0,-110.0,131.0,-110.0,-110.0,JVST,ETSU,71.42161829364386,60.58720200121349,Jacksonville State Gamecocks,East Tennessee State Buccaneers,10.061530299642438,10.311285150997374,2024.0,0.6947389999999999,0.281226,0.513845,0.4583960000000001,0.7739004999999999,0.22609950000000012,0.35376199999999997,0.32215699999999997,0.148028,0.125792,0.389157,0.352907,0.11350400000000002,0.095792,0.0,0.044834,0.0,0.0,0.02334,0.020302999999999998,0.35895189999999977,0.11713315137600899,-0.5094254,0.0,-0.02092550000000004,0.0,-0.1373683999999999,0.0,0.4076193099999997,0.10256389005239248,-0.34294498529411743,0.0,0.10897487878787873,0.031351383906038754,-0.17468866666666666,0.0,0.06539828787878788,0.011291111191738777,-0.2053473939393939,0.0,0.0968876220095693,0.019619271614218593,-0.13905896296296297,0.0,0.04329312440191391,0.003917275756802352,-0.1618171168091168,0.0
Rider Broncs,Fairfield Stags,DraftKings,73.25,68.75,NCAAB,-192.0,160.0,4.5,-110.0,-110.0,142.0,-110.0,-110.0,RID,FAIR,68.24263236799989,69.5514671517874,Rider Broncs,Fairfield Stags,10.181489647669595,10.119791697313037,2024.0,0.34274400000000005,0.657031,0.371457,0.6016980000000001,0.46357600000000004,0.536424,0.128319,0.20555100000000004,0.243138,0.396147,0.16819699999999999,0.26994599999999996,0.193351,0.31551999999999997,0.0,0.106983,0.0,0.0,0.03987800000000001,0.06439500000000001,-0.38023759999999995,0.0,0.27976510000000004,0.07115319198000916,-0.3199403000000001,0.0,0.16356580000000015,0.024321609936036416,-0.5663580799999999,0.0,0.24668900000000005,0.09736874035360005,-0.20186319696969698,0.0,-0.043552151515151544,0.0,-0.09537665151515146,0.0,0.16741480303030307,0.07399317096250248,-0.26959405263157904,0.0,-0.010348242424242426,0.0,-0.1142929473684211,0.0,0.14267151515151513,0.08060643849309086
Western Kentucky Hilltoppers,Eastern Kentucky Colonels,DraftKings,80.5,76.0,NCAAB,-192.0,160.0,4.5,-115.0,-105.0,156.5,-110.0,-110.0,WKU,EKU,75.93046255047096,73.44441988055755,Western Kentucky Hilltoppers,Eastern Kentucky Colonels,10.036139641740675,10.069339677942928,2024.0,0.443574,0.556197,0.30815699999999996,0.691614,0.5692675,0.43073249999999996,0.136401,0.3071729999999999,0.171756,0.38444100000000003,0.170919,0.384508,0.129053,0.28761000000000003,0.0,0.111853,0.0,0.0,0.03451800000000001,0.077335,-0.1963159,0.0,0.09020385000000009,0.007749271004592872,-0.4528703,0.0,0.3523893999999999,0.11288935384759997,-0.2577388999999999,0.0,0.07494031249999994,0.008985680700156233,-0.19962973929961092,0.0,-0.13163008058608058,0.0,0.03759050972762634,0.003631529303467722,0.15896151282051285,0.06898372178384798,-0.2654394210526316,0.0,-0.09088311111111111,0.0,0.060564842105263195,0.006969390188547379,0.1077135353535354,0.04594473456549498
Green Bay Packers,Kansas City Chiefs,DraftKings,19.0,24.0,NFL,185.0,-225.0,-5.0,-112.0,-108.0,43.0,-110.0,-110.0,GB,KC,20.85247049521125,22.858320772934626,Green Bay Packers,Kansas City Chiefs,8.33935411869215,8.461866684291975,2023.0,0.5497089999999999,0.43828899999999993,0.5120319999999999,0.46647500000000003,0.4290455,0.5709545,0.287918,0.250477,0.219597,0.209369,0.24637699999999996,0.153643,0.254716,0.28372200000000003,0.10063899999999999,0.0,0.030602,0.067724,0.0,0.0,0.0453830799999998,0.001838949955612842,-0.1683588800000001,0.0,-0.02473280000000011,0.0,-0.12040250000000002,0.0,0.12042144594594595,0.026827450590867927,-0.3943978749999999,0.0,0.01508964750957853,0.0005942903757242904,-0.07159814925373131,0.0,-0.036696563218390765,0.0,-0.08564256716417909,0.0,0.07664209009009004,0.026080604281796017,-0.16874081818181824,0.0,-0.036977945945945945,0.0,-0.1232541363636363,0.0
Cincinnati Bearcats,Florida Gulf Coast Eagles,DraftKings,79.5,61.5,NCAAB,-2100.0,1100.0,18.0,-110.0,-110.0,141.0,-110.0,-110.0,CIN,FGCU,88.0270625972677,53.15130341985828,Cincinnati Bearcats,Florida Gulf Coast Eagles,9.719698443617844,10.476492485424457,2024.0,0.8743730000000001,0.111601,0.490426,0.481502,0.9925659999999998,0.007434000000000163,0.422541,0.427178,0.060425,0.047918999999999996,0.485842,0.47830199999999995,0.0037619999999999997,0.002604,0.0,0.103619,0.0,0.0,0.055841,0.044718999999999995,0.7361833000000001,0.49269622836262755,-0.8656378999999998,0.0,-0.07010540000000004,0.0,-0.08884580000000009,0.0,0.8364519999999964,0.03331675944304741,-0.08279927272727255,0.0,0.20380653030303034,0.10965794873658247,-0.2954746212121212,0.0,0.21019996969696972,0.11664583196800246,-0.3127177424242424,0.0,-0.028316000000000008,0.0,-0.04170755727978092,0.0,-0.043396000000000046,0.0,-0.04291840985851209,0.0
UC Riverside Highlanders,North Dakota Fighting Hawks,DraftKings,70.25,65.75,NCAAB,-205.0,170.0,4.5,-110.0,-110.0,136.0,-110.0,-110.0,UCR,UND,64.06787098614862,70.44447664065044,UC Riverside Highlanders,North Dakota Fighting Hawks,10.265545901612562,10.077936495864195,2024.0,0.22463899999999998,0.7751840000000001,0.44489999999999996,0.527341,0.3287035,0.6712965,0.102313,0.11638599999999999,0.34258700000000003,0.410955,0.14345999999999998,0.164287,0.29055200000000003,0.350214,0.0,0.09148600000000001,0.0,0.0,0.041147,0.04790100000000001,-0.6282581,0.0,0.5278864000000002,0.25333095573178205,-0.16571000000000013,0.0,0.0074160999999999255,4.99986720090905e-05,-1.047454325,0.0,0.4779414999999999,0.3883277316178249,-0.23771995454545453,0.0,0.09356692424242427,0.023112590984175178,-0.21831627272727272,0.0,0.18783189393939395,0.09314136580546972,-0.32205086956521745,0.0,0.11960067469879523,0.05936293376188922,-0.28990484782608694,0.0,0.1936390602409639,0.15560875545166514
Pittsburgh Steelers,Arizona Cardinals,DraftKings,23.75,17.25,NFL,-290.0,235.0,6.5,-105.0,-115.0,41.0,-105.0,-115.0,PIT,ARI,25.141580460226866,17.09726537914097,Pittsburgh Steelers,Arizona Cardinals,8.599198802971548,8.10501794698005,2023.0,0.6192850000000001,0.380684,0.47891900000000004,0.494753,0.7294000000000002,0.27059999999999984,0.21806500000000004,0.381011,0.260854,0.11374200000000001,0.25641899999999995,0.43985199999999997,0.21286000000000002,0.04138699999999999,0.0,0.09853799999999999,0.0,0.0,0.038354000000000006,0.058841000000000004,0.21953425000000015,0.04590027326005956,-0.3315294,0.0,-0.06821604999999992,0.0,-0.08628104999999997,0.0,-0.05533999999999928,0.0,-0.03978297872340447,0.0,-0.060203683274021286,0.0,-0.018069018867924613,0.0,0.14743024528301885,0.057599544644159416,-0.2407612,0.0,-0.1997656625766872,0.0,0.07077696750902529,0.027751960378945874,0.06889305960264891,0.007166843028735336,-0.14085881749049434,0.0
New Hampshire Wildcats,Columbia Lions,DraftKings,79.5,76.0,NCAAB,-175.0,135.0,3.5,-120.0,-110.0,155.5,-110.0,-120.0,UNH,COLU,71.51908746744587,76.15796977154376,New Hampshire Wildcats,Columbia Lions,10.140260665654807,10.000932867163613,2024.0,0.283702,0.71609,0.291442,0.70835,0.372253,0.627747,0.084407,0.19929500000000003,0.207035,0.5090549999999999,0.10621199999999999,0.252741,0.17704499999999998,0.43719399999999997,0.0,0.07525100000000001,0.0,0.0,0.021805,0.05344600000000001,-0.5758555999999999,0.0,0.403789,0.14822323320090908,-0.48797180000000007,0.0,0.3583700000000001,0.10702421408333344,-0.7263042500000003,0.0,0.35200403703703714,0.167274236822002,-0.2818302,0.0,-0.09333053030303032,0.0,-0.13998677966101694,0.0,0.31267699999999987,0.2444172658224998,-0.34068200000000004,0.0,-0.05875872492836676,0.0,-0.14473719148936176,0.0,0.2671619758308157,0.23625297560172193
Navy Midshipmen,Coppin State Eagles,DraftKings,67.75,58.75,NCAAB,-455.0,350.0,9.0,-108.0,-112.0,126.5,-110.0,-110.0,NAVY,COPP,67.28994122594588,54.920949227302216,Navy Midshipmen,Coppin State Eagles,10.169721590870411,10.4163702655287,2024.0,0.5785509999999999,0.394651,0.38356899999999994,0.616275,0.8022765000000001,0.19772349999999994,0.21805100000000005,0.36049999999999993,0.15490400000000001,0.23974700000000002,0.301502,0.491215,0.074769,0.11323899999999999,0.0,0.187524,0.0,0.0,0.072837,0.114687,0.12338607999999984,0.014096411794228112,-0.28333988,0.0,-0.2945051000000002,0.0,0.1941775,0.03427718318750001,-0.09736542499999967,0.0,-0.03149835714285723,0.0,-0.07372101492537309,0.0,-0.16888757088122605,0.0,0.12188059701492529,0.03981107820895517,-0.051537674329501876,0.0,-0.22368446616541354,0.0,-0.04713231752305666,0.0,0.1086698872180451,0.01570616203601692,-0.0035938063241106877,0.0
