homeTeamAbbrev,teamName,observedRecord,observedWinPercent,win,pointsForAvg,pointsAgainstAvg,movAvg,observedDominance,scheduleStrength,scheduleStrengthRank,winRank,movRank,dominanceRank,ovr,ovrRank
LA,Los Angeles Kings,17 - 10,0.6296296296296297,0.8709677419354839,3.500524765132605,2.3005505036845997,1.1999742614480051,0.1580895898212576,0.0071360321438649335,8.0,4.0,2.0,1.0,4.991138302766055,1.0
NYR,New York Rangers,21 - 8,0.7241379310344828,0.967741935483871,3.6947079429273555,2.2837866807285585,1.410921262198797,0.0904317358796713,-0.0033934867260297374,16.0,1.0,1.0,6.0,4.8008859501905805,2.0
VGK,Vegas Golden Knights,21 - 11,0.65625,0.9032258064516129,3.3661021694748916,2.451102131600377,0.9150000378745147,0.1012956554476744,-0.025295643526814297,31.0,2.5,3.0,3.0,4.027989456739219,3.0
BOS,Boston Bruins,19 - 10,0.6551724137931034,0.7096774193548387,3.1819052762395295,2.549277519459395,0.6326277567801344,0.1390322991760707,-0.020642222437279877,30.0,8.5,7.0,2.0,3.390790803637999,4.0
DAL,Dallas Stars,18 - 12,0.6,0.8064516129032258,3.628936539573217,2.7259021701042028,0.9030343694690144,0.0713216511376602,0.0036949936733534977,12.0,5.5,4.0,7.0,3.2796972282874672,5.0
COL,Colorado Avalanche,19 - 12,0.6129032258064516,0.8064516129032258,3.421546037124711,2.599959339219375,0.8215866979053361,0.0670167351011882,-0.020234042862474263,29.0,5.5,6.0,8.0,3.11721234245698,6.0
VAN,Vancouver Canucks,22 - 10,0.6875,0.6451612903225806,3.634012585319466,2.77996590930419,0.8540466760152761,0.0909452951214426,-0.034690329379947815,32.0,12.5,5.0,5.0,2.852786981462136,7.0
TOR,Toronto Maple Leafs,16 - 12,0.5714285714285714,0.9032258064516129,3.3295831687600526,2.826330809734571,0.5032523590254816,0.0104047171311839,-0.006161449951744168,19.0,2.5,9.0,15.0,2.352924928781748,8.0
WPG,Winnipeg Jets,18 - 12,0.6,0.5806451612903226,2.986369727184203,2.5405119932459046,0.4458577339382983,0.0917645638805958,-0.0006902628742239884,14.0,14.0,10.0,4.0,2.073611879764489,9.0
NJ,New Jersey Devils,16 - 13,0.5517241379310345,0.7096774193548387,3.4225369426784313,2.8462802616226437,0.5762566810557876,0.0258656351196931,-0.01630274062056597,25.0,8.5,8.0,11.0,1.9176595905862202,10.0
PHI,Philadelphia Flyers,17 - 13,0.5666666666666667,0.6774193548387096,2.9657935318830995,2.6309806616652875,0.3348128702178119,0.0382091579936518,0.0038020154282241785,11.0,10.5,12.0,10.0,1.6253077575783352,11.0
FLA,Florida Panthers,18 - 13,0.5806451612903226,0.6774193548387096,2.913371780412401,2.4898540260392124,0.4235177543731887,0.02534152678282,-0.014843799353094813,24.0,10.5,11.0,13.0,1.5854743798352113,12.0
OTT,Ottawa Senators,11 - 15,0.4230769230769231,0.7419354838709677,3.2995043066022043,2.9746892417848922,0.32481506481731204,-0.0613129209796449,0.009983562629036115,5.0,7.0,13.0,25.0,0.6243085729108627,13.0
EDM,Edmonton Oilers,13 - 15,0.4642857142857143,0.6451612903225806,3.1046568477696197,2.793192614595972,0.3114642331736479,-0.0502343144481776,-0.0017848866449517542,15.0,12.5,14.0,23.0,0.38110525684640084,14.0
NYI,New York Islanders,14 - 16,0.4666666666666667,0.3870967741935484,3.0125403686599306,3.1164918894045854,-0.10395152074465486,0.0565002242389946,-0.011552993176627967,20.0,20.5,17.0,9.0,0.17597077029405295,15.0
PIT,Pittsburgh Penguins,14 - 16,0.4666666666666667,0.5161290322580645,3.00368045993789,3.179115238986841,-0.17543477904895077,0.0061766040739813,-0.01717965692808612,26.0,15.0,19.0,16.0,-0.05862599235571733,16.0
NSH,Nashville Predators,18 - 13,0.5806451612903226,0.41935483870967744,2.9131465796048834,2.936315785986514,-0.02316920638163067,0.0183160556603678,-0.019278297038499807,28.0,17.5,16.0,14.0,-0.0664276505514052,17.0
DET,Detroit Red Wings,15 - 16,0.4838709677419355,0.3548387096774194,3.1332853023443024,3.2914458804513966,-0.15816057810709427,0.0255120731758031,-0.011777147499783291,22.0,23.0,18.0,12.0,-0.4001536347659637,18.0
CAR,Carolina Hurricanes,16 - 15,0.5161290322580645,0.3870967741935484,3.1419713677633125,3.0408243311614185,0.10114703660189406,-0.0394789769975029,-0.011557322496631982,21.0,20.5,15.0,21.0,-0.7339546190360711,19.0
TB,Tampa Bay Lightning,14 - 18,0.4375,0.45161290322580644,3.038278523701981,3.289678465545331,-0.2513999418433501,-0.0318699782150955,-0.018083824190878256,27.0,16.0,20.0,20.0,-0.8718122738295414,20.0
ARI,Arizona Coyotes,15 - 15,0.5,0.3870967741935484,2.824679032838523,3.1054284940431973,-0.28074946120467414,-0.0092756814365613,0.0066416581217828285,9.0,20.5,21.0,17.0,-0.8735892041986988,21.0
CGY,Calgary Flames,13 - 19,0.40625,0.3870967741935484,2.6125754969126627,2.8981771912593803,-0.28560169434671767,-0.0812478670234626,0.010635888874984501,3.0,20.5,22.0,28.0,-1.7688682783813667,22.0
STL,St. Louis Blues,15 - 15,0.5,0.22580645161290322,2.782340245643462,3.190778033926431,-0.40843778828296884,-0.0307969830267981,-0.00555491112303958,18.0,26.5,24.0,19.0,-1.9142251616615344,23.0
MTL,Montreal Canadiens,14 - 17,0.4516129032258064,0.41935483870967744,2.7263898000965687,3.1284489095808508,-0.40205910948428203,-0.1170477479460003,0.010144243693524086,4.0,17.5,23.0,30.0,-2.246572264734612,24.0
BUF,Buffalo Sabres,13 - 19,0.40625,0.1935483870967742,2.7529668536549288,3.2309041140870067,-0.47793726043207796,-0.0565987008879494,0.009466448025893063,7.0,28.0,25.0,24.0,-2.4468274622970503,25.0
