homeTeamAbbrev,teamName,observedRecord,observedWinPercent,win,pointsForAvg,pointsAgainstAvg,movAvg,observedDominance,scheduleStrength,scheduleStrengthRank,winRank,movRank,dominanceRank,ovr,ovrRank
LA,Los Angeles Kings,17 - 10,0.6296296296296297,0.8709677419354839,3.5050391347769656,2.290659789954217,1.2143793448227487,0.1584239642085969,0.007173812137153714,8.0,4.0,2.0,1.0,4.955571021996223,1.0
NYR,New York Rangers,21 - 8,0.7241379310344828,0.967741935483871,3.694168987364244,2.2843256362916704,1.4098433510725736,0.0919809673048988,-0.0033857789526212053,15.0,1.0,1.0,4.0,4.756922773210802,2.0
VGK,Vegas Golden Knights,21 - 11,0.65625,0.9032258064516129,3.368244618464254,2.4435833385249937,0.9246612799392602,0.1004693790269857,-0.025351076916114244,31.0,3.0,4.0,3.0,3.981577392243641,3.0
BOS,Boston Bruins,19 - 10,0.6551724137931034,0.7419354838709677,3.1924919375423775,2.5440672022425685,0.6484247352998089,0.1403041525136873,-0.02071297071943614,30.0,7.5,7.0,2.0,3.509386659642917,4.0
DAL,Dallas Stars,18 - 12,0.6,0.8064516129032258,3.6465032754087283,2.7190881224407346,0.9274151529679937,0.0733690404573354,0.003740217068824797,11.0,5.5,3.0,7.0,3.29607957626921,5.0
COL,Colorado Avalanche,19 - 12,0.6129032258064516,0.8064516129032258,3.42592173906143,2.600959981368678,0.8249617576927522,0.0679111173993916,-0.020543754764849334,29.0,5.5,6.0,8.0,3.0937885736954405,6.0
VAN,Vancouver Canucks,21 - 11,0.65625,0.6451612903225806,3.647143302536254,2.7722115361734234,0.8749317663628307,0.0915159112230186,-0.03510558015777909,32.0,11.5,5.0,6.0,2.853903323786872,7.0
TOR,Toronto Maple Leafs,16 - 12,0.5714285714285714,0.9354838709677419,3.3378879805449366,2.8287786861217303,0.5091092944232063,0.0079923399291825,-0.006110059615629794,18.0,2.0,9.0,15.0,2.4182761460003777,8.0
WPG,Winnipeg Jets,18 - 12,0.6,0.6129032258064516,2.989996310129072,2.520756378042971,0.4692399320861007,0.0919371067477655,-0.0007391453017549916,14.0,14.0,10.0,5.0,2.203810719510942,9.0
NJ,New Jersey Devils,16 - 13,0.5517241379310345,0.7096774193548387,3.425121229280339,2.8490723191067575,0.5760489101735815,0.0259439133704041,-0.016009914060835823,25.0,9.0,8.0,12.0,1.8934939268325959,10.0
PHI,Philadelphia Flyers,17 - 13,0.5666666666666667,0.6451612903225806,2.9715085904725687,2.6306419471618394,0.34086664331072924,0.0376463215444136,0.00381036303341816,10.0,11.5,12.0,10.0,1.4879652547810889,11.0
FLA,Florida Panthers,18 - 13,0.5806451612903226,0.6451612903225806,2.9149220263397955,2.4829274360257956,0.4319945903139999,0.0257548437255716,-0.015140186102636075,24.0,11.5,11.0,13.0,1.4627131679489045,12.0
OTT,Ottawa Senators,11 - 15,0.4230769230769231,0.7419354838709677,3.302210498365278,2.966606705935798,0.33560379242948013,-0.0624650542419507,0.010261520899444999,4.0,7.5,13.0,25.0,0.6114842275106441,13.0
NYI,New York Islanders,14 - 16,0.4666666666666667,0.45161290322580644,3.0211915634351234,3.107840694629393,-0.08664913119426965,0.0574057056474955,-0.011491112591230802,20.0,16.5,17.0,9.0,0.45081714655763366,14.0
EDM,Edmonton Oilers,14 - 14,0.5,0.6451612903225806,3.1056671859393252,2.792182276426266,0.3134849095130594,-0.0522592411849438,-0.0073121122813228166,19.0,11.5,14.0,23.0,0.350204788658811,15.0
PIT,Pittsburgh Penguins,14 - 16,0.4666666666666667,0.5161290322580645,3.0046162897125406,3.188932097384234,-0.1843158076716933,0.0061347326542507,-0.01741013858690605,26.0,15.0,19.0,16.0,-0.06841137828770527,16.0
NSH,Nashville Predators,18 - 13,0.5806451612903226,0.41935483870967744,2.914292877393534,2.9297931441118426,-0.01550026671830862,0.0167870084809954,-0.019566401817677673,28.0,18.0,16.0,14.0,-0.07185299248624971,17.0
DET,Detroit Red Wings,15 - 16,0.4838709677419355,0.3870967741935484,3.130991798803835,3.2829866958198206,-0.15199489701598567,0.0272443270121433,-0.011821562810476544,22.0,20.5,18.0,11.0,-0.2431665655922225,18.0
CAR,Carolina Hurricanes,16 - 15,0.5161290322580645,0.3870967741935484,3.139861344055291,3.0429343548694403,0.09692698918585085,-0.0400647554886864,-0.011689374313408116,21.0,20.5,15.0,21.0,-0.7388592138969551,19.0
TB,Tampa Bay Lightning,14 - 18,0.4375,0.45161290322580644,3.0420085910465984,3.291324742286735,-0.24931615124013673,-0.0323501201588676,-0.01840512034563187,27.0,16.5,20.0,20.0,-0.863921966157596,20.0
ARI,Arizona Coyotes,15 - 15,0.5,0.3870967741935484,2.8106126988502393,3.108742139859438,-0.2981294410091988,-0.0084021728719609,0.006689131028012513,9.0,20.5,21.0,17.0,-0.8730789095642844,21.0
STL,St. Louis Blues,15 - 15,0.5,0.22580645161290322,2.789299924538279,3.183818355031614,-0.3945184304933349,-0.0305065689852355,-0.0055629164832320535,17.0,26.0,23.0,19.0,-1.8664663703661084,22.0
CGY,Calgary Flames,13 - 19,0.40625,0.3548387096774194,2.607049317706925,2.9090797145511393,-0.3020303968442142,-0.0802796295935485,0.01074396733506998,3.0,23.0,22.0,27.0,-1.8779443481917473,23.0
MTL,Montreal Canadiens,14 - 17,0.4516129032258064,0.3870967741935484,2.7203997103657596,3.1344389993116595,-0.4140392889458999,-0.1171633870146713,0.01023497519608066,5.0,20.5,24.0,29.0,-2.3588804203488722,24.0
WSH,Washington Capitals,15 - 13,0.5357142857142857,0.1935483870967742,2.4352631252998864,3.1615110682485006,-0.7262479429486142,-0.0252708493784436,-0.013027819144589768,23.0,27.0,27.0,18.0,-2.359809293969117,25.0
BUF,Buffalo Sabres,13 - 19,0.40625,0.16129032258064516,2.7553812053197713,3.2392424505942072,-0.48386124527443597,-0.0556509962417966,0.00959343776177369,6.0,28.5,25.0,24.0,-2.5306979380320493,26.0
MIN,Minnesota Wild,12 - 17,0.4137931034482758,0.3225806451612903,2.699875328040677,3.5850709085184627,-0.8851955804777858,-0.0734212858065477,0.0024759753428739892,12.0,24.5,29.0,26.0,-2.6837411024450057,27.0
CBJ,Columbus Blue Jackets,10 - 22,0.3125,0.12903225806451613,2.7652124325121172,3.471346707272829,-0.7061342747607116,-0.0406438243026441,0.007608482372574472,7.0,30.0,26.0,22.0,-2.7596419755415353,28.0
SEA,Seattle Kraken,10 - 23,0.303030303030303,0.3225806451612903,2.822519224112636,3.9624270124465037,-1.139907788333868,-0.0804217833459632,-0.004606456453309448,16.0,24.5,30.0,28.0,-3.1061805663256683,29.0
ANA,Anaheim Ducks,12 - 19,0.3870967741935484,0.16129032258064516,2.603526212821308,3.401850131264713,-0.7983239184434048,-0.1194802493143524,0.025877630881598494,2.0,28.5,28.0,30.0,-3.7284073733717795,30.0
