MSST,MISS,probability
46,49,1.69E-05
39,17,1.69E-05
30,58,1.69E-05
28,16,1.69E-05
23,53,1.68E-05
19,36,1.68E-05
47,56,1.68E-05
53,59,1.68E-05
43,56,1.68E-05
26,51,1.68E-05
25,40,1.67E-05
71,28,1.67E-05
15,63,1.67E-05
64,28,1.67E-05
69,47,1.66E-05
44,36,1.66E-05
55,22,1.66E-05
40,40,1.66E-05
69,25,1.65E-05
55,50,1.65E-05
72,59,1.64E-05
29,40,1.64E-05
21,76,1.64E-05
22,39,1.64E-05
50,37,1.63E-05
54,55,1.63E-05
63,46,1.63E-05
78,17,1.62E-05
66,14,1.62E-05
33,29,1.62E-05
76,33,1.62E-05
61,35,1.62E-05
33,73,1.62E-05
49,53,1.62E-05
39,33,1.62E-05
20,57,1.61E-05
8,20,1.61E-05
18,32,1.61E-05
7,10,1.61E-05
63,58,1.61E-05
66,65,1.61E-05
51,40,1.60E-05
58,44,1.60E-05
22,26,1.60E-05
60,49,1.59E-05
81,14,1.59E-05
76,66,1.59E-05
65,17,1.59E-05
8,21,1.59E-05
39,66,1.59E-05
45,60,1.58E-05
62,77,1.58E-05
81,65,1.58E-05
12,43,1.58E-05
71,42,1.58E-05
64,42,1.57E-05
33,51,1.57E-05
47,55,1.57E-05
76,23,1.57E-05
43,55,1.57E-05
71,52,1.57E-05
41,19,1.57E-05
39,23,1.56E-05
68,41,1.56E-05
55,46,1.56E-05
31,76,1.56E-05
64,52,1.56E-05
36,44,1.56E-05
11,32,1.55E-05
78,33,1.55E-05
37,77,1.55E-05
10,15,1.55E-05
55,58,1.55E-05
73,14,1.55E-05
13,71,1.55E-05
20,72,1.54E-05
27,76,1.54E-05
14,71,1.54E-05
73,65,1.54E-05
53,37,1.53E-05
78,66,1.52E-05
34,60,1.52E-05
18,62,1.52E-05
19,70,1.52E-05
65,33,1.52E-05
32,32,1.52E-05
15,40,1.52E-05
52,16,1.52E-05
69,77,1.51E-05
12,69,1.51E-05
70,54,1.51E-05
57,34,1.51E-05
78,23,1.50E-05
56,53,1.50E-05
44,70,1.50E-05
72,37,1.50E-05
26,36,1.50E-05
57,45,1.50E-05
77,53,1.49E-05
8,56,1.49E-05
59,16,1.49E-05
65,66,1.49E-05
46,30,1.49E-05
25,32,1.49E-05
9,14,1.49E-05
35,19,1.48E-05
22,29,1.48E-05
48,14,1.47E-05
22,73,1.47E-05
9,65,1.47E-05
16,19,1.47E-05
40,32,1.47E-05
65,23,1.47E-05
11,62,1.47E-05
48,65,1.46E-05
29,32,1.46E-05
13,68,1.45E-05
62,81,1.45E-05
70,22,1.45E-05
68,35,1.45E-05
50,20,1.45E-05
14,68,1.44E-05
70,50,1.44E-05
30,53,1.44E-05
22,51,1.43E-05
32,62,1.43E-05
46,59,1.43E-05
51,32,1.42E-05
37,81,1.42E-05
28,60,1.42E-05
50,21,1.42E-05
38,13,1.42E-05
21,18,1.41E-05
25,62,1.40E-05
10,10,1.40E-05
42,14,1.40E-05
60,30,1.40E-05
33,36,1.40E-05
23,14,1.39E-05
8,55,1.39E-05
76,63,1.39E-05
42,65,1.39E-05
54,44,1.39E-05
39,63,1.39E-05
69,81,1.39E-05
40,62,1.39E-05
18,39,1.39E-05
19,43,1.39E-05
12,47,1.39E-05
23,65,1.38E-05
61,28,1.38E-05
58,17,1.38E-05
29,62,1.38E-05
12,25,1.38E-05
44,43,1.37E-05
66,19,1.37E-05
63,53,1.37E-05
71,48,1.36E-05
41,16,1.36E-05
70,46,1.36E-05
64,48,1.36E-05
53,20,1.36E-05
18,26,1.35E-05
70,58,1.35E-05
26,70,1.35E-05
15,32,1.35E-05
81,19,1.35E-05
60,59,1.35E-05
31,18,1.35E-05
51,62,1.34E-05
36,17,1.34E-05
11,39,1.34E-05
49,14,1.34E-05
50,56,1.34E-05
47,44,1.34E-05
43,44,1.34E-05
78,63,1.33E-05
53,21,1.33E-05
21,61,1.33E-05
72,20,1.33E-05
19,69,1.33E-05
21,78,1.33E-05
49,65,1.33E-05
57,24,1.32E-05
27,18,1.32E-05
58,33,1.32E-05
55,53,1.32E-05
44,69,1.31E-05
73,19,1.31E-05
32,39,1.31E-05
72,21,1.31E-05
11,26,1.31E-05
65,63,1.31E-05
46,37,1.30E-05
61,42,1.30E-05
58,66,1.30E-05
57,27,1.30E-05
61,52,1.29E-05
21,64,1.29E-05
35,16,1.29E-05
36,33,1.28E-05
25,39,1.28E-05
16,16,1.28E-05
52,60,1.28E-05
22,36,1.28E-05
58,23,1.28E-05
32,26,1.28E-05
62,54,1.27E-05
15,62,1.27E-05
38,76,1.27E-05
40,39,1.27E-05
31,61,1.27E-05
33,70,1.27E-05
31,78,1.27E-05
76,40,1.26E-05
12,77,1.26E-05
36,66,1.26E-05
39,40,1.26E-05
29,39,1.26E-05
59,60,1.26E-05
9,19,1.26E-05
53,56,1.26E-05
18,29,1.25E-05
25,26,1.25E-05
50,55,1.25E-05
27,61,1.25E-05
18,73,1.25E-05
37,54,1.25E-05
48,19,1.25E-05
27,78,1.25E-05
45,13,1.25E-05
56,14,1.24E-05
36,23,1.24E-05
77,14,1.24E-05
40,26,1.24E-05
68,28,1.24E-05
26,43,1.23E-05
56,65,1.23E-05
31,64,1.23E-05
72,56,1.23E-05
60,37,1.23E-05
51,39,1.23E-05
29,26,1.23E-05
77,65,1.23E-05
62,22,1.22E-05
19,47,1.22E-05
69,54,1.22E-05
18,51,1.22E-05
27,64,1.21E-05
62,50,1.21E-05
19,25,1.21E-05
78,40,1.21E-05
11,29,1.21E-05
44,47,1.21E-05
11,73,1.20E-05
54,17,1.20E-05
37,22,1.20E-05
34,13,1.20E-05
44,25,1.20E-05
51,26,1.20E-05
57,41,1.20E-05
66,16,1.19E-05
21,57,1.19E-05
8,44,1.19E-05
30,14,1.19E-05
37,50,1.19E-05
42,19,1.19E-05
71,49,1.18E-05
65,40,1.18E-05
64,49,1.18E-05
26,69,1.18E-05
32,29,1.18E-05
23,19,1.18E-05
30,65,1.18E-05
32,73,1.18E-05
81,16,1.17E-05
11,51,1.17E-05
53,55,1.17E-05
69,22,1.17E-05
68,42,1.17E-05
15,39,1.16E-05
69,50,1.16E-05
33,43,1.16E-05
68,52,1.16E-05
12,81,1.16E-05
25,29,1.16E-05
46,20,1.16E-05
47,17,1.15E-05
22,70,1.15E-05
25,73,1.15E-05
43,17,1.15E-05
62,46,1.15E-05
41,60,1.15E-05
70,53,1.15E-05
72,55,1.15E-05
54,33,1.15E-05
32,51,1.14E-05
40,29,1.14E-05
73,16,1.14E-05
40,73,1.14E-05
62,58,1.14E-05
21,72,1.14E-05
31,57,1.14E-05
46,21,1.14E-05
58,63,1.14E-05
63,14,1.13E-05
29,29,1.13E-05
24,71,1.13E-05
15,26,1.13E-05
49,19,1.13E-05
29,73,1.13E-05
37,46,1.13E-05
61,48,1.13E-05
54,66,1.13E-05
63,65,1.12E-05
76,32,1.12E-05
25,51,1.12E-05
39,32,1.12E-05
27,57,1.12E-05
28,13,1.12E-05
37,58,1.12E-05
45,76,1.12E-05
54,23,1.11E-05
40,51,1.11E-05
19,77,1.11E-05
33,69,1.11E-05
51,29,1.11E-05
57,35,1.11E-05
36,63,1.10E-05
47,33,1.10E-05
51,73,1.10E-05
43,33,1.10E-05
29,51,1.10E-05
69,46,1.10E-05
44,77,1.10E-05
9,16,1.09E-05
38,18,1.09E-05
55,14,1.09E-05
69,58,1.09E-05
60,20,1.09E-05
31,72,1.09E-05
35,60,1.09E-05
48,16,1.09E-05
26,47,1.08E-05
18,36,1.08E-05
47,66,1.08E-05
43,66,1.08E-05
55,65,1.08E-05
16,60,1.08E-05
26,25,1.08E-05
78,32,1.08E-05
34,76,1.07E-05
51,51,1.07E-05
60,21,1.07E-05
27,72,1.07E-05
46,56,1.07E-05
47,23,1.07E-05
43,23,1.07E-05
50,44,1.07E-05
24,68,1.06E-05
76,62,1.06E-05
39,62,1.06E-05
22,43,1.05E-05
65,32,1.05E-05
56,19,1.05E-05
15,29,1.05E-05
77,19,1.05E-05
15,73,1.05E-05
11,36,1.05E-05
71,30,1.04E-05
64,30,1.04E-05
42,16,1.03E-05
38,61,1.03E-05
58,40,1.03E-05
38,78,1.03E-05
23,16,1.03E-05
8,17,1.03E-05
32,36,1.02E-05
19,81,1.02E-05
15,51,1.02E-05
33,47,1.02E-05
20,71,1.02E-05
78,62,1.02E-05
12,54,1.01E-05
33,25,1.01E-05
22,69,1.01E-05
68,48,1.01E-05
66,60,1.01E-05
60,56,1.01E-05
44,81,1.01E-05
52,13,1.01E-05
30,19,1.01E-05
28,76,1.00E-05
36,40,1.00E-05
38,64,1.00E-05
25,36,1.00E-05
71,59,1.00E-05
53,44,1.00E-05
46,55,9.98E-06
64,59,9.98E-06
65,62,9.93E-06
81,60,9.91E-06
40,36,9.90E-06
59,13,9.89E-06
54,63,9.87E-06
26,77,9.86E-06
49,16,9.86E-06
29,36,9.82E-06
8,33,9.81E-06
72,44,9.80E-06
61,49,9.78E-06
18,70,9.78E-06
12,22,9.76E-06
62,53,9.70E-06
76,39,9.68E-06
12,50,9.66E-06
39,39,9.66E-06
8,66,9.63E-06
73,60,9.62E-06
45,18,9.61E-06
63,19,9.60E-06
51,36,9.58E-06
20,68,9.54E-06
70,14,9.52E-06
37,53,9.50E-06
8,23,9.50E-06
47,63,9.49E-06
43,63,9.48E-06
57,28,9.45E-06
11,70,9.43E-06
76,26,9.43E-06
70,65,9.43E-06
39,26,9.42E-06
60,55,9.40E-06
69,53,9.28E-06
78,39,9.28E-06
22,47,9.27E-06
33,77,9.26E-06
38,57,9.24E-06
34,18,9.24E-06
55,19,9.23E-06
9,60,9.23E-06
32,70,9.21E-06
22,25,9.20E-06
50,17,9.20E-06
12,46,9.17E-06
56,16,9.16E-06
48,60,9.16E-06
58,32,9.15E-06
71,37,9.12E-06
77,16,9.11E-06
64,37,9.10E-06
12,58,9.08E-06
15,36,9.07E-06
65,39,9.07E-06
45,61,9.06E-06
45,78,9.05E-06
26,81,9.05E-06
78,26,9.04E-06
41,13,9.04E-06
25,70,9.04E-06
52,76,9.01E-06
54,40,8.95E-06
18,43,8.94E-06
40,70,8.94E-06
19,54,8.92E-06
57,42,8.91E-06
36,32,8.91E-06
29,70,8.86E-06
59,76,8.86E-06
65,26,8.85E-06
57,52,8.84E-06
38,72,8.83E-06
44,54,8.83E-06
45,64,8.80E-06
50,33,8.79E-06
30,16,8.76E-06
68,49,8.75E-06
76,29,8.72E-06
42,60,8.72E-06
34,61,8.71E-06
39,29,8.71E-06
76,73,8.70E-06
34,78,8.70E-06
39,73,8.68E-06
23,60,8.66E-06
51,70,8.64E-06
58,62,8.64E-06
50,66,8.63E-06
28,18,8.63E-06
53,17,8.63E-06
11,43,8.62E-06
47,40,8.61E-06
61,30,8.61E-06
43,40,8.60E-06
19,22,8.58E-06
18,69,8.56E-06
35,13,8.55E-06
46,44,8.52E-06
50,23,8.51E-06
16,13,8.51E-06
19,50,8.49E-06
33,81,8.49E-06
44,22,8.49E-06
76,51,8.46E-06
34,64,8.46E-06
72,17,8.46E-06
39,51,8.45E-06
8,63,8.44E-06
22,77,8.43E-06
32,43,8.42E-06
36,62,8.41E-06
44,50,8.40E-06
78,29,8.36E-06
63,16,8.36E-06
78,73,8.34E-06
49,60,8.32E-06
61,59,8.26E-06
25,43,8.26E-06
11,69,8.25E-06
53,33,8.25E-06
15,70,8.19E-06
65,29,8.18E-06
40,43,8.17E-06
65,73,8.16E-06
28,61,8.13E-06
45,57,8.13E-06
28,78,8.12E-06
78,51,8.12E-06
41,76,8.10E-06
29,43,8.10E-06
53,66,8.10E-06
72,33,8.09E-06
71,20,8.08E-06
64,20,8.06E-06
19,46,8.06E-06
32,69,8.06E-06
70,19,8.05E-06
55,16,8.04E-06
62,14,8.03E-06
60,44,8.02E-06
19,58,7.99E-06
53,23,7.99E-06
44,46,7.98E-06
62,65,7.96E-06
54,32,7.96E-06
71,21,7.95E-06
65,51,7.94E-06
72,66,7.94E-06
26,54,7.93E-06
64,21,7.93E-06
66,13,7.93E-06
25,69,7.90E-06
44,58,7.90E-06
28,64,7.90E-06
51,43,7.90E-06
58,39,7.89E-06
37,14,7.87E-06
18,47,7.86E-06
72,23,7.83E-06
40,69,7.81E-06
34,57,7.81E-06
37,65,7.80E-06
18,25,7.80E-06
81,13,7.79E-06
6,15,7.79E-06
45,72,7.76E-06
52,18,7.76E-06
29,69,7.75E-06
22,81,7.73E-06
56,60,7.73E-06
12,53,7.73E-06
57,48,7.71E-06
68,30,7.70E-06
58,26,7.69E-06
77,60,7.69E-06
69,14,7.69E-06
36,39,7.68E-06
35,76,7.66E-06
8,40,7.65E-06
47,32,7.65E-06
43,32,7.64E-06
59,18,7.63E-06
26,22,7.63E-06
16,76,7.62E-06
69,65,7.62E-06
11,47,7.58E-06
73,13,7.57E-06
50,63,7.56E-06
51,69,7.56E-06
26,50,7.55E-06
76,36,7.55E-06
39,36,7.54E-06
61,37,7.53E-06
11,25,7.52E-06
54,62,7.51E-06
21,71,7.51E-06
36,26,7.49E-06
15,43,7.49E-06
71,56,7.48E-06
34,72,7.46E-06
64,56,7.46E-06
33,54,7.45E-06
32,47,7.40E-06
68,59,7.39E-06
30,60,7.39E-06
32,25,7.35E-06
46,17,7.35E-06
52,61,7.31E-06
52,78,7.30E-06
17,15,7.30E-06
28,57,7.30E-06
9,13,7.26E-06
25,47,7.26E-06
78,36,7.24E-06
47,62,7.22E-06
43,62,7.21E-06
25,25,7.21E-06
48,13,7.20E-06
59,61,7.19E-06
59,78,7.18E-06
40,47,7.18E-06
26,46,7.17E-06
31,71,7.16E-06
15,69,7.16E-06
33,22,7.16E-06
18,77,7.15E-06
40,25,7.13E-06
29,47,7.12E-06
58,29,7.11E-06
52,64,7.10E-06
66,76,7.10E-06
26,58,7.10E-06
58,73,7.09E-06
53,63,7.09E-06
33,50,7.09E-06
65,36,7.08E-06
29,25,7.07E-06
6,10,7.06E-06
27,71,7.05E-06
63,60,7.05E-06
21,68,7.05E-06
46,33,7.02E-06
70,16,7.01E-06
59,64,6.98E-06
81,76,6.98E-06
71,55,6.98E-06
41,18,6.97E-06
28,72,6.97E-06
64,55,6.96E-06
72,63,6.95E-06
51,47,6.94E-06
36,29,6.92E-06
60,17,6.92E-06
36,73,6.90E-06
58,51,6.90E-06
11,77,6.90E-06
46,66,6.90E-06
51,25,6.89E-06
42,13,6.86E-06
54,39,6.86E-06
50,40,6.86E-06
23,13,6.82E-06
76,70,6.82E-06
8,32,6.80E-06
39,70,6.80E-06
46,23,6.80E-06
19,53,6.80E-06
62,19,6.79E-06
22,54,6.78E-06
73,76,6.78E-06
55,60,6.78E-06
68,37,6.74E-06
32,77,6.73E-06
33,46,6.73E-06
31,68,6.72E-06
44,53,6.72E-06
36,51,6.72E-06
57,49,6.69E-06
54,26,6.69E-06
61,20,6.68E-06
33,58,6.66E-06
37,19,6.66E-06
60,33,6.62E-06
27,68,6.62E-06
17,10,6.61E-06
25,77,6.60E-06
47,39,6.60E-06
35,18,6.59E-06
43,39,6.59E-06
15,47,6.58E-06
41,61,6.58E-06
61,21,6.57E-06
41,78,6.56E-06
52,57,6.56E-06
16,18,6.56E-06
18,81,6.56E-06
49,13,6.54E-06
78,70,6.53E-06
15,25,6.53E-06
40,77,6.53E-06
22,22,6.52E-06
9,76,6.50E-06
69,19,6.50E-06
60,66,6.50E-06
29,77,6.48E-06
22,50,6.46E-06
48,76,6.45E-06
59,57,6.45E-06
53,40,6.43E-06
47,26,6.43E-06
43,26,6.42E-06
8,62,6.42E-06
60,23,6.41E-06
12,14,6.40E-06
65,70,6.39E-06
41,64,6.39E-06
12,65,6.34E-06
11,81,6.32E-06
51,77,6.32E-06
72,40,6.31E-06
52,72,6.27E-06
76,43,6.23E-06
39,43,6.22E-06
35,61,6.21E-06
35,78,6.20E-06
54,29,6.18E-06
16,61,6.18E-06
61,56,6.18E-06
32,81,6.18E-06
16,78,6.17E-06
54,73,6.17E-06
59,72,6.16E-06
58,36,6.16E-06
42,76,6.15E-06
22,46,6.13E-06
66,18,6.11E-06
23,76,6.11E-06
50,32,6.10E-06
56,13,6.08E-06
22,58,6.07E-06
25,81,6.06E-06
77,13,6.05E-06
26,53,6.04E-06
46,63,6.04E-06
35,64,6.03E-06
81,18,6.01E-06
16,64,6.01E-06
54,51,6.00E-06
36,36,5.99E-06
40,81,5.99E-06
15,77,5.99E-06
68,20,5.97E-06
78,43,5.97E-06
76,69,5.96E-06
71,44,5.96E-06
39,69,5.95E-06
47,29,5.95E-06
64,44,5.94E-06
43,29,5.94E-06
29,81,5.94E-06
47,73,5.93E-06
43,73,5.92E-06
62,16,5.92E-06
70,60,5.91E-06
41,57,5.90E-06
57,30,5.89E-06
68,21,5.88E-06
8,39,5.86E-06
49,76,5.86E-06
65,43,5.84E-06
73,18,5.84E-06
38,71,5.82E-06
30,13,5.81E-06
37,16,5.80E-06
51,81,5.79E-06
47,51,5.77E-06
61,55,5.77E-06
43,51,5.76E-06
66,61,5.76E-06
50,62,5.76E-06
66,78,5.75E-06
18,54,5.75E-06
13,15,5.74E-06
53,32,5.72E-06
8,26,5.72E-06
78,69,5.71E-06
60,63,5.69E-06
14,15,5.69E-06
33,53,5.67E-06
81,61,5.67E-06
69,16,5.66E-06
81,78,5.66E-06
57,59,5.65E-06
41,72,5.63E-06
19,14,5.63E-06
72,32,5.61E-06
9,18,5.60E-06
66,64,5.60E-06
65,69,5.59E-06
19,65,5.58E-06
35,57,5.57E-06
44,14,5.57E-06
58,70,5.56E-06
48,18,5.56E-06
16,57,5.55E-06
63,13,5.55E-06
11,54,5.55E-06
68,56,5.53E-06
18,22,5.53E-06
44,65,5.52E-06
81,64,5.50E-06
73,61,5.50E-06
73,78,5.49E-06
15,81,5.49E-06
46,40,5.48E-06
18,50,5.47E-06
76,47,5.47E-06
39,47,5.46E-06
38,68,5.46E-06
56,76,5.45E-06
76,25,5.43E-06
39,25,5.42E-06
77,76,5.42E-06
32,54,5.42E-06
12,19,5.41E-06
36,70,5.41E-06
53,62,5.40E-06
54,36,5.35E-06
73,64,5.35E-06
55,13,5.34E-06
11,22,5.33E-06
3,12,5.33E-06
35,72,5.32E-06
25,54,5.31E-06
16,72,5.30E-06
72,62,5.29E-06
42,18,5.29E-06
8,29,5.29E-06
11,50,5.28E-06
9,61,5.28E-06
8,73,5.27E-06
9,78,5.27E-06
50,39,5.26E-06
23,18,5.26E-06
40,54,5.25E-06
78,47,5.25E-06
48,61,5.24E-06
48,78,5.23E-06
29,54,5.21E-06
78,25,5.21E-06
32,22,5.21E-06
30,76,5.21E-06
13,10,5.20E-06
18,46,5.20E-06
66,57,5.17E-06
22,53,5.16E-06
60,40,5.16E-06
68,55,5.16E-06
14,10,5.16E-06
32,50,5.16E-06
57,37,5.15E-06
18,58,5.15E-06
47,36,5.15E-06
43,36,5.14E-06
71,17,5.14E-06
65,47,5.13E-06
8,51,5.13E-06
64,17,5.13E-06
9,64,5.13E-06
50,26,5.12E-06
45,71,5.12E-06
25,22,5.11E-06
65,25,5.10E-06
48,64,5.09E-06
81,57,5.08E-06
51,54,5.08E-06
58,43,5.08E-06
25,50,5.06E-06
40,22,5.05E-06
49,18,5.05E-06
11,46,5.01E-06
29,22,5.01E-06
26,14,5.01E-06
40,50,5.00E-06
62,60,4.99E-06
42,61,4.99E-06
76,77,4.98E-06
42,78,4.98E-06
39,77,4.97E-06
63,76,4.97E-06
11,58,4.96E-06
26,65,4.96E-06
29,50,4.96E-06
23,61,4.95E-06
23,78,4.95E-06
36,43,4.94E-06
66,72,4.94E-06
73,57,4.94E-06
53,39,4.93E-06
61,44,4.92E-06
34,71,4.92E-06
71,33,4.92E-06
64,33,4.90E-06
32,46,4.89E-06
37,60,4.89E-06
51,22,4.88E-06
46,32,4.87E-06
58,69,4.86E-06
81,72,4.85E-06
32,58,4.85E-06
42,64,4.84E-06
51,50,4.84E-06
72,39,4.83E-06
54,70,4.83E-06
71,66,4.83E-06
15,54,4.82E-06
64,66,4.81E-06
23,64,4.81E-06
53,26,4.81E-06
45,68,4.80E-06
25,46,4.80E-06
55,76,4.78E-06
78,77,4.78E-06
69,60,4.77E-06
19,19,4.76E-06
71,23,4.76E-06
49,61,4.76E-06
25,58,4.75E-06
49,78,4.75E-06
64,23,4.75E-06
40,46,4.75E-06
50,29,4.74E-06
9,57,4.73E-06
36,69,4.73E-06
50,73,4.73E-06
12,16,4.72E-06
73,72,4.72E-06
72,26,4.71E-06
44,19,4.71E-06
29,46,4.71E-06
40,58,4.70E-06
48,57,4.70E-06
33,14,4.70E-06
56,18,4.69E-06
65,77,4.67E-06
29,58,4.66E-06
77,18,4.66E-06
33,65,4.66E-06
70,13,4.65E-06
47,70,4.65E-06
43,70,4.64E-06
15,22,4.63E-06
49,64,4.62E-06
34,68,4.62E-06
50,51,4.60E-06
46,62,4.60E-06
28,71,4.59E-06
51,46,4.59E-06
60,32,4.59E-06
15,50,4.58E-06
8,36,4.58E-06
76,81,4.57E-06
57,20,4.57E-06
39,81,4.56E-06
51,58,4.55E-06
9,72,4.52E-06
57,21,4.49E-06
48,72,4.49E-06
30,18,4.48E-06
42,57,4.47E-06
58,47,4.46E-06
53,29,4.45E-06
23,57,4.44E-06
53,73,4.43E-06
58,25,4.43E-06
56,61,4.42E-06
54,43,4.42E-06
56,78,4.41E-06
68,44,4.40E-06
77,61,4.40E-06
77,78,4.39E-06
78,81,4.38E-06
18,53,4.38E-06
72,29,4.36E-06
15,46,4.35E-06
72,73,4.35E-06
36,47,4.34E-06
60,62,4.33E-06
36,25,4.31E-06
53,51,4.31E-06
28,68,4.31E-06
15,58,4.31E-06
56,64,4.29E-06
65,81,4.28E-06
22,14,4.28E-06
63,18,4.28E-06
42,72,4.27E-06
77,64,4.27E-06
49,57,4.27E-06
61,17,4.25E-06
47,43,4.25E-06
23,72,4.24E-06
43,43,4.24E-06
22,65,4.24E-06
26,19,4.23E-06
72,51,4.23E-06
71,63,4.23E-06
57,56,4.23E-06
54,69,4.23E-06
30,61,4.23E-06
11,53,4.22E-06
30,78,4.22E-06
64,63,4.22E-06
24,15,4.20E-06
46,39,4.20E-06
7,12,4.19E-06
70,76,4.17E-06
19,16,4.15E-06
52,71,4.13E-06
8,70,4.13E-06
32,53,4.12E-06
55,18,4.11E-06
30,64,4.10E-06
44,16,4.10E-06
50,36,4.10E-06
46,26,4.09E-06
49,72,4.08E-06
47,69,4.06E-06
58,77,4.06E-06
59,71,4.06E-06
61,33,4.06E-06
43,69,4.06E-06
25,53,4.04E-06
63,61,4.03E-06
63,78,4.03E-06
76,54,4.01E-06
40,53,4.00E-06
39,54,4.00E-06
61,66,3.99E-06
12,60,3.98E-06
33,19,3.97E-06
29,53,3.97E-06
56,57,3.97E-06
60,39,3.96E-06
36,77,3.95E-06
57,55,3.94E-06
77,57,3.94E-06
61,23,3.93E-06
62,13,3.93E-06
63,64,3.92E-06
54,47,3.88E-06
55,61,3.88E-06
52,68,3.88E-06
55,78,3.87E-06
51,53,3.87E-06
60,26,3.86E-06
54,25,3.85E-06
76,22,3.85E-06
37,13,3.85E-06
53,36,3.85E-06
39,22,3.84E-06
78,54,3.84E-06
71,40,3.83E-06
64,40,3.82E-06
76,50,3.81E-06
59,68,3.81E-06
24,10,3.81E-06
39,50,3.81E-06
68,17,3.80E-06
30,57,3.79E-06
56,72,3.79E-06
46,29,3.79E-06
8,43,3.78E-06
46,73,3.77E-06
72,36,3.77E-06
20,15,3.77E-06
55,64,3.77E-06
77,72,3.77E-06
65,54,3.76E-06
69,13,3.76E-06
47,47,3.73E-06
43,47,3.73E-06
58,81,3.72E-06
41,71,3.71E-06
47,25,3.71E-06
50,70,3.70E-06
43,25,3.70E-06
78,22,3.69E-06
26,16,3.69E-06
46,51,3.67E-06
15,53,3.67E-06
78,50,3.66E-06
10,12,3.65E-06
68,33,3.63E-06
18,14,3.63E-06
36,81,3.62E-06
30,72,3.62E-06
76,46,3.62E-06
22,19,3.62E-06
63,57,3.62E-06
39,46,3.61E-06
8,69,3.61E-06
65,22,3.61E-06
18,65,3.60E-06
70,18,3.59E-06
76,58,3.59E-06
39,58,3.58E-06
65,50,3.58E-06
60,29,3.57E-06
68,66,3.57E-06
60,73,3.56E-06
54,77,3.53E-06
68,23,3.52E-06
62,76,3.52E-06
35,71,3.51E-06
11,14,3.50E-06
19,60,3.50E-06
16,71,3.49E-06
61,63,3.49E-06
41,68,3.49E-06
55,57,3.48E-06
53,70,3.47E-06
78,46,3.47E-06
11,65,3.47E-06
60,51,3.46E-06
44,60,3.46E-06
33,16,3.46E-06
63,72,3.45E-06
37,76,3.45E-06
78,58,3.44E-06
32,14,3.42E-06
20,10,3.42E-06
71,32,3.41E-06
72,70,3.40E-06
64,32,3.40E-06
47,77,3.40E-06
65,46,3.39E-06
43,77,3.39E-06
32,65,3.39E-06
50,43,3.38E-06
70,61,3.38E-06
70,78,3.38E-06
57,44,3.37E-06
69,76,3.37E-06
65,58,3.36E-06
25,14,3.35E-06
55,72,3.32E-06
25,65,3.32E-06
8,47,3.32E-06
40,14,3.31E-06
8,25,3.29E-06
35,68,3.29E-06
29,14,3.29E-06
40,65,3.28E-06
70,64,3.28E-06
16,68,3.28E-06
46,36,3.28E-06
58,54,3.27E-06
29,65,3.26E-06
66,71,3.26E-06
54,81,3.24E-06
50,69,3.24E-06
71,62,3.22E-06
64,62,3.21E-06
51,14,3.21E-06
81,71,3.20E-06
36,54,3.18E-06
51,65,3.18E-06
53,43,3.17E-06
61,40,3.17E-06
22,16,3.15E-06
58,22,3.14E-06
12,13,3.13E-06
68,63,3.12E-06
47,81,3.11E-06
72,43,3.11E-06
43,81,3.11E-06
58,50,3.11E-06
26,60,3.11E-06
73,71,3.11E-06
60,36,3.09E-06
18,19,3.07E-06
36,22,3.06E-06
66,68,3.05E-06
76,53,3.05E-06
39,53,3.05E-06
15,14,3.04E-06
53,69,3.04E-06
70,57,3.03E-06
62,18,3.03E-06
36,50,3.03E-06
8,77,3.02E-06
15,65,3.01E-06
81,68,3.00E-06
9,71,2.98E-06
72,69,2.98E-06
50,47,2.97E-06
37,18,2.97E-06
11,19,2.96E-06
48,71,2.96E-06
46,70,2.96E-06
50,25,2.95E-06
58,46,2.95E-06
71,39,2.94E-06
64,39,2.93E-06
78,53,2.92E-06
58,58,2.92E-06
33,60,2.92E-06
73,68,2.92E-06
57,17,2.90E-06
69,18,2.90E-06
70,72,2.90E-06
32,19,2.89E-06
36,46,2.87E-06
71,26,2.86E-06
65,53,2.86E-06
64,26,2.86E-06
62,61,2.85E-06
62,78,2.85E-06
36,58,2.85E-06
54,54,2.84E-06
25,19,2.83E-06
68,40,2.83E-06
42,71,2.82E-06
61,32,2.82E-06
12,76,2.80E-06
40,19,2.80E-06
23,71,2.80E-06
9,68,2.80E-06
37,61,2.80E-06
37,78,2.79E-06
53,47,2.79E-06
60,70,2.79E-06
21,15,2.78E-06
29,19,2.78E-06
57,33,2.78E-06
48,68,2.78E-06
62,64,2.77E-06
53,25,2.77E-06
8,81,2.77E-06
19,13,2.75E-06
72,47,2.73E-06
47,54,2.73E-06
69,61,2.73E-06
54,22,2.73E-06
43,54,2.73E-06
69,78,2.73E-06
57,66,2.73E-06
44,13,2.72E-06
37,64,2.72E-06
72,25,2.71E-06
51,19,2.71E-06
50,77,2.71E-06
54,50,2.70E-06
46,43,2.70E-06
57,23,2.69E-06
49,71,2.69E-06
18,16,2.67E-06
22,60,2.66E-06
61,62,2.66E-06
31,15,2.66E-06
69,64,2.65E-06
71,29,2.65E-06
42,68,2.64E-06
64,29,2.64E-06
71,73,2.64E-06
64,73,2.63E-06
23,68,2.63E-06
47,22,2.63E-06
43,22,2.62E-06
