MSST,MISS,probability
7,64,8.24E-05
65,34,8.23E-05
41,32,8.22E-05
34,51,8.21E-05
9,63,8.18E-05
51,35,8.18E-05
65,45,8.17E-05
37,21,8.16E-05
48,63,8.12E-05
21,47,8.10E-05
66,40,8.10E-05
69,20,8.10E-05
24,46,8.09E-05
21,25,8.05E-05
20,54,8.03E-05
24,58,8.02E-05
56,33,7.97E-05
81,40,7.97E-05
30,17,7.97E-05
69,21,7.96E-05
77,33,7.92E-05
18,28,7.91E-05
28,29,7.90E-05
54,38,7.89E-05
52,39,7.88E-05
28,73,7.88E-05
10,18,7.85E-05
54,31,7.84E-05
62,56,7.83E-05
56,66,7.82E-05
38,70,7.82E-05
77,66,7.78E-05
35,32,7.77E-05
41,62,7.76E-05
59,39,7.75E-05
15,35,7.75E-05
73,40,7.74E-05
16,32,7.73E-05
42,63,7.73E-05
31,47,7.73E-05
26,49,7.72E-05
76,24,7.72E-05
20,22,7.72E-05
6,16,7.72E-05
56,23,7.72E-05
13,14,7.71E-05
39,24,7.71E-05
52,26,7.68E-05
23,63,7.68E-05
31,25,7.68E-05
37,56,7.67E-05
77,23,7.67E-05
28,51,7.67E-05
14,14,7.65E-05
19,30,7.64E-05
20,50,7.64E-05
13,65,7.64E-05
11,28,7.63E-05
45,36,7.62E-05
30,33,7.62E-05
7,57,7.61E-05
27,47,7.61E-05
12,37,7.61E-05
22,48,7.60E-05
63,17,7.60E-05
47,38,7.59E-05
14,65,7.58E-05
43,38,7.58E-05
44,30,7.56E-05
27,25,7.56E-05
59,26,7.55E-05
76,27,7.55E-05
39,27,7.54E-05
47,31,7.54E-05
43,31,7.53E-05
69,56,7.49E-05
30,66,7.48E-05
18,42,7.46E-05
32,28,7.45E-05
9,40,7.42E-05
78,24,7.40E-05
18,52,7.40E-05
10,61,7.40E-05
70,44,7.39E-05
10,78,7.39E-05
21,77,7.38E-05
30,23,7.37E-05
49,63,7.37E-05
48,40,7.36E-05
19,59,7.34E-05
35,62,7.33E-05
34,36,7.32E-05
55,17,7.31E-05
62,55,7.31E-05
25,28,7.30E-05
16,62,7.30E-05
7,72,7.27E-05
63,33,7.27E-05
44,59,7.26E-05
20,46,7.26E-05
33,49,7.25E-05
65,24,7.24E-05
78,27,7.24E-05
17,16,7.23E-05
40,28,7.22E-05
66,32,7.20E-05
11,42,7.19E-05
20,58,7.19E-05
10,64,7.19E-05
29,28,7.17E-05
37,55,7.16E-05
58,34,7.16E-05
38,43,7.15E-05
11,52,7.14E-05
63,66,7.14E-05
58,45,7.11E-05
52,29,7.11E-05
52,73,7.09E-05
41,39,7.08E-05
81,32,7.08E-05
65,27,7.08E-05
63,23,7.04E-05
31,77,7.04E-05
32,42,7.02E-05
42,40,7.01E-05
69,55,6.99E-05
55,33,6.99E-05
51,28,6.99E-05
59,29,6.99E-05
32,52,6.97E-05
36,34,6.97E-05
76,41,6.97E-05
23,40,6.97E-05
59,73,6.97E-05
39,41,6.95E-05
27,77,6.93E-05
36,45,6.92E-05
41,26,6.91E-05
52,51,6.89E-05
25,42,6.89E-05
73,32,6.88E-05
45,70,6.88E-05
55,66,6.86E-05
56,63,6.85E-05
38,69,6.84E-05
28,36,6.84E-05
25,52,6.83E-05
24,53,6.82E-05
77,63,6.81E-05
40,42,6.81E-05
66,62,6.80E-05
26,30,6.80E-05
59,51,6.78E-05
55,23,6.77E-05
21,81,6.76E-05
40,52,6.76E-05
29,42,6.76E-05
8,38,6.75E-05
12,20,6.74E-05
29,52,6.70E-05
8,31,6.70E-05
35,39,6.69E-05
19,37,6.69E-05
49,40,6.69E-05
81,62,6.69E-05
78,41,6.68E-05
16,39,6.66E-05
10,57,6.64E-05
12,21,6.63E-05
15,28,6.62E-05
44,37,6.62E-05
34,70,6.61E-05
22,49,6.60E-05
9,32,6.60E-05
51,42,6.59E-05
30,63,6.55E-05
48,32,6.55E-05
51,52,6.54E-05
65,41,6.53E-05
35,26,6.53E-05
13,19,6.52E-05
26,59,6.52E-05
6,60,6.51E-05
16,26,6.50E-05
73,62,6.49E-05
14,19,6.47E-05
31,81,6.45E-05
76,35,6.45E-05
18,48,6.45E-05
39,35,6.44E-05
41,29,6.39E-05
33,30,6.38E-05
70,17,6.37E-05
41,73,6.37E-05
27,81,6.35E-05
10,72,6.34E-05
58,24,6.30E-05
45,43,6.29E-05
38,47,6.28E-05
63,63,6.25E-05
15,42,6.24E-05
12,56,6.24E-05
38,25,6.24E-05
62,44,6.24E-05
42,32,6.23E-05
9,62,6.23E-05
54,34,6.22E-05
11,48,6.22E-05
56,40,6.22E-05
66,39,6.21E-05
41,51,6.20E-05
15,52,6.20E-05
23,32,6.19E-05
78,35,6.18E-05
77,40,6.18E-05
48,62,6.18E-05
54,45,6.18E-05
28,70,6.17E-05
58,27,6.16E-05
52,36,6.15E-05
36,24,6.13E-05
33,59,6.12E-05
20,53,6.11E-05
37,44,6.11E-05
81,39,6.11E-05
3,71,6.10E-05
70,33,6.10E-05
17,60,6.09E-05
32,48,6.07E-05
66,26,6.05E-05
50,38,6.05E-05
59,36,6.05E-05
65,35,6.05E-05
34,43,6.04E-05
35,29,6.04E-05
35,73,6.02E-05
45,69,6.02E-05
55,63,6.01E-05
16,29,6.01E-05
50,31,6.01E-05
36,27,5.99E-05
16,73,5.99E-05
47,34,5.99E-05
70,66,5.98E-05
43,34,5.98E-05
69,44,5.97E-05
25,48,5.95E-05
81,26,5.95E-05
26,37,5.95E-05
49,32,5.95E-05
47,45,5.94E-05
30,40,5.94E-05
43,45,5.93E-05
21,54,5.93E-05
73,39,5.93E-05
19,20,5.93E-05
70,23,5.90E-05
40,48,5.89E-05
42,62,5.88E-05
44,20,5.87E-05
35,51,5.86E-05
23,62,5.85E-05
29,48,5.84E-05
19,21,5.83E-05
16,51,5.83E-05
12,55,5.82E-05
22,30,5.81E-05
34,69,5.78E-05
73,26,5.78E-05
44,21,5.77E-05
3,68,5.73E-05
38,77,5.72E-05
21,22,5.70E-05
51,48,5.70E-05
9,39,5.69E-05
58,41,5.68E-05
13,16,5.68E-05
53,38,5.67E-05
63,40,5.67E-05
31,54,5.66E-05
24,14,5.65E-05
21,50,5.65E-05
48,39,5.64E-05
28,43,5.64E-05
14,16,5.64E-05
53,31,5.63E-05
49,62,5.61E-05
24,65,5.60E-05
66,29,5.60E-05
18,49,5.60E-05
66,73,5.58E-05
33,37,5.58E-05
22,59,5.58E-05
27,54,5.57E-05
72,38,5.56E-05
52,70,5.55E-05
9,26,5.54E-05
36,41,5.53E-05
41,36,5.53E-05
56,32,5.53E-05
45,47,5.52E-05
72,31,5.52E-05
76,28,5.51E-05
81,29,5.51E-05
48,26,5.50E-05
39,28,5.50E-05
77,32,5.50E-05
81,73,5.49E-05
19,56,5.49E-05
45,25,5.48E-05
54,24,5.48E-05
59,70,5.46E-05
55,40,5.45E-05
31,22,5.44E-05
66,51,5.43E-05
44,56,5.43E-05
28,69,5.40E-05
11,49,5.40E-05
15,48,5.40E-05
31,50,5.39E-05
62,17,5.38E-05
42,39,5.37E-05
21,46,5.36E-05
27,22,5.36E-05
54,27,5.35E-05
73,29,5.35E-05
81,51,5.34E-05
23,39,5.34E-05
73,73,5.33E-05
8,34,5.32E-05
21,58,5.31E-05
34,47,5.31E-05
27,50,5.30E-05
8,45,5.28E-05
78,28,5.28E-05
30,32,5.28E-05
37,17,5.27E-05
32,49,5.27E-05
34,25,5.27E-05
26,20,5.27E-05
47,24,5.26E-05
43,24,5.26E-05
58,35,5.26E-05
38,81,5.24E-05
70,63,5.24E-05
42,26,5.24E-05
35,36,5.22E-05
56,62,5.22E-05
23,26,5.21E-05
16,36,5.20E-05
76,42,5.19E-05
73,51,5.19E-05
77,62,5.19E-05
26,21,5.18E-05
39,42,5.18E-05
25,49,5.17E-05
65,28,5.17E-05
76,52,5.16E-05
69,17,5.15E-05
47,27,5.15E-05
39,52,5.15E-05
62,33,5.15E-05
43,27,5.14E-05
9,29,5.13E-05
49,39,5.13E-05
19,55,5.12E-05
6,13,5.12E-05
36,35,5.12E-05
40,49,5.11E-05
9,73,5.11E-05
31,46,5.11E-05
48,29,5.09E-05
22,37,5.08E-05
52,43,5.07E-05
48,73,5.07E-05
29,49,5.07E-05
44,55,5.07E-05
20,14,5.07E-05
31,58,5.07E-05
62,66,5.05E-05
37,33,5.04E-05
63,32,5.04E-05
27,46,5.03E-05
45,77,5.03E-05
20,65,5.02E-05
49,26,5.00E-05
41,70,4.99E-05
59,43,4.99E-05
27,58,4.99E-05
30,62,4.99E-05
62,23,4.98E-05
78,42,4.98E-05
9,51,4.98E-05
12,44,4.97E-05
28,47,4.96E-05
37,66,4.95E-05
33,20,4.95E-05
51,49,4.95E-05
78,52,4.94E-05
54,41,4.94E-05
48,51,4.94E-05
18,30,4.93E-05
28,25,4.92E-05
69,33,4.92E-05
37,23,4.88E-05
26,56,4.88E-05
65,42,4.87E-05
33,21,4.87E-05
52,69,4.86E-05
55,32,4.85E-05
42,29,4.85E-05
66,36,4.85E-05
65,52,4.83E-05
69,66,4.83E-05
34,77,4.83E-05
42,73,4.83E-05
46,38,4.83E-05
23,29,4.81E-05
23,73,4.80E-05
46,31,4.80E-05
17,13,4.79E-05
7,71,4.79E-05
13,60,4.79E-05
24,19,4.78E-05
59,69,4.77E-05
50,34,4.77E-05
69,23,4.77E-05
81,36,4.76E-05
56,39,4.76E-05
63,62,4.76E-05
70,40,4.75E-05
14,60,4.75E-05
11,30,4.75E-05
47,41,4.75E-05
43,41,4.74E-05
77,39,4.74E-05
50,45,4.73E-05
18,59,4.73E-05
35,70,4.72E-05
42,51,4.70E-05
16,70,4.69E-05
15,49,4.69E-05
8,24,4.68E-05
23,51,4.67E-05
56,26,4.64E-05
32,30,4.64E-05
73,36,4.63E-05
49,29,4.62E-05
77,26,4.62E-05
45,81,4.61E-05
49,73,4.61E-05
38,54,4.60E-05
6,76,4.59E-05
33,56,4.58E-05
8,27,4.58E-05
55,62,4.58E-05
54,35,4.57E-05
41,43,4.56E-05
11,59,4.56E-05
26,55,4.55E-05
30,39,4.55E-05
60,38,4.55E-05
25,30,4.55E-05
60,31,4.52E-05
21,53,4.52E-05
28,77,4.51E-05
22,20,4.51E-05
7,68,4.50E-05
40,30,4.50E-05
58,28,4.49E-05
76,48,4.49E-05
49,51,4.48E-05
39,48,4.48E-05
53,34,4.47E-05
29,30,4.46E-05
52,47,4.46E-05
32,59,4.45E-05
53,45,4.44E-05
30,26,4.44E-05
9,36,4.44E-05
22,21,4.43E-05
34,81,4.43E-05
52,25,4.43E-05
62,63,4.42E-05
38,22,4.42E-05
48,36,4.40E-05
47,35,4.40E-05
43,35,4.39E-05
72,34,4.39E-05
59,47,4.38E-05
38,50,4.38E-05
66,70,4.37E-05
36,28,4.37E-05
19,44,4.37E-05
25,59,4.37E-05
41,69,4.36E-05
72,45,4.35E-05
59,25,4.35E-05
51,30,4.35E-05
63,39,4.34E-05
37,63,4.34E-05
44,44,4.32E-05
40,59,4.32E-05
18,37,4.31E-05
35,43,4.31E-05
31,53,4.31E-05
78,48,4.31E-05
81,70,4.30E-05
17,76,4.30E-05
56,29,4.30E-05
16,43,4.29E-05
12,17,4.29E-05
20,19,4.29E-05
29,59,4.28E-05
56,73,4.28E-05
33,55,4.27E-05
77,29,4.27E-05
77,73,4.26E-05
27,53,4.24E-05
63,26,4.24E-05
58,42,4.24E-05
69,63,4.23E-05
70,32,4.23E-05
8,41,4.22E-05
65,48,4.21E-05
58,52,4.20E-05
50,24,4.20E-05
42,36,4.19E-05
55,39,4.18E-05
10,71,4.18E-05
73,70,4.18E-05
51,59,4.18E-05
22,56,4.17E-05
56,51,4.17E-05
23,36,4.17E-05
24,16,4.16E-05
11,37,4.16E-05
38,46,4.15E-05
77,51,4.14E-05
28,81,4.14E-05
15,30,4.12E-05
35,69,4.12E-05
36,42,4.12E-05
38,58,4.12E-05
16,69,4.11E-05
30,29,4.10E-05
50,27,4.10E-05
12,33,4.10E-05
30,73,4.09E-05
36,52,4.09E-05
55,26,4.07E-05
32,37,4.06E-05
52,77,4.06E-05
45,54,4.04E-05
12,66,4.02E-05
62,40,4.01E-05
41,47,4.01E-05
9,70,4.01E-05
49,36,4.00E-05
66,43,4.00E-05
70,62,3.99E-05
59,77,3.99E-05
30,51,3.98E-05
25,37,3.98E-05
41,25,3.98E-05
48,70,3.97E-05
12,23,3.97E-05
15,59,3.96E-05
6,18,3.95E-05
40,37,3.94E-05
53,24,3.93E-05
37,40,3.93E-05
81,43,3.93E-05
10,68,3.92E-05
63,29,3.92E-05
8,35,3.91E-05
54,28,3.91E-05
63,73,3.91E-05
29,37,3.91E-05
76,49,3.90E-05
39,49,3.89E-05
22,55,3.89E-05
34,54,3.89E-05
26,44,3.89E-05
45,22,3.89E-05
72,24,3.86E-05
45,50,3.85E-05
53,27,3.85E-05
69,40,3.84E-05
66,69,3.83E-05
18,20,3.82E-05
73,43,3.82E-05
46,34,3.81E-05
51,37,3.81E-05
63,51,3.80E-05
35,47,3.79E-05
42,70,3.79E-05
50,41,3.78E-05
46,45,3.78E-05
72,27,3.77E-05
19,17,3.77E-05
16,47,3.77E-05
13,13,3.77E-05
55,29,3.77E-05
81,69,3.76E-05
35,25,3.76E-05
23,70,3.76E-05
18,21,3.76E-05
55,73,3.76E-05
47,28,3.76E-05
43,28,3.75E-05
16,25,3.74E-05
21,14,3.74E-05
78,49,3.74E-05
14,13,3.74E-05
34,22,3.74E-05
20,16,3.73E-05
44,17,3.73E-05
6,61,3.72E-05
52,81,3.72E-05
56,36,3.72E-05
6,78,3.72E-05
21,65,3.71E-05
34,50,3.70E-05
17,18,3.70E-05
77,36,3.70E-05
11,20,3.68E-05
54,42,3.68E-05
58,48,3.66E-05
9,43,3.66E-05
59,81,3.66E-05
65,49,3.66E-05
55,51,3.66E-05
54,52,3.65E-05
73,69,3.65E-05
45,46,3.65E-05
41,77,3.65E-05
33,44,3.65E-05
70,39,3.64E-05
48,43,3.63E-05
28,54,3.63E-05
11,21,3.62E-05
45,58,3.62E-05
6,64,3.62E-05
49,70,3.61E-05
15,37,3.61E-05
19,33,3.61E-05
32,20,3.60E-05
60,34,3.59E-05
31,14,3.57E-05
62,32,3.57E-05
44,33,3.57E-05
36,48,3.56E-05
60,45,3.56E-05
30,36,3.55E-05
70,26,3.55E-05
53,41,3.55E-05
47,42,3.54E-05
32,21,3.54E-05
19,66,3.54E-05
31,65,3.54E-05
43,42,3.54E-05
18,56,3.54E-05
25,20,3.53E-05
12,63,3.53E-05
27,14,3.51E-05
47,52,3.51E-05
66,47,3.51E-05
34,46,3.51E-05
24,60,3.51E-05
43,52,3.51E-05
9,69,3.50E-05
50,35,3.50E-05
44,66,3.50E-05
38,53,3.50E-05
37,32,3.50E-05
19,23,3.49E-05
40,20,3.49E-05
28,22,3.49E-05
66,25,3.49E-05
17,61,3.49E-05
27,65,3.48E-05
72,41,3.48E-05
17,78,3.48E-05
34,58,3.48E-05
48,69,3.48E-05
25,21,3.47E-05
29,20,3.46E-05
42,43,3.46E-05
28,50,3.45E-05
81,47,3.45E-05
44,23,3.45E-05
35,77,3.45E-05
23,43,3.44E-05
40,21,3.43E-05
76,30,3.43E-05
16,77,3.43E-05
81,25,3.43E-05
39,30,3.43E-05
69,32,3.41E-05
11,56,3.41E-05
29,21,3.40E-05
63,36,3.39E-05
17,64,3.39E-05
71,38,3.38E-05
13,76,3.38E-05
51,20,3.38E-05
64,38,3.37E-05
62,62,3.37E-05
71,31,3.36E-05
56,70,3.36E-05
73,47,3.35E-05
26,17,3.35E-05
46,24,3.35E-05
14,76,3.35E-05
64,31,3.35E-05
41,81,3.34E-05
8,28,3.34E-05
6,57,3.34E-05
77,70,3.34E-05
32,56,3.33E-05
73,25,3.33E-05
22,44,3.32E-05
51,21,3.32E-05
42,69,3.31E-05
37,62,3.30E-05
18,55,3.30E-05
49,43,3.30E-05
76,59,3.29E-05
78,30,3.29E-05
23,69,3.29E-05
39,59,3.29E-05
70,29,3.28E-05
53,35,3.28E-05
28,46,3.28E-05
46,27,3.28E-05
70,73,3.28E-05
25,56,3.27E-05
52,54,3.26E-05
55,36,3.26E-05
28,58,3.25E-05
40,56,3.23E-05
69,62,3.22E-05
72,35,3.22E-05
65,30,3.22E-05
9,47,3.22E-05
59,54,3.21E-05
30,70,3.21E-05
26,33,3.21E-05
29,56,3.20E-05
15,20,3.20E-05
12,40,3.20E-05
66,77,3.20E-05
9,25,3.19E-05
48,47,3.19E-05
6,72,3.19E-05
70,51,3.19E-05
54,48,3.18E-05
11,55,3.18E-05
58,49,3.18E-05
48,25,3.17E-05
21,19,3.17E-05
35,81,3.16E-05
60,24,3.16E-05
78,59,3.16E-05
49,69,3.16E-05
8,42,3.15E-05
20,60,3.15E-05
26,66,3.15E-05
15,21,3.15E-05
33,17,3.15E-05
16,81,3.15E-05
81,77,3.14E-05
52,22,3.14E-05
17,57,3.13E-05
8,52,3.12E-05
51,56,3.12E-05
32,55,3.11E-05
52,50,3.11E-05
26,23,3.10E-05
19,63,3.10E-05
36,49,3.10E-05
65,59,3.09E-05
60,27,3.09E-05
59,22,3.08E-05
45,53,3.08E-05
62,39,3.08E-05
44,63,3.07E-05
56,43,3.07E-05
47,48,3.06E-05
63,70,3.06E-05
43,48,3.06E-05
59,50,3.05E-05
73,77,3.05E-05
77,43,3.05E-05
25,55,3.05E-05
42,47,3.04E-05
46,41,3.02E-05
23,47,3.02E-05
31,19,3.02E-05
42,25,3.02E-05
37,39,3.01E-05
40,55,3.01E-05
33,33,3.01E-05
76,37,3.00E-05
23,25,3.00E-05
62,26,3.00E-05
39,37,3.00E-05
50,28,2.99E-05
29,55,2.99E-05
17,72,2.99E-05
27,19,2.97E-05
15,56,2.96E-05
34,53,2.96E-05
33,66,2.95E-05
52,46,2.95E-05
55,70,2.94E-05
69,39,2.94E-05
37,26,2.94E-05
56,69,2.93E-05
41,54,2.93E-05
66,81,2.93E-05
30,43,2.93E-05
9,77,2.93E-05
52,58,2.92E-05
77,69,2.92E-05
51,55,2.92E-05
33,23,2.91E-05
13,18,2.91E-05
48,77,2.91E-05
38,14,2.90E-05
49,47,2.90E-05
59,46,2.90E-05
14,18,2.88E-05
81,81,2.88E-05
78,37,2.88E-05
49,25,2.88E-05
38,65,2.87E-05
59,58,2.87E-05
69,26,2.87E-05
22,17,2.87E-05
60,41,2.85E-05
12,32,2.84E-05
70,36,2.84E-05
50,42,2.82E-05
41,22,2.82E-05
18,44,2.82E-05
65,37,2.82E-05
19,40,2.81E-05
53,28,2.81E-05
30,69,2.80E-05
50,52,2.80E-05
73,81,2.80E-05
58,30,2.80E-05
46,35,2.80E-05
63,43,2.80E-05
41,50,2.79E-05
61,38,2.79E-05
44,40,2.78E-05
61,31,2.77E-05
62,29,2.77E-05
35,54,2.77E-05
42,77,2.77E-05
54,49,2.77E-05
62,73,2.76E-05
28,53,2.76E-05
15,55,2.76E-05
24,13,2.76E-05
16,54,2.76E-05
21,16,2.76E-05
26,63,2.76E-05
72,28,2.75E-05
23,77,2.75E-05
22,33,2.74E-05
13,61,2.74E-05
13,78,2.74E-05
36,30,2.72E-05
8,48,2.72E-05
14,61,2.72E-05
37,29,2.72E-05
11,44,2.72E-05
14,78,2.71E-05
37,73,2.71E-05
56,47,2.69E-05
55,43,2.69E-05
62,51,2.69E-05
22,66,2.69E-05
58,59,2.69E-05
9,81,2.68E-05
12,62,2.68E-05
77,47,2.68E-05
63,69,2.68E-05
56,25,2.68E-05
71,34,2.67E-05
35,22,2.66E-05
48,81,2.66E-05
76,20,2.66E-05
13,64,2.66E-05
77,25,2.66E-05
64,34,2.66E-05
47,49,2.66E-05
39,20,2.66E-05
43,49,2.66E-05
32,44,2.65E-05
22,23,2.65E-05
69,29,2.65E-05
16,22,2.65E-05
41,46,2.65E-05
71,45,2.65E-05
53,42,2.65E-05
69,73,2.65E-05
14,64,2.64E-05
64,45,2.64E-05
35,50,2.64E-05
49,77,2.64E-05
37,51,2.64E-05
60,35,2.64E-05
31,16,2.63E-05
53,52,2.63E-05
16,50,2.63E-05
41,58,2.63E-05
76,21,2.62E-05
36,59,2.61E-05
39,21,2.61E-05
25,44,2.60E-05
72,42,2.59E-05
27,16,2.59E-05
33,63,2.59E-05
30,47,2.58E-05
72,52,2.58E-05
55,69,2.57E-05
69,51,2.57E-05
40,44,2.57E-05
66,54,2.57E-05
70,70,2.57E-05
30,25,2.56E-05
29,44,2.55E-05
78,20,2.55E-05
45,14,2.55E-05
42,81,2.54E-05
81,54,2.53E-05
45,65,2.53E-05
23,81,2.52E-05
78,21,2.51E-05
35,46,2.50E-05
26,40,2.50E-05
19,32,2.50E-05
68,38,2.50E-05
65,20,2.50E-05
16,46,2.49E-05
51,44,2.49E-05
52,53,2.48E-05
68,31,2.48E-05
35,58,2.48E-05
20,13,2.48E-05
24,76,2.47E-05
44,32,2.47E-05
66,22,2.47E-05
16,58,2.47E-05
76,56,2.46E-05
39,56,2.46E-05
13,57,2.46E-05
63,47,2.46E-05
73,54,2.46E-05
65,21,2.45E-05
38,19,2.45E-05
56,77,2.45E-05
34,14,2.45E-05
12,39,2.45E-05
58,37,2.45E-05
66,50,2.45E-05
59,53,2.44E-05
63,25,2.44E-05
50,48,2.44E-05
77,77,2.44E-05
14,57,2.44E-05
54,30,2.43E-05
81,22,2.43E-05
34,65,2.43E-05
18,17,2.43E-05
49,81,2.42E-05
81,50,2.41E-05
62,36,2.40E-05
46,28,2.39E-05
12,26,2.39E-05
36,37,2.38E-05
8,49,2.36E-05
55,47,2.36E-05
78,56,2.36E-05
73,22,2.36E-05
19,62,2.36E-05
15,44,2.36E-05
22,63,2.36E-05
9,54,2.35E-05
37,36,2.35E-05
13,72,2.35E-05
55,25,2.35E-05
33,40,2.35E-05
70,43,2.35E-05
71,24,2.35E-05
30,77,2.34E-05
11,17,2.34E-05
47,30,2.34E-05
64,24,2.34E-05
73,50,2.34E-05
43,30,2.34E-05
48,54,2.34E-05
54,59,2.33E-05
44,62,2.33E-05
14,72,2.33E-05
21,60,2.33E-05
18,33,2.32E-05
66,46,2.32E-05
65,56,2.31E-05
66,58,2.30E-05
76,55,2.30E-05
69,36,2.30E-05
39,55,2.29E-05
71,27,2.29E-05
28,14,2.29E-05
32,17,2.29E-05
53,48,2.29E-05
64,27,2.29E-05
81,46,2.28E-05
18,66,2.28E-05
28,65,2.27E-05
9,22,2.26E-05
81,58,2.26E-05
3,15,2.26E-05
46,42,2.25E-05
60,28,2.25E-05
18,23,2.25E-05
56,81,2.25E-05
48,22,2.25E-05
47,59,2.25E-05
25,17,2.24E-05
70,69,2.24E-05
72,48,2.24E-05
43,59,2.24E-05
9,50,2.24E-05
11,33,2.24E-05
46,52,2.24E-05
63,77,2.24E-05
77,81,2.24E-05
41,53,2.23E-05
42,54,2.23E-05
48,50,2.22E-05
26,32,2.22E-05
40,17,2.22E-05
73,46,2.22E-05
20,76,2.22E-05
31,60,2.22E-05
23,54,2.21E-05
12,29,2.21E-05
78,55,2.20E-05
12,73,2.20E-05
61,34,2.20E-05
29,17,2.20E-05
11,66,2.20E-05
73,58,2.20E-05
32,33,2.19E-05
61,45,2.19E-05
27,60,2.18E-05
58,20,2.17E-05
11,23,2.17E-05
62,70,2.17E-05
45,19,2.16E-05
65,55,2.16E-05
19,39,2.16E-05
55,77,2.15E-05
30,81,2.15E-05
32,66,2.15E-05
51,17,2.15E-05
25,33,2.15E-05
12,51,2.14E-05
42,22,2.14E-05
22,40,2.14E-05
38,16,2.14E-05
58,21,2.13E-05
44,39,2.13E-05
24,18,2.13E-05
54,37,2.13E-05
9,46,2.13E-05
23,22,2.12E-05
60,42,2.12E-05
37,70,2.12E-05
40,33,2.12E-05
49,54,2.12E-05
32,23,2.12E-05
50,49,2.12E-05
42,50,2.12E-05
71,41,2.12E-05
36,20,2.11E-05
48,46,2.11E-05
35,53,2.11E-05
64,41,2.11E-05
60,52,2.11E-05
9,58,2.11E-05
25,66,2.11E-05
29,33,2.11E-05
23,50,2.10E-05
6,71,2.10E-05
19,26,2.10E-05
16,53,2.10E-05
26,62,2.10E-05
48,58,2.09E-05
33,32,2.09E-05
40,66,2.08E-05
8,30,2.08E-05
44,26,2.08E-05
25,23,2.08E-05
36,21,2.08E-05
34,19,2.07E-05
69,70,2.07E-05
29,66,2.07E-05
70,47,2.06E-05
52,14,2.06E-05
40,23,2.05E-05
51,33,2.05E-05
63,81,2.05E-05
3,10,2.05E-05
47,37,2.05E-05
70,25,2.05E-05
43,37,2.05E-05
52,65,2.04E-05
49,22,2.04E-05
29,23,2.04E-05
15,17,2.03E-05
59,14,2.02E-05
49,50,2.02E-05
51,66,2.02E-05
42,46,2.01E-05
58,56,2.01E-05
24,61,2.01E-05
59,65,2.01E-05
24,78,2.00E-05
18,63,2.00E-05
23,46,2.00E-05
8,59,2.00E-05
42,58,1.99E-05
51,23,1.99E-05
53,49,1.99E-05
62,43,1.98E-05
23,58,1.98E-05
6,68,1.97E-05
55,81,1.97E-05
56,54,1.97E-05
68,34,1.97E-05
33,62,1.97E-05
17,71,1.97E-05
76,44,1.96E-05
77,54,1.96E-05
39,44,1.96E-05
66,53,1.96E-05
71,35,1.96E-05
68,45,1.96E-05
36,56,1.95E-05
64,35,1.95E-05
24,64,1.95E-05
46,48,1.95E-05
72,49,1.95E-05
15,33,1.95E-05
19,29,1.94E-05
37,43,1.94E-05
19,73,1.94E-05
61,24,1.94E-05
28,19,1.94E-05
11,63,1.93E-05
81,53,1.93E-05
44,29,1.92E-05
49,46,1.92E-05
44,73,1.92E-05
26,39,1.92E-05
12,36,1.91E-05
15,66,1.91E-05
57,38,1.91E-05
20,18,1.91E-05
22,32,1.90E-05
49,58,1.90E-05
57,31,1.90E-05
56,22,1.90E-05
62,69,1.89E-05
69,43,1.89E-05
61,27,1.89E-05
54,20,1.89E-05
19,51,1.89E-05
77,22,1.89E-05
30,54,1.89E-05
15,23,1.88E-05
32,63,1.88E-05
78,44,1.88E-05
45,16,1.88E-05
56,50,1.88E-05
70,77,1.88E-05
58,55,1.87E-05
73,53,1.87E-05
26,26,1.87E-05
77,50,1.87E-05
44,51,1.87E-05
50,30,1.86E-05
37,69,1.86E-05
54,21,1.86E-05
41,14,1.85E-05
17,68,1.85E-05
25,63,1.85E-05
65,44,1.84E-05
60,48,1.84E-05
41,65,1.83E-05
21,13,1.83E-05
40,63,1.82E-05
36,55,1.82E-05
8,37,1.82E-05
47,20,1.81E-05
43,20,1.81E-05
69,69,1.81E-05
18,40,1.81E-05
30,22,1.81E-05
29,63,1.81E-05
34,16,1.81E-05
38,60,1.80E-05
24,57,1.80E-05
20,61,1.80E-05
63,54,1.80E-05
33,39,1.80E-05
20,78,1.80E-05
30,50,1.79E-05
22,62,1.79E-05
9,53,1.79E-05
50,59,1.79E-05
47,21,1.78E-05
43,21,1.78E-05
56,46,1.78E-05
48,53,1.78E-05
7,15,1.78E-05
77,46,1.77E-05
56,58,1.77E-05
51,63,1.77E-05
77,58,1.76E-05
33,26,1.75E-05
35,14,1.75E-05
53,30,1.75E-05
20,64,1.75E-05
11,40,1.75E-05
61,41,1.75E-05
54,56,1.75E-05
31,13,1.74E-05
52,19,1.74E-05
16,14,1.74E-05
62,47,1.74E-05
68,24,1.73E-05
35,65,1.73E-05
55,54,1.73E-05
63,22,1.73E-05
26,29,1.73E-05
62,25,1.73E-05
12,70,1.73E-05
16,65,1.73E-05
26,73,1.72E-05
24,72,1.72E-05
70,81,1.72E-05
27,13,1.72E-05
72,30,1.71E-05
63,50,1.71E-05
59,19,1.71E-05
32,40,1.71E-05
37,47,1.71E-05
30,46,1.70E-05
68,27,1.69E-05
42,53,1.69E-05
37,25,1.69E-05
76,17,1.69E-05
