oddsHomeTeam,oddsAwayTeam,bookie,homeScoreOddsImplied,awayScoreOddsImplied,sport,homeMoneyLine,awayMoneyLine,gameLine,homeCover,awayCover,overUnder,over,under,homeTeamAbbrev,awayTeamAbbrev,homeScore,awayScore,homeTeam,awayTeam,homeGameScoreStd,awayGameScoreStd,homeScoreAvg,awayScoreAvg,season,p_homeCover,p_awayCover,p_over,p_under,p_homeWin,p_awayWin,p_homeCoverOver,p_homeCoverUnder,p_awayCoverOver,p_awayCoverUnder,p_homeWinOver,p_homeWinUnder,p_awayWinOver,p_awayWinUnder,p_homeCoverAwayWin,p_awayCoverHomeWin,p_homeCoverOverAwayWin,p_homeCoverUnderAwayWin,p_awayCoverOverHomeWin,p_awayCoverUnderHomeWin,k_homeCover,r_homeCover,k_awayCover,r_awayCover,k_over,r_over,k_under,r_under,k_homeWin,r_homeWin,k_awayWin,r_awayWin,k_homeCoverOver,r_homeCoverOver,k_awayCoverOver,r_awayCoverOver,k_homeCoverUnder,r_homeCoverUnder,k_awayCoverUnder,r_awayCoverUnder,k_homeWinOver,r_homeWinOver,k_awayWinOver,r_awayWinOver,k_homeWinUnder,r_homeWinUnder,k_awayWinUnder,r_awayWinUnder
Charlotte Hornets,Philadelphia 76ers,DraftKings,111.75,121.25,NBA,350.0,-455.0,-9.5,-105.0,-115.0,233.0,-108.0,-112.0,CHA,PHI,109.06304896249348,125.51163025086461,Charlotte Hornets,Philadelphia 76ers,11.643098264553508,11.499560020437729,111.832083958021,121.52011494252874,2024.0,0.335104,0.664797,0.5272159999999999,0.44849799999999995,0.157288,0.842712,0.17805500000000002,0.148657,0.349161,0.29984099999999997,0.079973,0.06614099999999999,0.439182,0.37566200000000005,0.170438,0.0,0.090021,0.075821,0.0,0.0,-0.3630368,0.0,0.2793135499999999,0.06784005149008904,0.016609279999999838,0.00025543350196147657,-0.1691842400000001,0.0,-0.08348685714285714,0.0,0.12705160000000004,0.003547716277485733,-0.11975115942028985,0.0,0.09883830769230773,0.02539942877544616,-0.16665522222222215,0.0,0.02418785039370075,0.0014860323509368481,-0.03997836897001304,0.0,0.02376125925925926,0.0007622065461407431,-0.058042377659574484,0.0,-0.10093189312977086,0.0
Cleveland Cavaliers,Atlanta Hawks,DraftKings,120.0,117.5,NBA,-135.0,114.0,2.5,-108.0,-112.0,237.5,-110.0,-110.0,CLE,ATL,112.95340251774141,118.44548596847494,Cleveland Cavaliers,Atlanta Hawks,11.581885776189168,11.587465788412212,109.63862068965518,121.52729885057472,2024.0,0.31275000000000003,0.6871959999999999,0.355382,0.644564,0.3686384999999999,0.6313615000000001,0.110994,0.201756,0.244388,0.44280800000000003,0.126644,0.23045100000000002,0.220311,0.39945300000000006,0.0,0.04434500000000001,0.0,0.0,0.01565,0.028695000000000002,-0.4294799999999999,0.0,0.33685551999999985,0.10131396549506277,-0.35369780000000006,0.0,0.25358440000000004,0.05845913447578185,-0.4836995250000003,0.0,0.3079943947368423,0.10814102379581773,-0.2207246567164179,0.0,-0.0451185134099617,0.0,-0.09609623880597012,0.0,0.2293244750957855,0.1372591558314692,-0.24980255172413798,0.0,-0.032015537216828455,0.0,-0.10125115517241384,0.0,0.20510122006472498,0.1299855173585997
Denver Nuggets,Oklahoma City Thunder,DraftKings,120.5,116.0,NBA,-198.0,164.0,4.5,-112.0,-108.0,236.5,-112.0,-108.0,DEN,OKC,113.91190552098251,115.45867292273229,Denver Nuggets,Oklahoma City Thunder,11.60073825631875,11.605412781868528,114.6153846153846,118.46926536731634,2024.0,0.3562390000000001,0.643684,0.33239100000000005,0.667532,0.46239150000000007,0.5376084999999999,0.118498,0.23774099999999998,0.21389300000000003,0.42979100000000003,0.149735,0.300521,0.174896,0.3505000000000001,0.0,0.094017,0.0,0.0,0.031237,0.06278,-0.36477331999999973,0.0,0.25886272000000005,0.06204621093129484,-0.4153310799999998,0.0,0.30846656000000006,0.08810335059095706,-0.6020733299999996,0.0,0.255662463414634,0.10719580412675203,-0.2231694418604651,0.0,-0.08275115094339622,0.0,-0.04990390566037739,0.0,0.21938177490774913,0.13042786416813737,-0.3098677027027027,0.0,-0.03138000000000002,0.0,-0.06762584210526318,0.0,0.19130882352941186,0.14932418911764722
Golden State Warriors,Brooklyn Nets,DraftKings,119.25,115.75,NBA,-155.0,130.0,3.5,-108.0,-112.0,235.0,-112.0,-108.0,GS,BKN,114.13483451494741,115.10327755687734,Golden State Warriors,Brooklyn Nets,11.59172904879685,11.58971863735549,113.59770114942528,115.20833333333331,2024.0,0.392581,0.607364,0.35162,0.6254540000000001,0.476404,0.523596,0.138217,0.24566400000000002,0.21340299999999998,0.37979,0.16309,0.29023499999999997,0.17961000000000002,0.319777,0.0,0.071642,0.0,0.0,0.02487300000000001,0.044571000000000006,-0.26343151999999986,0.0,0.16761168000000004,0.025083638636091414,-0.3745655999999999,0.0,0.22094432000000014,0.045200363463206016,-0.3351697999999999,0.0,0.15713138461538456,0.03209735364049226,-0.18698413207547168,0.0,-0.09147955813953487,0.0,-0.03268876752767527,0.0,0.14574849056603778,0.05629294963103777,-0.23354981042654033,0.0,-0.06528253731343281,0.0,-0.03684564516129035,0.0,0.12146125655976675,0.05060223037861574
LA Clippers,New York Knicks,DraftKings,117.0,111.0,NBA,-225.0,185.0,6.0,-108.0,-112.0,228.0,-110.0,-110.0,LAC,NY,112.45602763676864,109.91213015968953,LA Clippers,New York Knicks,11.611890240244207,11.646980484573913,113.51867816091954,114.16666666666669,2024.0,0.40480600000000005,0.571362,0.354893,0.622117,0.5613394999999999,0.4386605000000001,0.143479,0.252288,0.203262,0.35531999999999997,0.194771,0.34231500000000004,0.151953,0.26514,0.0,0.12077299999999999,0.0,0.0,0.04314,0.075518,-0.23800351999999997,0.0,0.09128744000000011,0.007440532769422872,-0.3547247,0.0,0.20644570000000007,0.038745297316809105,-0.4256466250000004,0.0,0.13523374324324344,0.033833105826422065,-0.17611838805970145,0.0,-0.10200160153256704,0.0,-0.026709014925373087,0.0,0.10831616858237542,0.030621544102314144,-0.26274547727272723,0.0,-0.039048576576576566,0.0,-0.03136965909090905,0.0,0.09963099099099099,0.04407292458436037
Miami Heat,Chicago Bulls,DraftKings,111.5,106.5,NBA,-198.0,164.0,5.0,-110.0,-110.0,218.0,-110.0,-110.0,MIA,CHI,111.63256827524602,106.16506536551162,Miami Heat,Chicago Bulls,11.617584562500866,11.646470202875268,112.8,106.58885941644562,2024.0,0.498629,0.477042,0.483789,0.491882,0.629766,0.37023399999999995,0.24104799999999998,0.24513400000000002,0.230778,0.23442699999999997,0.299114,0.30437000000000003,0.17380199999999998,0.176422,0.0,0.095318,0.0,0.0,0.046103,0.04691500000000001,-0.05287910000000007,0.0,-0.09821180000000002,0.0,-0.08404309999999993,0.0,-0.06704780000000016,0.0,-0.1032973199999998,0.0,-0.01376965853658546,0.0,-0.04643381818181819,0.0,-0.060593969696969646,0.0,-0.04080009090909087,0.0,-0.05556277272727275,0.0,-0.07569134759358287,0.0,-0.030702455445544563,0.0,-0.06762465240641702,0.0,-0.027433940594059403,0.0
Milwaukee Bucks,Detroit Pistons,DraftKings,129.25,112.25,NBA,-1450.0,850.0,17.0,-110.0,-110.0,241.5,-108.0,-112.0,MIL,DET,123.00808839172379,110.67306624912956,Milwaukee Bucks,Detroit Pistons,11.531143105508534,11.600383318875528,121.56609195402298,108.08,2024.0,0.376622,0.5999320000000001,0.31721400000000005,0.682713,0.7746845000000001,0.2253154999999999,0.119048,0.25757399999999997,0.190993,0.408939,0.24215,0.523331,0.068935,0.147104,0.0,0.365486,0.0,0.0,0.115929,0.24955699999999997,-0.3090938,0.0,0.15985720000000025,0.023231203992581908,-0.4201948799999999,0.0,0.32735156000000004,0.09567771770931573,-2.4923902499999984,0.0,0.13417614705882341,0.15302752673618353,-0.2096654328358209,0.0,-0.11087528358208956,0.0,-0.026880406130268264,0.0,0.18247884674329498,0.08690916201787127,-0.4728028301886793,0.0,0.015116213872832365,0.003953048647991328,0.056008450980392144,0.0031996855128474545,0.09687455359246173,0.15935185169088384
Minnesota Timberwolves,Indiana Pacers,DraftKings,125.75,116.75,NBA,-380.0,300.0,9.0,-110.0,-110.0,242.5,-108.0,-112.0,MIN,IND,119.66400940608628,121.64864654602303,Minnesota Timberwolves,Indiana Pacers,11.514087672936164,11.584020299883967,112.14542728635682,127.375,2024.0,0.24120299999999997,0.7393000000000001,0.47204199999999996,0.527919,0.45157,0.54843,0.11314,0.12806299999999998,0.349497,0.38980300000000007,0.206609,0.23277799999999998,0.25425600000000004,0.28195200000000004,0.0,0.178726,0.0,0.0,0.08406399999999999,0.094662,-0.5934737000000001,0.0,0.45253000000000015,0.18616672809090928,-0.09815264000000012,0.0,-0.0008117199999999603,0.0,-1.632464,0.0,0.39790666666666663,0.47498914613333326,-0.21777791044776112,0.0,0.106772,0.030552696757120003,-0.2060124789272031,0.0,0.1560110459770116,0.06352595527845559,-0.3482098811188811,0.0,0.14295092537313436,0.13691427933573738,-0.3191802733812951,0.0,0.17266006697108072,0.19586154663282954
Portland Trail Blazers,Dallas Mavericks,DraftKings,115.5,120.5,NBA,170.0,-205.0,-5.0,-108.0,-112.0,236.0,-108.0,-112.0,POR,DAL,104.63676892465287,118.67402591938168,Portland Trail Blazers,Dallas Mavericks,11.650738160756834,11.571610073110955,104.23238380809596,119.41666666666669,2024.0,0.28099799999999997,0.697948,0.211799,0.77004,0.196612,0.803388,0.05981799999999999,0.21593600000000002,0.147356,0.537811,0.040272999999999996,0.14463399999999998,0.16809699999999997,0.6125769999999999,0.075918,0.0,0.016116000000000005,0.058473000000000004,0.0,0.0,-0.4955241600000001,0.0,0.35964976000000004,0.11548924095362288,-0.63945808,0.0,0.5124848,0.23450059842057136,-0.2759691764705882,0.0,0.40033339999999995,0.07817894202710239,-0.28711262730627307,0.0,-0.17439645283018868,0.0,-0.07993720754716982,0.0,0.3586679767441861,0.3318982112577615,-0.18823342857142855,0.0,-0.27677091443850266,0.0,-0.0634842481751825,0.0,0.39970721978021967,0.2907738680108678
Sacramento Kings,Utah Jazz,DraftKings,124.75,115.25,NBA,-455.0,350.0,9.5,-110.0,-110.0,240.0,-110.0,-110.0,SAC,UTAH,115.91608708228014,110.92542256816597,Sacramento Kings,Utah Jazz,11.5776997163388,11.60646767262239,114.88605697151424,109.57444219066936,2024.0,0.39165399999999995,0.6082460000000001,0.202768,0.779518,0.619515,0.38048499999999996,0.07922700000000002,0.305369,0.12354100000000003,0.47414900000000004,0.123139,0.474185,0.07504799999999999,0.28733499999999995,0.0,0.216211,0.0,0.0,0.043912,0.168816,-0.2775266000000002,0.0,0.1773166000000001,0.02858288785050915,-0.6741872,0.0,0.5369878000000001,0.2621417248625819,-1.1116917499999999,0.0,0.20348071428571424,0.14491540380178566,-0.26955065151515145,0.0,-0.2084510454545454,0.0,0.04225119696969698,0.004712832023782429,0.2749630151515152,0.19959630161120073,-0.536154984962406,0.0,-0.04681655862977603,0.0,0.07883537593984974,0.008265971944437995,0.19343974308300388,0.28400971060850083
