oddsHomeTeam,oddsAwayTeam,bookie,homeScoreOddsImplied,awayScoreOddsImplied,sport,homeMoneyLine,awayMoneyLine,gameLine,homeCover,awayCover,overUnder,over,under,homeTeamAbbrev,awayTeamAbbrev,homeScore,awayScore,homeTeam,awayTeam,homeGameScoreStd,awayGameScoreStd,homeScoreAvg,awayScoreAvg,season,p_homeCover,p_awayCover,p_over,p_under,p_homeWin,p_awayWin,p_homeCoverOver,p_homeCoverUnder,p_awayCoverOver,p_awayCoverUnder,p_homeWinOver,p_homeWinUnder,p_awayWinOver,p_awayWinUnder,p_homeCoverAwayWin,p_awayCoverHomeWin,p_homeCoverOverAwayWin,p_homeCoverUnderAwayWin,p_awayCoverOverHomeWin,p_awayCoverUnderHomeWin,k_homeCover,r_homeCover,k_awayCover,r_awayCover,k_over,r_over,k_under,r_under,k_homeWin,r_homeWin,k_awayWin,r_awayWin,k_homeCoverOver,r_homeCoverOver,k_awayCoverOver,r_awayCoverOver,k_homeCoverUnder,r_homeCoverUnder,k_awayCoverUnder,r_awayCoverUnder,k_homeWinOver,r_homeWinOver,k_awayWinOver,r_awayWinOver,k_homeWinUnder,r_homeWinUnder,k_awayWinUnder,r_awayWinUnder
Brooklyn Nets,New York Knicks,DraftKings,116.0,117.0,NBA,-102.0,-118.0,-1.0,-105.0,-115.0,233.0,-110.0,-108.0,BKN,NY,114.12438973327913,113.71754629553746,Brooklyn Nets,New York Knicks,11.720570393830382,11.72308114089326,115.1153846153846,114.46153846153848,2024.0,0.5218140000000001,0.45419699999999996,0.36671299999999996,0.610354,0.5097505,0.4902495,0.19149399999999997,0.31865299999999996,0.166666,0.277344,0.18233000000000002,0.30369,0.17521899999999999,0.291701,0.0,0.0,0.0,0.0,0.0,0.0,0.0197187000000002,0.0003703115520857214,-0.17347645000000012,0.0,-0.3299027000000001,0.0,0.18953631999999992,0.03326297833253926,0.009696009999999977,9.216922541186214e-05,-0.11125609000000003,0.0,-0.10466204395604403,0.0,-0.15758847470817125,0.0,0.07178814492753616,0.014223764195897942,-0.0006006153846153661,0.0,-0.11179589928057557,0.0,-0.15078139525691706,0.0,0.055892846975089006,0.008778469063775806,0.015021703125000008,0.0005776680058256262
Chicago Bulls,Los Angeles Lakers,DraftKings,110.75,114.75,NBA,150.0,-180.0,-4.0,-105.0,-115.0,225.5,-112.0,-108.0,CHI,LAL,108.83849466123209,112.88527689830778,Chicago Bulls,Los Angeles Lakers,11.75864431416231,11.719363401855729,106.97536945812809,112.5603448275862,2024.0,0.486984,0.48888,0.410367,0.589544,0.4038265,0.5961735,0.20015200000000002,0.286832,0.200152,0.288728,0.161144,0.23097099999999998,0.239243,0.34513,0.071446,0.0,0.029028000000000005,0.042418000000000004,0.0,0.0,-0.05168280000000014,0.0,-0.09890800000000011,0.0,-0.25002196000000004,0.0,0.1462515199999999,0.019805099168805906,0.00637749999999998,6.10087593749998e-05,-0.1307141999999999,0.0,-0.09608799999999998,0.0,-0.11474878740157479,0.0,0.028437797101449225,0.0022320349189936177,0.015161846153846137,0.0005976921048615383,-0.06375036997319036,0.0,-0.15289978350515462,0.0,0.029126118110236215,0.00323214018101315,0.01769499999999996,0.0006262260499999992
Cleveland Cavaliers,Utah Jazz,DraftKings,117.5,111.0,NBA,-265.0,220.0,6.5,-115.0,-105.0,228.5,-112.0,-108.0,CLE,UTAH,111.1489205663461,108.94646889351128,Cleveland Cavaliers,Utah Jazz,11.739304448584573,11.801354246158764,110.35887611749682,109.93929832469388,2024.0,0.397826,0.6020580000000001,0.30707999999999996,0.692804,0.552441,0.44755900000000004,0.12169200000000001,0.27613400000000005,0.18538800000000002,0.41667000000000004,0.16552,0.3749910000000001,0.13459,0.300923,0.0,0.142685,0.0,0.0,0.043828,0.098857,-0.29467409999999994,0.0,0.18421890000000019,0.03232057439734291,-0.4689904,0.0,0.36103231999999996,0.12068920007831704,-0.63359035,0.0,0.19644945454545465,0.08490325402065464,-0.22409855118110233,0.0,-0.11632014814814809,0.0,-0.0022759999999998892,0.0,0.20531855072463773,0.11634975206979714,-0.35279055900621115,0.0,-0.03643964426877472,0.0,-0.003802333333333241,0.0,0.16544296124031008,0.14123628686764778
Dallas Mavericks,LA Clippers,DraftKings,117.5,120.5,NBA,130.0,-155.0,-3.0,-105.0,-115.0,238.0,-115.0,-105.0,DAL,LAC,116.61575758383034,119.48394430042453,Dallas Mavericks,LA Clippers,11.70753180130988,11.565951684585466,119.26923076923076,116.13262599469496,2024.0,0.49090500000000004,0.48479,0.442488,0.5333279999999999,0.43075199999999997,0.569248,0.218855,0.259905,0.212559,0.260274,0.187351,0.22162099999999998,0.244867,0.299208,0.04817500000000001,0.0,0.021234,0.025785000000000006,0.0,0.0,-0.04364475000000001,0.0,-0.10770149999999995,0.0,-0.19865080000000002,0.0,0.04332239999999982,0.001787457468342837,-0.007131076923076907,0.0,-0.0984176000000001,0.0,-0.07591669811320753,0.0,-0.10241740000000005,0.0,-0.0034740035587188522,0.0,-0.018867886792452826,0.0,-0.058906272727272724,0.0,-0.11817771153846157,0.0,-0.0014102320916905553,0.0,-0.01789245248868787,0.0
Houston Rockets,Atlanta Hawks,DraftKings,118.25,115.25,NBA,-155.0,130.0,3.0,-112.0,-108.0,233.5,-110.0,-110.0,HOU,ATL,112.69272470823391,116.46033971834767,Houston Rockets,Atlanta Hawks,11.66761655527926,11.751414109341749,108.89798850574714,121.75596816976127,2024.0,0.330342,0.647431,0.396793,0.6031350000000001,0.40997900000000004,0.5900209999999999,0.13014299999999998,0.20019900000000002,0.258192,0.38923899999999995,0.156743,0.24146600000000001,0.230405,0.34777399999999997,0.0,0.04571200000000001,0.0,0.0,0.018142,0.027570000000000004,-0.41967495999999993,0.0,0.26665648,0.06583859104258372,-0.26673470000000005,0.0,0.16658350000000016,0.025227329520227326,-0.5045535499999998,0.0,0.2746525384615383,0.0980642219483768,-0.20313554406130271,0.0,-0.01860202985074627,0.0,-0.10623816475095782,0.0,0.16134310447761185,0.06976468093142921,-0.23730232710280372,0.0,0.003385825958702071,3.8862341062685054e-05,-0.11298914018691586,0.0,0.15537694985250736,0.08184136828913852
Indiana Pacers,Charlotte Hornets,DraftKings,129.75,119.25,NBA,-500.0,380.0,10.5,-110.0,-110.0,249.0,-108.0,-112.0,IND,CHA,130.2262656509228,116.02161626725702,Indiana Pacers,Charlotte Hornets,11.385618426520178,11.580766978712088,126.65384615384616,110.12551724137931,2024.0,0.589715,0.41022600000000004,0.42005700000000007,0.555609,0.8087415000000001,0.1912584999999999,0.244267,0.33076300000000003,0.17579,0.22484599999999996,0.333921,0.44672,0.078764,0.09934599999999999,0.0,0.21056899999999998,0.0,0.0,0.089654,0.115957,0.13840149999999996,0.017413613820227263,-0.23852540000000005,0.0,-0.20628143999999976,0.0,0.057891080000000095,0.0029923010210414326,-0.14755099999999932,0.0,-0.02156821052631594,0.0,-0.03772292537313432,0.0,-0.13175104477611937,0.0,0.07435035632183912,0.014428016016331386,-0.07214786973180085,0.0,-0.17453625190839683,0.0,-0.03303648543689319,0.0,0.011066456692913396,0.00015553240894488227,-0.011983295426452434,0.0
Orlando Magic,Miami Heat,DraftKings,113.25,108.25,NBA,-198.0,164.0,5.0,-110.0,-110.0,221.5,-110.0,-110.0,ORL,MIA,111.62680917610139,111.83235745302309,Orlando Magic,Miami Heat,11.7693685038536,11.756330263124187,113.24,112.8148148148148,2024.0,0.36575799999999997,0.6113490000000001,0.54716,0.452795,0.49506149999999993,0.5049385000000001,0.200417,0.165341,0.33449,0.276859,0.264362,0.21866800000000003,0.26940299999999995,0.22345900000000002,0.0,0.094424,0.0,0.0,0.051692,0.042732,-0.33190820000000004,0.0,0.1838329000000003,0.030722304656736463,0.04903599999999997,0.002185935723636364,-0.1491305,0.0,-0.5047167300000002,0.0,0.20307173170731718,0.06763053027851806,-0.10245534848484844,0.0,0.08240287878787877,0.017926218901878798,-0.15081771212121212,0.0,0.0029419545454545948,2.2849454885455534e-05,-0.1290273048128342,0.0,0.08856215841584153,0.03168675384922134,-0.1991565989304812,0.0,0.031245881188118857,0.003944272568537037
Philadelphia 76ers,Minnesota Timberwolves,DraftKings,114.5,111.5,NBA,-162.0,136.0,3.0,-115.0,-105.0,226.0,-112.0,-108.0,PHI,MIN,115.98435436083908,111.66650926416358,Philadelphia 76ers,Minnesota Timberwolves,11.760167430797832,11.760241706593694,121.36472148541114,112.73379310344828,2024.0,0.519579,0.45643700000000004,0.52786,0.44821000000000005,0.602326,0.39767399999999997,0.27422199999999997,0.232719,0.24081199999999997,0.204409,0.31201300000000004,0.264898,0.203805,0.17325400000000002,0.0,0.04720699999999999,0.0,0.0,0.024965,0.021096999999999998,-0.03290514999999994,0.0,-0.11430415,0.0,-0.0009367999999999599,0.0,-0.1477232,0.0,-0.04190587999999995,0.0,-0.04521276470588237,0.0,-0.011517370078740208,0.0,-0.04036874074074076,0.0,-0.06238907692307688,0.0,-0.0838486086956522,0.0,-0.021961271844660124,0.0,-0.025646008645533125,0.0,-0.08349157345971558,0.0,-0.05963219718309859,0.0
Sacramento Kings,Boston Celtics,DraftKings,120.0,117.5,NBA,-142.0,120.0,2.5,-112.0,-108.0,237.5,-110.0,-110.0,SAC,BOS,111.46197568343615,118.5528532903725,Sacramento Kings,Boston Celtics,11.823679212261233,11.58773930555238,116.4151724137931,115.6206896551724,2024.0,0.28115599999999996,0.7188019999999999,0.32605599999999996,0.6739020000000001,0.3342245,0.6657755000000001,0.094048,0.187108,0.232008,0.48679400000000006,0.107822,0.21537499999999998,0.210769,0.44393699999999997,0.0,0.042041,0.0,0.0,0.013774000000000002,0.028267,-0.5239492800000001,0.0,0.4151081599999999,0.15955072638757925,-0.4152824000000002,0.0,0.3151942000000002,0.09031580337603651,-0.6111767100000003,0.0,0.38725508333333347,0.17995979948100854,-0.2530600459770115,0.0,-0.05455617910447763,0.0,-0.12434487356321838,0.0,0.29529922388059715,0.2337003727536145,-0.28870155555555554,0.0,-0.03586568749999999,0.0,-0.13334722222222223,0.0,0.2701673125,0.2335692055791125
Toronto Raptors,Denver Nuggets,DraftKings,112.25,116.75,NBA,150.0,-180.0,-4.5,-115.0,-105.0,229.0,-110.0,-110.0,TOR,DEN,108.6142922259709,116.31806270144091,Toronto Raptors,Denver Nuggets,11.82861124997608,11.65334018646613,111.03978779840848,115.25,2024.0,0.42362,0.576309,0.39208200000000004,0.584504,0.3215055,0.6784945,0.168266,0.24569100000000002,0.22381599999999996,0.338813,0.123629,0.179523,0.25976699999999997,0.392018,0.09129,0.0,0.035951,0.053204999999999995,0.0,0.0,-0.239217,0.0,0.1314334499999999,0.016452144551335698,-0.2766278,0.0,0.12745840000000003,0.014768767027781833,-0.13082416666666669,0.0,0.0997846,0.005531647998422217,-0.15536590661478603,0.0,-0.06050048351648357,0.0,-0.04781444747081712,0.0,0.09661995970695969,0.02548568735560441,-0.10883015119363394,0.0,-0.11598579187817265,0.0,-0.03811015649867375,0.0,0.08339769543147202,0.013701695938462722
Arizona State Sun Devils,Northwestern Wildcats,DraftKings,67.0,71.0,NCAAB,154.0,-185.0,-4.0,-110.0,-110.0,138.0,-110.0,-110.0,ASU,NU,66.25858926958634,72.55987882951646,Arizona State Sun Devils,Northwestern Wildcats,10.775643095633855,10.826494647612208,72.25,71.76,2024.0,0.42699700000000007,0.5469569999999999,0.5081739999999999,0.465582,0.3398585,0.6601414999999999,0.216445,0.19975700000000002,0.27889600000000003,0.254168,0.16611799999999996,0.15345,0.33021000000000006,0.301121,0.07511899999999999,0.0,0.038481,0.03529600000000001,0.0,0.0,-0.20330629999999983,0.0,0.04860969999999981,0.002148093576445437,-0.03283460000000027,0.0,-0.12227780000000005,0.0,-0.08880481168831161,0.0,0.03140327499999984,0.0005330625301219559,-0.08035613636363637,0.0,0.005750545454545508,8.730156078545594e-05,-0.10336534848484846,0.0,-0.02834412121212121,0.0,-0.05047472727272731,0.0,-0.015042577319587525,0.0,-0.06643311688311687,0.0,-0.059125907216494855,0.0
