oddsHomeTeam,oddsAwayTeam,bookie,homeScoreOddsImplied,awayScoreOddsImplied,sport,homeMoneyLine,awayMoneyLine,gameLine,homeCover,awayCover,overUnder,over,under,homeTeamAbbrev,awayTeamAbbrev,homeScore,awayScore,homeTeam,awayTeam,homeGameScoreStd,awayGameScoreStd,homeScoreAvg,awayScoreAvg,season,p_homeCover,p_awayCover,p_over,p_under,p_homeWin,p_awayWin,p_tie,p_homeCoverOver,p_homeCoverUnder,p_awayCoverOver,p_awayCoverUnder,p_homeWinOver,p_homeWinUnder,p_awayWinOver,p_awayWinUnder,p_homeCoverAwayWin,p_awayCoverHomeWin,p_homeCoverOverAwayWin,p_homeCoverUnderAwayWin,p_awayCoverOverHomeWin,p_awayCoverUnderHomeWin,k_homeCover,r_homeCover,k_awayCover,r_awayCover,k_over,r_over,k_under,r_under,k_homeWin,r_homeWin,k_awayWin,r_awayWin,k_homeCoverOver,r_homeCoverOver,k_awayCoverOver,r_awayCoverOver,k_homeCoverUnder,r_homeCoverUnder,k_awayCoverUnder,r_awayCoverUnder,k_homeWinOver,r_homeWinOver,k_awayWinOver,r_awayWinOver,k_homeWinUnder,r_homeWinUnder,k_awayWinUnder,r_awayWinUnder
Golden State Warriors,Denver Nuggets,DraftKings,116.0,119.0,NBA,124.0,-148.0,-3.0,-110.0,-110.0,235.0,-110.0,-110.0,GS,DEN,110.83018071075524,110.10730709170129,Golden State Warriors,Denver Nuggets,11.800758406583906,11.826326081070777,116.19103773584904,115.02941176470588,2024.0,0.5764589999999999,0.4001789999999999,0.211014,0.7721600000000001,0.5052179999999998,0.4708200000000001,0.023962,0.110554,0.456397,0.07708700000000002,0.31658200000000003,0.096606,0.39994700000000005,0.090446,0.37221300000000007,0.047279,0.0,0.009087999999999997,0.037348000000000006,0.0,0.0,0.11056389999999988,0.011113069075645444,-0.2596241000000003,0.0,-0.6568706,0.0,0.5215360000000001,0.24727254481454558,0.10620025806451583,0.013985333568082502,-0.3123663999999997,0.0,-0.2263573636363636,0.0,-0.27250125757575755,0.0,0.2504867727272727,0.16564316554189637,0.05771154545454549,0.00879284334390547,-0.17881900000000003,0.0,-0.32298763636363637,0.0,0.217004012195122,0.1544576314928005,0.08685527272727289,0.016596444481163684
San Antonio Spurs,Milwaukee Bucks,DraftKings,119.0,128.5,NBA,350.0,-455.0,-9.5,-110.0,-110.0,247.5,-115.0,-105.0,SA,MIL,111.2743982940605,130.83747726616664,San Antonio Spurs,Milwaukee Bucks,12.357507808454368,11.761192588781398,110.24757004002288,124.08213096559378,2024.0,0.27876300000000004,0.721164,0.380756,0.619171,0.12019999999999999,0.867533,0.012267,0.111239,0.16752399999999998,0.262331,0.45883299999999994,0.048989,0.07121100000000001,0.31949999999999995,0.54796,0.14629599999999998,0.0,0.057169000000000005,0.089127,0.0,0.0,-0.5145976999999999,0.0,0.41444440000000005,0.15614923699214553,-0.3313746000000001,0.0,0.21930055000000004,0.04580260117171666,-0.1311714285714286,0.0,0.26480815,0.015411726660752231,-0.23458240077821016,0.0,-0.024699739299610945,0.0,-0.13741226373626378,0.0,0.2606033296703296,0.18540548053826664,-0.07935256545209177,0.0,-0.21214062500000014,0.0,-0.048017369704749666,0.0,0.2203947826086956,0.0670319270775652
Arizona State Sun Devils,Utah Utes,DraftKings,70.5,76.0,NCAAB,200.0,-245.0,-5.5,-108.0,-112.0,146.5,-112.0,-108.0,ASU,UTAH,65.62277589776669,71.87829951297147,Arizona State Sun Devils,Utah Utes,11.514145581785511,9.961627224944568,70.0909090909091,81.6923076923077,2024.0,0.4800179999999999,0.5198280000000001,0.294387,0.705459,0.32843500000000003,0.647437,0.024128000000000004,0.152501,0.32751699999999995,0.124643,0.39518499999999995,0.10895300000000001,0.219482,0.161306,0.485977,0.127455,0.0,0.036663,0.090792,0.0,0.0,-0.08156256000000034,0.0,-0.017964639999999865,0.0,-0.49589955999999996,0.0,0.3873547199999999,0.13892933250581332,-0.007347499999999951,0.0,-0.2163423499999998,0.0,-0.1673099433962264,0.0,-0.21464265891472867,0.0,0.07936829151291505,0.017071172640710258,0.1669529245283018,0.07386418937266503,-0.08144165811965813,0.0,-0.34090597604790424,0.0,0.05619371548117155,0.015093966892786954,0.1853787543859649,0.058764633207853134
Arizona Wildcats,Colorado Buffaloes,DraftKings,87.0,74.5,NCAAB,-850.0,575.0,12.5,-112.0,-108.0,161.5,-110.0,-110.0,ARIZ,COLO,83.54957688934697,68.84338369610279,Arizona Wildcats,Colorado Buffaloes,10.880050311384332,10.333691538075817,92.25,83.62393162393163,2024.0,0.558818,0.44101699999999994,0.284352,0.715483,0.8282130000000001,0.15531799999999996,0.016469,0.15897999999999998,0.39983799999999997,0.11330899999999999,0.327708,0.22977399999999998,0.5984389999999999,0.038109,0.117044,0.0,0.269395,0.0,0.0,0.07079400000000001,0.19860099999999997,0.06469416000000011,0.0037369056590228693,-0.1626846400000001,0.0,-0.5028608000000001,0.0,0.40251429999999994,0.14728887427680912,-0.6319764999999993,0.0,0.008416782608695605,0.0004073428195217346,-0.16324988505747132,0.0,-0.21754585074626864,0.0,0.16989087356321833,0.07533219228139168,0.076852776119403,0.015829015848654326,-0.45184192920354,0.0,-0.04279015895710681,0.0,0.24307528318584054,0.06676672042434052,0.04278361312026914,0.021763902488819653
Arkansas State Red Wolves,Georgia Southern Eagles,DraftKings,77.5,68.0,NCAAB,-485.0,370.0,9.5,-108.0,-112.0,145.5,-110.0,-110.0,ARST,GASO,85.81665051118257,70.49223047078101,Arkansas State Red Wolves,Georgia Southern Eagles,11.088979572932626,10.628745151489891,75.46153846153847,66.58333333333333,2024.0,0.648093,0.351721,0.763301,0.236513,0.832882,0.15129899999999996,0.015819000000000003,0.497395,0.150698,0.26202000000000003,0.089701,0.635899,0.19698300000000002,0.11158299999999999,0.03953,0.0,0.184789,0.0,0.0,0.138504,0.046285,0.26803344000000007,0.06652030088725341,-0.37435148,0.0,0.5029321,0.22994608837310002,-0.6033227000000001,0.0,0.022359699999999982,0.00010308374929690567,-0.07807964864864869,0.0,0.3098558208955224,0.25730848771080594,-0.020730957854406096,0.0,-0.1662057313432836,0.0,-0.2590725632183908,0.0,0.3558213076923077,0.16459144391022304,0.00011286198243411205,1.015204818192822e-07,-0.4207223846153846,0.0,-0.08098066499372647,0.0
Bellarmine Knights,Austin Peay Governors,DraftKings,67.25,64.25,NCAAB,-142.0,120.0,3.0,-110.0,-110.0,131.5,-110.0,-110.0,BELL,APSU,66.82297744801397,59.55468635597967,Bellarmine Knights,Austin Peay Governors,11.24082404685464,10.713565430028424,63.66666666666666,60.9,2024.0,0.5958800000000001,0.37922400000000006,0.384997,0.614852,0.66847,0.308431,0.023099,0.22805299999999998,0.36782699999999996,0.133701,0.24552299999999996,0.254157,0.414313,0.107741,0.20053899999999997,0.0,0.04784500000000001,0.0,0.0,0.017388999999999998,0.030456000000000004,0.15134800000000015,0.020823833730909142,-0.3036296,0.0,-0.29150630000000005,0.0,0.1911891999999999,0.033230281996945436,0.19769739999999997,0.02752412814560562,-0.26787649999999996,0.0,-0.06435116666666671,0.0,-0.1944425606060606,0.0,0.12836753030303025,0.043502508287302406,-0.040263742424242494,0.0,-0.07732877777777775,0.0,-0.17108993749999998,0.0,0.1540076666666666,0.05336631313224997,-0.049292562500000026,0.0
CSU Bakersfield Roadrunners,Hawai'i Rainbow Warriors,DraftKings,62.0,67.5,NCAAB,190.0,-230.0,-5.5,-112.0,-108.0,129.5,-110.0,-110.0,CSUB,HAW,69.22534138019452,78.0654361810975,CSU Bakersfield Roadrunners,Hawai'i Rainbow Warriors,10.204321031725406,12.109639216302682,67.44444444444444,71.29292929292929,2024.0,0.41612699999999997,0.583692,0.8724080000000001,0.127411,0.277376,0.701038,0.021586000000000008,0.347471,0.06865600000000001,0.521835,0.061857,0.228377,0.048998999999999994,0.622445,0.078412,0.117165,0.0,0.10061,0.016555,0.0,0.0,-0.23781076000000007,0.0,0.13407935999999998,0.01664562479445333,0.7320568000000002,0.4871883258420366,-0.8324369,0.0,-0.10295242105263153,0.0,0.013425400000000143,7.836581093913145e-05,0.09745988888888885,0.0247909021492322,0.3434152238805971,0.3160631628611345,-0.2881807816091954,0.0,-0.2881963582089552,0.0,0.05841598678414098,0.01549242090432079,0.405459367816092,0.28605130017269553,-0.16047258590308372,0.0,-0.451236275862069,0.0
Cal Poly Mustangs,Long Beach State 49ers,DraftKings,67.5,76.0,NCAAB,310.0,-395.0,-8.5,-110.0,-110.0,143.5,-110.0,-110.0,CP,LBSU,69.80793761363856,72.42358669373593,Cal Poly Mustangs,Long Beach State 49ers,10.1065764391899,9.725527767235455,61.41538461538461,76.30555555555556,2024.0,0.6624399999999999,0.337388,0.47842300000000004,0.521405,0.41193499999999994,0.5600630000000001,0.028002,0.313077,0.349363,0.150848,0.18653999999999998,0.19687700000000002,0.215058,0.253544,0.306347,0.22250299999999998,0.0,0.10269600000000001,0.119807,0.0,0.0,0.2911239999999998,0.07704834852363628,-0.3914852,0.0,-0.09531169999999989,0.0,-0.00504950000000004,0.0,0.22223661290322574,0.1531062475555644,-1.1776881499999994,0.0,0.05287889393939399,0.007381908400029705,-0.17080048484848484,0.0,0.10290959090909088,0.027958613498841798,-0.12158878787878791,0.0,0.0792894450951684,0.04293895398690311,-0.2834747050359713,0.0,0.10013237774524157,0.06848094768801459,-0.19268393525179867,0.0
Delaware Blue Hens,Hampton Pirates,DraftKings,83.5,70.0,NCAAB,-1000.0,650.0,13.5,-112.0,-108.0,153.5,-110.0,-110.0,DEL,HAMP,81.85221569405567,67.82802301356713,Delaware Blue Hens,Hampton Pirates,10.501211607229898,11.70054561445468,74.46296296296296,70.57142857142857,2024.0,0.513601,0.486231,0.41358,0.586252,0.8052300000000001,0.17769299999999988,0.017077000000000005,0.191163,0.32243799999999995,0.21307500000000001,0.273156,0.31385799999999997,0.491372,0.082645,0.09488,0.0,0.291629,0.0,0.0,0.122695,0.168934,-0.03116587999999998,0.0,-0.0686395199999999,0.0,-0.2314819999999999,0.0,0.1311292,0.01563169735694546,-1.1424699999999988,0.0,0.05118423076923062,0.017028865616346065,-0.1187362337164751,0.0,-0.08055373134328353,0.0,0.06283570114942522,0.010305129134633082,0.001945552238805992,1.0144265017313567e-05,-0.30990745454545454,0.0,0.0137745045045045,0.0025272964982702693,0.028982909090909004,0.0009240099213090865,0.026928048048048048,0.009658595358750756
Detroit Mercy Titans,Green Bay Phoenix,DraftKings,64.5,67.5,NCAAB,132.3,-156.6,-3.0,-110.0,-110.0,132.0,-110.0,-110.0,DETM,GB,59.085081000881296,74.90861054804783,Detroit Mercy Titans,Green Bay Phoenix,11.723529912035623,13.792214578912777,60.785714285714285,64.23076923076923,2024.0,0.230736,0.752023,0.5413950000000001,0.437218,0.18345799999999998,0.801447,0.015094999999999996,0.10320299999999999,0.12227199999999999,0.421597,0.31375699999999995,0.080675,0.098865,0.44562500000000005,0.338353,0.032183,0.0,0.015498999999999995,0.015964000000000002,0.0,0.0,-0.6154544,0.0,0.47924829999999996,0.20879903004808184,0.03692950000000017,0.001239807245681831,-0.18184220000000006,0.0,-0.43373172033257734,0.0,0.4905130020000001,0.1536417657286411,-0.23649283333333337,0.0,0.20250495454545456,0.10826179746480545,-0.21020072727272732,0.0,0.05381646969696963,0.00764600076410241,-0.18734978134110786,0.0,0.18535504694835686,0.07317933100425472,-0.16385657434402334,0.0,0.027720605633802797,0.001636760110381267
