oddsHomeTeam,oddsAwayTeam,sport,bookie,homeScoreOddsImplied,awayScoreOddsImplied,homeMoneyLine,awayMoneyLine,gameLine,homeCover,awayCover,overUnder,over,under,homeTeamAbbrev,awayTeamAbbrev,homeScore,awayScore,homeTeam,awayTeam,homeGameScoreStd,awayGameScoreStd,homeScoreAvg,awayScoreAvg,season,homeScoreZ,awayScoreZ,ovrZ,redFlag,p_homeCover,p_awayCover,p_over,p_under,p_homeWin,p_awayWin,p_tie,p_homeCoverOver,p_homeCoverUnder,p_awayCoverOver,p_awayCoverUnder,p_homeWinOver,p_homeWinUnder,p_awayWinOver,p_awayWinUnder,p_homeCoverAwayWin,p_awayCoverHomeWin,p_homeCoverOverAwayWin,p_homeCoverUnderAwayWin,p_awayCoverOverHomeWin,p_awayCoverUnderHomeWin,k_homeCover,r_homeCover,k_awayCover,r_awayCover,k_over,r_over,k_under,r_under,k_homeWin,r_homeWin,k_awayWin,r_awayWin,k_homeCoverOver,r_homeCoverOver,k_awayCoverOver,r_awayCoverOver,k_homeCoverUnder,r_homeCoverUnder,k_awayCoverUnder,r_awayCoverUnder,k_homeWinOver,r_homeWinOver,k_awayWinOver,r_awayWinOver,k_homeWinUnder,r_homeWinUnder,k_awayWinUnder,r_awayWinUnder
Dallas Mavericks,Phoenix Suns,NBA,DraftKings,119.0,121.5,114.0,-135.0,-2.5,-110.0,-110.0,240.5,-110.0,-110.0,DAL,PHX,119.48916471261325,115.35659734219654,Dallas Mavericks,Phoenix Suns,12.45548751616666,12.278056249432687,118.27906976744184,115.45044458902623,2024.0,0.09715355931277338,-0.007643493800904579,0.10479705311367796,False,0.6476129999999999,0.35229400000000005,0.3871450000000001,0.612762,0.5820939999999999,0.3957100000000001,0.022196000000000007,0.243399,0.404214,0.129555,0.222739,0.219308,0.362786,0.145641,0.249976,0.043323,0.0,0.016086000000000003,0.027237000000000004,0.0,0.0,0.25998729999999975,0.061448541964809006,-0.36018259999999985,0.0,-0.28699549999999985,0.0,0.18680020000000003,0.03172210429094547,0.215509789473684,0.052946695069250364,-0.4200814999999998,0.0,-0.043192287878787844,0.0,-0.20015901515151516,0.0,0.17853748484848492,0.08415167242950067,-0.07167804545454545,0.0,-0.03334313268608413,0.0,-0.22261718965517244,0.0,0.15656787702265373,0.07574671535652673,-0.07331020689655174,0.0
Dallas Mavericks,Phoenix Suns,NBA,BetMGM,119.0,121.5,115.0,-140.0,-2.5,-110.0,-110.0,240.5,-110.0,-110.0,DAL,PHX,119.48916471261325,115.35659734219654,Dallas Mavericks,Phoenix Suns,12.45548751616666,12.278056249432687,118.27906976744184,115.45044458902623,2024.0,0.09715355931277338,-0.007643493800904579,0.10479705311367796,False,0.6476129999999999,0.35229400000000005,0.3871450000000001,0.612762,0.5820939999999999,0.3957100000000001,0.022196000000000007,0.243399,0.404214,0.129555,0.222739,0.219308,0.362786,0.145641,0.249976,0.043323,0.0,0.016086000000000003,0.027237000000000004,0.0,0.0,0.25998729999999975,0.061448541964809006,-0.36018259999999985,0.0,-0.28699549999999985,0.0,0.18680020000000003,0.03172210429094547,0.21869747826086933,0.055002875047312924,-0.4502959999999997,0.0,-0.043192287878787844,0.0,-0.20015901515151516,0.0,0.17853748484848492,0.08415167242950067,-0.07167804545454545,0.0,-0.032528129032258046,0.0,-0.23072860352422905,0.0,0.15723309677419356,0.07663896483572903,-0.08043104845814977,0.0
Dallas Mavericks,Phoenix Suns,NBA,FanDuel,119.25,121.75,120.0,-142.0,-2.5,-110.0,-110.0,241.0,-110.0,-110.0,DAL,PHX,119.48916471261325,115.35659734219654,Dallas Mavericks,Phoenix Suns,12.45548751616666,12.278056249432687,118.27906976744184,115.45044458902623,2024.0,0.09715355931277338,-0.007643493800904579,0.10479705311367796,False,0.6476129999999999,0.35229400000000005,0.365693,0.612762,0.5820939999999999,0.3957100000000001,0.022196000000000007,0.229699,0.404214,0.121803,0.222739,0.20653299999999997,0.362786,0.13696399999999997,0.249976,0.043323,0.0,0.015160999999999996,0.027237000000000004,0.0,0.0,0.25998729999999975,0.061448541964809006,-0.36018259999999985,0.0,-0.3320447,0.0,0.18680020000000003,0.03172210429094547,0.2338389999999998,0.06561681350519993,-0.46238179999999973,0.0,-0.0620816818181818,0.0,-0.2108473787878788,0.0,0.17853748484848492,0.08415167242950067,-0.07167804545454545,0.0,-0.04142543750000002,0.0,-0.24660755555555558,0.0,0.16365662500000003,0.08570717090045003,-0.08336800000000003,0.0
Detroit Pistons,Charlotte Hornets,NBA,DraftKings,118.5,115.5,-142.0,120.0,3.0,-108.0,-112.0,234.0,-110.0,-110.0,DET,CHA,124.4584891372798,119.77613396186683,Detroit Pistons,Charlotte Hornets,13.63598785653235,14.576931458506138,111.8494953927161,108.268752876208,2024.0,0.92468502298668,0.7894241060551798,1.7141091290418597,False,0.5229490000000001,0.45696,0.6918759999999999,0.29109999999999997,0.5826650000000001,0.39776999999999985,0.019565000000000006,0.34904100000000005,0.16425,0.32266600000000006,0.126317,0.39046000000000003,0.181853,0.281851,0.10924699999999998,0.0,0.039688,0.0,0.0,0.027428,0.011565999999999998,0.007733920000000283,5.538288756148639e-05,-0.1512447999999999,0.0,0.35293959999999985,0.11324214658923631,-0.4886900000000001,0.0,-0.009950699999999757,0.0,-0.10408833333333367,0.0,0.10614585074626873,0.030195403570139744,0.06315105747126448,0.010408826315918657,-0.14759701492537308,0.0,-0.20842744444444444,0.0,0.1195533333333334,0.03215924890000003,0.05742943750000004,0.01055404893301252,-0.1817678888888889,0.0,-0.1691133125,0.0
Detroit Pistons,Charlotte Hornets,NBA,BetMGM,118.5,116.0,-145.0,120.0,2.5,-115.0,-105.0,234.5,-105.0,-115.0,DET,CHA,124.4584891372798,119.77613396186683,Detroit Pistons,Charlotte Hornets,13.63598785653235,14.576931458506138,111.8494953927161,108.268752876208,2024.0,0.92468502298668,0.7894241060551798,1.7141091290418597,False,0.5429769999999999,0.45696,0.6918759999999999,0.30806100000000003,0.5826650000000001,0.39776999999999985,0.019565000000000006,0.363032,0.17994500000000002,0.32266600000000006,0.134294,0.39046000000000003,0.192205,0.281851,0.115856,0.0,0.039688,0.0,0.0,0.027428,0.012259999999999998,0.017400549999999848,0.0002632862089586892,-0.11323200000000005,0.0,0.36834579999999983,0.12921774131203795,-0.48766884999999993,0.0,-0.022470749999999762,0.0,-0.10408833333333367,0.0,0.1226667169811321,0.03987487715556228,0.0816218718861211,0.018720585216246175,-0.14807699999999996,0.0,-0.1923875094339623,0.0,0.1254426086956522,0.036192450575652194,0.06423009090909093,0.013614165108027276,-0.18177416666666665,0.0,-0.16843467524115757,0.0
Detroit Pistons,Charlotte Hornets,NBA,FanDuel,118.5,115.5,-142.0,120.0,3.0,-110.0,-110.0,234.0,-112.0,-108.0,DET,CHA,124.4584891372798,119.77613396186683,Detroit Pistons,Charlotte Hornets,13.63598785653235,14.576931458506138,111.8494953927161,108.268752876208,2024.0,0.92468502298668,0.7894241060551798,1.7141091290418597,False,0.5229490000000001,0.45696,0.6918759999999999,0.29109999999999997,0.5826650000000001,0.39776999999999985,0.019565000000000006,0.34904100000000005,0.16425,0.32266600000000006,0.126317,0.39046000000000003,0.181853,0.281851,0.10924699999999998,0.0,0.039688,0.0,0.0,0.027428,0.011565999999999998,-0.0018070999999998394,0.0,-0.140384,0.0,0.3467771199999999,0.10736997406740562,-0.4745120000000001,0.0,-0.009950699999999757,0.0,-0.10408833333333367,0.0,0.09963142145593876,0.02590795656887363,0.06315105747126448,0.010408826315918657,-0.14759701492537308,0.0,-0.19968411940298503,0.0,0.1171236771300449,0.030591041310152483,0.05458865822784814,0.009416552278489122,-0.17698340350877195,0.0,-0.16567676543209875,0.0
Golden State Warriors,Atlanta Hawks,NBA,DraftKings,120.25,113.75,-258.0,210.0,6.5,-110.0,-110.0,234.0,-110.0,-110.0,GS,ATL,126.68799907836336,117.94192979774722,Golden State Warriors,Atlanta Hawks,12.44514817506709,12.574445874706464,116.56700532172228,118.87538394032472,2024.0,0.8132481521527987,-0.07423421690932312,0.8874823690621217,False,0.549429,0.450441,0.721597,0.260136,0.6787399999999999,0.30124300000000015,0.020017,0.39176500000000003,0.147437,0.324002,0.11778500000000001,0.484528,0.18152699999999997,0.21705200000000002,0.078609,0.0,0.12931099999999998,0.0,0.0,0.09276299999999998,0.03409,0.053800899999999874,0.0026313971280090844,-0.1540739000000001,0.0,0.4153537000000001,0.15683517827608195,-0.5537144,0.0,-0.15011080000000032,0.0,-0.031498428571428316,0.0,0.1613729545454546,0.06874884841104549,0.06794215151515154,0.012186598914620619,-0.17550353030303026,0.0,-0.21638734848484842,0.0,0.17212072727272731,0.04888214884887274,0.05791622764227644,0.01650310396761497,-0.3145172424242425,0.0,-0.10866559349593495,0.0
Golden State Warriors,Atlanta Hawks,NBA,BetMGM,120.0,113.5,-275.0,225.0,6.5,-110.0,-110.0,233.5,-115.0,-105.0,GS,ATL,126.68799907836336,117.94192979774722,Golden State Warriors,Atlanta Hawks,12.44514817506709,12.574445874706464,116.56700532172228,118.87538394032472,2024.0,0.8132481521527987,-0.07423421690932312,0.8874823690621217,False,0.549429,0.450441,0.7397339999999999,0.260136,0.6787399999999999,0.30124300000000015,0.020017,0.401992,0.147437,0.33265599999999995,0.11778500000000001,0.497213,0.18152699999999997,0.22250399999999998,0.078609,0.0,0.12931099999999998,0.0,0.0,0.09522099999999997,0.03409,0.053800899999999874,0.0026313971280090844,-0.1540739000000001,0.0,0.44042809999999977,0.16867557501705194,-0.5167212000000001,0.0,-0.20472500000000038,0.0,-0.009315666666666444,0.0,0.16930406225680936,0.07366613432640998,0.07298907392996101,0.013691430626804012,-0.16485713919413916,0.0,-0.20537067765567762,0.0,0.17283429032258069,0.04630112246253064,0.0694536062992126,0.024504921414067394,-0.3115290240963856,0.0,-0.0936136168224299,0.0
Golden State Warriors,Atlanta Hawks,NBA,FanDuel,120.25,113.75,-255.0,210.0,6.5,-106.0,-114.0,234.0,-110.0,-110.0,GS,ATL,126.68799907836336,117.94192979774722,Golden State Warriors,Atlanta Hawks,12.44514817506709,12.574445874706464,116.56700532172228,118.87538394032472,2024.0,0.8132481521527987,-0.07423421690932312,0.8874823690621217,False,0.549429,0.450441,0.721597,0.260136,0.6787399999999999,0.30124300000000015,0.020017,0.39176500000000003,0.147437,0.324002,0.11778500000000001,0.484528,0.18152699999999997,0.21705200000000002,0.078609,0.0,0.12931099999999998,0.0,0.0,0.09276299999999998,0.03409,0.07182373999999991,0.004866650592063761,-0.17605626000000008,0.0,0.4153537000000001,0.15683517827608195,-0.5537144,0.0,-0.1404730000000004,0.0,-0.031498428571428316,0.0,0.16732404059040595,0.07587277665624449,0.061987271317829495,0.009913448258009933,-0.1671618929889299,0.0,-0.22415879844961234,0.0,0.17400269879518077,0.050259719052090625,0.05791622764227644,0.01650310396761497,-0.3115290240963856,0.0,-0.10866559349593495,0.0
Houston Rockets,Portland Trail Blazers,NBA,DraftKings,116.0,106.0,-500.0,380.0,10.0,-115.0,-105.0,222.0,-110.0,-110.0,HOU,POR,114.29860652236697,99.55870975484848,Houston Rockets,Portland Trail Blazers,12.685156643492483,13.212832089636263,111.35759209344116,106.52830188679243,2024.0,0.23184691459325094,-0.5274866194213341,0.759333534014585,False,0.585088,0.393417,0.334444,0.6460629999999999,0.778259,0.205723,0.016018,0.185719,0.387868,0.13115200000000002,0.254562,0.248592,0.514266,0.06983400000000001,0.131797,0.0,0.171764,0.0,0.0,0.056188,0.11252899999999999,0.10793920000000012,0.010131192084034804,-0.24349515,0.0,-0.39766760000000007,0.0,0.25673229999999986,0.059919521693899955,-0.3304459999999998,0.0,-0.0032972631578947476,0.0,-0.13112185603112844,0.0,-0.18710734065934062,0.0,0.14968434241245132,0.0575818840740613,-0.018492212454212453,0.0,-0.3338948217054263,0.0,-0.044156931372549016,0.0,0.13772801550387598,0.02447001806848033,0.02539957352941176,0.0052643288174841155
