oddsHomeTeam,oddsAwayTeam,bookie,homeScoreOddsImplied,awayScoreOddsImplied,sport,homeMoneyLine,awayMoneyLine,gameLine,homeCover,awayCover,overUnder,over,under,homeTeamAbbrev,awayTeamAbbrev,homeScore,awayScore,homeTeam,awayTeam,homeGameScoreStd,awayGameScoreStd,homeScoreAvg,awayScoreAvg,season,p_homeCover,p_awayCover,p_over,p_under,p_homeWin,p_awayWin,p_tie,p_homeCoverOver,p_homeCoverUnder,p_awayCoverOver,p_awayCoverUnder,p_homeWinOver,p_homeWinUnder,p_awayWinOver,p_awayWinUnder,p_homeCoverAwayWin,p_awayCoverHomeWin,p_homeCoverOverAwayWin,p_homeCoverUnderAwayWin,p_awayCoverOverHomeWin,p_awayCoverUnderHomeWin,k_homeCover,r_homeCover,k_awayCover,r_awayCover,k_over,r_over,k_under,r_under,k_homeWin,r_homeWin,k_awayWin,r_awayWin,k_homeCoverOver,r_homeCoverOver,k_awayCoverOver,r_awayCoverOver,k_homeCoverUnder,r_homeCoverUnder,k_awayCoverUnder,r_awayCoverUnder,k_homeWinOver,r_homeWinOver,k_awayWinOver,r_awayWinOver,k_homeWinUnder,r_homeWinUnder,k_awayWinUnder,r_awayWinUnder
Golden State Warriors,Orlando Magic,DraftKings,117.75,114.75,NBA,-155.0,130.0,3.0,-108.0,-112.0,232.5,-105.0,-115.0,GS,ORL,112.5048804999489,107.80330142497,Golden State Warriors,Orlando Magic,11.724653354575931,11.569184166420404,115.65978773584904,112.84375,2024.0,0.528859,0.4469739999999999,0.248,0.751944,0.600441,0.37619099999999994,0.023368000000000003,0.12310600000000001,0.40575300000000003,0.10097500000000001,0.345999,0.139712,0.46072899999999994,0.08492,0.291215,0.0,0.047471,0.0,0.0,0.010876999999999998,0.036594,0.020026719999999942,0.0003713606610725893,-0.1724151200000001,0.0,-0.5416000000000001,0.0,0.46667959999999986,0.18938247744013897,-0.018875450000000016,0.0,-0.103662076923077,0.0,-0.19460921739130438,0.0,-0.23199722222222216,0.0,0.17719646153846158,0.0816363235525539,0.08851829133858263,0.019902139269815593,-0.2495585882352941,0.0,-0.17728057306590256,0.0,0.20146409615384608,0.08442258664129919,0.07643166666666665,0.01927793890916665
Memphis Grizzlies,San Antonio Spurs,DraftKings,122.75,111.75,NBA,-625.0,455.0,11.0,-108.0,-112.0,234.5,-115.0,-105.0,MEM,SA,115.84014989581564,108.71037071962095,Memphis Grizzlies,San Antonio Spurs,11.71419730006926,11.53184940878918,106.07488207547168,110.6303066037736,2024.0,0.39500100000000005,0.5812579999999999,0.28908000000000006,0.7107789999999999,0.6564960000000001,0.32132399999999994,0.02218,0.109766,0.285235,0.156253,0.42500499999999997,0.18117,0.47532599999999997,0.08573,0.23545300000000002,0.0,0.23789500000000002,0.0,0.0,0.064665,0.17323,-0.25839791999999995,0.0,0.11226695999999992,0.01125345563182282,-0.528478,0.0,0.40709694999999985,0.1578361206660023,-1.4904039999999994,0.0,0.17216443956043948,0.134864703833679,-0.2326316923076923,0.0,-0.1759308582677165,0.0,0.026262173913043474,0.0019035769090434774,0.21204388888888887,0.1213990492008333,-0.5186847008547009,0.0,-0.011740149253731333,0.0,0.05891806349206341,0.004373886139125061,0.15775513414634149,0.24488495431937715
New Orleans Pelicans,Brooklyn Nets,DraftKings,117.75,111.75,NBA,-230.0,190.0,6.0,-108.0,-112.0,229.5,-108.0,-112.0,NO,BKN,116.77642323150188,106.65281574113033,New Orleans Pelicans,Brooklyn Nets,11.768461755309144,11.464836756433716,115.64093767867352,115.19153802172671,2024.0,0.587002,0.38937499999999997,0.369322,0.630599,0.720761,0.25906700000000005,0.020172,0.212937,0.374065,0.13475499999999999,0.25462,0.26021400000000006,0.460547,0.088936,0.170052,0.0,0.110215,0.0,0.0,0.038653,0.071562,0.14096416000000006,0.01839897630046816,-0.294525,0.0,-0.31181024000000007,0.0,0.21686988000000007,0.041993343617155704,0.07851129999999995,0.002680010533778251,-0.1308977368421052,0.0,-0.07749215129151293,0.0,-0.19175254716981135,0.0,0.13786311320754713,0.05036653065568392,-0.034286976744186015,0.0,-0.16011895454545444,0.0,-0.10955288888888888,0.0,0.14691153488372094,0.03712275842085208,-0.014791652561247204,0.0
Oklahoma City Thunder,Boston Celtics,DraftKings,118.25,121.75,NBA,136.0,-155.0,-3.5,-110.0,-110.0,240.0,-110.0,-110.0,OKC,BOS,110.42745086393498,115.26786703650036,Oklahoma City Thunder,Boston Celtics,11.654697022203402,11.84539220903348,120.47474132684114,119.3319575471698,2024.0,0.467848,0.532127,0.20572500000000002,0.778339,0.37392000000000003,0.6029789999999999,0.023101,0.085585,0.374809,0.101168,0.421848,0.06822,0.299732,0.11440400000000002,0.478607,0.070827,0.0,0.013235999999999998,0.05675900000000001,0.0,0.0,-0.11751919999999999,0.0,0.017466700000000057,0.00027735055353636756,-0.6679774999999999,0.0,0.5345119,0.25972997385600916,-0.08643294117647049,0.0,-0.012403550000000152,0.0,-0.26078431818181813,0.0,-0.23929866666666666,0.0,0.13799422727272725,0.05027195384797636,0.2028510303030303,0.10863214690680244,-0.1972443874643875,0.0,-0.29942590654205603,0.0,0.10022544729344729,0.03525844240095225,0.2349654112149533,0.1181467131602619
Philadelphia 76ers,Chicago Bulls,DraftKings,118.0,107.5,NBA,-500.0,380.0,10.5,-108.0,-112.0,225.5,-110.0,-110.0,PHI,CHI,117.18690566391936,101.3158723013636,Philadelphia 76ers,Chicago Bulls,11.9007175254417,11.390015451879323,120.64917452830188,108.58379578246392,2024.0,0.6261909999999999,0.373728,0.34738800000000003,0.652531,0.8238559999999999,0.16078300000000012,0.015361,0.217633,0.40855800000000003,0.119545,0.25418300000000005,0.28212099999999996,0.5417350000000001,0.049906,0.110796,0.0,0.19766500000000004,0.0,0.0,0.06448799999999999,0.13317700000000002,0.2224772799999999,0.04582975936685032,-0.32769663999999993,0.0,-0.37048519999999996,0.0,0.2703150999999999,0.06642750298909998,-0.05686400000000047,0.0,-0.060063578947368274,0.0,-0.07429498507462687,0.0,-0.2177940804597701,0.0,0.1878706865671642,0.09459165825486333,-0.03157063984674324,0.0,-0.27437434883720935,0.0,-0.06652708823529413,0.0,0.18649081395348854,0.044864682558854715,0.0018249215686274578,2.7175564050196215e-05
Sacramento Kings,Charlotte Hornets,DraftKings,124.0,108.5,NBA,-1350.0,800.0,15.5,-108.0,-112.0,232.5,-110.0,-110.0,SAC,CHA,123.28095400803608,103.35805523151578,Sacramento Kings,Charlotte Hornets,12.031717419558404,11.430239793711085,116.77845404747411,109.63177115033476,2024.0,0.60414,0.395774,0.370756,0.629158,0.878797,0.10943999999999998,0.011762999999999996,0.226844,0.377296,0.13604100000000002,0.25973300000000005,0.322957,0.55584,0.036036,0.073318,0.0,0.274657,0.0,0.0,0.09611299999999999,0.178544,0.17661120000000002,0.02888103330133337,-0.28095911999999984,0.0,-0.32141240000000004,0.0,0.22123179999999998,0.04449409939203634,-0.7574434999999993,0.0,-0.0018800000000000205,0.0,-0.061647044776119375,0.0,-0.19497777394636012,0.0,0.1449437611940299,0.056303299676312875,-0.023894203065134068,0.0,-0.32184585714285713,0.0,-0.02354150309023486,0.0,0.13283047619047622,0.018526132175238075,0.016044699629171807,0.004165256008559798
Air Force Falcons,Utah State Aggies,DraftKings,64.25,71.75,NCAAB,267.0,-335.27272727272725,-7.5,-110.0,-110.0,136.0,-108.0,-112.0,AFA,USU,58.041565612741415,85.35836631582092,Air Force Falcons,Utah State Aggies,11.894986820792248,13.442399773764066,68.42592592592592,78.60606060606061,2024.0,0.134736,0.865111,0.6535150000000001,0.326105,0.060502,0.932494,0.007004000000000001,0.077559,0.054383999999999995,0.572918,0.274429,0.033751,0.025497,0.61276,0.300608,0.06723,0.0,0.039841999999999995,0.026178999999999997,0.0,0.0,-0.8170544000000001,0.0,0.7167330999999999,0.4670057605778273,0.27931120000000015,0.07223587633837049,-0.42865739999999997,0.0,-0.2913699101123595,0.0,0.706164792727273,0.14873524564433507,-0.2666354029850746,0.0,0.4135590447761195,0.4583633038232455,-0.3079209808429119,0.0,-0.003567551724137974,0.0,-0.12543334925864907,0.0,0.35459999999999997,0.18861173999999992,-0.1382850168067227,0.0,-0.1784276164383562,0.0
Auburn Tigers,Pennsylvania Quakers,DraftKings,85.25,63.75,NCAAB,-6407.833333333333,1595.8333333333333,21.5,-110.0,-110.0,149.0,-110.0,-110.0,AUB,PENN,81.279659655836,49.82570269385251,Auburn Tigers,Pennsylvania Quakers,10.067320181452246,10.974896005689416,84.58333333333333,70.37962962962963,2024.0,0.746219,0.253623,0.111765,0.8749610000000001,0.98098,0.016118000000000077,0.002902000000000001,0.076662,0.6604099999999999,0.032651,0.21700300000000003,0.106452,0.861698,0.002411,0.013263,0.0,0.234761,0.0,0.0,0.029789999999999997,0.20128800000000002,0.4670598999999999,0.1983135910800091,-0.5673917000000002,0.0,-0.8652935,0.0,0.7374181000000002,0.4943504129160094,-0.23778990000000233,0.0,-0.04553518015665789,0.0,-0.27308724242424237,0.0,-0.33376907575757575,0.0,0.5317774242424241,0.7465582843855149,-0.07958677272727269,0.0,-0.8441309787234044,0.0,-0.02937959910771192,0.0,0.7145682127659574,0.4799712668538025,-0.018181773741236456,0.0
Baylor Bears,Cornell Big Red,DraftKings,90.75,74.75,NCAAB,-1770.2727272727273,907.2727272727273,16.0,-110.0,-110.0,165.5,-108.0,-112.0,BAY,COR,90.569806299041,70.10182514932424,Baylor Bears,Cornell Big Red,11.044343693418297,10.201983061781444,87.72727272727273,83.0,2024.0,0.604482,0.369971,0.381275,0.618533,0.907974,0.08150000000000002,0.010526,0.237664,0.3668179999999999,0.127058,0.242913,0.344785,0.563189,0.025964,0.055344000000000004,0.0,0.27813699999999997,0.0,0.0,0.09746,0.180677,0.1694121999999999,0.02609135773530906,-0.32306089999999993,0.0,-0.28694800000000004,0.0,0.19128996000000004,0.03267129356857288,-0.7211371800000009,0.0,-0.01973747494989979,0.0,-0.04678973134328357,0.0,-0.1986666268656716,0.0,0.12421953256704968,0.040273584827770194,-0.0471586475095786,0.0,-0.291346067961165,0.0,-0.026972739130434784,0.0,0.1263780000000001,0.015971398884000027,0.0030664128389596076,0.0001699101807197794
Boston College Eagles,Wake Forest Demon Deacons,DraftKings,74.25,75.75,NCAAB,108.0,-129.5,-1.5,-110.0,-110.0,150.0,-110.0,-110.0,BC,WAKE,72.3916094318307,70.99959429858515,Boston College Eagles,Wake Forest Demon Deacons,9.782777795467824,10.46654260402754,79.66666666666667,80.5925925925926,2024.0,0.579909,0.41986299999999993,0.32940099999999994,0.646963,0.52471,0.44752499999999995,0.027764999999999998,0.17046900000000004,0.395449,0.13935999999999998,0.26945800000000003,0.15334599999999998,0.359001,0.14828999999999998,0.287962,0.027434,0.0,0.008929999999999999,0.018504,0.0,0.0,0.1178089,0.012617215381100005,-0.21828770000000025,0.0,-0.4082579000000002,0.0,0.2586222999999999,0.06080499459753631,0.08462666666666674,0.0077346065280000115,-0.26793012500000013,0.0,-0.14374728787878782,0.0,-0.18664000000000003,0.0,0.16645240909090908,0.07314490785932183,-0.007262454545454489,0.0,-0.13172268686868688,0.0,-0.20957134453781517,0.0,0.1431764208754209,0.06088347785924612,-0.011213630252100815,0.0
Bowling Green Falcons,Eastern Michigan Eagles,DraftKings,76.5,66.5,NCAAB,-573.7272727272727,416.8181818181818,10.0,-112.0,-108.0,143.0,-108.0,-112.0,BGSU,EMU,75.7913319151092,57.30555774284196,Bowling Green Falcons,Eastern Michigan Eagles,9.874017562125092,9.537712020009424,71.2,68.33333333333333,2024.0,0.7198620000000001,0.256034,0.23330100000000004,0.744182,0.904972,0.08327200000000001,0.011755999999999996,0.164748,0.538573,0.053925,0.196262,0.204544,0.679942,0.017001000000000002,0.06424,0.0,0.161135,0.0,0.0,0.034315,0.122875,0.40610744000000026,0.14725290430656585,-0.54744928,0.0,-0.5947339199999999,0.0,0.45766584000000005,0.18701609027045146,0.3597704472727272,0.02256033151701791,-0.1366627437295529,0.0,-0.15044143396226417,0.0,-0.29518016605166053,0.0,0.3597253255813953,0.3338579594507734,-0.10703535849056606,0.0,-0.4267702857142857,0.0,-0.0928312905027933,0.0,0.41759937704918043,0.21275487244847344,-0.04233858769931663,0.0
Brown Bears,Vermont Catamounts,DraftKings,65.5,69.5,NCAAB,154.0,-187.0,-4.0,-110.0,-110.0,135.0,-110.0,-110.0,BRWN,UVM,60.857651327968206,69.32818175762438,Brown Bears,Vermont Catamounts,10.87558677781974,11.59114892548734,66.25641025641026,69.08333333333333,2024.0,0.37708099999999994,0.59863,0.382634,0.593264,0.28608500000000003,0.6920729999999999,0.021842,0.129858,0.238095,0.23000599999999996,0.353793,0.09725700000000001,0.18188,0.263535,0.411384,0.069154,0.0,0.024549,0.042425000000000004,0.0,0.0,-0.3081299000000001,0.0,0.15712299999999996,0.022443306480909076,-0.29646860000000014,0.0,0.1458544,0.01933955090850909,-0.17749616883116875,0.0,0.11624950999999983,0.007226710468042805,-0.19974124242424238,0.0,-0.06165839393939401,0.0,-0.05050537878787881,0.0,0.10901762121212125,0.03137598217973882,-0.13722170129870126,0.0,-0.11805308290155436,0.0,-0.030618701298701284,0.0,0.10640161658031089,0.02185011674104372
Central Michigan Chippewas,Buffalo Bulls,DraftKings,72.5,70.5,NCAAB,-125.27272727272727,104.72727272727273,2.0,-110.0,-110.0,143.0,-110.0,-110.0,CMU,BUFF,80.99155017872584,62.08058985695825,Central Michigan Chippewas,Buffalo Bulls,10.205450112970125,11.78582958747274,63.18181818181818,65.27272727272727,2024.0,0.8538730000000001,0.131838,0.49453400000000003,0.479778,0.8812559999999999,0.10646000000000011,0.012283999999999996,0.404702,0.42711999999999994,0.07659500000000001,0.05171900000000001,0.419835,0.43866000000000005,0.062415000000000005,0.041118,0.0,0.013206999999999998,0.0,0.0,0.007144,0.005353,0.6931333000000002,0.4367579741535366,-0.8231402,0.0,-0.06147859999999994,0.0,-0.0924662,0.0,0.7325021527272726,0.4283130218614642,-0.7467465972222219,0.0,0.17921033333333336,0.08478714703389335,-0.2731796212121212,0.0,0.21011999999999995,0.11655709401599992,-0.30747834848484845,0.0,0.18108397119341565,0.07968311323432206,-0.25977915807560137,0.0,0.20765588477366265,0.10478394854915235,-0.2883947147766323,0.0
Colorado State Rams,New Mexico Lobos,DraftKings,79.5,76.0,NCAAB,-167.27272727272728,141.63636363636363,3.5,-112.0,-108.0,155.5,-110.0,-110.0,CSU,UNM,76.79139943566794,58.569233588977625,Colorado State Rams,New Mexico Lobos,10.463023746314056,10.15581438453198,84.0,84.33333333333333,2024.0,0.843814,0.15605100000000002,0.09511,0.904755,0.8879729999999999,0.09947500000000009,0.012551999999999999,0.07170599999999999,0.772108,0.011901000000000002,0.14415,0.075088,0.812885,0.00747,0.09187000000000001,0.0,0.044159000000000004,0.0,0.0,0.003382000000000001,0.040777,0.6688856799999999,0.3994714758116627,-0.7554139199999998,0.0,-0.900269,0.0,0.7999854999999999,0.5817970911002271,0.7005823818181816,0.2934224136333912,-0.536325706033376,0.0,-0.28396219923371646,0.0,-0.35679265671641786,0.0,0.6847930574712644,1.2239373973737986,-0.1751970149253731,0.0,-0.3760885853658537,0.0,-0.2674690581717452,0.0,0.7216093902439024,1.067476229780762,-0.1596895567867036,0.0
