oddsHomeTeam,oddsAwayTeam,bookie,homeScoreOddsImplied,awayScoreOddsImplied,sport,homeMoneyLine,awayMoneyLine,gameLine,homeCover,awayCover,overUnder,over,under,homeTeamAbbrev,awayTeamAbbrev,homeScore,awayScore,homeTeam,awayTeam,homeGameScoreStd,awayGameScoreStd,homeScoreAvg,awayScoreAvg,season,p_homeCover,p_awayCover,p_over,p_under,p_homeWin,p_awayWin,p_homeCoverOver,p_homeCoverUnder,p_awayCoverOver,p_awayCoverUnder,p_homeWinOver,p_homeWinUnder,p_awayWinOver,p_awayWinUnder,p_homeCoverAwayWin,p_awayCoverHomeWin,p_homeCoverOverAwayWin,p_homeCoverUnderAwayWin,p_awayCoverOverHomeWin,p_awayCoverUnderHomeWin,k_homeCover,r_homeCover,k_awayCover,r_awayCover,k_over,r_over,k_under,r_under,k_homeWin,r_homeWin,k_awayWin,r_awayWin,k_homeCoverOver,r_homeCoverOver,k_awayCoverOver,r_awayCoverOver,k_homeCoverUnder,r_homeCoverUnder,k_awayCoverUnder,r_awayCoverUnder,k_homeWinOver,r_homeWinOver,k_awayWinOver,r_awayWinOver,k_homeWinUnder,r_homeWinUnder,k_awayWinUnder,r_awayWinUnder
Brooklyn Nets,Denver Nuggets,DraftKings,113.5,118.0,NBA,150.0,-180.0,-4.5,-110.0,-110.0,231.5,-108.0,-112.0,BKN,DEN,113.68499211328032,116.81610427354471,Brooklyn Nets,Denver Nuggets,12.01792008686041,12.22977462021473,114.62962962962963,115.17241379310344,2024.0,0.531717,0.468226,0.47717899999999996,0.522764,0.42751999999999996,0.5724800000000001,0.251019,0.280698,0.22616000000000003,0.24206599999999998,0.19568,0.22035699999999997,0.270349,0.290591,0.092714,0.0,0.044189,0.048525,0.0,0.0,0.016605699999999946,0.0002506811568090903,-0.11672540000000003,0.0,-0.08746767999999999,0.0,-0.011740319999999915,0.0,0.045866666666666556,0.0031556266666666576,-0.19705599999999968,0.0,-0.028451522388059702,0.0,-0.06258626865671635,0.0,0.005103363984674314,6.797568553578526e-05,-0.048330168582375516,0.0,-0.01542761154855643,0.0,-0.09447650000000002,0.0,0.01133742895442355,0.00047944411145632473,-0.07508374226804121,0.0
Golden State Warriors,Washington Wizards,DraftKings,129.5,117.5,NBA,-625.0,455.0,12.0,-108.0,-112.0,247.0,-110.0,-110.0,GS,WSH,119.52005756706366,118.68611266494963,Golden State Warriors,Washington Wizards,13.577880589112464,13.998875177426754,113.98467432950191,117.0,2024.0,0.27449300000000004,0.708157,0.316484,0.6649780000000001,0.5170994999999999,0.48290050000000007,0.083019,0.186311,0.227878,0.466888,0.15597099999999997,0.34131999999999996,0.15364899999999998,0.30988899999999997,0.0,0.214924,0.0,0.0,0.06736500000000001,0.14322999999999997,-0.5090545599999998,0.0,0.3812928400000001,0.1298073480672015,-0.4353836000000001,0.0,0.29645380000000016,0.07989532321312735,-2.5010286250000004,0.0,0.36925225824175834,0.6203798974857037,-0.25913808955223877,0.0,-0.067954183908046,0.0,-0.11730429850746266,0.0,0.2626305287356322,0.1800242139685297,-0.5415736280991736,0.0,0.06548743749999997,0.04117060291503746,-0.20304363636363643,0.0,0.23800243749999997,0.5437935384570374
Houston Rockets,Dallas Mavericks,DraftKings,116.5,108.0,NBA,-340.0,270.0,8.5,-108.0,-112.0,224.5,-105.0,-115.0,HOU,DAL,112.15019230752803,116.86766707449573,Houston Rockets,Dallas Mavericks,12.7134298039222,12.800861186941288,109.62206896551724,118.96296296296296,2024.0,0.23195200000000002,0.7680100000000001,0.5995019999999999,0.40046,0.39699999999999996,0.603,0.13839400000000002,0.09355799999999999,0.4611080000000001,0.306902,0.23053199999999996,0.155735,0.35626399999999997,0.235965,0.0,0.154315,0.0,0.0,0.09213800000000001,0.062176999999999996,-0.5975398399999999,0.0,0.5081812000000001,0.23057868931557157,0.17897909999999972,0.03050811260648563,-0.28901099999999996,0.0,-1.6531999999999998,0.0,0.45596296296296296,0.5613360037037037,-0.17378208695652175,0.0,0.2615183703703705,0.18465801671117058,-0.25507353846153846,0.0,0.034028771653543344,0.002941211542632442,-0.2723882614379085,0.0,0.25276946623794205,0.3974107470469719,-0.4388178169014085,0.0,0.1069050337837838,0.06765782259000676
Miami Heat,Atlanta Hawks,DraftKings,119.5,118.0,NBA,-118.0,-102.0,1.5,-105.0,-115.0,237.5,-110.0,-110.0,MIA,ATL,115.16921661095891,121.58854337757049,Miami Heat,Atlanta Hawks,12.44927078616812,12.260208382903944,112.89285714285714,122.20945083014048,2024.0,0.32516199999999995,0.6747650000000001,0.4835339999999999,0.516393,0.35668900000000003,0.643311,0.15963200000000002,0.16553,0.32390199999999997,0.350863,0.16942100000000002,0.176544,0.303465,0.329049,0.0,0.020803000000000002,0.0,0.0,0.009789,0.011013999999999998,-0.3834179000000001,0.0,0.3007447500000001,0.07864991708918483,-0.08457860000000017,0.0,-0.015574700000000052,0.0,-0.40241797999999995,0.0,0.2794882199999999,0.0765820246262435,-0.14819510622710622,0.0,0.06082884824902718,0.009509382362809167,-0.1401366666666667,0.0,0.09828050972762642,0.024823780582267717,-0.1588710948616601,0.0,0.05291284172661864,0.007783357318449619,-0.14893267984189726,0.0,0.08769971942446037,0.021381649388218817
Philadelphia 76ers,Toronto Raptors,DraftKings,119.5,111.0,NBA,-355.0,280.0,8.5,-110.0,-110.0,230.5,-112.0,-108.0,PHI,TOR,122.07546250147362,109.12395110668962,Philadelphia 76ers,Toronto Raptors,12.507870525033493,12.247972507867075,121.57343550447,110.77905491698594,2024.0,0.600128,0.39988599999999996,0.516665,0.48334900000000003,0.7700625000000001,0.2299374999999999,0.31367599999999995,0.286452,0.202989,0.19689700000000002,0.396207,0.36515,0.111808,0.10943799999999998,0.0,0.16122899999999998,0.0,0.0,0.08253099999999998,0.07869800000000002,0.1602688,0.02335098932130909,-0.2602394000000001,0.0,-0.024670199999999864,0.0,-0.07463407999999994,0.0,-0.04621562499999954,0.0,-0.045084821428571564,0.0,0.050716613026819846,0.006713376324340816,-0.1023791992337165,0.0,0.0202027462686567,0.0010938445642125383,-0.10276829850746264,0.0,-0.026025867132867198,0.0,-0.03168020678513729,0.0,-0.06672074829931979,0.0,-0.03147370886075951,0.0
Sacramento Kings,Phoenix Suns,DraftKings,123.5,120.0,NBA,-162.0,136.0,3.5,-110.0,-110.0,243.5,-112.0,-108.0,SAC,PHX,115.79629076408935,113.80574017885351,Sacramento Kings,Phoenix Suns,11.932441734741758,11.817321498281828,116.51458885941643,112.58605664488016,2024.0,0.464218,0.535745,0.204332,0.795631,0.5471485,0.45285149999999996,0.095989,0.36822900000000003,0.108343,0.427402,0.11041500000000001,0.4249009999999999,0.088929,0.35205299999999995,0.0,0.07109799999999998,0.0,0.0,0.014425999999999998,0.05667200000000001,-0.12514219999999998,0.0,0.025064500000000045,0.0005711174184090965,-0.68681616,0.0,0.57491248,0.30604107375902817,-0.18647092999999992,0.0,0.0505364264705882,0.003473345344567355,-0.250375367816092,0.0,-0.23328803448275867,0.0,0.13249355223880602,0.047046170911417357,0.2137460298507463,0.12244213894224244,-0.3214223786407766,0.0,-0.1736274841498559,0.0,0.15234223222748805,0.04896920856931373,0.16953271830985908,0.10203176615023157
Auburn Tigers,Alabama State Hornets,DraftKings,90.25,59.75,NCAAB,-10000.0,2500.0,30.5,-112.0,-108.0,150.0,-110.0,-110.0,AUB,ALST,84.7213242928427,59.89499773250553,Auburn Tigers,Alabama State Hornets,15.385123661924446,16.246660482619916,83.2,65.475,2024.0,0.389746,0.610192,0.400079,0.5822290000000001,0.8641240000000001,0.13587599999999989,0.14991000000000002,0.233002,0.25016900000000003,0.349227,0.339563,0.504611,0.05649300000000001,0.072199,0.0,0.46945800000000004,0.0,0.0,0.18965300000000002,0.271609,-0.2937384800000001,0.0,0.18919935999999993,0.03314481280037924,-0.2598340999999999,0.0,0.1226809000000002,0.013682366568009151,-12.723475999999987,0.0,0.10131103999999988,0.2565981706470394,-0.17579498084291187,0.0,-0.0296186865671641,0.0,-0.06086696551724141,0.0,0.10640125373134329,0.030340887812212548,-0.37058431182795687,0.0,0.03709524095394738,0.06693140768562401,-0.02806534408602146,0.0,0.05312414391447368,0.1372705757856474
Austin Peay Governors,Ohio Bobcats,DraftKings,67.0,71.0,NCAAB,160.0,-192.0,-4.0,-110.0,-110.0,138.0,-115.0,-105.0,APSU,OHIO,59.37759570449394,74.23411521776741,Austin Peay Governors,Ohio Bobcats,15.478401573482538,14.916965015979562,58.5,75.18518518518518,2024.0,0.30163499999999993,0.681674,0.41475500000000004,0.5667350000000001,0.24720399999999998,0.752796,0.12884400000000001,0.167417,0.279146,0.39015200000000005,0.102949,0.132546,0.305734,0.425909,0.046998000000000005,0.0,0.019823,0.026591,0.0,0.0,-0.4665665000000003,0.0,0.3315154,0.09991132767014549,-0.25827675,0.0,0.11180675000000018,0.011905475567202409,-0.22329350000000003,0.0,0.2781643200000001,0.04029968172972006,-0.21012720622568098,0.0,-0.001341937743190691,0.0,-0.13755845787545787,0.0,0.16676445421245428,0.07592234610536328,-0.12944763212435234,0.0,-0.07158447826086956,0.0,-0.08006527450980391,0.0,0.13449224873096444,0.035633684988361856
BYU Cougars,Bellarmine Knights,DraftKings,85.5,58.0,NCAAB,-17500.0,2800.0,27.5,-115.0,-105.0,143.5,-110.0,-110.0,BYU,BELL,92.2304916342932,52.66309797652899,BYU Cougars,Bellarmine Knights,16.892141009742538,16.620157587123167,90.3,62.0,2024.0,0.672635,0.327187,0.535914,0.463908,0.949044,0.050956,0.367058,0.305577,0.168856,0.15833100000000003,0.508863,0.437928,0.024704000000000004,0.023821,0.0,0.274156,0.0,0.0,0.14180500000000001,0.132351,0.29616524999999994,0.07627291765874994,-0.37926665000000004,0.0,0.02541939999999998,0.0005874053603272719,-0.12579320000000005,0.0,-7.968256000000001,0.0,0.017061571428571433,0.00815072214914286,0.12077706614785991,0.037488846247721225,-0.13559235164835165,0.0,0.03537349805447465,0.0032158008170474982,-0.149972663003663,0.0,-0.024981565217391366,0.0,0.0067625724797645385,0.0024860125325355735,-0.17301982608695654,0.0,0.005863328918322294,0.0018688221096010585
Brown Bears,Siena Saints,DraftKings,71.9090909090909,61.45454545454545,NCAAB,-656.4545454545455,469.09090909090907,10.454545454545455,-109.18181818181819,-110.0909090909091,133.0,-110.0,-110.0,BRWN,SIE,69.56846065472259,64.08310454078173,Brown Bears,Siena Saints,14.112982592971596,13.9119780539588,64.58181818181818,58.27272727272727,2024.0,0.399484,0.600412,0.5038720000000001,0.475883,0.6086625,0.3913375,0.203819,0.18735800000000002,0.300053,0.288525,0.30415,0.28249699999999994,0.189757,0.183858,0.0,0.199432,0.0,0.0,0.100331,0.095139,-0.25617028727272734,0.0,0.16050193818181807,0.023399636148746607,-0.04186879999999982,0.0,-0.1006457,0.0,-1.960290306818182,0.0,0.26158386627906977,0.3209807041301202,-0.09549716541353384,0.0,0.034921560606060664,0.0032195206432297026,-0.11814651127819542,0.0,0.019026893939393885,0.0009557399094696926,-0.27572500000000016,0.0,0.10758225354969574,0.11411906100927388,-0.3154221666666667,0.0,0.10108497768762675,0.10075118296110488
Bryant Bulldogs,Drexel Dragons,DraftKings,71.5,67.0,NCAAB,-215.0,165.0,4.5,-110.0,-120.0,138.5,-115.0,-115.0,BRY,DREX,57.85640640085154,69.81684977543958,Bryant Bulldogs,Drexel Dragons,14.415447265791146,13.881264789509778,66.30303030303031,63.8,2024.0,0.20692100000000002,0.7929920000000001,0.296982,0.702931,0.2772880000000001,0.7227119999999999,0.06473000000000001,0.142191,0.23225200000000001,0.56074,0.08353699999999999,0.18528,0.20851899999999998,0.505635,0.0,0.06189600000000001,0.0,0.0,0.018807,0.043089,-0.6654658999999999,0.0,0.5445824000000004,0.2471416586581337,-0.5114886999999999,0.0,0.3613016499999999,0.1135120715588891,-1.2765427999999996,0.0,0.5546586666666665,0.507616290238933,-0.2991882879377432,0.0,-0.08369367901234565,0.0,-0.19158682101167318,0.0,0.37997456790123463,0.3508450335717038,-0.44316587356321846,0.0,0.00814406329113923,0.00026198677921582275,-0.28294988505747126,0.0,0.3804793037974683,0.5718197774419144
Cal State Northridge Matadors,Montana State Bobcats,DraftKings,76.0,70.0,NCAAB,-245.0,200.0,6.0,-105.0,-115.0,146.0,-108.0,-112.0,CSUN,MTST,77.21308849533105,61.01997680562107,Cal State Northridge Matadors,Montana State Bobcats,14.400139665587789,13.666327687755588,76.66666666666667,63.371428571428574,2024.0,0.686655,0.295621,0.339535,0.6417289999999999,0.7921225,0.20787750000000005,0.24032599999999996,0.433546,0.093566,0.19680000000000003,0.272355,0.49786299999999994,0.062611,0.134408,0.0,0.08058199999999999,0.0,0.0,0.026385999999999996,0.052934,0.35764275,0.12181746345482146,-0.51441485,0.0,-0.37376720000000013,0.0,0.2404654799999998,0.051628256313955595,0.2828226249999999,0.03264842335179209,-0.18818374999999993,0.0,-0.034918202898550826,0.0,-0.2550624615384615,0.0,0.2237482222222222,0.13517082075853334,-0.11942047244094484,0.0,-0.15316839181286546,0.0,-0.13349548535564854,0.0,0.1971821616766466,0.06493094415540358,-0.05054755555555557,0.0
Cincinnati Bearcats,Stetson Hatters,DraftKings,84.5,64.5,NCAAB,-2759.8,1160.0,20.0,-112.0,-108.0,149.0,-110.0,-110.0,CIN,STET,91.44186026622233,56.66139256999621,Cincinnati Bearcats,Stetson Hatters,14.73893538274918,15.720526576583495,80.98181818181818,68.88888888888889,2024.0,0.739016,0.245726,0.4786949999999999,0.502184,0.945165,0.05483499999999997,0.346426,0.378313,0.12472399999999999,0.11635000000000001,0.448532,0.47611299999999995,0.027412999999999996,0.023618999999999998,0.0,0.18848199999999998,0.0,0.0,0.094561,0.090279,0.44671392000000004,0.1781726127872914,-0.56888992,0.0,-0.09474050000000028,0.0,-0.045413600000000054,0.0,-0.5681713299999991,0.0,-0.026644741379310388,0.0,0.09601450574712644,0.024061029669187595,-0.20187152238805972,0.0,0.1401187471264368,0.051242817203296896,-0.21337014925373132,0.0,-0.11419044897959191,0.0,-0.014781663774403469,0.0,-0.058465571428571506,0.0,-0.018740262472885034,0.0
