oddsHomeTeam,oddsAwayTeam,bookie,homeScoreOddsImplied,awayScoreOddsImplied,sport,homeMoneyLine,awayMoneyLine,gameLine,homeCover,awayCover,overUnder,over,under,homeTeamAbbrev,awayTeamAbbrev,homeScore,awayScore,homeTeam,awayTeam,homeGameScoreStd,awayGameScoreStd,season,p_homeCover,p_awayCover,p_over,p_under,p_homeWin,p_awayWin,p_homeCoverOver,p_homeCoverUnder,p_awayCoverOver,p_awayCoverUnder,p_homeWinOver,p_homeWinUnder,p_awayWinOver,p_awayWinUnder,p_homeCoverAwayWin,p_awayCoverHomeWin,p_homeCoverOverAwayWin,p_homeCoverUnderAwayWin,p_awayCoverOverHomeWin,p_awayCoverUnderHomeWin,k_homeCover,r_homeCover,k_awayCover,r_awayCover,k_over,r_over,k_under,r_under,k_homeWin,r_homeWin,k_awayWin,r_awayWin,k_homeCoverOver,r_homeCoverOver,k_awayCoverOver,r_awayCoverOver,k_homeCoverUnder,r_homeCoverUnder,k_awayCoverUnder,r_awayCoverUnder,k_homeWinOver,r_homeWinOver,k_awayWinOver,r_awayWinOver,k_homeWinUnder,r_homeWinUnder,k_awayWinUnder,r_awayWinUnder
Presbyterian Blue Hose,Florida A&M Rattlers,DraftKings,72.5,64.5,NCAAB,-360.0,285.0,8.0,-110.0,-110.0,137.0,-110.0,-110.0,PRES,FAMU,87.10481394865448,60.90510086456538,Presbyterian Blue Hose,Florida A&M Rattlers,10.695619798727176,10.286508825012676,2024.0,0.8838699999999999,0.10337999999999999,0.760775,0.21877999999999997,0.9613124999999999,0.0386875000000001,0.674888,0.19097699999999998,0.07637100000000001,0.024673,0.7303350000000001,0.20864100000000002,0.026217999999999998,0.008704,0.0,0.061967999999999995,0.0,0.0,0.04593099999999999,0.014533999999999998,0.7561269999999999,0.5197527637536362,-0.882902,0.0,0.49762749999999994,0.2251210261420455,-0.6405620000000001,0.0,0.8220374999999995,0.18770712539062476,-0.2986151315789472,0.0,0.5517395151515152,0.8036595404102209,-0.27348846969696966,0.0,-0.1154711060606061,0.0,-0.34476904545454545,0.0,0.543067638888889,0.42468834298802793,-0.12713349606299215,0.0,-0.34091386111111105,0.0,-0.14740560629921262,0.0
Texas A&M-Corpus Christi Islanders,UT Rio Grande Valley Vaqueros,DraftKings,79.0,74.5,NCAAB,-192.0,160.0,4.5,-110.0,-110.0,153.5,-110.0,-110.0,AMCC,RGV,77.57680141411225,73.61447854478394,Texas A&M-Corpus Christi Islanders,UT Rio Grande Valley Vaqueros,10.519065136136312,10.46850626284525,2024.0,0.48562299999999997,0.514177,0.43851,0.5612900000000001,0.6052195,0.3947805,0.21372099999999997,0.27190200000000003,0.22478900000000002,0.289388,0.2603619999999999,0.33185899999999996,0.16643699999999997,0.215145,0.0,0.106598,0.0,0.0,0.046641,0.05995700000000001,-0.08019170000000014,0.0,-0.020228299999999977,0.0,-0.17912900000000004,0.0,0.07870900000000014,0.00563191516454547,-0.15275905999999984,0.0,0.016518312499999965,0.0004365674365562489,-0.08411195454545459,0.0,-0.06885153030303026,0.0,-0.003892696969696907,0.0,0.02021678787878789,0.001079016872038789,-0.12892115789473696,0.0,-0.04405870707070711,0.0,-0.01979415789473693,0.0,0.016949292929292925,0.0011376229819797985
Southern Indiana Screaming Eagles,Fort Wayne Mastodons,DraftKings,71.0,78.0,NCAAB,250.0,-310.0,-7.0,-110.0,-110.0,149.0,-102.0,-118.0,USI,PFW,63.03706447501639,83.10763931293874,Southern Indiana Screaming Eagles,Fort Wayne Mastodons,10.300339603445344,10.613106166218092,2024.0,0.17892399999999997,0.8026829999999999,0.41061400000000003,0.5627510000000001,0.087204,0.9127959999999999,0.070466,0.103996,0.333086,0.448569,0.031741,0.047807999999999996,0.374454,0.508614,0.086346,0.0,0.034306,0.049859,0.0,0.0,-0.7242596000000001,0.0,0.5856342999999998,0.31178866666953625,-0.19055972,0.0,0.046797180000000216,0.001855911911824088,-0.27791439999999995,0.0,0.6424635999999997,0.1331482184919225,-0.2638987482014389,0.0,0.0931888776978417,0.024141984055901563,-0.2501557786561265,0.0,0.23061208300395256,0.13455029005337737,-0.1315404502529511,0.0,-0.011685506172839422,0.0,-0.12626731992687387,0.0,0.16737372222222224,0.04034010656235113
Utah State Aggies,San Diego Toreros,DraftKings,81.5,62.0,NCAAB,-2400.0,1200.0,19.5,-110.0,-110.0,143.5,-110.0,-110.0,USU,USD,78.99040588492609,59.51187275051407,Utah State Aggies,San Diego Toreros,10.533930207486712,10.271154565429804,2024.0,0.5000500000000001,0.4998269999999999,0.367168,0.6327090000000001,0.9072309999999999,0.0927690000000001,0.187516,0.31253400000000003,0.17965200000000003,0.32017500000000004,0.33265500000000003,0.568926,0.030359999999999998,0.056636,0.0,0.40153099999999997,0.0,0.0,0.145139,0.256392,-0.0498949999999998,0.0,-0.05036330000000022,0.0,-0.32894720000000005,0.0,0.22868890000000014,0.04754419362110009,-1.3192250000000025,0.0,0.01716641666666678,0.0035362303340833795,-0.12024309090909088,0.0,-0.13108587878787875,0.0,0.052130212121212216,0.007174355801718806,0.0626655303030304,0.010367197336742458,-0.34143085858585853,0.0,-0.010346968933669189,0.0,0.13349771717171727,0.01764342408515921,0.01703213769941226,0.006910032282051654
Houston Cougars,Rice Owls,DraftKings,83.75,56.25,NCAAB,-30000.0,4000.0,27.5,-110.0,-110.0,140.0,-112.0,-108.0,HOU,RICE,86.43657855021846,49.34939851756165,Houston Cougars,Rice Owls,10.647796287780396,10.11102828995599,2024.0,0.7427630000000001,0.25711999999999996,0.37615600000000005,0.59758,0.9941615,0.005838499999999969,0.286186,0.436686,0.08997,0.16089399999999998,0.374165,0.593458,0.001639,0.003405,0.0,0.250838,0.0,0.0,0.087979,0.15677199999999997,0.4598023000000001,0.19219832280480922,-0.5600480000000001,0.0,-0.3225492799999998,0.0,0.1629664,0.024590784749037038,-0.7573884999999904,0.0,-0.019015537500000033,0.0,0.012694045977011514,0.00042057227652551654,-0.2587004980842912,0.0,0.22649420895522393,0.13748299952987705,-0.1522052537313433,0.0,-0.32120722222222214,0.0,-0.01139273214984989,0.0,0.15631606451612912,0.02272428218400392,-0.009378414571575167,0.0
Toronto Raptors,Miami Heat,DraftKings,112.0,108.5,NBA,-162.0,136.0,3.5,-105.0,-115.0,220.5,-108.0,-112.0,TOR,MIA,110.1760611950932,111.15805454445284,Toronto Raptors,Miami Heat,11.384238371628204,11.402400155457917,2024.0,0.390396,0.609537,0.520843,0.47909,0.4756925,0.5243074999999999,0.203037,0.18735900000000003,0.31780600000000003,0.29173099999999996,0.241228,0.222055,0.267077,0.244754,0.0,0.072887,0.0,0.0,0.038191,0.034696000000000005,-0.24968820000000008,0.0,0.16050454999999997,0.02240148745278476,0.00335343999999993,1.0412555401480825e-05,-0.1043291999999999,0.0,-0.3736856499999999,0.0,0.17453360294117637,0.04142829083565439,-0.08571771014492754,0.0,0.05542369230769234,0.007986642739446168,-0.11361914814814808,0.0,0.012884937007873964,0.0004216948683100757,-0.11837958293838863,0.0,0.06061981690140844,0.013045405814119008,-0.15558820388349515,0.0,0.027103855907781,0.002549127947592051
Maryland Terrapins,Penn State Nittany Lions,DraftKings,72.75,65.25,NCAAB,-325.0,260.0,7.5,-108.0,-112.0,138.0,-110.0,-110.0,MD,PSU,64.07609837014343,67.38495174574706,Maryland Terrapins,Penn State Nittany Lions,10.312127822162694,10.395485851013078,2024.0,0.230129,0.769719,0.315112,0.660102,0.41051099999999996,0.589489,0.07154400000000001,0.152705,0.24356800000000003,0.507397,0.124249,0.263471,0.182837,0.379238,0.0,0.167061,0.0,0.0,0.052704999999999995,0.110766,-0.6013316799999999,0.0,0.5118042800000001,0.23387823305921288,-0.43826479999999995,0.0,0.2862141999999999,0.07447142571058177,-1.5053282500000003,0.0,0.4316001538461539,0.4843246012800617,-0.2748948059701492,0.0,-0.0462526896551724,0.0,-0.16344985074626864,0.0,0.3186602183908046,0.2650307137885245,-0.45958499999999997,0.0,0.04362694889267463,0.01117243363104534,-0.2275483333333333,0.0,0.27348638160136285,0.4390454814086548
Towson Tigers,Massachusetts Minutemen,DraftKings,65.75,68.25,NCAAB,120.0,-142.0,-2.5,-112.0,-108.0,134.0,-110.0,-110.0,TOW,MASS,52.497991122921206,75.88140114384501,Towson Tigers,Massachusetts Minutemen,10.132660358962324,10.527621291852768,2024.0,0.07630200000000001,0.923552,0.337863,0.6366710000000001,0.05472699999999999,0.945273,0.023721000000000003,0.050574,0.314142,0.586097,0.015773,0.033987,0.31977400000000006,0.5977620000000001,0.017768000000000006,0.0,0.005632,0.011664999999999998,0.0,0.0,-0.95823976,0.0,0.8409881600000001,0.6548713752409128,-0.3904877,0.0,0.2370091000000002,0.05106664862073644,-0.7330005,0.0,0.8675606600000001,0.5300433089997435,-0.35033225670498086,0.0,0.05822483582089549,0.009085552437072231,-0.3131907509578544,0.0,0.43165558208955224,0.4993551313515081,-0.2917979375,0.0,0.017451333333333374,0.0006852353290000046,-0.26789206249999997,0.0,0.4189895555555557,0.3949925572454448
Cleveland Cavaliers,Orlando Magic,DraftKings,113.5,109.5,NBA,-180.0,150.0,4.0,-110.0,-110.0,223.0,-112.0,-108.0,CLE,ORL,105.4786027021391,111.47397401031938,Cleveland Cavaliers,Orlando Magic,11.296456805757684,11.4082294485774,2024.0,0.256761,0.72269,0.342188,0.63456,0.35474849999999997,0.6452515000000001,0.086427,0.16415800000000003,0.248549,0.457105,0.115797,0.21910600000000002,0.218232,0.40030600000000005,0.0,0.06582500000000001,0.0,0.0,0.022158000000000004,0.04165100000000001,-0.5608019,0.0,0.4176490000000001,0.1585733520009092,-0.39456144,0.0,0.2398848,0.05328214562133335,-0.8067042000000002,0.0,0.4087525000000002,0.2506179093843752,-0.26360096934865895,0.0,-0.039363260536398464,0.0,-0.14772334328358205,0.0,0.25453223880597015,0.1736282503854328,-0.3399777422680412,0.0,0.008642723860589813,0.0002786186004744245,-0.17134099999999997,0.0,0.24290600000000007,0.22480266762516019
Texas Tech Red Raiders,Omaha Mavericks,DraftKings,82.5,61.5,NCAAB,-3033.3333333333335,1237.5,21.0,-108.0,-112.0,144.0,-110.0,-110.0,TTU,OMA,76.97110342506265,54.21188488879096,Texas Tech Red Raiders,Omaha Mavericks,10.497051932095626,10.179207558838918,2024.0,0.5346540000000001,0.43812700000000004,0.181281,0.799972,0.9401505,0.0598495,0.100086,0.42409900000000006,0.076146,0.353842,0.170795,0.7478899999999999,0.009207,0.045534,0.0,0.37434599999999996,0.0,0.0,0.06566000000000001,0.30176,0.03208032000000016,0.0009529138252800105,-0.19117075999999988,0.0,-0.7193099,0.0,0.5799412,0.30575617768858193,-0.8752843333333332,0.0,-0.01612225757575758,0.0,-0.2357028059701492,0.0,-0.27782104980842914,0.0,0.20921056716417918,0.11730108458726218,0.10627188505747123,0.02947659237507447,-0.6840555154639175,0.0,-0.031184072156543008,0.0,0.4879827835051545,0.23098338108751532,0.0066238491642886255,0.0010762630162380923
