oddsHomeTeam,oddsAwayTeam,bookie,homeScoreOddsImplied,awayScoreOddsImplied,sport,homeMoneyLine,awayMoneyLine,gameLine,homeCover,awayCover,overUnder,over,under,homeTeamAbbrev,awayTeamAbbrev,homeScore,awayScore,homeTeam,awayTeam,homeGameScoreStd,awayGameScoreStd,homeScoreAvg,awayScoreAvg,season,p_homeCover,p_awayCover,p_over,p_under,p_homeWin,p_awayWin,p_homeCoverOver,p_homeCoverUnder,p_awayCoverOver,p_awayCoverUnder,p_homeWinOver,p_homeWinUnder,p_awayWinOver,p_awayWinUnder,p_homeCoverAwayWin,p_awayCoverHomeWin,p_homeCoverOverAwayWin,p_homeCoverUnderAwayWin,p_awayCoverOverHomeWin,p_awayCoverUnderHomeWin,k_homeCover,r_homeCover,k_awayCover,r_awayCover,k_over,r_over,k_under,r_under,k_homeWin,r_homeWin,k_awayWin,r_awayWin,k_homeCoverOver,r_homeCoverOver,k_awayCoverOver,r_awayCoverOver,k_homeCoverUnder,r_homeCoverUnder,k_awayCoverUnder,r_awayCoverUnder,k_homeWinOver,r_homeWinOver,k_awayWinOver,r_awayWinOver,k_homeWinUnder,r_homeWinUnder,k_awayWinUnder,r_awayWinUnder
Atlanta Hawks,Denver Nuggets,DraftKings,119.0,121.5,NBA,120.0,-142.0,-2.5,-108.0,-112.0,240.5,-112.0,-108.0,ATL,DEN,119.64336263966518,118.20147165296261,Atlanta Hawks,Denver Nuggets,11.541507361929074,11.6194839261871,121.0311986863711,113.6086956521739,2024.0,0.595039,0.404949,0.43664400000000003,0.563344,0.5351225000000001,0.46487749999999994,0.258586,0.336453,0.178058,0.226891,0.227402,0.295532,0.198769,0.253908,0.04772800000000001,0.0,0.020711,0.027017000000000003,0.0,0.0,0.15768111999999995,0.023021607041161476,-0.26150812,0.0,-0.19431471999999994,0.0,0.09175551999999992,0.007795440231917031,0.14772458333333344,0.02618706302520838,-0.2949964500000002,0.0,-0.021192867924528347,0.0,-0.14052417054263566,0.0,0.09160170848708488,0.022739265823910292,-0.06484824528301891,0.0,-0.01709103797468353,0.0,-0.16052741255605382,0.0,0.07810360493827165,0.019764560858105698,-0.07332533333333335,0.0
Charlotte Hornets,Miami Heat,DraftKings,109.0,113.0,NBA,140.0,-166.0,-4.0,-110.0,-110.0,222.0,-110.0,-110.0,CHA,MIA,112.10632263581172,116.53942254468271,Charlotte Hornets,Miami Heat,11.429567076288263,11.583126159519871,112.35689655172412,112.4090909090909,2024.0,0.47693700000000006,0.498517,0.647525,0.32990400000000003,0.3925535,0.6074465,0.306918,0.159535,0.32500599999999996,0.16260200000000002,0.244718,0.12761899999999998,0.3878,0.194648,0.07253300000000001,0.0,0.047193,0.024279000000000005,0.0,0.0,-0.09843229999999992,0.0,-0.05311430000000006,0.0,0.25980250000000005,0.06136121727840915,-0.4072016,0.0,-0.041336857142857175,0.0,-0.0441923099999999,0.0,0.04438693939393945,0.00520132902632971,0.0693264545454545,0.012688255271585437,-0.1588229545454545,0.0,-0.15459421212121205,0.0,0.03374537430167596,0.004076726026601562,0.09061553398058247,0.016915020497087374,-0.11606284357541902,0.0,-0.196299572815534,0.0
Detroit Pistons,Indiana Pacers,DraftKings,120.25,127.25,NBA,230.0,-285.0,-7.0,-112.0,-108.0,247.5,-110.0,-110.0,DET,IND,113.49084313348109,132.28969875057896,Detroit Pistons,Indiana Pacers,11.554059879917162,11.85823680488366,108.0,127.47619047619048,2024.0,0.229273,0.751937,0.45705199999999996,0.5428580000000001,0.128484,0.871516,0.102342,0.12693100000000004,0.346408,0.40552900000000003,0.05397299999999999,0.068103,0.397107,0.467911,0.09438099999999999,0.0,0.042397000000000004,0.05198400000000001,0.0,0.0,-0.63394124,0.0,0.48402895999999995,0.21692966122100146,-0.1401908,0.0,0.04000180000000009,0.001454676366581831,-0.25043600000000005,0.0,0.5053365999999998,0.0896017822103719,-0.24158826819923374,0.0,0.10253038805970152,0.028173447674803582,-0.2075781954022988,0.0,0.1837114626865672,0.0904497360801338,-0.12452266037735849,0.0,0.015529151898734161,0.00038102420273645484,-0.10772662264150945,0.0,0.13114581012658227,0.027174773151736966
Houston Rockets,San Antonio Spurs,DraftKings,117.0,108.5,NBA,-355.0,280.0,8.5,-110.0,-110.0,225.5,-105.0,-115.0,HOU,SA,115.11529311939387,105.89615527681774,Houston Rockets,San Antonio Spurs,11.590071984160268,11.271745947383506,109.15607985480943,108.72742200328408,2024.0,0.5174219999999999,0.48250899999999997,0.391294,0.608637,0.715478,0.28452200000000005,0.206964,0.31045800000000007,0.18433,0.29817899999999997,0.279574,0.425367,0.103292,0.170624,0.0,0.187519,0.0,0.0,0.07261000000000001,0.11490900000000001,-0.013413800000000142,0.0,-0.08673110000000006,0.0,-0.24784730000000005,0.0,0.15856954999999995,0.02186461059756738,-0.2945751000000002,0.0,0.028994142857142913,0.002353848896057151,-0.08352537728937728,0.0,-0.1144502197802198,0.0,0.04215371984435806,0.004566725768561728,0.02509689883268479,0.0016187256307162987,-0.20071,0.0,-0.0363821433021807,0.0,0.014914857142857174,0.00031143414902857255,0.034660721311475406,0.0073283301711737706
LA Clippers,Portland Trail Blazers,DraftKings,116.5,103.5,NBA,-850.0,575.0,13.0,-108.0,-112.0,220.0,-110.0,-110.0,LAC,POR,112.76379734040927,100.79836177882693,LA Clippers,Portland Trail Blazers,11.45866617586245,11.19547237430312,112.02134646962232,102.68308702791462,2024.0,0.45929500000000006,0.515659,0.334211,0.642572,0.7713475,0.22865250000000004,0.15773999999999996,0.29046,0.16782000000000002,0.33581,0.257813,0.48655099999999996,0.070461,0.143845,0.0,0.277586,0.0,0.0,0.091422,0.179789,-0.1246663999999999,0.0,-0.026802920000000063,0.0,-0.3981569,0.0,0.24940120000000005,0.056546325964945486,-1.1721987500000002,0.0,0.0945051086956522,0.051354489525067964,-0.1565361194029851,0.0,-0.15102291187739458,0.0,0.02570626865671638,0.0017709768253134296,0.08133107279693486,0.01726448028000382,-0.3989896548672566,0.0,-0.007717216989066439,0.0,0.032171353982300754,0.001169545499271582,0.07183869217830109,0.061361884580336624
Memphis Grizzlies,Dallas Mavericks,DraftKings,112.25,114.25,NBA,102.0,-122.0,-2.0,-112.0,-108.0,226.5,-108.0,-112.0,MEM,DAL,106.67574571823877,120.23400664322838,Memphis Grizzlies,Dallas Mavericks,11.361681297654377,11.58129699775024,105.3103448275862,119.9047619047619,2024.0,0.22852900000000004,0.752298,0.511083,0.48878599999999994,0.2016405,0.7983595,0.11444800000000001,0.11408099999999999,0.38726,0.365038,0.09641899999999998,0.09652100000000001,0.406076,0.38345199999999996,0.018188000000000006,0.0,0.009441,0.008747,0.0,0.0,-0.63551852,0.0,0.4847798400000001,0.21760323450965338,-0.016947360000000078,0.0,-0.08377368000000007,0.0,-0.5810648921568627,0.0,0.55235809,0.25008152425282637,-0.21972256603773588,0.0,0.16115667896678965,0.07038269772588927,-0.22929845736434107,0.0,0.1254296981132075,0.04169141429724148,-0.21623878546712805,0.0,0.1685064,0.07098601710239999,-0.2238616241134752,0.0,0.13076839344262287,0.04172490944549766
Milwaukee Bucks,Chicago Bulls,DraftKings,122.5,111.0,NBA,-575.0,425.0,11.5,-108.0,-112.0,233.5,-110.0,-110.0,MIL,CHI,121.31273512543878,108.26037342844376,Milwaukee Bucks,Chicago Bulls,11.595217463414642,11.408572566998924,121.25078369905955,105.85007496251876,2024.0,0.538343,0.461532,0.405604,0.5942709999999999,0.7888514999999999,0.21114850000000007,0.22147099999999997,0.31687200000000004,0.184133,0.277399,0.318304,0.461633,0.07990199999999999,0.12220700000000001,0.0,0.241594,0.0,0.0,0.09683299999999999,0.14476100000000003,0.03975344000000003,0.0014632740665126009,-0.14155215999999987,0.0,-0.24823159999999994,0.0,0.14796909999999974,0.019904413231645393,-0.42525237500000046,0.0,0.025536382352941256,0.00277145400062134,-0.06902489552238805,0.0,-0.12845972030651343,0.0,0.06197349253731349,0.01029311292309017,0.0005403793103447851,7.621455755171726e-07,-0.23145083870967748,0.0,-0.022104430155210658,0.0,0.027466064516128985,0.0009354370280051648,0.024890702882483365,0.005588314751656278
New Orleans Pelicans,Minnesota Timberwolves,DraftKings,112.75,109.75,NBA,-142.0,120.0,3.0,-108.0,-112.0,222.5,-108.0,-112.0,NO,MIN,109.40108682849295,111.05499399432236,New Orleans Pelicans,Minnesota Timberwolves,11.312770641759208,11.397470735402194,113.47826086956522,112.064039408867,2024.0,0.374042,0.602006,0.449618,0.550278,0.4589535,0.5410465,0.16690300000000002,0.20713900000000002,0.271674,0.33033199999999996,0.19976400000000002,0.246782,0.23906399999999997,0.28947100000000003,0.0,0.048656,0.0,0.0,0.021820000000000003,0.026836,-0.30199264000000003,0.0,0.15625272000000012,0.021799029024462888,-0.14479455999999985,0.0,0.046589360000000135,0.0019380075582228675,-0.30933253000000005,0.0,0.15858524999999996,0.030179137821075015,-0.14051286715867156,0.0,-0.003166000000000002,0.0,-0.09205383018867924,0.0,0.07077075968992241,0.012921931101888972,-0.15121670175438592,0.0,0.004207209876543189,5.7349992422715685e-05,-0.0909839192825112,0.0,0.06462005063291146,0.013195372982408133
New York Knicks,Toronto Raptors,DraftKings,112.75,108.25,NBA,-175.0,150.0,4.5,-108.0,-112.0,221.0,-110.0,-110.0,NY,TOR,112.80204150116765,107.87398274538339,New York Knicks,Toronto Raptors,11.46038595843016,11.333523791374104,112.0,109.2742946708464,2024.0,0.510439,0.489501,0.480022,0.49520600000000004,0.6199545,0.38004550000000004,0.24679499999999996,0.250683,0.23322700000000002,0.24452300000000002,0.293634,0.299131,0.174812,0.18393,0.0,0.09765499999999999,0.0,0.0,0.046839000000000006,0.048448,-0.018286880000000005,0.0,-0.08225787999999995,0.0,-0.09195380000000003,0.0,-0.06006739999999999,0.0,-0.0451251250000001,0.0,-0.03325749999999994,0.0,-0.03425164179104481,0.0,-0.060555758620689626,0.0,-0.02891289552238807,0.0,-0.04493178927203065,0.0,-0.05954900000000002,0.0,-0.044070758620689654,0.0,-0.0513035,0.0,-0.03253419098143234,0.0
Oklahoma City Thunder,Utah Jazz,DraftKings,123.25,110.25,NBA,-800.0,550.0,13.0,-108.0,-112.0,233.5,-108.0,-112.0,OKC,UTAH,122.67995632470947,106.00222922599593,Oklahoma City Thunder,Utah Jazz,11.70496568152961,11.285245721810304,117.51395730706076,108.1982297621243,2024.0,0.577727,0.398314,0.384791,0.6151539999999999,0.8474875,0.15251250000000005,0.22842999999999997,0.349297,0.147554,0.25076,0.326801,0.513414,0.052403000000000005,0.09278199999999999,0.0,0.238584,0.0,0.0,0.08956400000000002,0.14901999999999999,0.12167215999999997,0.01370751344357926,-0.2755743199999999,0.0,-0.27963472,0.0,0.18412647999999976,0.030270143426062785,-0.37261250000000046,0.0,-0.0015761363636362935,0.0,-0.056282177121771304,0.0,-0.17412373584905663,0.0,0.10374869811320755,0.028524049754491528,-0.03964310077519384,0.0,-0.24858276068376073,0.0,-0.02985368402777777,0.0,0.08280692035398235,0.0077483942461171705,0.012497221238938053,0.0017648400872530968
