oddsHomeTeam,oddsAwayTeam,bookie,homeScoreOddsImplied,awayScoreOddsImplied,sport,homeMoneyLine,awayMoneyLine,gameLine,homeCover,awayCover,overUnder,over,under,homeTeamAbbrev,awayTeamAbbrev,homeScore,awayScore,homeTeam,awayTeam,homeGameScoreStd,awayGameScoreStd,season,p_homeCover,p_awayCover,p_over,p_under,p_homeWin,p_awayWin,p_homeCoverOver,p_homeCoverUnder,p_awayCoverOver,p_awayCoverUnder,p_homeWinOver,p_homeWinUnder,p_awayWinOver,p_awayWinUnder,p_homeCoverAwayWin,p_awayCoverHomeWin,p_homeCoverOverAwayWin,p_homeCoverUnderAwayWin,p_awayCoverOverHomeWin,p_awayCoverUnderHomeWin,k_homeCover,r_homeCover,k_awayCover,r_awayCover,k_over,r_over,k_under,r_under,k_homeWin,r_homeWin,k_awayWin,r_awayWin,k_homeCoverOver,r_homeCoverOver,k_awayCoverOver,r_awayCoverOver,k_homeCoverUnder,r_homeCoverUnder,k_awayCoverUnder,r_awayCoverUnder,k_homeWinOver,r_homeWinOver,k_awayWinOver,r_awayWinOver,k_homeWinUnder,r_homeWinUnder,k_awayWinUnder,r_awayWinUnder
Gonzaga Bulldogs,CSU Bakersfield Roadrunners,DraftKings,85.0,57.0,NCAAB,-10000.0,2200.0,28.0,-110.0,-110.0,142.0,-110.0,-110.0,GONZ,CSUB,81.5970897816,60.226035234550146,Gonzaga Bulldogs,CSU Bakersfield Roadrunners,28.307242889409068,15.846135175493108,2024.0,0.41376999999999997,0.573935,0.4940149999999999,0.49341300000000005,0.7503145,0.2496855,0.288141,0.12071799999999999,0.199382,0.367331,0.43476200000000004,0.300844,0.055959999999999996,0.185997,0.0,0.31924600000000003,0.0,0.0,0.140129,0.17476199999999997,-0.23108300000000004,0.0,0.10526349999999995,0.010073094938409083,-0.0625685000000002,0.0,-0.06383269999999991,0.0,-24.2182355,0.0,0.21558029545454546,1.0224470033419204,0.018497439393939386,0.0009032898973096965,-0.10388239393939397,0.0,-0.21234336363636364,0.0,0.12768365151515157,0.043040223241600645,-0.17302079569892453,0.0,0.033959533908179906,0.04948595506532182,-0.4509366451612903,0.0,0.1670269930086227,1.197103883445192
Ole Miss Rebels,NC State Wolfpack,DraftKings,74.0,72.0,NCAAB,-130.0,110.0,2.0,-112.0,-108.0,146.0,-108.0,-112.0,MISS,NCSU,72.115478584963,72.37303597704079,Ole Miss Rebels,NC State Wolfpack,19.051246678367274,9.367496997597597,2024.0,0.44865400000000005,0.532476,0.462628,0.518406,0.4954779999999999,0.5045220000000001,0.31117799999999995,0.129114,0.142623,0.38036600000000004,0.329062,0.147726,0.12513,0.361091,0.0,0.018742999999999996,0.0,0.0,0.009056999999999999,0.009685999999999998,-0.1688535199999998,0.0,0.02755007999999992,0.0007027841740799994,-0.11773375999999997,0.0,-0.020979279999999934,0.0,-0.16040060000000017,0.0,0.05408745454545483,0.0032179980131273075,0.05124516981132066,0.006959078686826389,-0.17375227675276755,0.0,-0.2084387131782946,0.0,0.1465418490566038,0.056907460841060416,0.050664489626556064,0.006186206126977772,-0.16265618421052633,0.0,-0.21494378723404253,0.0,0.14669200671140942,0.06412526360240013
Pepperdine Waves,Idaho State Bengals,DraftKings,73.75,65.75,NCAAB,-340.0,270.0,8.0,-105.0,-115.0,139.5,-108.0,-112.0,PEPP,IDST,70.84965066382725,67.58422959653824,Pepperdine Waves,Idaho State Bengals,18.57933439783747,22.05526068332732,2024.0,0.424099,0.5620930000000001,0.489153,0.510798,0.542068,0.457932,0.18241100000000002,0.24168800000000001,0.300116,0.261977,0.235928,0.299163,0.24627699999999997,0.20462899999999998,0.0,0.097233,0.0,0.0,0.046891,0.050342000000000005,-0.18059705000000004,0.0,0.05849995000000008,0.0029758644782630454,-0.06256176000000008,0.0,-0.037108240000000015,0.0,-1.0149008,0.0,0.2571660740740741,0.17856285206761488,-0.11381689855072466,0.0,0.030929846153846197,0.0024873039960615446,-0.03916829629629626,0.0,-0.02858323622047243,0.0,-0.276872,0.0,0.12332055628058723,0.09322479235629684,-0.1841728620689655,0.0,0.07206716666666663,0.03116205906816664
Minnesota Timberwolves,Oklahoma City Thunder,DraftKings,116.0,113.0,NBA,-155.0,130.0,3.0,-108.0,-112.0,229.0,-112.0,-108.0,MIN,OKC,108.76992557399102,112.64036446834258,Minnesota Timberwolves,Oklahoma City Thunder,16.047325841605716,18.44936764950676,2024.0,0.37666,0.607251,0.381347,0.602732,0.4336125,0.5663875,0.125099,0.24590199999999998,0.250654,0.34682100000000005,0.142302,0.276273,0.23295300000000002,0.315844,0.0,0.032497,0.0,0.0,0.011609,0.020362,-0.2965472,0.0,0.16737212,0.025011987994012833,-0.31154435999999996,0.0,0.1736825600000001,0.02793114041495709,-0.4442881250000001,0.0,0.23283942307692318,0.07047845602043275,-0.205052320754717,0.0,-0.03979018604651163,0.0,-0.03236294464944653,0.0,0.1003383584905661,0.026679633389140603,-0.26418994312796207,0.0,0.003983746268656746,5.316528501567175e-05,-0.05724174654377884,0.0,0.11638160932944608,0.04645824893608351
South Carolina Gamecocks,Notre Dame Fighting Irish,DraftKings,70.5,62.5,NCAAB,-360.0,285.0,8.0,-110.0,-110.0,133.0,-110.0,-110.0,SC,ND,72.89945047214479,63.78516295564242,South Carolina Gamecocks,Notre Dame Fighting Irish,11.157956802210698,10.871982339941509,2024.0,0.5157910000000001,0.458467,0.5808319999999999,0.394046,0.7206495,0.27935049999999995,0.303412,0.199257,0.262246,0.184433,0.415692,0.276245,0.15243299999999999,0.108903,0.0,0.16852599999999998,0.0,0.0,0.09710600000000001,0.066632,-0.016838899999999768,0.0,-0.1372193000000001,0.0,0.11974719999999978,0.013035810825309054,-0.27250339999999995,0.0,-0.28501229999999966,0.0,0.026491026315789423,0.002000057254501966,0.03955290909090914,0.004130102110341828,-0.017206272727272764,0.0,-0.10405474242424242,0.0,-0.12449389393939386,0.0,0.00992255555555549,0.00014177823660444397,0.018957881889763772,0.0022821981644885773,-0.2263626388888888,0.0,-0.03142723622047244,0.0
Saint Louis Billikens,Utah State Aggies,DraftKings,70.25,76.75,NCAAB,235.0,-290.0,-6.5,-105.0,-115.0,147.0,-112.0,-108.0,SLU,USU,68.46041490394643,75.08499045282647,Saint Louis Billikens,Utah State Aggies,18.48332581905468,16.857808703556767,2024.0,0.498259,0.501498,0.43756300000000004,0.5464080000000001,0.39583650000000004,0.6041635,0.23235699999999998,0.25808499999999995,0.205206,0.288323,0.18350699999999998,0.19828799999999996,0.24698399999999998,0.339729,0.094691,0.0,0.041777999999999996,0.051406,0.0,0.0,-0.028569049999999985,0.0,-0.07177929999999999,0.0,-0.19236643999999992,0.0,0.05652864000000024,0.002958784389120026,0.13874564893617025,0.045238334481989655,-0.5437623500000001,0.0,-0.051955222222222264,0.0,-0.10770502362204726,0.0,-0.010724782608695749,0.0,0.014601076923076939,0.0005542977630153863,0.030605689138576753,0.005002021828836019,-0.23883277419354842,0.0,0.05118488073394492,0.014278411485827504,-0.07553577987421384,0.0
Syracuse Orange,LSU Tigers,DraftKings,75.5,74.0,NCAAB,-120.0,100.0,1.5,-110.0,-110.0,149.5,-110.0,-110.0,SYR,LSU,70.23918294480963,73.62523774814326,Syracuse Orange,LSU Tigers,20.345351639461374,17.724747294860556,2024.0,0.429067,0.5707949999999999,0.418371,0.5814910000000001,0.4510365,0.5489634999999999,0.20039,0.22867700000000002,0.217981,0.352814,0.20646899999999999,0.237183,0.20552700000000002,0.335914,0.0,0.014585,0.0,0.0,0.006079000000000001,0.008506,-0.19895930000000006,0.0,0.09866949999999985,0.008850609300227243,-0.22142089999999998,0.0,0.12113110000000016,0.01333885762473642,-0.2077196999999999,0.0,0.09792699999999988,0.009589697328999976,-0.1024925757575757,0.0,-0.07823831818181817,0.0,-0.06349080303030297,0.0,0.10766778787878789,0.030603810723318796,-0.1109434,0.0,-0.07620101418439718,0.0,-0.06794379999999997,0.0,0.10042251063829788,0.028438799412975314
Portland State Vikings,Portland Pilots,DraftKings,78.5,76.0,NCAAB,-135.0,114.0,2.5,-108.0,-112.0,154.5,-110.0,-110.0,PRST,PORT,75.89494845177853,72.01909635471782,Portland State Vikings,Portland Pilots,16.69131510696506,17.591664692878464,2024.0,0.5225179999999999,0.4772660000000001,0.39308200000000004,0.6067020000000001,0.5633295,0.43667049999999996,0.197454,0.325064,0.19562800000000002,0.28163799999999994,0.210355,0.344828,0.17635800000000001,0.25195000000000006,0.0,0.032665,0.0,0.0,0.012900999999999998,0.019764000000000004,0.006837439999999861,4.328757940147998e-05,-0.1081960799999998,0.0,-0.2745278,0.0,0.17407420000000012,0.02754711555058186,-0.026175674999999954,0.0,-0.05747818421052642,0.0,-0.10200346268656715,0.0,-0.1125605057471264,0.0,0.07322220895522391,0.014368798249877029,0.00640351724137922,0.00010702313628827288,-0.13000922413793106,0.0,-0.09019280906148869,0.0,0.062426275862069,0.009041132609776565,0.009862621359223389,0.00030056831723301555
Baylor Bears,Nicholls Colonels,DraftKings,90.75,64.25,NCAAB,-6724.0,2187.5,26.5,-112.0,-108.0,155.0,-105.0,-115.0,BAY,NICH,84.63979483660341,65.03960274125758,Baylor Bears,Nicholls Colonels,18.39707533692193,20.862360730226463,2024.0,0.39836900000000003,0.601494,0.4202140000000001,0.5654830000000001,0.7579280000000002,0.24207199999999984,0.150107,0.24259399999999998,0.270107,0.322889,0.301161,0.440431,0.11383,0.11896100000000001,0.0,0.353902,0.0,0.0,0.15105399999999997,0.19783699999999999,-0.27545771999999996,0.0,0.17110751999999996,0.027109058704213318,-0.18856129999999982,0.0,0.06578845000000011,0.003763582742089143,-15.51899327999999,0.0,0.2074238628571427,0.9411644130564101,-0.16466818518518517,0.0,0.005653014492753572,8.820014108057862e-05,-0.05559733858267718,0.0,0.062461692307692274,0.010143803815446141,-0.41194002040816324,0.0,0.09353293174530462,0.38195555094926337,-0.1813123333333333,0.0,0.09786837371319129,0.4000821898052738
Sacramento Kings,Golden State Warriors,DraftKings,118.5,117.0,NBA,-125.0,105.0,1.5,-112.0,-108.0,235.5,-115.0,-105.0,SAC,GS,114.21782409316457,111.22131178454106,Sacramento Kings,Golden State Warriors,18.89535720248558,14.067427163586135,2024.0,0.53169,0.46831,0.34113499999999997,0.6588649999999999,0.5573465,0.44265350000000003,0.222163,0.309527,0.118972,0.349338,0.227462,0.321296,0.108105,0.32596,0.0,0.017068,0.0,0.0,0.005299,0.011769,0.007182800000000045,4.606483557142886e-05,-0.10591519999999999,0.0,-0.4165597500000001,0.0,0.30067324999999984,0.08609943168148801,0.004029624999999926,1.299030211249952e-05,-0.08815269047619034,0.0,-0.08407203937007873,0.0,-0.21988492307692306,0.0,0.053796259259259294,0.007813901277781489,0.11359089855072457,0.03561198256462838,-0.09850340084388182,0.0,-0.20705224381625442,0.0,0.050896,0.006501911068160006,0.10128000000000004,0.03077291520000002
UNLV Rebels,Akron Zips,DraftKings,70.5,67.0,NCAAB,-162.0,136.0,3.5,-110.0,-110.0,137.5,-110.0,-110.0,UNLV,AKR,70.23888124863899,70.58012627743274,UNLV Rebels,Akron Zips,11.94431524477928,23.5966099260042,2024.0,0.437573,0.5621820000000001,0.5543370000000001,0.445418,0.490554,0.5094460000000001,0.14490599999999998,0.292667,0.409431,0.152751,0.169083,0.313854,0.376627,0.12495700000000001,0.0,0.045364,0.0,0.0,0.024177000000000004,0.021187000000000004,-0.1810967,0.0,0.08058220000000016,0.005903173597127307,0.06410770000000016,0.0037361792720818463,-0.16462220000000005,0.0,-0.33474852000000016,0.0,0.14874452941176486,0.03008991164070125,-0.17899324242424242,0.0,0.18573062121212122,0.09106908005141881,0.024737833333333348,0.0016155754507933338,-0.16817665151515152,0.0,-0.22848494258373206,0.0,0.19902785470085468,0.13903842518335405,-0.014445521531100458,0.0,-0.12434300000000001,0.0
Michigan State Spartans,Georgia Southern Eagles,DraftKings,84.75,56.75,NCAAB,-17500.0,2800.0,28.0,-112.0,-108.0,141.5,-110.0,-110.0,MSU,GASO,80.82447549637033,59.73501709111129,Michigan State Spartans,Georgia Southern Eagles,10.839741694339398,18.465282739960053,2024.0,0.36135300000000004,0.620596,0.48494999999999994,0.514778,0.8366735000000001,0.16332649999999993,0.100866,0.260487,0.37662900000000005,0.24396700000000004,0.353773,0.477118,0.123052,0.03422,0.0,0.451759,0.0,0.0,0.245452,0.20630700000000002,-0.3539316399999999,0.0,0.21083968000000008,0.041160528391205965,-0.0816050000000001,0.0,-0.018966200000000155,0.0,-27.745463999999988,0.0,0.1334453035714285,0.49861417326757984,-0.24362978544061303,0.0,0.14402788059701502,0.055594001443238276,-0.022851314176245197,0.0,-0.038134865671641704,0.0,-0.348647652173913,0.0,0.10691977041942605,0.6214346759836651,-0.09123200000000004,0.0,0.016453627667402503,0.014716440495376012
Maryland Terrapins,Rider Broncs,DraftKings,74.5,57.5,NCAAB,-1800.0,1000.0,17.0,-112.0,-108.0,132.0,-108.0,-112.0,MD,RID,73.15255751574266,58.9941014254245,Maryland Terrapins,Rider Broncs,22.606783642673868,27.426264783962107,2024.0,0.43457,0.553642,0.526074,0.462114,0.6381334999999999,0.3618665000000001,0.21104900000000001,0.21804300000000001,0.30913199999999996,0.238182,0.311689,0.313174,0.208617,0.143654,0.0,0.18612900000000002,0.0,0.0,0.094747,0.089242,-0.1987116,0.0,0.07157535999999992,0.004743548295490358,0.014233920000000122,0.00018759673941333573,-0.14031831999999989,0.0,-5.875463500000002,0.0,0.2980531500000001,0.8883568022492256,-0.086668358490566,0.0,0.054199158671586645,0.007960757249918208,-0.08504110852713179,0.0,-0.04929649056603774,0.0,-0.35657410679611645,0.0,0.16942021941555224,0.579517824978172,-0.37365199999999993,0.0,0.10044784460141272,0.19997923119407865
Furman Paladins,South Carolina State Bulldogs,DraftKings,92.25,72.25,NCAAB,-5875.0,1550.0,20.0,-110.0,-110.0,164.5,-110.0,-110.0,FUR,SCST,87.25568282484372,69.35320852406576,Furman Paladins,South Carolina State Bulldogs,16.707426349922816,14.1851699890783,2024.0,0.453284,0.528425,0.35968200000000006,0.640107,0.793058,0.20694199999999996,0.187348,0.26593599999999995,0.165946,0.362479,0.300307,0.48621400000000004,0.055429,0.144765,0.0,0.31515699999999996,0.0,0.0,0.106571,0.208586,-0.1481036,0.0,0.009692500000000104,8.540414204545715e-05,-0.34466779999999986,0.0,0.24422469999999996,0.05422336735462727,-11.364784499999997,0.0,0.15577696774193545,0.37613018702251594,-0.12047472727272726,0.0,-0.14998354545454542,0.0,-0.012118545454545493,0.0,0.12099377272727274,0.03864826162237636,-0.444047255319149,0.0,0.02445945901639344,0.018247086628926226,-0.060366851063829774,0.0,0.11672450819672131,0.4155506298198771
New York Knicks,Charlotte Hornets,DraftKings,116.5,104.5,NBA,-650.0,470.0,12.0,-110.0,-110.0,221.0,-110.0,-110.0,NY,CHA,111.88968525809004,111.67034822368028,New York Knicks,Charlotte Hornets,15.354559583394112,12.34024098707345,2024.0,0.26790200000000003,0.715038,0.544844,0.434949,0.5069225,0.49307749999999995,0.17380600000000002,0.088836,0.360754,0.33938799999999997,0.304008,0.182758,0.229602,0.242992,0.0,0.211795,0.0,0.0,0.119918,0.087197,-0.5374057999999999,0.0,0.4015797999999999,0.14660575978912718,0.0441724,0.0017738190197818164,-0.18660709999999997,0.0,-2.6980812499999995,0.0,0.38522164893617017,0.697459878402779,-0.1391462727272727,0.0,0.11861536363636369,0.037143755855149105,-0.2563018787878788,0.0,0.0891561818181818,0.020984897356887265,-0.27598533333333336,0.0,0.15162649392712552,0.22714706536705043,-0.4982770000000001,0.0,0.16637175708502028,0.27347406816890313
Providence Friars,Wagner Seahawks,DraftKings,73.0,52.0,NCAAB,-5990.333333333333,1679.1666666666667,21.0,-110.0,-110.0,125.0,-110.0,-110.0,PROV,WAG,74.23361986046736,55.985851791307454,Providence Friars,Wagner Seahawks,11.914976570126637,13.862419221285531,2024.0,0.429852,0.548347,0.6013350000000001,0.37750300000000003,0.8409285000000001,0.15907149999999992,0.235626,0.185085,0.353135,0.184326,0.48752100000000004,0.328897,0.10491299999999999,0.044242,0.0,0.38287200000000005,0.0,0.0,0.239321,0.13572,-0.1973108,0.0,0.05152870000000004,0.0024138244760818274,0.1628035000000001,0.0240954360111364,-0.3072437,0.0,-8.687984588333327,0.0,0.10899139081885847,0.1994702782862311,-0.05390960606060602,0.0,0.10811037878787877,0.030855934564378767,-0.12359492424242424,0.0,-0.12464142424242425,0.0,-0.05766942553191484,0.0,0.07776447103427357,0.1993799081342751,-0.3850423617021277,0.0,0.015253282984531387,0.007670887300350241
