index,probability,odds,kelly,unitPercent,unitReturn,legs,betDollars
LIB_FIU_NCAAB_homeCover | PORT_USD_NCAAB_under,0.7079690870079998,271.0,"(0.6002086025091067, 0.9762784932852835)",0.6002086025091067,0.9762784932852835,2.0,8.222246860170308
NY_WSH_NBA_homeCover | SF_LMU_NCAAB_homeCover,0.632098655615,276.0,"(0.49880106706971017, 0.6866949124472729)",0.49880106706971017,0.6866949124472729,2.0,6.833066854454653
CSUN_UCSB_NCAAB_homeWin | LIP_CARK_NCAAB_over,0.575801626253,253.0,"(0.40813428485102377, 0.4214311940112672)",0.40813428485102377,0.4214311940112672,2.0,5.591024234100792
CSUN_UCSB_NCAAB_homeCover | LIP_CARK_NCAAB_homeCover,0.556235547588,264.0,"(0.3881429519773939, 0.3977290710880754)",0.3881429519773939,0.3977290710880754,2.0,5.317163324304304
JMU_ULM_NCAAB_homeCover | SUU_UTU_NCAAB_under,0.536019996704,264.0,"(0.3602699954555152, 0.34265739981136467)",0.3602699954555152,0.34265739981136467,2.0,4.935332193781306
SFA_SEA_NCAAB_under | PHI_DAL_NHL_homeCover,0.6348134822310001,178.0,"(0.42965251719223607, 0.32859028824273206)",0.42965251719223607,0.32859028824273206,2.0,5.885802112265682
UTAH_OKC_NBA_under | PAC_SCU_NCAAB_under,0.5082004584140001,264.0,"(0.321912753267788, 0.2735774466914221)",0.321912753267788,0.2735774466914221,2.0,4.409877022321902
COLO_ORE_NCAAB_over | SDAK_STMN_NCAAB_under,0.49042948736799996,265.0,"(0.29813872788422635, 0.23554975782072562)",0.29813872788422635,0.23554975782072562,2.0,4.0841970758059185
JMU_ULM_NCAAB_under | WEB_EWU_NCAAB_homeCover,0.48074657382299996,268.0,"(0.2869952953987462, 0.22074168287711646)",0.2869952953987462,0.22074168287711646,2.0,3.931543394432085
COLO_ORE_NCAAB_awayWin | VGK_NYR_NHL_homeCover,0.40996972642500007,359.0,"(0.24561588977458226, 0.21657452346203745)",0.24561588977458226,0.21657452346203745,2.0,3.3646876603644724
TOR_CHI_NBA_homeCover | MORE_UTM_NCAAB_homeCover,0.4781734788299999,265.0,"(0.2812578104639621, 0.20963078325950235)",0.2812578104639621,0.20963078325950235,2.0,3.8529456914116804
NKU_MILW_NCAAB_homeWin | UTA_RGV_NCAAB_homeCover,0.49220102895,244.0,"(0.28408669655245905, 0.19692081282573703)",0.28408669655245905,0.19692081282573703,2.0,3.891698551103608
SDSU_OMA_NCAAB_homeCover | TAR_ACU_NCAAB_over,0.46380630719999993,264.0,"(0.2607026356848484, 0.17942988162799073)",0.2607026356848484,0.17942988162799073,2.0,3.5713607214840706
NKU_MILW_NCAAB_homeCover | UTAH_ORST_NCAAB_over,0.45880760219999994,268.0,"(0.2568701403343283, 0.17683248090761178)",0.2568701403343283,0.17683248090761178,2.0,3.518859436546301
TOR_CHI_NBA_homeWin | GCU_UVU_NCAAB_homeCover,0.427721255841,301.0,"(0.2375954272167475, 0.16991927697326936)",0.2375954272167475,0.16991927697326936,2.0,3.254815487910447
MSU_MINN_NCAAB_homeCover | TNST_TNTC_NCAAB_homeCover,0.44882993016000006,260.0,"(0.23684144176000008, 0.1458440581908843)",0.23684144176000008,0.1458440581908843,2.0,3.2444866546873983
CSUB_UCR_NCAAB_over | BUF_CHI_NHL_awayCover,0.43112450238,268.0,"(0.2188575256561194, 0.12836829231733485)",0.2188575256561194,0.12836829231733485,2.0,2.9981253111469157
DEL_STBK_NCAAB_homeCover | CGY_TOR_NHL_homeCover,0.526767643276,178.0,"(0.26090676871195506, 0.12116876868829024)",0.26090676871195506,0.12116876868829024,2.0,3.574157136154184
CSUF_UCD_NCAAB_under | NDSU_DEN_NCAAB_over,0.423139107049,261.0,"(0.20211960783405747, 0.10662459662329218)",0.20211960783405747,0.10662459662329218,2.0,2.7688328756787826
LIB_FIU_NCAAB_homeWin | UNF_KENN_NCAAB_homeCover,0.6197983318170001,115.0,"(0.28918818557091314, 0.0961742776748664)",0.28918818557091314,0.0961742776748664,2.0,3.9615837574948993
UNF_KENN_NCAAB_homeWin | UTAH_ORST_NCAAB_homeCover,0.374902967816,312.0,"(0.1745513549365129, 0.0950607075917382)",0.1745513549365129,0.0950607075917382,2.0,2.3911758746300884
UND_ORU_NCAAB_homeCover | NKU_MILW_NCAAB_under,0.415532845161,258.0,"(0.1889951882466589, 0.09215548744540629)",0.1889951882466589,0.09215548744540629,2.0,2.5890416875936233
NMSU_WKU_NCAAB_awayCover | USA_TROY_NCAAB_awayWin,0.41504082187500013,254.0,"(0.18474193284940962, 0.08668913765245687)",0.18474193284940962,0.08668913765245687,2.0,2.5307764183366657
COLO_ORE_NCAAB_awayCover | WEB_EWU_NCAAB_homeWin,0.49221343256999983,182.0,"(0.21320982409197775, 0.08273434094258446)",0.21320982409197775,0.08273434094258446,2.0,2.9207575489075563
WIN_UNCA_NCAAB_over | WRST_GB_NCAAB_homeCover,0.39701154701999997,268.0,"(0.1720158556095522, 0.07929973827731131)",0.1720158556095522,0.07929973827731131,2.0,2.3564421149123573
