index,probability,odds,kelly,unitPercent,unitReturn,legs,betDollars
BUF_SJ_NHL_awayCover | FLA_ANA_NHL_awayCover,0.6998260242350002,339.0,"(0.6112791287291005, 1.2667147672151502)",0.6112791287291005,1.2667147672151502,2.0,7.064116896278953
NIA_SIE_NCAAB_homeCover | TXSO_MVSU_NCAAB_under,0.66920370483,264.0,"(0.5439020778716667, 0.7809898016266277)",0.5439020778716667,0.7809898016266277,2.0,6.2854883761575415
CBJ_VAN_NHL_homeCover | MTL_COL_NHL_homeCover,0.708439918228,208.0,"(0.5682668019914616, 0.6716884891508544)",0.5682668019914616,0.6716884891508544,2.0,6.5670541146862895
ALST_AAMU_NCAAB_homeCover | BOS_NJ_NHL_awayCover,0.7011439312350001,203.0,"(0.5539241929271184, 0.6228689833652177)",0.5539241929271184,0.6228689833652177,2.0,6.4013068115863145
CAR_LA_NHL_awayCover | MIN_NYI_NHL_awayCover,0.8489598738240002,109.0,"(0.7103909507267526, 0.5500742801331607)",0.7103909507267526,0.5500742801331607,2.0,8.209481531662872
BCU_SOU_NCAAB_under | WAG_STO_NCAAB_under,0.5858058770300001,265.0,"(0.42950620798471706, 0.4888602941481393)",0.42950620798471706,0.4888602941481393,2.0,4.963496900654284
TOR_BOS_NBA_under | STL_PHI_NHL_awayCover,0.6813547666199999,163.0,"(0.4858668933807361, 0.38478862007601955)",0.4858668933807361,0.38478862007601955,2.0,5.614817142553664
PV_UAPB_NCAAB_homeCover | WAG_STO_NCAAB_homeCover,0.5219905980539999,268.0,"(0.34362888090997007, 0.31645656489177487)",0.34362888090997007,0.31645656489177487,2.0,3.9710738835994337
MARQ_VILL_NCAAB_under | CAR_LA_NHL_under,0.50123729385,282.0,"(0.3243710859953901, 0.29671081603211713)",0.3243710859953901,0.29671081603211713,2.0,3.7485252833814022
BUF_PIT_NFL_over | PIT_SEA_NHL_awayCover,0.596721075589,184.0,"(0.3775477471047609, 0.26227783447274006)",0.3775477471047609,0.26227783447274006,2.0,4.363050027603253
MEM_GS_NBA_homeWin | PV_UAPB_NCAAB_over,0.33121371016599993,549.0,"(0.20939471383922398, 0.24071534254911967)",0.20939471383922398,0.24071534254911967,2.0,2.419825357195678
ALST_AAMU_NCAAB_homeWin | NIA_SIE_NCAAB_homeWin,0.7723385869710001,88.0,"(0.513632435801682, 0.23216008561466064)",0.513632435801682,0.23216008561466064,2.0,5.935683712557361
GW_GMU_NCAAB_over | CBJ_VAN_NHL_under,0.44668814363600007,304.0,"(0.26467766456889485, 0.212964969009799)",0.26467766456889485,0.212964969009799,2.0,3.0586909882496265
CLE_CHI_NBA_homeCover | FLA_ANA_NHL_under,0.46803578048399996,265.0,"(0.2672945655723018, 0.18933291967888669)",0.2672945655723018,0.18933291967888669,2.0,3.0889326466430522
ATL_SA_NBA_over | CLE_CHI_NBA_under | VGK_NSH_NHL_awayCover,0.3537175728561103,425.0,"(0.20165111941048916, 0.17281848932788926)",0.20165111941048916,0.17281848932788926,3.0,2.3303381594965082
PV_UAPB_NCAAB_homeWin | TB_PHI_NFL_homeCover,0.54357579076,187.0,"(0.2994986735193582, 0.1677379816725291)",0.2994986735193582,0.1677379816725291,2.0,3.461092552628016
CLE_CHI_NBA_homeWin | TXSO_MVSU_NCAAB_homeCover,0.50776019097,206.0,"(0.26880882736320394, 0.1488518624768644)",0.26880882736320394,0.1488518624768644,2.0,3.106431890114265
CAN_FAIR_NCAAB_homeWin | VGK_NSH_NHL_under,0.4724765268499999,231.0,"(0.244111386958225, 0.1376537529505637)",0.244111386958225,0.1376537529505637,2.0,2.821021186787321
LAL_OKC_NBA_under | STL_PHI_NHL_under,0.42849773607399994,271.0,"(0.21761129182086336, 0.1283311674287308)",0.21761129182086336,0.1283311674287308,2.0,2.514778488460552
WSH_DET_NBA_homeCover | CAN_FAIR_NCAAB_homeCover,0.42522610609600014,273.0,"(0.2146862182190771, 0.12582617036046112)",0.2146862182190771,0.12582617036046112,2.0,2.480975499151563
MEM_GS_NBA_homeCover | PIT_SEA_NHL_under,0.4201904408779999,273.0,"(0.20780598698715738, 0.11789048606163909)",0.20780598698715738,0.11789048606163909,2.0,2.4014655741247437
LAL_OKC_NBA_awayCover | TB_PHI_NFL_over,0.43086315452799995,257.0,"(0.20940912905251352, 0.11270011115946793)",0.20940912905251352,0.11270011115946793,2.0,2.4199919435340234
BCU_SOU_NCAAB_awayCover | BOS_NJ_NHL_under,0.4199529720000001,268.0,"(0.20351751379104494, 0.11100393416476428)",0.20351751379104494,0.11100393416476428,2.0,2.351906748148006
NIA_SIE_NCAAB_under | MTL_COL_NHL_under,0.430758449322,254.0,"(0.206647602598378, 0.10846620841552918)",0.206647602598378,0.10846620841552918,2.0,2.3880789519605368
LAL_OKC_NBA_awayWin | TB_PHI_NFL_homeWin,0.36708154195200005,331.0,"(0.17586750628795172, 0.10237624703189048)",0.17586750628795172,0.10237624703189048,2.0,2.0323753327847287
