index,probability,odds,kelly,unitPercent,unitReturn,legs,betDollars
SA_BOS_NBA_under | BAL_MIA_NFL_homeCover,0.8190668433679997,285.0,"(0.7555815252515085, 1.6270748077089783)",0.7555815252515085,1.6270748077089783,2.0,4.788233206749957
PFW_DETM_NCAAB_homeCover | JAX_CAR_NFL_homeCover,0.7889973159299999,265.0,"(0.7093736615639621, 1.333509128059756)",0.7093736615639621,1.333509128059756,2.0,4.495407059038051
MEM_SAC_NBA_under | NO_LAL_NBA_under | WSH_SF_NFL_awayCover,0.5112205514584649,575.0,"(0.42621542997298056, 1.044542658295553)",0.42621542997298056,1.044542658295553,3.0,2.700990967647752
STMN_KC_NCAAB_under | STAN_ARIZ_NCAAB_awayCover,0.7299710830959998,264.0,"(0.6276874024505452, 1.0401374945150974)",0.6276874024505452,1.0401374945150974,2.0,3.9777490097734813
STAN_ARIZ_NCAAB_under | BAL_MIA_NFL_homeWin,0.8065061182100001,200.0,"(0.709759177315, 1.0075161795657313)",0.709759177315,1.0075161795657313,2.0,4.497850130049125
MSST_BCU_NCAAB_homeCover | SEMO_MORE_NCAAB_awayCover,0.681110641647,268.0,"(0.5621220750973731, 0.8468296891955618)",0.5621220750973731,0.8468296891955618,2.0,3.562251717751434
COLO_WSU_NCAAB_homeCover | OKST_SCST_NCAAB_over,0.666958444992,261.0,"(0.5393563166364443, 0.7592626667316005)",0.5393563166364443,0.7592626667316005,2.0,3.417981699233998
JAX_CAR_NFL_homeWin | NYG_LAR_NFL_awayCover,0.7336742251,197.0,"(0.598483476419797, 0.7056194689486255)",0.598483476419797,0.7056194689486255,2.0,3.7926793598222712
SDSU_UND_NCAAB_homeCover | DEN_LAC_NFL_over,0.6320028370199999,265.0,"(0.49313598306528295, 0.6444352091534719)",0.49313598306528295,0.6444352091534719,2.0,3.1250765280033663
PHX_ORL_NBA_under | COLO_WSU_NCAAB_under,0.610915435988,264.0,"(0.4635349193167879, 0.5672426005646958)",0.4635349193167879,0.5672426005646958,2.0,2.937490156898691
MISS_BRY_NCAAB_under | WSH_SF_NFL_over,0.585041143656,276.0,"(0.43469373193715943, 0.5215258480158558)",0.43469373193715943,0.5215258480158558,2.0,2.7547192360675252
WSH_ATL_NBA_under | DEN_ORU_NCAAB_homeCover,0.5652521727659999,268.0,"(0.4030328342458507, 0.4353270474870522)",0.4030328342458507,0.4353270474870522,2.0,2.5540793889900373
CAL_ASU_NCAAB_over | DEN_ORU_NCAAB_homeWin,0.6058950562710003,203.0,"(0.4117546899020349, 0.3441701070523314)",0.4117546899020349,0.3441701070523314,2.0,2.609351093606584
OKST_SCST_NCAAB_homeCover | JAX_CAR_NFL_over,0.52018220388,264.0,"(0.3384330386830303, 0.3023774732146859)",0.3384330386830303,0.3023774732146859,2.0,2.144700816426087
LIN_USI_NCAAB_over | YSU_OAK_NCAAB_under,0.5072275105199999,268.0,"(0.32335717862447755, 0.2802204381141925)",0.32335717862447755,0.2802204381141925,2.0,2.049162834963863
OKC_BKN_NBA_under | PFW_DETM_NCAAB_over,0.507606014358,264.0,"(0.32109314100875763, 0.27218612573557655)",0.32109314100875763,0.27218612573557655,2.0,2.034815289754479
ISU_UNH_NCAAB_under | BAL_MIA_NFL_over,0.50961362584,254.0,"(0.3165481242022048, 0.2545148959372735)",0.3165481242022048,0.2545148959372735,2.0,2.0060128380387243
SIUE_WIU_NCAAB_awayWin | NYG_LAR_NFL_awayWin,0.40518263185599995,373.0,"(0.24571416854661654, 0.22520043828959052)",0.24571416854661654,0.22520043828959052,2.0,1.5571274599550782
COLO_WSU_NCAAB_homeWin | SEMO_MORE_NCAAB_awayWin,0.8657649967315001,53.0,"(0.6124914056588588, 0.19882723266316132)",0.6124914056588588,0.19882723266316132,2.0,3.8814497038535833
WSH_ATL_NBA_homeWin | IUPU_CLEV_NCAAB_over,0.32337233747200006,501.0,"(0.18831691580972462, 0.1776709365082354)",0.18831691580972462,0.1776709365082354,2.0,1.1933924792201756
GB_RMU_NCAAB_homeCover | TB_NO_NFL_homeWin,0.4737229351500001,220.0,"(0.23450608749090923, 0.12098483115464675)",0.23450608749090923,0.12098483115464675,2.0,1.4861001728902983
STMN_KC_NCAAB_homeCover | TB_NO_NFL_homeCover,0.435427186558,256.0,"(0.21489093130721873, 0.11821596763669456)",0.21489093130721873,0.11821596763669456,2.0,1.361795992526611
OKC_BKN_NBA_homeCover | CHI_ATL_NFL_over,0.41520927069899993,268.0,"(0.1970037746911641, 0.10401210581007943)",0.1970037746911641,0.10401210581007943,2.0,1.2484424040375057
PFW_DETM_NCAAB_homeWin | STAN_ARIZ_NCAAB_awayWin,0.95396940730375,19.0,"(0.7117031299550659, 0.09623905558568902)",0.7117031299550659,0.09623905558568902,2.0,4.51016924886349
GB_RMU_NCAAB_homeWin | SIUE_WIU_NCAAB_awayCover,0.4645934109915001,208.0,"(0.20718639704510589, 0.0892865024907071)",0.20718639704510589,0.0892865024907071,2.0,1.3129712058378262
