homeTeamAbbrev,awayTeamAbbrev,sport,index,probability,odds,kelly,unitPercent,unitReturn
MEM,IND,NBA,awayCover,0.8770789999999999,-110.0,"(0.7418658999999999, 0.5003318305298272)",0.7418658999999999,0.5003318305298272
MEM,IND,NBA,awayWin,0.8460685,120.0,"(0.71779225, 0.6182708569920752)",0.71779225,0.6182708569920752
LSU,LAM,NCAAB,awayCover,0.8199749999999999,-108.0,"(0.6255479999999998, 0.3623243521333331)",0.6255479999999998,0.3623243521333331
LAF,QUIN,NCAAB,awayWin,0.822526,-162.0,"(0.5350181199999999, 0.17669406711625585)",0.5350181199999999,0.17669406711625585
MIN,LAL,NBA,under,0.778267,-112.0,"(0.5299260400000001, 0.25073357845543004)",0.5299260400000001,0.25073357845543004
UIC,UIW,NCAAB,awayCover,0.7747489999999999,-110.0,"(0.5269728999999999, 0.25245494303128163)",0.5269728999999999,0.25245494303128163
LAF,QUIN,NCAAB,awayCover,0.7740900000000001,-110.0,"(0.5255890000000001, 0.25113072447363655)",0.5255890000000001,0.25113072447363655
USA,AAMU,NCAAB,awayCover,0.7597780000000001,-110.0,"(0.49553380000000014, 0.22323067903858201)",0.49553380000000014,0.22323067903858201
LSU,LAM,NCAAB,awayWin,0.543365,950.0,"(0.49529815789473686, 2.3305425195322367)",0.49529815789473686,2.3305425195322367
UIC,UIW,NCAAB,awayWin,0.5037615,800.0,"(0.44173168749999997, 1.561015069932781)",0.44173168749999997,1.561015069932781
USA,AAMU,NCAAB,awayWin,0.499675,625.0,"(0.41962299999999997, 1.10052163830625)",0.41962299999999997,1.10052163830625
TXSO,SAM,NCAAB,awayCover,0.71318,-110.0,"(0.3976780000000001, 0.14377071971272737)",0.3976780000000001,0.14377071971272737
ORE,KENT,NCAAB,awayWin,0.575346,230.0,"(0.39071382608695654, 0.3511117759596696)",0.39071382608695654,0.3511117759596696
SDSU,STAN,NCAAB,awayCover,0.70501,-110.0,"(0.38052100000000005, 0.1316329376736364)",0.38052100000000005,0.1316329376736364
SDSU,STAN,NCAAB,awayWin,0.5192405,320.0,"(0.36900315625, 0.43572265383187814)",0.36900315625,0.43572265383187814
ORE,KENT,NCAAB,awayCover,0.6915959999999999,-110.0,"(0.3523515999999997, 0.11286513638414532)",0.3523515999999997,0.11286513638414532
TROY,EKU,NCAAB,under,0.686839,-110.0,"(0.34236189999999994, 0.10655606415600904)",0.34236189999999994,0.10655606415600904
POR,WSH,NBA,under,0.686254,-110.0,"(0.34113340000000003, 0.10579272417778188)",0.34113340000000003,0.10579272417778188
KSU,WICH,NCAAB,awayWin,0.566058,185.0,"(0.33149475675675666, 0.20329423145085937)",0.33149475675675666,0.20329423145085937
WAKE,PRES,NCAAB,awayCover,0.6658260000000001,-102.0,"(0.32496852000000026, 0.1035338617558731)",0.32496852000000026,0.1035338617558731
