homeTeamAbbrev,awayTeamAbbrev,sport,index,probability,odds,kelly,unitPercent,unitReturn
BU,BUCK,NCAAB,under,0.87504,-110.0,"(0.737584, 0.4945728700509093)",0.737584,0.4945728700509093
RMU,DETM,NCAAB,homeCover,0.8611500000000001,-110.0,"(0.7084150000000001, 0.4562289202045457)",0.7084150000000001,0.4562289202045457
RMU,DETM,NCAAB,homeWin,0.941144,-410.0,"(0.6998343999999999, 0.11945565546911219)",0.6998343999999999,0.11945565546911219
NAVY,LEH,NCAAB,homeWin,0.832764,-130.0,"(0.6153571999999998, 0.29128037199372286)",0.6153571999999998,0.29128037199372286
PFW,IUPU,NCAAB,homeCover,0.8134060000000001,-110.0,"(0.6081526000000002, 0.3362268953516003)",0.6081526000000002,0.3362268953516003
NAVY,LEH,NCAAB,homeCover,0.8000400000000001,-112.0,"(0.5760848000000002, 0.2963158007062858)",0.5760848000000002,0.2963158007062858
PRES,HPU,NCAAB,over,0.7904809999999999,-110.0,"(0.5600100999999997, 0.2851011928200089)",0.5600100999999997,0.2851011928200089
HC,LAF,NCAAB,under,0.7660690000000001,-110.0,"(0.5087449000000002, 0.2352921575236457)",0.5087449000000002,0.2352921575236457
BOS,SA,NBA,homeCover,0.753608,-110.0,"(0.48257679999999986, 0.21170942536203632)",0.48257679999999986,0.21170942536203632
PFW,IUPU,NCAAB,homeWin,0.971881,-1800.0,"(0.4657389999999999, 0.012050712006722189)",0.4657389999999999,0.012050712006722189
NU,MD,NCAAB,under,0.733402,-110.0,"(0.4401442, 0.17611537890330908)",0.4401442,0.17611537890330908
NAVY,LEH,NCAAB,under,0.73849,-115.0,"(0.43775349999999996, 0.1666331537063043)",0.43775349999999996,0.1666331537063043
APP,GAST,NCAAB,homeCover,0.7291979999999999,-110.0,"(0.4313157999999998, 0.16912119939058173)",0.4313157999999998,0.16912119939058173
BOS,SA,NBA,under,0.7199589999999999,-105.0,"(0.42591594999999977, 0.1727660918708593)",0.42591594999999977,0.1727660918708593
UIC,MUR,NCAAB,under,0.7228330000000001,-110.0,"(0.41794930000000013, 0.1588014703368092)",0.41794930000000013,0.1588014703368092
EVAN,VAL,NCAAB,under,0.718057,-112.0,"(0.4022808399999999, 0.1444909591349156)",0.4022808399999999,0.1444909591349156
ARIZ,USC,NCAAB,over,0.7072410000000001,-110.0,"(0.3852061000000002, 0.13489430861564564)",0.3852061000000002,0.13489430861564564
EVAN,VAL,NCAAB,homeCover,0.702455,-112.0,"(0.3692046000000001, 0.12170717559032146)",0.3692046000000001,0.12170717559032146
UK,MSST,NCAAB,over,0.6928150000000001,-115.0,"(0.33955225000000017, 0.10025715693918484)",0.33955225000000017,0.10025715693918484
FLA,DET,NHL,awayCover,0.718074,-135.0,"(0.33747389999999994, 0.08436195050459998)",0.33747389999999994,0.08436195050459998
OU,WVU,NCAAB,homeCover,0.687057,-112.0,"(0.3365608400000001, 0.10113678484063006)",0.3365608400000001,0.10113678484063006
ARMY,COLG,NCAAB,under,0.678466,-110.0,"(0.32477860000000003, 0.09589194456178184)",0.32477860000000003,0.09589194456178184
TLSA,UTSA,NCAAB,homeCover,0.6841150000000001,-115.0,"(0.3208472500000003, 0.0895156155065762)",0.3208472500000003,0.0895156155065762
PRES,HPU,NCAAB,homeCover,0.6719250000000001,-110.0,"(0.3110425000000002, 0.08795221527840924)",0.3110425000000002,0.08795221527840924
LAL,DAL,NBA,under,0.665635,-108.0,"(0.3045208, 0.08586381262281481)",0.3045208,0.08586381262281481
ARIZ,USC,NCAAB,homeCover,0.6688470000000001,-112.0,"(0.2979556400000002, 0.07926568161411579)",0.2979556400000002,0.07926568161411579
BUF,CHI,NHL,awayCover,0.654652,-110.0,"(0.2747692, 0.06863464842603635)",0.2747692,0.06863464842603635
EVAN,VAL,NCAAB,homeWin,0.801114,-265.0,"(0.2740661, 0.028344236667626418)",0.2740661,0.028344236667626418
APP,GAST,NCAAB,homeWin,0.8690019999999999,-455.0,"(0.2729610999999996, 0.016375332332573603)",0.2729610999999996,0.016375332332573603
ILST,DRKE,NCAAB,over,0.6530039999999999,-110.0,"(0.27130839999999984, 0.06691658900959992)",0.27130839999999984,0.06691658900959992
