homeTeamAbbrev,awayTeamAbbrev,sport,index,probability,odds,kelly,unitPercent,unitReturn
SAC,PHX,NBA,under,0.795631,-108.0,"(0.57491248, 0.30604107375902817)",0.57491248,0.30604107375902817
BRY,DREX,NCAAB,awayWin,0.7227119999999999,165.0,"(0.5546586666666665, 0.507616290238933)",0.5546586666666665,0.507616290238933
BRY,DREX,NCAAB,awayCover,0.7929920000000001,-120.0,"(0.5445824000000004, 0.2471416586581337)",0.5445824000000004,0.2471416586581337
HOU,DAL,NBA,awayCover,0.7680100000000001,-112.0,"(0.5081812000000001, 0.23057868931557157)",0.5081812000000001,0.23057868931557157
LMU,CSU,NCAAB,awayCover,0.756914,-112.0,"(0.48465768, 0.20972595248480566)",0.48465768,0.20972595248480566
HOU,DAL,NBA,awayWin,0.603,270.0,"(0.45596296296296296, 0.5613360037037037)",0.45596296296296296,0.5613360037037037
FLA,GRAM,NCAAB,homeCover,0.73949,-110.0,"(0.45292899999999997, 0.1864951627645455)",0.45292899999999997,0.1864951627645455
CIN,STET,NCAAB,homeCover,0.739016,-112.0,"(0.44671392000000004, 0.1781726127872914)",0.44671392000000004,0.1781726127872914
LMU,CSU,NCAAB,awayWin,0.8156745000000001,-230.0,"(0.39172585000000026, 0.06671701806879247)",0.39172585000000026,0.06671701806879247
ND,MRST,NCAAB,awayWin,0.5906819999999999,205.0,"(0.39101468292682917, 0.31342958864195586)",0.39101468292682917,0.31342958864195586
GS,WSH,NBA,awayCover,0.708157,-112.0,"(0.3812928400000001, 0.1298073480672015)",0.3812928400000001,0.1298073480672015
GS,WSH,NBA,awayWin,0.48290050000000007,455.0,"(0.36925225824175834, 0.6203798974857037)",0.36925225824175834,0.6203798974857037
MIZ,ILL,NCAAB,awayCover,0.696702,-110.0,"(0.36307420000000007, 0.11983897700512736)",0.36307420000000007,0.11983897700512736
BRY,DREX,NCAAB,under,0.702931,-115.0,"(0.3613016499999999, 0.1135120715588891)",0.3613016499999999,0.1135120715588891
