index,probability,odds,kelly,unitPercent,unitReturn,legs,betDollars
SA_CHA_NBA_homeCover | MRST_QUIN_NCAAB_under,0.73676928816,264.0,"(0.637060685190303, 1.0714342758639652)",0.637060685190303,1.0714342758639652,2.0,8.526037215236373
SA_CHA_NBA_homeWin | NEV_BOIS_NCAAB_under,0.624498338511,225.0,"(0.4576087111825555, 0.4711628982378589)",0.4576087111825555,0.4711628982378589,2.0,6.1243598800847945
ATL_IND_NBA_over | DEN_NO_NBA_awayWin | MIN_PHI_NHL_awayCover,0.3015537935508727,886.0,"(0.22272239327444748, 0.4395026431678531)",0.22272239327444748,0.4395026431678531,3.0,2.9807826128168604
CAN_SIE_NCAAB_homeCover | USF_RICE_NCAAB_homeCover,0.54437374672,276.0,"(0.3792917708939131, 0.39705980301124016)",0.3792917708939131,0.39705980301124016,2.0,5.076213034725872
MEM_LAC_NBA_under | MIN_POR_NBA_homeCover,0.5495433840960001,261.0,"(0.37695464237032966, 0.37086743427585755)",0.37695464237032966,0.37086743427585755,2.0,5.0449343116276
PHI_SAC_NBA_under | VILL_DEP_NCAAB_homeCover,0.49881734025200014,257.0,"(0.30380463217884845, 0.23720394415064625)",0.30380463217884845,0.23720394415064625,2.0,4.065938552375587
PHI_SAC_NBA_homeCover | AKR_BUFF_NCAAB_over,0.48770095836800004,258.0,"(0.28913543835559696, 0.21568619841975464)",0.28913543835559696,0.21568619841975464,2.0,3.8696148812371036
UNF_JAX_NCAAB_homeCover | YSU_WRST_NCAAB_over,0.474268145767,264.0,"(0.2751272918908636, 0.19983487060204927)",0.2751272918908636,0.19983487060204927,2.0,3.6821382705290966
MIN_POR_NBA_under | PHI_SAC_NBA_homeWin,0.4477403629920001,268.0,"(0.24167333425767176, 0.15652808131647056)",0.24167333425767176,0.15652808131647056,2.0,3.2344106137952164
DEN_NO_NBA_awayCover | USF_RICE_NCAAB_homeWin,0.5340019839239999,169.0,"(0.2582635128731122, 0.11272307111783678)",0.2582635128731122,0.11272307111783678,2.0,3.456443590512985
KENN_FGCU_NCAAB_over | RMU_PFW_NCAAB_awayCover,0.412850596022,261.0,"(0.18788913855916478, 0.0921390770939981)",0.18788913855916478,0.0921390770939981,2.0,2.5145952731577017
CHI_GS_NBA_under | UNF_JAX_NCAAB_homeWin,0.4856101398440001,187.0,"(0.21053534831672738, 0.0828879985058815)",0.21053534831672738,0.0828879985058815,2.0,2.8176785298483105
KENN_FGCU_NCAAB_homeCover | USF_RICE_NCAAB_over,0.402034380723,261.0,"(0.17292877946744445, 0.07805038682474111)",0.17292877946744445,0.07805038682474111,2.0,2.314374821112062
RMU_PFW_NCAAB_awayWin | YSU_WRST_NCAAB_homeCover,0.44301244338,206.0,"(0.1726301343411651, 0.061390396362256336)",0.1726301343411651,0.061390396362256336,2.0,2.3103779342847948
NEV_BOIS_NCAAB_homeCover | YSU_WRST_NCAAB_homeWin,0.397556049636,244.0,"(0.15065279129009834, 0.05537888299733494)",0.15065279129009834,0.05537888299733494,2.0,2.016246387477072
QUOC_STET_NCAAB_over | DAL_NSH_NHL_awayCover,0.42156971703,209.0,"(0.14480881608741625, 0.04382644982277582)",0.14480881608741625,0.04382644982277582,2.0,1.938034136711508
MIA_ORL_NBA_under | VILL_DEP_NCAAB_under,0.36233471513699994,264.0,"(0.1207948345070757, 0.03852127499508238)",0.1207948345070757,0.03852127499508238,2.0,1.6166454442373788
ATL_IND_NBA_awayCover | DEN_NO_NBA_under | MRST_QUIN_NCAAB_awayCover,0.20380448391581485,595.0,"(0.06999011146469131, 0.02914676343189748)",0.06999011146469131,0.02914676343189748,3.0,0.9367055743963264
AKR_BUFF_NCAAB_homeCover | MILW_CLEV_NCAAB_over,0.346275148392,264.0,"(0.0986520985404849, 0.025693104482605665)",0.0986520985404849,0.025693104482605665,2.0,1.3203003780810663
SA_CHA_NBA_over | IOWA_NEB_NCAAB_awayCover,0.34307053858000003,264.0,"(0.0942336213754546, 0.023443135049485888)",0.0942336213754546,0.023443135049485888,2.0,1.261166136054395
CAN_SIE_NCAAB_homeWin | MRST_QUIN_NCAAB_awayWin,0.48597760708,134.0,"(0.10237880639343278, 0.014045102798048948)",0.10237880639343278,0.014045102798048948,2.0,1.3701763955205284
MILW_CLEV_NCAAB_awayCover | UNF_JAX_NCAAB_over,0.32434673076799997,264.0,"(0.0684174621195151, 0.012357705684390754)",0.0684174621195151,0.012357705684390754,2.0,0.915658181023615
UTAH_TOR_NBA_under | QUOC_STET_NCAAB_homeCover,0.32121934363999993,264.0,"(0.06410545865515144, 0.010849105949582558)",0.06410545865515144,0.010849105949582558,2.0,0.8579489189956018
KENN_FGCU_NCAAB_homeWin | RMU_PFW_NCAAB_over,0.4448474160240001,152.0,"(0.07961545288189492, 0.00963470291313562)",0.07961545288189492,0.00963470291313562,2.0,1.065525357252522
DET_HOU_NBA_over | QUOC_STET_NCAAB_homeWin,0.302120859402,278.0,"(0.05108519731638844, 0.007254958729895068)",0.05108519731638844,0.007254958729895068,2.0,0.6836935689056252
