index,probability,odds,kelly,unitPercent,unitReturn,legs,betDollars
ISU_HOU_NCAAB_awayCover | NEV_AFA_NCAAB_homeCover,0.7530099264000002,261.0,"(0.6583777142927205, 1.1313337703077715)",0.6583777142927205,1.1313337703077715,2.0,6.802224460124915
DAL_MEM_NBA_homeCover | NY_POR_NBA_homeCover | ISU_HOU_NCAAB_awayWin | NICH_SELA_NCAAB_under,0.346358002437515,1021.0,"(0.2823382181512775, 0.81388881686844)",0.2823382181512775,0.81388881686844,4.0,2.917060969476893
AUB_TA&M_NCAAB_homeCover | SJSU_SDSU_NCAAB_homeWin,0.348717689201,904.0,"(0.27667318579403094, 0.691994387706262)",0.27667318579403094,0.691994387706262,2.0,2.858531008891488
BUFF_M-OH_NCAAB_awayCover | UK_MIZ_NCAAB_homeCover,0.574102323094,264.0,"(0.4127774454780909, 0.44981697946790444)",0.4127774454780909,0.44981697946790444,2.0,4.264732501213693
BUFF_M-OH_NCAAB_awayWin | LSU_VAN_NCAAB_homeCover,0.504269920374,312.0,"(0.34538207434002566, 0.3721809850993073)",0.34538207434002566,0.3721809850993073,2.0,3.5684172522277318
BRWN_YALE_NCAAB_homeWin | CGY_OTT_NHL_awayCover,0.432385967488,411.0,"(0.29428036347048175, 0.3559298318529505)",0.29428036347048175,0.3559298318529505,2.0,3.0404447828004106
NEB_PUR_NCAAB_over | SJSU_SDSU_NCAAB_under,0.534425513709,264.0,"(0.35807154162907584, 0.3384882043610047)",0.35807154162907584,0.3384882043610047,2.0,3.699522243945533
NEB_PUR_NCAAB_awayCover | TOR_SJ_NHL_awayCover,0.433215788748,364.0,"(0.27750584060184613, 0.28031454930801963)",0.27750584060184613,0.28031454930801963,2.0,2.8671338287889476
NEV_AFA_NCAAB_over | SJSU_SDSU_NCAAB_homeCover,0.48268122382199996,264.0,"(0.2867271419363939, 0.21704087835675426)",0.2867271419363939,0.21704087835675426,2.0,2.962406436184883
NSH_ANA_NHL_awayCover | STL_FLA_NHL_homeCover,0.5623485073260002,181.0,"(0.3205521025337351, 0.18598410729422482)",0.3205521025337351,0.18598410729422482,2.0,3.3118790403497584
BAY_BYU_NCAAB_over | BGSU_OHIO_NCAAB_homeCover,0.46406990403999987,264.0,"(0.2610660798127271, 0.17993051479599292)",0.2610660798127271,0.17993051479599292,2.0,2.6972815684060443
DAV_URI_NCAAB_homeCover | TTU_OKST_NCAAB_under,0.4598540936079999,264.0,"(0.2552533714898181, 0.17200730885426632)",0.2552533714898181,0.17200730885426632,2.0,2.63722584981882
ORL_MIN_NBA_under | AUB_TA&M_NCAAB_homeWin,0.600807006356,147.0,"(0.32924714673423133, 0.15935341493996968)",0.32924714673423133,0.15935341493996968,2.0,3.4017144662131953
ALA_SC_NCAAB_over | DAV_URI_NCAAB_under,0.448259648948,264.0,"(0.23926709173133334, 0.15113667672990558)",0.23926709173133334,0.15113667672990558,2.0,2.47205886308935
BUF_SEA_NHL_awayCover | TB_LA_NHL_awayCover,0.39505255008300005,330.0,"(0.21173514101724247, 0.14794484080725215)",0.21173514101724247,0.14794484080725215,2.0,2.187604355415846
UNLV_UNM_NCAAB_under | WMU_NIU_NCAAB_over,0.438206675775,264.0,"(0.22540617417462125, 0.13413297045994477)",0.22540617417462125,0.13413297045994477,2.0,2.328850685781389
BAY_BYU_NCAAB_homeCover | WVU_KSU_NCAAB_under,0.4382983756619999,261.0,"(0.2230870253409271, 0.12989401248495958)",0.2230870253409271,0.12989401248495958,2.0,2.3048897123450818
BGSU_OHIO_NCAAB_homeWin | EMU_CMU_NCAAB_under,0.41715055742400015,282.0,"(0.21046635792896473, 0.12491496765207033)",0.21046635792896473,0.12491496765207033,2.0,2.1744955469457
COR_COLU_NCAAB_over | TB_LA_NHL_awayWin,0.439653489085,253.0,"(0.21817265473124506, 0.12042624739937205)",0.21817265473124506,0.12042624739937205,2.0,2.2541154360571767
ALA_SC_NCAAB_awayCover | BRWN_YALE_NCAAB_homeCover,0.422938449852,261.0,"(0.2018420704849502, 0.10633197790007069)",0.2018420704849502,0.10633197790007069,2.0,2.0853911654800465
BOIS_CSU_NCAAB_under | TTU_OKST_NCAAB_homeCover,0.40954221961599996,265.0,"(0.18672796286732066, 0.09239843010893566)",0.18672796286732066,0.09239843010893566,2.0,1.9292352836849802
CIN_TEX_NCAAB_homeCover | LSU_VAN_NCAAB_under,0.407422239373,264.0,"(0.1829609664082273, 0.08837324820464573)",0.1829609664082273,0.08837324820464573,2.0,1.8903154434489295
DAV_URI_NCAAB_homeWin | USU_WYO_NCAAB_homeCover,0.500099332176,178.0,"(0.21925626036476403, 0.08557048772227135)",0.21925626036476403,0.08557048772227135,2.0,2.2653110287776417
DAL_MEM_NBA_under | LAL_TOR_NBA_under | TOR_SJ_NHL_over,0.25642728971951123,555.0,"(0.12245022480410783, 0.08321701942789983)",0.12245022480410783,0.08321701942789983,3.0,1.2651307846971975
GT_ND_NCAAB_under | UK_MIZ_NCAAB_over,0.402066939024,264.0,"(0.17557714319975753, 0.08138415968545679)",0.17557714319975753,0.08138415968545679,2.0,1.814027285834348
