homeTeamAbbrev,awayTeamAbbrev,sport,index,probability,odds,kelly,unitPercent,unitReturn
LIB,FIU,NCAAB,homeCover,0.8812479999999998,-108.0,"(0.7529958399999996, 0.5250025324604677)",0.7529958399999996,0.5250025324604677
SF,LMU,NCAAB,homeCover,0.796681,-105.0,"(0.58319605, 0.32392155498628805)",0.58319605,0.32392155498628805
PORT,USD,NCAAB,under,0.803371,-108.0,"(0.5910116799999999, 0.32342111657076145)",0.5910116799999999,0.32342111657076145
NY,WSH,NBA,homeCover,0.793415,-108.0,"(0.5703031999999999, 0.3011534628983703)",0.5703031999999999,0.3011534628983703
LIP,CARK,NCAAB,over,0.755549,-110.0,"(0.48665290000000005, 0.21530095007128194)",0.48665290000000005,0.21530095007128194
LIP,CARK,NCAAB,homeCover,0.749163,-110.0,"(0.47324230000000006, 0.2035984313720819)",0.47324230000000006,0.2035984313720819
CSUN,UCSB,NCAAB,homeWin,0.762097,-118.0,"(0.48137146000000003, 0.19637159534112855)",0.48137146000000003,0.19637159534112855
CSUN,UCSB,NCAAB,homeCover,0.7424759999999999,-110.0,"(0.4591995999999998, 0.1916947933092362)",0.4591995999999998,0.1916947933092362
SUU,UTU,NCAAB,under,0.733424,-110.0,"(0.4401903999999999, 0.17615235295650902)",0.4401903999999999,0.17615235295650902
JMU,ULM,NCAAB,homeCover,0.730846,-110.0,"(0.43477659999999996, 0.1718460835523273)",0.43477659999999996,0.1718460835523273
SFA,SEA,NCAAB,under,0.727821,-110.0,"(0.4284241000000001, 0.1668610995098274)",0.4284241000000001,0.1668610995098274
PHI,DAL,NHL,homeCover,0.8722110000000001,-218.0,"(0.5936309800000003, 0.1616503396402571)",0.5936309800000003,0.1616503396402571
MEM,USF,NCAAB,awayWin,0.29568800000000006,550.0,"(0.1676312727272728, 0.15455133977890922)",0.1676312727272728,0.15455133977890922
PAC,SCU,NCAAB,under,0.7176290000000001,-110.0,"(0.40702090000000013, 0.1506054663971001)",0.40702090000000013,0.1506054663971001
UTAH,OKC,NBA,under,0.7081660000000001,-110.0,"(0.3871486000000001, 0.13625821680178193)",0.3871486000000001,0.13625821680178193
