homeTeamAbbrev,awayTeamAbbrev,sport,index,probability,odds,kelly,unitPercent,unitReturn
MD,PUR,NCAAB,under,0.9872570000000002,-110.0,"(0.9732397000000004, 0.8610868305964462)",0.9732397000000004,0.8610868305964462
CONN,DEP,NCAAB,homeWin,0.99804,-6618.5,"(0.8683174000000026, 0.0113919333254175)",0.8683174000000026,0.0113919333254175
CONN,DEP,NCAAB,homeCover,0.927782,-108.0,"(0.84978656, 0.6686455532931792)",0.84978656,0.6686455532931792
CSU,UNM,NCAAB,under,0.904755,-110.0,"(0.7999854999999999, 0.5817970911002271)",0.7999854999999999,0.5817970911002271
SMU,CLT,NCAAB,homeCover,0.8861349999999999,-110.0,"(0.7608834999999998, 0.5263124550656816)",0.7608834999999998,0.5263124550656816
SMU,CLT,NCAAB,homeWin,0.9524029999999999,-405.45454545454544,"(0.7594187999999995, 0.14223959757237298)",0.7594187999999995,0.14223959757237298
MD,PUR,NCAAB,awayWin,0.9310350000000001,-268.27272727272725,"(0.7460207136363639, 0.20745564069534406)",0.7460207136363639,0.20745564069534406
AUB,PENN,NCAAB,under,0.8749610000000001,-110.0,"(0.7374181000000002, 0.4943504129160094)",0.7374181000000002,0.4943504129160094
CMU,BUFF,NCAAB,homeWin,0.8812559999999999,-125.27272727272727,"(0.7325021527272726, 0.4283130218614642)",0.7325021527272726,0.4283130218614642
MD,PUR,NCAAB,awayCover,0.8676500000000001,-112.0,"(0.7194180000000003, 0.46210915957500037)",0.7194180000000003,0.46210915957500037
AFA,USU,NCAAB,awayCover,0.865111,-110.0,"(0.7167330999999999, 0.4670057605778273)",0.7167330999999999,0.4670057605778273
AFA,USU,NCAAB,awayWin,0.932494,-335.27272727272725,"(0.706164792727273, 0.14873524564433507)",0.706164792727273,0.14873524564433507
CSU,UNM,NCAAB,homeWin,0.8879729999999999,-167.27272727272728,"(0.7005823818181816, 0.2934224136333912)",0.7005823818181816,0.2934224136333912
CMU,BUFF,NCAAB,homeCover,0.8538730000000001,-110.0,"(0.6931333000000002, 0.4367579741535366)",0.6931333000000002,0.4367579741535366
CSU,UNM,NCAAB,homeCover,0.843814,-112.0,"(0.6688856799999999, 0.3994714758116627)",0.6688856799999999,0.3994714758116627
M-OH,WMU,NCAAB,homeWin,0.890332,-220.1818181818182,"(0.6488630036363636, 0.19121615079967133)",0.6488630036363636,0.19121615079967133
EDM,PHI,NHL,awayCover,0.8658720000000001,-166.0,"(0.6432195200000003, 0.24923575355965708)",0.6432195200000003,0.24923575355965708
FAU,ECU,NCAAB,under,0.8122180000000001,-110.0,"(0.6056578000000002, 0.3334739733644004)",0.6056578000000002,0.3334739733644004
M-OH,WMU,NCAAB,homeCover,0.8084600000000001,-108.0,"(0.6015968000000002, 0.3351099164539261)",0.6015968000000002,0.3351099164539261
HARV,ALB,NCAAB,homeWin,0.840446,-182.5,"(0.54925995, 0.16530766721863152)",0.54925995,0.16530766721863152
WIS,IOWA,NCAAB,homeWin,0.869795,-255.45454545454547,"(0.537180409090909, 0.11296052352390883)",0.537180409090909,0.11296052352390883
OKC,BOS,NBA,under,0.778339,-110.0,"(0.5345119, 0.25972997385600916)",0.5345119,0.25972997385600916
WIS,IOWA,NCAAB,homeCover,0.7803289999999999,-115.0,"(0.5277073499999998, 0.24215221499480194)",0.5277073499999998,0.24215221499480194
HARV,ALB,NCAAB,homeCover,0.765384,-105.0,"(0.5190371999999999, 0.25657106188937134)",0.5190371999999999,0.25657106188937134
DUKE,SYR,NCAAB,under,0.764468,-110.0,"(0.5053828, 0.23219252230530918)",0.5053828,0.23219252230530918
SJU,BUT,NCAAB,under,0.763114,-110.0,"(0.5025393999999999, 0.22958713504759998)",0.5025393999999999,0.22958713504759998
TENN,NORF,NCAAB,under,0.7611540000000001,-110.0,"(0.49842340000000024, 0.22584171424323657)",0.49842340000000024,0.22584171424323657
SIU,BEL,NCAAB,homeWin,0.844237,-225.63636363636363,"(0.492779030909091, 0.10762058446175389)",0.492779030909091,0.10762058446175389
ILL,NU,NCAAB,under,0.7596790000000001,-115.0,"(0.4833098500000002, 0.20312035748436752)",0.4833098500000002,0.20312035748436752
SIU,BEL,NCAAB,homeCover,0.750082,-110.0,"(0.47517220000000004, 0.20526238150258191)",0.47517220000000004,0.20526238150258191
AUB,PENN,NCAAB,homeCover,0.746219,-110.0,"(0.4670598999999999, 0.1983135910800091)",0.4670598999999999,0.1983135910800091
GS,ORL,NBA,under,0.751944,-115.0,"(0.46667959999999986, 0.18938247744013897)",0.46667959999999986,0.18938247744013897
GTWN,CREI,NCAAB,awayCover,0.7459119999999999,-112.0,"(0.4613334399999998, 0.1900254846984227)",0.4613334399999998,0.1900254846984227
BGSU,EMU,NCAAB,under,0.744182,-112.0,"(0.45766584000000005, 0.18701609027045146)",0.45766584000000005,0.18701609027045146
NIU,AKR,NCAAB,over,0.733176,-110.0,"(0.4396696000000001, 0.17573577924014555)",0.4396696000000001,0.17573577924014555
DRKE,ILST,NCAAB,homeCover,0.7320950000000002,-110.0,"(0.43739950000000033, 0.17392574781840936)",0.43739950000000033,0.17392574781840936
MEM,SA,NBA,under,0.7107789999999999,-105.0,"(0.40709694999999985, 0.1578361206660023)",0.40709694999999985,0.1578361206660023
BGSU,EMU,NCAAB,homeCover,0.7198620000000001,-112.0,"(0.40610744000000026, 0.14725290430656585)",0.40610744000000026,0.14725290430656585
ARI,FLA,NHL,homeCover,0.7801440000000001,-180.0,"(0.38440320000000017, 0.08209212231680005)",0.38440320000000017,0.08209212231680005
