index,probability,odds,kelly,unitPercent,unitReturn,legs,betDollars
LSU_LAM_NCAAB_awayWin | UIC_UIW_NCAAB_awayWin,0.27372636744749995,9350.0,"(0.26595873501378337, 6.6136335562673265)",0.26595873501378337,6.6136335562673265,2.0,1.745888808403565
MEM_IND_NBA_awayWin | USA_AAMU_NCAAB_awayWin,0.4227592777375,1495.0,"(0.3841478581881689, 2.2061651754108347)",0.3841478581881689,2.2061651754108347,2.0,2.5217425039571113
ARK_ACU_NCAAB_awayWin | SMC_NKU_NCAAB_awayWin,0.14204938579574997,8900.0,"(0.13240949125412918, 1.5603723303017807)",0.13240949125412918,1.5603723303017807,2.0,0.8692034457714402
MEM_IND_NBA_awayCover | HARV_HC_NCAAB_awayWin,0.32360662930050005,1714.0,"(0.28414377220017917, 1.383843891421725)",0.28414377220017917,1.383843891421725,2.0,1.8652646691079926
LSU_LAM_NCAAB_awayCover | SDSU_STAN_NCAAB_awayWin,0.42576422898749994,709.0,"(0.3447718776458215, 0.8427716215933654)",0.3447718776458215,0.8427716215933654,2.0,2.2632584810682297
ORE_KENT_NCAAB_awayWin | UIC_UIW_NCAAB_awayCover,0.44574873815399996,530.0,"(0.3411730283717358, 0.6169148870282085)",0.3411730283717358,0.6169148870282085,2.0,2.239633798575918
MIN_LAL_NBA_under | LAF_QUIN_NCAAB_awayCover,0.6024487020300001,261.0,"(0.4501301970606515, 0.528830877138297)",0.4501301970606515,0.528830877138297,2.0,2.9548842354508666
ORST_IDST_NCAAB_awayWin | USA_AAMU_NCAAB_awayCover,0.385931894323,559.0,"(0.27608071262765116, 0.42607292975710365)",0.27608071262765116,0.42607292975710365,2.0,1.8123346329185879
KSU_WICH_NCAAB_awayWin | LAF_QUIN_NCAAB_awayWin,0.46559742250799996,361.0,"(0.3175634675240664, 0.36405606682033054)",0.3175634675240664,0.36405606682033054,2.0,2.084648597382459
URI_UNH_NCAAB_awayWin | USD_SDAK_NCAAB_awayWin,0.24248166855,1118.0,"(0.17472510938631486, 0.34131269784366736)",0.17472510938631486,0.34131269784366736,2.0,1.146984749377931
TXSO_SAM_NCAAB_awayCover | UCR_IDHO_NCAAB_awayWin,0.36431980143,511.0,"(0.23992054534976515, 0.2941411458935458)",0.23992054534976515,0.2941411458935458,2.0,1.5749608487592133
SDSU_STAN_NCAAB_awayCover | UNLV_HOF_NCAAB_awayWin,0.38991600314499997,404.0,"(0.2389051128343564, 0.23058563787112213)",0.2389051128343564,0.23058563787112213,2.0,1.5682950317321873
ORE_KENT_NCAAB_awayCover | TROY_EKU_NCAAB_under,0.4750151050439999,264.0,"(0.2761571902879393, 0.20133377549400486)",0.2761571902879393,0.20133377549400486,2.0,1.8128366712937625
POR_WSH_NBA_under | WAKE_PRES_NCAAB_awayCover,0.45692575580400013,278.0,"(0.2615753082514822, 0.19021216444546502)",0.2615753082514822,0.19021216444546502,2.0,1.7171137590472743
KSU_WICH_NCAAB_awayCover | MASS_GT_NCAAB_homeCover,0.4397225224799999,270.0,"(0.23221234562074058, 0.14559094833845299)",0.23221234562074058,0.14559094833845299,2.0,1.524360293604874
MSU_STBK_NCAAB_awayCover | ORE_KENT_NCAAB_over,0.43881866619500004,261.0,"(0.22380666090572798, 0.13073339002566367)",0.22380666090572798,0.13073339002566367,2.0,1.469181091199099
OKC_LAC_NBA_awayWin | MASS_GT_NCAAB_homeWin,0.3827468186685,326.0,"(0.19340535200239573, 0.12194235439713616)",0.19340535200239573,0.12194235439713616,2.0,1.2696113911386864
ARK_ACU_NCAAB_awayCover | URI_UNH_NCAAB_awayCover,0.420138779168,273.0,"(0.20773540157386083, 0.1178104119930553)",0.20773540157386083,0.1178104119930553,2.0,1.363681146619335
MEM_IND_NBA_under | PSU_LEM_NCAAB_under,0.42779766578000006,261.0,"(0.20856305496773953, 0.11353121001241324)",0.20856305496773953,0.11353121001241324,2.0,1.3691142857021148
HARV_HC_NCAAB_awayCover | MSU_STBK_NCAAB_over,0.4200212303980001,257.0,"(0.19434855740111295, 0.09707239973320682)",0.19434855740111295,0.09707239973320682,2.0,1.2758030725270075
SHU_DART_NCAAB_under | SMC_NKU_NCAAB_awayCover,0.39332216545199994,276.0,"(0.17351135583315933, 0.08309308606444901)",0.17351135583315933,0.08309308606444901,2.0,1.1390170518909335
IU_UNA_NCAAB_under | OSU_UNO_NCAAB_under,0.40991554535599994,254.0,"(0.17759883092922826, 0.08011501565846867)",0.17759883092922826,0.08011501565846867,2.0,1.165849323538207
DET_UTAH_NBA_under | IONA_COLG_NCAAB_homeWin,0.4128812203904999,247.0,"(0.17518130961742295, 0.07580057336101026)",0.17518130961742295,0.07580057336101026,2.0,1.1499794804133356
OKC_LAC_NBA_awayCover | UNLV_HOF_NCAAB_awayCover,0.384851745968,273.0,"(0.15952271518704758, 0.06947166588356876)",0.15952271518704758,0.06947166588356876,2.0,1.0471884787569847
MINN_BALL_NCAAB_over | SHU_DART_NCAAB_homeCover,0.3906413488319999,264.0,"(0.15982367793503022, 0.06743512519571589)",0.15982367793503022,0.06743512519571589,2.0,1.0491641517628818
