index,probability,odds,kelly,unitPercent,unitReturn,legs,betDollars
BKN_POR_NBA_homeCover | CLE_SA_NBA_homeCover | MEM_SMU_NCAAB_under | SF_LAR_NFL_homeCover,0.4168940033176041,1193.0,"(0.3680167194381074, 1.6157551280268208)",0.3680167194381074,1.6157551280268208,4.0,3.0729432407039767
LAC_KC_NFL_over | SF_LAR_NFL_homeWin,0.7843845948239999,184.0,"(0.6672023094022608, 0.8190924158759465)",0.6672023094022608,0.8190924158759465,2.0,5.571145870736923
YSU_IUPU_NCAAB_homeCover | LAC_KC_NFL_awayWin,0.5454580308989999,385.0,"(0.42739518178185704, 0.7032665694298343)",0.42739518178185704,0.7032665694298343,2.0,3.5687539875124736
MINN_MD_NCAAB_homeCover | WSH_DAL_NFL_awayCover,0.620557151168,264.0,"(0.476828799337697, 0.6002454582374706)",0.476828799337697,0.6002454582374706,2.0,3.9815251821573714
MINN_MD_NCAAB_homeWin | CIN_CLE_NFL_awayWin,0.40330633739599997,614.0,"(0.3061249591217329, 0.5753946922673152)",0.3061249591217329,0.5753946922673152,2.0,2.556146431010499
MINN_MD_NCAAB_under | LAC_KC_NFL_awayCover,0.6009895565770002,261.0,"(0.44811199204711516, 0.5240993728568921)",0.44811199204711516,0.5240993728568921,2.0,3.7417395577625725
QUIN_MAN_NCAAB_homeCover | SF_LAR_NFL_over,0.57588432611,264.0,"(0.4152344496365151, 0.4551878711554405)",0.4152344496365151,0.4551878711554405,2.0,3.46721175403706
NYG_PHI_NFL_over | CHI_CGY_NHL_homeCover,0.5731399529600001,247.0,"(0.40032212015028357, 0.3958367657075967)",0.40032212015028357,0.3958367657075967,2.0,3.342693655598947
FAIR_MRST_NCAAB_over | CIN_CLE_NFL_over,0.5411276760759999,268.0,"(0.3699066596864476, 0.3667069108394328)",0.3699066596864476,0.3667069108394328,2.0,3.0887242604368264
ORL_ATL_NBA_homeWin | CIN_CLE_NFL_awayCover,0.5118457941719999,298.0,"(0.3480356579881073, 0.3609638813090201)",0.3480356579881073,0.3609638813090201,2.0,2.906101180325264
DAY_MASS_NCAAB_under | MIA_BUF_NFL_over,0.536841341988,268.0,"(0.3640209472074031, 0.3551301500154769)",0.3640209472074031,0.3551301500154769,2.0,3.039578503127698
PHX_MEM_NBA_under | SAC_NO_NBA_under,0.5369370478559999,264.0,"(0.3615344144681211, 0.345066830710291)",0.3615344144681211,0.345066830710291,2.0,3.0188159302053807
DEN_DET_NBA_under | NYG_PHI_NFL_awayCover,0.5187056057739999,275.0,"(0.3436894624190908, 0.32483672808929004)",0.3436894624190908,0.32483672808929004,2.0,2.869810404414381
ORL_ATL_NBA_homeCover | PHX_MEM_NBA_homeCover,0.5196046968,261.0,"(0.33554519365823754, 0.29386140593644616)",0.33554519365823754,0.29386140593644616,2.0,2.801805679853627
LAL_LAC_NBA_under | NO_ATL_NFL_homeCover,0.48682700496000003,276.0,"(0.3008947603802899, 0.24988393283510127)",0.3008947603802899,0.24988393283510127,2.0,2.512474219882171
DEN_DET_NBA_homeCover | LV_DEN_NFL_over,0.48552827480400007,264.0,"(0.29065262132066677, 0.2230244181807178)",0.29065262132066677,0.2230244181807178,2.0,2.4269522576146056
CLE_SA_NBA_under | PHX_MEM_NBA_homeWin,0.540830306925,200.0,"(0.3112454603875, 0.19374747322365368)",0.3112454603875,0.19374747322365368,2.0,2.5989026671339004
CAR_TB_NFL_awayCover | NO_ATL_NFL_homeWin,0.5070793452780001,211.0,"(0.27346766057563054, 0.15779542451329445)",0.27346766057563054,0.15779542451329445,2.0,2.28345766572799
BEL_DRKE_NCAAB_awayCover | DET_MIN_NFL_over,0.45490824825599996,250.0,"(0.23687154755839995, 0.14027032510677834)",0.23687154755839995,0.14027032510677834,2.0,1.9778797607240013
DAL_MIN_NBA_under | GS_TOR_NBA_homeCover,0.43995313880099995,261.0,"(0.22537579734544438, 0.13257299257593746)",0.22537579734544438,0.13257299257593746,2.0,1.8818901329493203
DET_MIN_NFL_homeCover | NYG_PHI_NFL_awayWin,0.524131596222,178.0,"(0.2567897963467191, 0.11737497912386533)",0.2567897963467191,0.11737497912386533,2.0,2.1441973347575347
GS_TOR_NBA_homeWin | UNI_INST_NCAAB_under,0.45654654672000006,225.0,"(0.21501167859555564, 0.10401754934807668)",0.21501167859555564,0.10401754934807668,2.0,1.7953496390637425
CLE_SA_NBA_homeWin | CLEV_NKU_NCAAB_over,0.59284954326,126.0,"(0.2697142601330158, 0.09165968547006613)",0.2697142601330158,0.09165968547006613,2.0,2.252116734975174
GS_TOR_NBA_under | ANA_DET_NHL_homeCover,0.46971804038500015,197.0,"(0.20053938068195448, 0.07922560511247467)",0.20053938068195448,0.07922560511247467,2.0,1.6745058086014846
IONA_NIA_NCAAB_over | PSU_MICH_NCAAB_over,0.400417056704,261.0,"(0.17069179107334864, 0.07604414447895032)",0.17069179107334864,0.07604414447895032,2.0,1.4252781406870736
