index,probability,odds,kelly,unitPercent,unitReturn,legs,betDollars
BU_BUCK_NCAAB_under | RMU_DETM_NCAAB_homeCover,0.7535406960000001,264.0,"(0.6601848990303031, 1.1506284263961999)",0.6601848990303031,1.1506284263961999,2.0,9.831433999741904
NAVY_LEH_NCAAB_homeWin | PFW_IUPU_NCAAB_homeCover,0.677375234184,238.0,"(0.541818609891563, 0.6986904263390854)",0.541818609891563,0.6986904263390854,2.0,8.06873030692618
NAVY_LEH_NCAAB_homeCover | PRES_HPU_NCAAB_over,0.6324164192399999,261.0,"(0.491579798259157, 0.6307083219275003)",0.491579798259157,0.6307083219275003,2.0,7.320576931235601
BOS_SA_NBA_homeCover | HC_LAF_NCAAB_under,0.5773157269520001,264.0,"(0.4172080477671516, 0.45952514552122947)",0.4172080477671516,0.45952514552122947,2.0,6.213037274570625
BOS_SA_NBA_under | NU_MD_NCAAB_under,0.528019370518,273.0,"(0.35513269305206585, 0.344305497011147)",0.35513269305206585,0.344305497011147,2.0,5.288614807791482
APP_GAST_NCAAB_homeCover | NAVY_LEH_NCAAB_under,0.5385054310199999,257.0,"(0.35893555982155634, 0.3311052717883441)",0.35893555982155634,0.3311052717883441,2.0,5.3452468720949415
ARMY_COLG_NCAAB_homeWin | UIC_MUR_NCAAB_under,0.310013676871,683.0,"(0.20899078915079505, 0.2983149341576263)",0.20899078915079505,0.2983149341576263,2.0,3.112278322494175
ARIZ_USC_NCAAB_over | EVAN_VAL_NCAAB_under,0.507839350737,261.0,"(0.31927205216880084, 0.2660494190027622)",0.31927205216880084,0.2660494190027622,2.0,4.754580290264471
EVAN_VAL_NCAAB_homeCover | RMU_DETM_NCAAB_homeWin,0.66111130852,135.0,"(0.41008264816444445, 0.2270265007395108)",0.41008264816444445,0.2270265007395108,2.0,6.106926250191398
UK_MSST_NCAAB_over | OU_WVU_NCAAB_homeCover,0.4760033954550001,254.0,"(0.269705519649882, 0.18476231101721677)",0.269705519649882,0.18476231101721677,2.0,4.016438454891404
ARMY_COLG_NCAAB_under | TLSA_UTSA_NCAAB_homeCover,0.4641487675900001,257.0,"(0.2556463425277433, 0.16796248479087753)",0.2556463425277433,0.16796248479087753,2.0,3.807070030727186
PRES_HPU_NCAAB_homeCover | FLA_DET_NHL_awayCover,0.4824918724500001,232.0,"(0.2594280243681035, 0.1561427275998866)",0.2594280243681035,0.1561427275998866,2.0,3.863386610334102
LAL_DAL_NBA_under | ARIZ_USC_NCAAB_homeCover,0.445207972845,265.0,"(0.235852490899717, 0.14740995327854287)",0.235852490899717,0.14740995327854287,2.0,3.5123011770810924
ILST_DRKE_NCAAB_over | BUF_CHI_NHL_awayCover,0.42749037460799993,264.0,"(0.21063066802012112, 0.11712433473999055)",0.21063066802012112,0.11712433473999055,2.0,3.1366993004581234
BEL_UNI_NCAAB_over | UPST_LONG_NCAAB_under,0.424904549384,264.0,"(0.20706536354460608, 0.1131928110188301)",0.20706536354460608,0.1131928110188301,2.0,3.0836049996168047
NO_CHA_NBA_under | UNC_LOU_NCAAB_over,0.420088433567,257.0,"(0.19444190966310892, 0.09716567651993208)",0.19444190966310892,0.09716567651993208,2.0,2.8956172800142865
TOR_MIA_NBA_under | NU_MD_NCAAB_homeCover,0.400736115435,261.0,"(0.1711330945288697, 0.0764378590723006)",0.1711330945288697,0.0764378590723006,2.0,2.5485038002284677
LSU_MISS_NCAAB_awayWin | RAD_GWEB_NCAAB_homeCover,0.32565863623799995,361.0,"(0.13886047453107472, 0.06960885530705284)",0.13886047453107472,0.06960885530705284,2.0,2.067901874960092
BU_BUCK_NCAAB_homeCover | LSU_MISS_NCAAB_awayCover,0.3903453395,264.0,"(0.15941554385606063, 0.06709115324451828)",0.15941554385606063,0.06709115324451828,2.0,2.374006736985181
DEP_PROV_NCAAB_awayCover | VMI_FUR_NCAAB_homeCover,0.382957962428,268.0,"(0.15271839616979105, 0.06250539485684434)",0.15271839616979105,0.06250539485684434,2.0,2.274273214511712
HOU_TTU_NCAAB_under | UNCG_CIT_NCAAB_over,0.38553318011,261.0,"(0.15010527976900379, 0.05880746298792564)",0.15010527976900379,0.05880746298792564,2.0,2.235358841484219
ATL_ORL_NBA_over | ECU_UNT_NCAAB_awayCover,0.37605850276499997,270.0,"(0.1449690593446296, 0.056743276051620196)",0.1449690593446296,0.056743276051620196,2.0,2.158870554362639
ARMY_COLG_NCAAB_homeCover | UAB_TULN_NCAAB_over,0.382011230943,261.0,"(0.14523392479089267, 0.055052450495535)",0.14523392479089267,0.055052450495535,2.0,2.1628149147343656
EVAN_VAL_NCAAB_homeWin | UVA_VT_NCAAB_awayWin,0.37600045255799996,258.0,"(0.13414016285179842, 0.04642344488796007)",0.13414016285179842,0.04642344488796007,2.0,1.9976072759755037
ASU_UCLA_NCAAB_homeCover | TXST_UL_NCAAB_over,0.36356447437999995,264.0,"(0.12249041164515145, 0.039610298494796456)",0.12249041164515145,0.039610298494796456,2.0,1.8241198783240375
