homeTeamAbbrev,awayTeamAbbrev,sport,bookie,betType,probability,odds,unitPercent,unitReturn,vegasProbability,redFlag
SF,GB,NFL,FanDuel,awayWin,0.538809,400.0,0.42351125,0.7174471155062501,0.2080344332855093,True
DET,MIL,NBA,DraftKings,homeWin,0.41168799999999994,675.0,0.32453066666666663,0.7109110368479998,0.12340151807538917,True
SF,GB,NFL,DraftKings,awayWin,0.538809,370.0,0.4141627837837838,0.634664002444673,0.2080344332855093,True
DET,MIL,NBA,FanDuel,homeWin,0.41168799999999994,610.0,0.31524340983606547,0.6062082854149242,0.12340151807538917,True
SF,GB,NFL,BetMGM,awayWin,0.538809,350.0,0.40704014285714285,0.5798858726400713,0.2080344332855093,True
USU,FRES,NCAAB,DraftKings,homeCover,0.8261649999999999,-105.0,0.6436382499999999,0.3945430446314879,0.5,True
VMI,CIT,NCAAB,DraftKings,under,0.7732289999999999,110.0,0.5670735454545454,0.35372964654982714,0.5,True
USU,FRES,NCAAB,FanDuel,homeCover,0.839021,-120.0,0.6458462,0.3475977617120334,0.5,True
BAL,HOU,NFL,BetMGM,over,0.8173870000000001,-110.0,0.6165127000000001,0.3455344629648093,0.5,True
TOW,CAM,NCAAB,DraftKings,under,0.803194,-105.0,0.5965476999999999,0.3389230079764666,0.5,True
VGK,PIT,NHL,DraftKings,homeCover,0.556641,240.0,0.37190808333333336,0.3319574938768167,0.6902095769247527,False
VGK,PIT,NHL,BetMGM,homeCover,0.9730090000000001,-250.0,0.9055315000000004,0.32799491899690025,0.6902095769247527,True
BAL,HOU,NFL,DraftKings,over,0.8173870000000001,-115.0,0.6073820500000002,0.3207938736193067,0.5,True
NAVY,ARMY,NCAAB,FanDuel,under,0.793723,-105.0,0.57713215,0.3172204938701166,0.5,True
AUB,MISS,NCAAB,DraftKings,over,0.804981,-110.0,0.5904600999999998,0.31694829972000893,0.5,True
VMI,CIT,NCAAB,BetMGM,under,0.8047750000000001,-110.0,0.5900275000000003,0.31648404614204584,0.5,True
