homeTeamAbbrev,awayTeamAbbrev,sport,index,probability,odds,kelly,unitPercent,unitReturn
NEV,AFA,NCAAB,homeCover,0.8896000000000001,-112.0,"(0.7659520000000002, 0.5238236306285716)",0.7659520000000002,0.5238236306285716
ISU,HOU,NCAAB,awayWin,0.88023,-155.0,"(0.6945864999999999, 0.3112583264401611)",0.6945864999999999,0.3112583264401611
ISU,HOU,NCAAB,awayCover,0.8464590000000002,-110.0,"(0.6775639000000004, 0.4173571259847369)",0.6775639000000004,0.4173571259847369
NEV,AFA,NCAAB,homeWin,0.978706,-1588.6,"(0.6404295159999995, 0.025818328400100374)",0.6404295159999995,0.025818328400100374
NICH,SELA,NCAAB,under,0.8258719999999999,-110.0,"(0.6343311999999999, 0.36579642844858173)",0.6343311999999999,0.36579642844858173
CGY,OTT,NHL,awayCover,0.875456,-218.0,"(0.6039500800000001, 0.1673191280422047)",0.6039500800000001,0.1673191280422047
AUB,TA&M,NCAAB,homeCover,0.7885989999999999,-108.0,"(0.5602859199999999, 0.2906669556946725)",0.5602859199999999,0.2906669556946725
AUB,TA&M,NCAAB,homeWin,0.893582,-340.0,"(0.5317608, 0.08316751424018823)",0.5317608,0.08316751424018823
UK,MIZ,NCAAB,homeCover,0.768793,-110.0,"(0.5144652999999999, 0.2406132226400818)",0.5144652999999999,0.2406132226400818
BUFF,M-OH,NCAAB,awayCover,0.746758,-110.0,"(0.46819180000000005, 0.19927596507930911)",0.46819180000000005,0.19927596507930911
LSU,VAN,NCAAB,homeCover,0.733918,-108.0,"(0.4465494399999999, 0.18463555774473475)",0.4465494399999999,0.18463555774473475
SJSU,SDSU,NCAAB,under,0.733097,-110.0,"(0.4395037, 0.17560318392153643)",0.4395037,0.17560318392153643
BUF,SEA,NHL,awayCover,0.8422990000000002,-258.0,"(0.4354304200000009, 0.0734882366904563)",0.4354304200000009,0.0734882366904563
NEB,PUR,NCAAB,over,0.7289970000000001,-110.0,"(0.4308937000000002, 0.16879034609062749)",0.4308937000000002,0.16879034609062749
