index,probability,odds,kelly,unitPercent,unitReturn,legs,betDollars
GS_ORL_NBA_under | MD_PUR_NCAAB_under | CONN_DEP_NCAAB_homeCover,0.6887500803091055,588.0,"(0.6358164204977288, 2.377063620978323)",0.6358164204977288,2.377063620978323,3.0,4.071439897937259
CSU_UNM_NCAAB_under | SMU_CLT_NCAAB_homeCover,0.8017350719249999,264.0,"(0.7266347203814393, 1.3939147645204648)",0.7266347203814393,1.3939147645204648,2.0,4.652993374206263
AFA_USU_NCAAB_awayCover | AUB_PENN_NCAAB_under,0.756938385671,264.0,"(0.6648695923645607, 1.167016157606685)",0.6648695923645607,1.167016157606685,2.0,4.257481401878993
CMU_BUFF_NCAAB_homeCover | MD_PUR_NCAAB_awayCover,0.7408629084500002,261.0,"(0.6415766664768202, 1.0743298155051983)",0.6415766664768202,1.0743298155051983,2.0,4.1083255374790095
CMU_BUFF_NCAAB_homeWin | CSU_UNM_NCAAB_homeCover,0.7436161503839999,240.0,"(0.6367895463773331, 0.9732022233010793)",0.6367895463773331,0.9732022233010793,2.0,4.0776712933592805
FAU_ECU_NCAAB_under | M-OH_WMU_NCAAB_homeCover,0.6566457642800001,268.0,"(0.5285285121456718, 0.7486376002444591)",0.5285285121456718,0.7486376002444591,2.0,3.3844235571374197
CSU_UNM_NCAAB_homeWin | EDM_PHI_NHL_awayCover,0.768870957456,156.0,"(0.6207113147995897, 0.6010407566595671)",0.6207113147995897,0.6010407566595671,2.0,3.9747146042529278
OKC_BOS_NBA_under | HARV_ALB_NCAAB_homeCover,0.595728217176,273.0,"(0.44764331504266663, 0.5470497873815194)",0.44764331504266663,0.5470497873815194,2.0,2.8664765396950314
DUKE_SYR_NCAAB_under | WIS_IOWA_NCAAB_homeCover,0.596536549972,257.0,"(0.4395468807004047, 0.4965277530569814)",0.4395468807004047,0.4965277530569814,2.0,2.8146311567363624
SJU_BUT_NCAAB_under | TENN_NORF_NCAAB_under,0.5808472735560001,264.0,"(0.42207730141812133, 0.47031401570314557)",0.42207730141812133,0.47031401570314557,2.0,2.702764995691972
MD_PUR_NCAAB_awayWin | M-OH_WMU_NCAAB_homeWin,0.8289302536200001,100.0,"(0.6578605072400001, 0.43278044698607027)",0.6578605072400001,0.43278044698607027,2.0,4.212598841592432
ILL_NU_NCAAB_under | SIU_BEL_NCAAB_homeCover,0.5698215436780001,257.0,"(0.4024369303231363, 0.41622559102192586)",0.4024369303231363,0.41622559102192586,2.0,2.576998205297006
AUB_PENN_NCAAB_homeCover | GTWN_CREI_NCAAB_awayCover,0.5566137067279999,261.0,"(0.38673390087665893, 0.39035971732779406)",0.38673390087665893,0.39035971732779406,2.0,2.4764441168121207
BGSU_EMU_NCAAB_under | NIU_AKR_NCAAB_over,0.545616382032,261.0,"(0.3715230418143755, 0.3602566572634062)",0.3715230418143755,0.3602566572634062,2.0,2.37904163321536
DRKE_ILST_NCAAB_homeCover | HARV_ALB_NCAAB_homeWin,0.6152863143700001,196.0,"(0.41900382170163286, 0.3441058370971245)",0.41900382170163286,0.3441058370971245,2.0,2.683084019328675
AFA_USU_NCAAB_awayWin | SMU_CLT_NCAAB_homeWin,0.8881100830819999,62.0,"(0.7076424751497417, 0.3104698810343528)",0.7076424751497417,0.3104698810343528,2.0,4.531376847021876
MEM_SA_NBA_under | BGSU_EMU_NCAAB_homeCover,0.5116627924980001,270.0,"(0.33079716008985194, 0.29545225503348005)",0.33079716008985194,0.29545225503348005,2.0,2.1182541253965184
FAU_ECU_NCAAB_homeCover | WIS_IOWA_NCAAB_homeWin,0.6160210014149999,163.0,"(0.3804510636327913, 0.2359311092654952)",0.3804510636327913,0.2359311092654952,2.0,2.43621207277824
MUR_UIC_NCAAB_under | SIU_BEL_NCAAB_homeWin,0.571577997295,178.0,"(0.3308914789214046, 0.19489072406457392)",0.3308914789214046,0.19489072406457392,2.0,2.1188580944692417
AFA_USU_NCAAB_over | ARI_FLA_NHL_homeCover,0.5098358061600001,200.0,"(0.2647537092400002, 0.14018905311267713)",0.2647537092400002,0.14018905311267713,2.0,1.6953459838026743
PHI_CHI_NBA_under | KENT_BALL_NCAAB_over,0.434528875803,257.0,"(0.21450120101817505, 0.11824766666227562)",0.21450120101817505,0.11824766666227562,2.0,1.373554881292937
BC_WAKE_NCAAB_under | MUR_UIC_NCAAB_awayWin,0.341287215686,378.0,"(0.16702457433308998, 0.10545144786974656)",0.16702457433308998,0.10545144786974656,2.0,1.0695390901408137
KSU_CHST_NCAAB_homeCover | CONN_DEP_NCAAB_over,0.4173022355389999,264.0,"(0.1965833853643787, 0.10202287233948433)",0.1965833853643787,0.10202287233948433,2.0,1.2588184460815852
NIU_AKR_NCAAB_homeWin | WPG_TB_NHL_homeWin,0.32035450162499995,409.0,"(0.1541820081347799, 0.09722785477681595)",0.1541820081347799,0.09722785477681595,2.0,0.9873019305991203
MUR_UIC_NCAAB_awayCover | NIU_AKR_NCAAB_homeCover,0.409294550782,261.0,"(0.18297062387855173, 0.08737823041854181)",0.18297062387855173,0.08737823041854181,2.0,1.1716493537968766
