homeTeamAbbrev,awayTeamAbbrev,sport,index,probability,odds,kelly,unitPercent,unitReturn
DAL,LA,NHL,awayCover,0.931428,-205.0,"(0.7908554000000001, 0.30509866522398055)",0.7908554000000001,0.30509866522398055
CGY,ARI,NHL,awayCover,0.916913,-175.0,"(0.7715107499999999, 0.3401307642088927)",0.7715107499999999,0.3401307642088927
WSH,ANA,NHL,awayCover,0.8945790000000001,-142.0,"(0.7448811800000003, 0.3907380086747837)",0.7448811800000003,0.3907380086747837
UNM,USU,NCAAB,under,0.8667170000000001,-110.0,"(0.7201057000000002, 0.4714111083386275)",0.7201057000000002,0.4714111083386275
EDM,TOR,NHL,awayCover,0.8979950000000001,-175.0,"(0.7194862500000003, 0.29580597939375014)",0.7194862500000003,0.29580597939375014
CHI,SJ,NHL,awayCover,0.9104990000000003,-225.0,"(0.7091217500000009, 0.22349051392136163)",0.7091217500000009,0.22349051392136163
WPG,NYI,NHL,awayCover,0.8768890000000001,-162.0,"(0.6774491800000003, 0.2832946861004154)",0.6774491800000003,0.2832946861004154
WCU,SAM,NCAAB,homeWin,0.838404,-135.0,"(0.6202494000000001, 0.2849698653336)",0.6202494000000001,0.2849698653336
NYR,SEA,NHL,under,0.828339,-122.0,"(0.6189125800000002, 0.313977689903489)",0.6189125800000002,0.313977689903489
OTT,COL,NHL,homeCover,0.8801250000000002,-218.0,"(0.6187975000000006, 0.17564694770928924)",0.6187975000000006,0.17564694770928924
WCU,SAM,NCAAB,homeCover,0.823615,-120.0,"(0.611953, 0.31207206184083336)",0.611953,0.31207206184083336
TENN,FLA,NCAAB,over,0.7988719999999999,-110.0,"(0.5776311999999998, 0.3033252756485817)",0.5776311999999998,0.3033252756485817
ALA,MIZ,NCAAB,homeCover,0.7853919999999999,-110.0,"(0.5493231999999997, 0.2743236164165815)",0.5493231999999997,0.2743236164165815
CSU,AFA,NCAAB,homeCover,0.7852410000000001,-110.0,"(0.5490061000000002, 0.2740069980338275)",0.5490061000000002,0.2740069980338275
INST,MOST,NCAAB,homeCover,0.780351,-110.0,"(0.5387371000000001, 0.2638524208331001)",0.5387371000000001,0.2638524208331001
CSU,AFA,NCAAB,over,0.777392,-112.0,"(0.5280710399999999, 0.24898127079167987)",0.5280710399999999,0.24898127079167987
NIU,KENT,NCAAB,over,0.7306200000000002,-108.0,"(0.43968960000000035, 0.1790064299520003)",0.43968960000000035,0.1790064299520003
NYR,SEA,NHL,homeWin,0.8131269999999999,-205.0,"(0.43003734999999976, 0.09021079141220595)",0.43003734999999976,0.09021079141220595
PHX,SAC,NBA,under,0.7235490000000001,-108.0,"(0.42498192000000024, 0.16723114104341355)",0.42498192000000024,0.16723114104341355
PSU,WIS,NCAAB,over,0.7067239999999999,-108.0,"(0.3899859199999998, 0.1408231646280058)",0.3899859199999998,0.1408231646280058
INST,MOST,NCAAB,under,0.708607,-110.0,"(0.38807469999999994, 0.13691088434553633)",0.38807469999999994,0.13691088434553633
IU,PUR,NCAAB,over,0.7076359999999999,-110.0,"(0.38603559999999987, 0.13547589497032722)",0.38603559999999987,0.13547589497032722
BYU,ISU,NCAAB,awayCover,0.7102790000000001,-112.0,"(0.38579148000000024, 0.13288845182195586)",0.38579148000000024,0.13288845182195586
DAY,SLU,NCAAB,homeCover,0.701312,-110.0,"(0.37275520000000006, 0.12631494466094556)",0.37275520000000006,0.12631494466094556
BYU,ISU,NCAAB,under,0.702245,-112.0,"(0.3687594, 0.12141383490032141)",0.3687594,0.12141383490032141
BYU,ISU,NCAAB,awayWin,0.603114,160.0,"(0.3550602500000001, 0.2017084498081001)",0.3550602500000001,0.2017084498081001
DAL,LA,NHL,under,0.699464,-120.0,"(0.3388208, 0.09566627876053332)",0.3388208,0.09566627876053332
