index,probability,odds,kelly,unitPercent,unitReturn,legs,betDollars
UNC_WVU_NCAAF_homeWin | TULN_VT_NCAAF_homeWin,0.30845151863700004,1110.0,"(0.2461498536493424, 0.6725462300126788)",0.2461498536493424,0.6725462300126788,2.0,3.437107052337962
OKC_NY_NBA_under | WSH_TOR_NBA_homeWin,0.37230433084849995,530.0,"(0.25387118572557543, 0.341588068391061)",0.25387118572557543,0.341588068391061,2.0,3.5449236711138994
WSH_TOR_NBA_under | UNC_WVU_NCAAF_homeCover | TULN_VT_NCAAF_homeCover,0.3103269986516747,611.0,"(0.197450893684682, 0.23820968659713435)",0.197450893684682,0.23820968659713435,3.0,2.757100396821084
BKN_MIL_NBA_under | HOU_PHX_NBA_under,0.4228950713099999,268.0,"(0.2075574113510447, 0.11545461173808136)",0.2075574113510447,0.11545461173808136,2.0,2.898222492287039
WSH_TOR_NBA_homeCover | USC_LOU_NCAAF_homeWin,0.283317565226,482.0,"(0.13462826340566805, 0.08736138806275705)",0.13462826340566805,0.08736138806275705,2.0,1.8798782397605163
HOU_PHX_NBA_homeCover | ORL_PHI_NBA_awayCover,0.367032631456,270.0,"(0.132600272736, 0.047473647290086296)",0.132600272736,0.047473647290086296,2.0,1.8515604450129253
HOU_PHX_NBA_homeWin | ORL_PHI_NBA_awayWin,0.30547228385225,349.0,"(0.10646720759214973, 0.03956007936071997)",0.10646720759214973,0.03956007936071997,2.0,1.4866520724363845
DAL_CLE_NBA_under | OKST_TA&M_NCAAF_awayWin,0.30104106697349997,328.0,"(0.08794383129468897, 0.02536790527794697)",0.08794383129468897,0.02536790527794697,2.0,1.2280013913118284
OKST_TA&M_NCAAF_under | TULN_VT_NCAAF_over,0.3209520759,265.0,"(0.06470757623962264, 0.011095736620437427)",0.06470757623962264,0.011095736620437427,2.0,0.9035425507493392
BKN_MIL_NBA_homeCover | OKST_TA&M_NCAAF_awayCover,0.31077132354,264.0,"(0.04969985518393938, 0.006520999598003996)",0.04969985518393938,0.006520999598003996,2.0,0.6939826297692777
DAL_CLE_NBA_homeWin,0.635621,-170.0,"(0.016176700000000044, 0.00015393271934705945)",0.016176700000000044,0.00015393271934705945,1.0,0.22588292793691125
WSH_TOR_NBA_homeWin,0.5379754999999999,230.0,"(0.3370952826086956, 0.2613564279811835)",0.3370952826086956,0.2613564279811835,1.0,4.7070211742427395
OKC_NY_NBA_under,0.692047,-110.0,"(0.3532986999999999, 0.11347270129244538)",0.3532986999999999,0.11347270129244538,1.0,4.933277169775306
TULN_VT_NCAAF_homeCover,0.679401,-105.0,"(0.34277205000000005, 0.11189778882019293)",0.34277205000000005,0.11189778882019293,1.0,4.786288567441885
UNC_WVU_NCAAF_homeCover,0.686167,-110.0,"(0.34095069999999994, 0.10567943620953635)",0.34095069999999994,0.10567943620953635,1.0,4.760856194288033
WSH_TOR_NBA_under,0.6656770000000001,-110.0,"(0.2979217000000001, 0.08068849030080916)",0.2979217000000001,0.08068849030080916,1.0,4.16002187664616
HOU_PHX_NBA_under,0.65217,-108.0,"(0.2765136000000001, 0.07079608424533342)",0.2765136000000001,0.07079608424533342,1.0,3.861090431446201
BKN_MIL_NBA_under,0.6484429999999999,-110.0,"(0.26173029999999975, 0.06227522721644534)",0.26173029999999975,0.06227522721644534,1.0,3.6546642080155998
WSH_TOR_NBA_homeCover,0.647089,-110.0,"(0.25888690000000003, 0.060929479083281876)",0.25888690000000003,0.060929479083281876,1.0,3.6149604663812895
USC_LOU_NCAAF_homeWin,0.43783399999999995,205.0,"(0.16360668292682917, 0.05487265073155603)",0.16360668292682917,0.05487265073155603,1.0,2.2845176438679053
HOU_PHX_NBA_homeCover,0.6322720000000001,-112.0,"(0.22041664000000016, 0.043378120704365745)",0.22041664000000016,0.043378120704365745,1.0,3.077781995661415
HOU_PHX_NBA_homeWin,0.5606215,114.0,"(0.1752017631578947, 0.03499304990754393)",0.1752017631578947,0.03499304990754393,1.0,2.4464252438268876
ORL_PHI_NBA_awayWin,0.5448815,110.0,"(0.13113740909090915, 0.018916722069384113)",0.13113740909090915,0.018916722069384113,1.0,1.8311337867126796
ORL_PHI_NBA_awayCover,0.580498,-105.0,"(0.1400208999999999, 0.0186722404160095)",0.1400208999999999,0.0186722404160095,1.0,1.9551781799972399
WSH_TOR_NBA_homeWin | TULN_VT_NCAAF_homeWin,0.27419858069299996,1253.0,"(0.21627348737240937, 0.5860809933930031)",0.21627348737240937,0.5860809933930031,2.0,3.0199291921594824
