homeTeamAbbrev,awayTeamAbbrev,sport,bookie,betType,probability,odds,unitPercent,unitReturn,vegasProbability,redFlag
MTSU,JVST,NCAAB,BetMGM,under,0.7980510000000001,-110.0,0.5759071000000001,0.3015172616640093,0.5,True
BUCK,NAVY,NCAAB,FanDuel,under,0.806409,-114.0,0.5857152600000001,0.3009318998218138,0.5,True
BUCK,NAVY,NCAAB,BetMGM,under,0.806409,-115.0,0.5837793500000001,0.2963463734664543,0.5,True
BUCK,NAVY,NCAAB,DraftKings,under,0.790167,-110.0,0.5593506999999999,0.2844301869004454,0.5,True
MTSU,JVST,NCAAB,FanDuel,under,0.7980510000000001,-114.0,0.5678291400000002,0.28283327388871915,0.5,True
BU,ARMY,NCAAB,FanDuel,under,0.787905,-110.0,0.5546004999999999,0.2796197405456818,0.5,True
MTSU,JVST,NCAAB,DraftKings,under,0.7817880000000001,-110.0,0.5417548000000003,0.2668166030209458,0.5,True
SEA,CHI,NHL,FanDuel,homeCover,0.73562,102.0,0.47642392156862756,0.2315193481036864,0.5,True
AMER,HC,NCAAB,FanDuel,homeCover,0.736625,-104.0,0.46271499999999993,0.20587035694711542,0.5,True
AMER,HC,NCAAB,BetMGM,homeCover,0.736625,-105.0,0.46008124999999994,0.2015950062872023,0.5,True
SEA,CHI,NHL,BetMGM,homeCover,0.73562,-105.0,0.45802100000000007,0.1997935585152381,0.5,True
SIU,VAL,NCAAB,BetMGM,homeCover,0.7468970000000001,-110.0,0.4684837000000003,0.19952452469608206,0.5,True
SA,OKC,NBA,BetMGM,awayCover,0.735294,-105.0,0.4573527,0.19921094494979996,0.5,True
ALA,AUB,NCAAB,FanDuel,over,0.7421620000000001,-110.0,0.4585402000000002,0.19114465001458197,0.5,True
AMER,HC,NCAAB,DraftKings,homeCover,0.736625,-110.0,0.44691249999999993,0.18157343877840912,0.5,True
SIU,VAL,NCAAB,FanDuel,homeCover,0.7468970000000001,-115.0,0.4558285500000003,0.18067797130008934,0.5,True
SEA,CHI,NHL,DraftKings,homeCover,0.73562,-110.0,0.4448020000000001,0.17986256291272737,0.5,True
SA,OKC,NBA,FanDuel,awayCover,0.735294,-110.0,0.4441174,0.17930933180250908,0.5,True
ALA,AUB,NCAAB,BetMGM,over,0.7421620000000001,-115.0,0.4456483000000002,0.17269774547207842,0.5,True
GS,ATL,NBA,BetMGM,over,0.7397339999999999,-115.0,0.44042809999999977,0.16867557501705194,0.5,True
SIU,VAL,NCAAB,DraftKings,homeCover,0.727985,-110.0,0.4287685,0.1671294787202273,0.5,True
GS,ATL,NBA,FanDuel,over,0.721597,-110.0,0.4153537000000001,0.15683517827608195,0.5,True
ALA,AUB,NCAAB,DraftKings,awayWin,0.594827,142.0,0.3094939014084507,0.13601679451281376,0.39849179358272957,False
ALA,AUB,NCAAB,FanDuel,awayWin,0.594827,140.0,0.30541771428571424,0.13059197227931427,0.39849179358272957,False
DET,CHA,NBA,BetMGM,over,0.6918759999999999,-105.0,0.36834579999999983,0.12921774131203795,0.5,False
CCU,USM,NCAAB,BetMGM,homeWin,0.5651930000000001,155.0,0.2846723548387098,0.12560944189459525,0.3900422012873524,False
CCU,USM,NCAAB,FanDuel,homeWin,0.5651930000000001,152.0,0.27913576315789485,0.11843349689608536,0.3900422012873524,False
SEA,CHI,NHL,FanDuel,homeWin,0.8751950000000001,-260.0,0.5507020000000002,0.11664334338615397,0.7091614154144449,False
WSH,MIN,NBA,BetMGM,over,0.693581,-110.0,0.3565201,0.11555143791273637,0.5,False
CCU,USM,NCAAB,DraftKings,homeWin,0.5651930000000001,150.0,0.27532166666666674,0.11370303020416671,0.3900422012873524,False
DET,CHA,NBA,DraftKings,over,0.6918759999999999,-110.0,0.35293959999999985,0.11324214658923631,0.5,False
ISU,KSU,NCAAB,FanDuel,under,0.677846,-105.0,0.3395842999999999,0.1098261874347523,0.5,False
WSH,MIN,NBA,DraftKings,over,0.693581,-112.0,0.35039172,0.10961996200407002,0.5,False
DET,CHA,NBA,FanDuel,over,0.6918759999999999,-112.0,0.3467771199999999,0.10736997406740562,0.5,False
WCU,UNCG,NCAAB,DraftKings,homeCover,0.6861280000000001,-110.0,0.34086880000000014,0.10562867164858195,0.5,False
DEP,MARQ,NCAAB,BetMGM,over,0.673355,-105.0,0.3303777500000001,0.10395186447148813,0.5,False
SEA,CHI,NHL,BetMGM,homeWin,0.8751950000000001,-275.0,0.5319812500000003,0.10291056376420474,0.7091614154144449,False
SJSU,UNM,NCAAB,DraftKings,under,0.6817599999999999,-110.0,0.3316959999999998,0.10002021492363629,0.5,False
ALA,AUB,NCAAB,BetMGM,awayCover,0.6791280000000001,-110.0,0.32616880000000015,0.09671462372130918,0.5,False
ISU,KSU,NCAAB,BetMGM,under,0.677846,-110.0,0.3234765999999999,0.09512464613414542,0.5,False
FLA,ARI,NHL,DraftKings,awayCover,0.716414,-130.0,0.3477522,0.09302430200372307,0.5427435387673957,False
SEA,CHI,NHL,DraftKings,homeWin,0.8751950000000001,-290.0,0.5132605000000002,0.09084011753801736,0.7091614154144449,False
SJSU,UNM,NCAAB,FanDuel,under,0.6621460000000001,-105.0,0.3073993000000002,0.08999459965760963,0.5,False
DEP,MARQ,NCAAB,FanDuel,over,0.673355,-110.0,0.3140455000000001,0.08965870551840917,0.5,False
CIT,MER,NCAAB,DraftKings,homeCover,0.6696540000000001,-110.0,0.30627340000000014,0.08527581413414556,0.5,False
UIC,INST,NCAAB,DraftKings,awayCover,0.669474,-110.0,0.30589540000000004,0.08506545067378188,0.5,False
CCU,USM,NCAAB,BetMGM,over,0.6670150000000001,-110.0,0.30073150000000026,0.082217668265682,0.5,False
WCU,UNCG,NCAAB,DraftKings,homeWin,0.727227,-142.0,0.3398893399999999,0.08135546721523625,0.5656028368794326,False
CCU,USM,NCAAB,DraftKings,over,0.6670150000000001,-112.0,0.2940718000000003,0.07721269960289298,0.5,False
WCU,UNCG,NCAAB,BetMGM,homeWin,0.727227,-145.0,0.3317061499999999,0.07588204823987754,0.5656028368794326,False
TROY,TXST,NCAAB,BetMGM,homeCover,0.661329,-110.0,0.28879089999999985,0.07581834902073634,0.5,False
HOU,POR,NBA,FanDuel,under,0.665468,-112.0,0.2907921599999999,0.07550007171202279,0.5,False
CIT,MER,NCAAB,BetMGM,homeWin,0.6920019999999999,-125.0,0.3070044999999998,0.07540141041619992,0.5324675324675325,False
UTSA,TULN,NCAAB,DraftKings,over,0.6603569999999999,-110.0,0.2867496999999997,0.07475035495462715,0.5,False
CIT,MER,NCAAB,BetMGM,homeCover,0.6696540000000001,-115.0,0.2897561000000002,0.07300747607583483,0.5,False
UIC,INST,NCAAB,BetMGM,awayCover,0.669474,-115.0,0.28936910000000005,0.07281258785635653,0.5,False
CCU,USM,NCAAB,FanDuel,over,0.6670150000000001,-114.0,0.2874121000000003,0.07246115370737735,0.5,False
SEA,CHI,NHL,FanDuel,over,0.657715,-110.0,0.2812015000000001,0.0718857123656819,0.5010897994768962,False
HOU,POR,NBA,BetMGM,under,0.6460629999999999,-105.0,0.27442914999999984,0.07172510320925946,0.5,False
WCU,UNCG,NCAAB,FanDuel,homeWin,0.727227,-148.0,0.32352295999999986,0.07072101732916317,0.5656028368794326,False
QUOC,CARK,NCAAB,FanDuel,homeCover,0.673539,-118.0,0.28831502,0.07044538199796643,0.5,False
CCU,USM,NCAAB,BetMGM,homeCover,0.6558080000000001,-110.0,0.27719680000000013,0.0698527872093092,0.5,False
FLA,ARI,NHL,FanDuel,awayCover,0.716414,-142.0,0.31372187999999995,0.06931085773995377,0.5427435387673957,False
CIT,MER,NCAAB,FanDuel,homeWin,0.6920019999999999,-128.0,0.29776455999999973,0.06926854155624486,0.5324675324675325,False
UNCA,RAD,NCAAB,FanDuel,over,0.665728,-115.0,0.2813152,0.06881586239220866,0.5,False
UNCA,RAD,NCAAB,BetMGM,over,0.6420770000000001,-105.0,0.26625785000000024,0.06751737398725965,0.5,False
LONG,GWEB,NCAAB,DraftKings,homeCover,0.653435,-110.0,0.27221349999999994,0.06736380871113637,0.5,False
SEA,CHI,NHL,DraftKings,over,0.657715,-112.0,0.27435580000000015,0.06720634374432145,0.5010897994768962,False
QUOC,CARK,NCAAB,DraftKings,homeCover,0.6529730000000001,-110.0,0.2712433000000003,0.0668844798135365,0.5,False
DAL,PHX,NBA,FanDuel,homeWin,0.5820939999999999,120.0,0.2338389999999998,0.06561681350519993,0.447405997144217,False
CCU,USM,NCAAB,DraftKings,homeCover,0.6558080000000001,-112.0,0.27031296000000016,0.06524026459282294,0.5,False
IOWA,MD,NCAAB,FanDuel,homeCover,0.645865,-108.0,0.26339920000000006,0.06423994311170375,0.5,False
CHSO,WIN,NCAAB,FanDuel,over,0.648745,-110.0,0.2623645,0.06257739169113637,0.5,False
DAL,PHX,NBA,BetMGM,homeCover,0.6476129999999999,-110.0,0.25998729999999975,0.061448541964809006,0.5,False
BU,ARMY,NCAAB,FanDuel,awayWin,0.384112,265.0,0.15170143396226415,0.06098531142544905,0.2705929168324712,False
DEP,MARQ,NCAAB,FanDuel,awayCover,0.6468100000000001,-110.0,0.2583010000000002,0.060654006000909234,0.5,False
SEA,CHI,NHL,BetMGM,over,0.657715,-115.0,0.2640872500000001,0.060645283141358725,0.5010897994768962,False
UNCA,RAD,NCAAB,DraftKings,over,0.6420770000000001,-108.0,0.2555201600000003,0.06045421496891275,0.5,False
HOU,POR,NBA,DraftKings,under,0.6460629999999999,-110.0,0.25673229999999986,0.059919521693899955,0.5,False
IOWA,MD,NCAAB,BetMGM,homeCover,0.645865,-110.0,0.25631650000000006,0.059725589247500065,0.5,False
LONG,GWEB,NCAAB,FanDuel,homeCover,0.653435,-115.0,0.25488524999999995,0.056492600580489064,0.5,False
BU,ARMY,NCAAB,DraftKings,awayWin,0.384112,260.0,0.14723200000000003,0.05636088074240003,0.2705929168324712,False
MOST,DRKE,NCAAB,FanDuel,awayCover,0.641304,-110.0,0.24673839999999997,0.055345307304145476,0.5,False
DAL,PHX,NBA,BetMGM,homeWin,0.5820939999999999,115.0,0.21869747826086933,0.055002875047312924,0.447405997144217,False
UGA,LSU,NCAAB,DraftKings,under,0.636405,-108.0,0.2437224,0.05500056320533334,0.5,False
SJU,VILL,NCAAB,FanDuel,under,0.628965,-105.0,0.23937824999999996,0.05457328245053571,0.5,False
SA,OKC,NBA,FanDuel,awayWin,0.836536,-275.0,0.3870099999999998,0.05446426912727267,0.7056921023472326,False
DAL,PHX,NBA,DraftKings,homeWin,0.5820939999999999,114.0,0.215509789473684,0.052946695069250364,0.447405997144217,False
SA,OKC,NBA,DraftKings,awayWin,0.836536,-278.0,0.3821060799999998,0.052519804450707294,0.7056921023472326,False
KENN,UNA,NCAAB,BetMGM,over,0.63817,-110.0,0.240157,0.05243216786272729,0.5,False
KENN,UNA,NCAAB,FanDuel,homeCover,0.637287,-110.0,0.2383027000000001,0.05162561529753643,0.5,False
DEP,MARQ,NCAAB,BetMGM,awayCover,0.6468100000000001,-115.0,0.24064150000000023,0.050355070888913125,0.5,False
MOST,DRKE,NCAAB,BetMGM,awayCover,0.62144,-105.0,0.22395199999999998,0.04776618886095235,0.5,False
SLU,DAV,NCAAB,DraftKings,under,0.620201,-105.0,0.22141204999999997,0.04668885322400237,0.5,False
SJU,VILL,NCAAB,DraftKings,under,0.628965,-110.0,0.22082649999999998,0.04433122100204544,0.5,False
SJSU,UNM,NCAAB,BetMGM,homeWin,0.315284,340.0,0.11389694117647059,0.044106544911811776,0.22357074417119133,False
DEP,MARQ,NCAAB,DraftKings,awayCover,0.628638,-110.0,0.22013980000000005,0.04405593776730914,0.5,False
SLU,DAV,NCAAB,FanDuel,awayCover,0.609829,-102.0,0.2118545799999999,0.044002316732329766,0.5,False
UPST,HPU,NCAAB,FanDuel,homeWin,0.367133,265.0,0.12831526415094335,0.043631738587434896,0.26645768025078376,False
