homeTeamAbbrev,awayTeamAbbrev,sport,index,probability,odds,kelly,unitPercent,unitReturn
OSU,WIS,NCAAB,over,0.8862909999999999,-110.0,"(0.7612110999999999, 0.526765762512009)",0.7612110999999999,0.526765762512009
HC,NAVY,NCAAB,under,0.848143,-112.0,"(0.67806316, 0.41050861513320136)",0.67806316,0.41050861513320136
COL,VGK,NHL,awayCover,0.8843920000000001,-198.0,"(0.6554881600000002, 0.21700238782837672)",0.6554881600000002,0.21700238782837672
PRES,WIN,NCAAB,over,0.819339,-110.0,"(0.6206119000000001, 0.3501446640196456)",0.6206119000000001,0.3501446640196456
HC,NAVY,NCAAB,awayWin,0.821562,-155.0,"(0.5449831, 0.1916171479262)",0.5449831,0.1916171479262
MRSH,GASO,NCAAB,homeCover,0.7698020000000001,-110.0,"(0.5165842000000003, 0.24259930517240022)",0.5165842000000003,0.24259930517240022
UTAH,DEN,NBA,under,0.7613780000000001,-110.0,"(0.4988938000000002, 0.22626820334403658)",0.4988938000000002,0.22626820334403658
ARMY,L-MD,NCAAB,under,0.759843,-110.0,"(0.49567030000000006, 0.22335367845644552)",0.49567030000000006,0.22335367845644552
HC,NAVY,NCAAB,awayCover,0.7527149999999999,-105.0,"(0.4930657499999998, 0.23153698459339267)",0.4930657499999998,0.23153698459339267
LAC,TOR,NBA,under,0.7537249999999999,-112.0,"(0.47789699999999974, 0.20391566304374972)",0.47789699999999974,0.20391566304374972
MISS,FLA,NCAAB,over,0.7418819999999999,-110.0,"(0.45795219999999986, 0.19065474316803624)",0.45795219999999986,0.19065474316803624
CAL,COLO,NCAAB,over,0.7378180000000001,-110.0,"(0.44941780000000014, 0.18361487177894564)",0.44941780000000014,0.18361487177894564
MIA,LOU,NCAAB,homeCover,0.732714,-110.0,"(0.43869939999999996, 0.17496105778214546)",0.43869939999999996,0.17496105778214546
MRSH,GASO,NCAAB,homeWin,0.924759,-650.0,"(0.4356925, 0.02920430070096149)",0.4356925,0.02920430070096149
DAL,MIN,NHL,homeWin,0.801859,-198.0,"(0.40953982, 0.08470851725536997)",0.40953982,0.08470851725536997
COLG,LAF,NCAAB,under,0.7153850000000002,-110.0,"(0.40230850000000035, 0.14713829924750027)",0.40230850000000035,0.14713829924750027
DAL,MIN,NHL,homeCover,0.648188,130.0,"(0.3775633846153846, 0.18532034222289226)",0.3775633846153846,0.18532034222289226
HPU,UNCA,NCAAB,homeCover,0.6963609999999999,-110.0,"(0.3623580999999998, 0.11936672057782713)",0.3623580999999998,0.11936672057782713
IND,WSH,NBA,homeCover,0.6960890000000002,-112.0,"(0.3557086800000004, 0.1129720223458417)",0.3557086800000004,0.1129720223458417
LIB,JVST,NCAAB,under,0.6874609999999999,-110.0,"(0.34366809999999975, 0.10737069359782712)",0.34366809999999975,0.10737069359782712
