homeTeamAbbrev,awayTeamAbbrev,sport,bookie,betType,probability,odds,unitPercent,unitReturn,vegasProbability,redFlag
MRST,SIE,NCAAB,DraftKings,homeCover,0.801661,-108.0,0.5874548799999999,0.3195400333664948,0.5,True
MRST,SIE,NCAAB,BetMGM,homeCover,0.801661,-110.0,0.5834880999999998,0.30950760258328164,0.5,True
HOU,BOS,NBA,BetMGM,homeWin,0.384637,475.0,0.2550868947368421,0.3090792883658026,0.1740089455302984,True
HOU,BOS,NBA,FanDuel,homeWin,0.384637,460.0,0.2508624347826087,0.2894870214512696,0.1740089455302984,True
HOU,BOS,NBA,DraftKings,homeWin,0.384637,455.0,0.24939238461538463,0.28299435484387314,0.1740089455302984,True
UTSA,FAU,NCAAB,BetMGM,homeWin,0.223894,1000.0,0.1462834,0.2139883311556,0.0957588690317418,False
UTSA,FAU,NCAAB,FanDuel,homeWin,0.223894,980.0,0.14469951020408167,0.20519189288235112,0.0957588690317418,False
UTSA,FAU,NCAAB,DraftKings,homeWin,0.223894,900.0,0.13766,0.17055248039999998,0.0957588690317418,False
LIU,CCSU,NCAAB,BetMGM,under,0.718492,-110.0,0.4088332,0.15194962311112734,0.5,True
MRMK,STO,NCAAB,BetMGM,homeCover,0.7162499999999999,-110.0,0.40412499999999985,0.14847001420454542,0.5,True
MRMK,STO,NCAAB,FanDuel,homeCover,0.7162499999999999,-115.0,0.3899374999999999,0.13221848165760855,0.5,True
WSH,DEN,NBA,BetMGM,homeWin,0.26193700000000003,625.0,0.14384692000000004,0.1293246024592901,0.1338742651882328,False
MUR,INST,NCAAB,BetMGM,over,0.701003,-110.0,0.37210630000000006,0.12587554409062734,0.5,True
MD,MSU,NCAAB,FanDuel,under,0.699895,-110.0,0.3697795000000001,0.12430625329113648,0.5,False
LIU,CCSU,NCAAB,DraftKings,under,0.6978809999999999,-110.0,0.3655500999999997,0.12147897782728162,0.5,False
WSH,DEN,NBA,FanDuel,homeWin,0.26193700000000003,610.0,0.1409430655737705,0.12117618117332625,0.1338742651882328,False
CAR,MIN,NHL,FanDuel,awayCover,0.758418,-144.0,0.41053992000000006,0.11704376799556,0.5787700084245998,False
WSH,DEN,NBA,DraftKings,homeWin,0.26193700000000003,600.0,0.13892650000000006,0.11580343441350008,0.1338742651882328,False
ANA,NYR,NHL,DraftKings,homeCover,0.731639,-130.0,0.3827697000000001,0.11270203326006928,0.5451553643177822,False
MD,MSU,NCAAB,BetMGM,under,0.679601,-105.0,0.34318205,0.11216563756400239,0.5,False
MUR,INST,NCAAB,DraftKings,over,0.701003,-115.0,0.35715645000000007,0.11092237371878476,0.5,True
LIU,CCSU,NCAAB,FanDuel,under,0.6978809999999999,-115.0,0.3504441499999997,0.10679226284280198,0.5,False
CAR,MIN,NHL,BetMGM,awayCover,0.758418,-150.0,0.3960450000000001,0.10456776135000002,0.5787700084245998,False
ANA,NYR,NHL,FanDuel,homeCover,0.731639,-134.0,0.3720352600000001,0.10329121991288631,0.5451553643177822,False
ANA,NYR,NHL,BetMGM,homeCover,0.731639,-135.0,0.3693516500000001,0.10105232693164636,0.5451553643177822,False
MRST,SIE,NCAAB,FanDuel,homeWin,0.870679,-275.0,0.5150462499999999,0.09646277805056823,0.7095435684647302,False
SHU,WAG,NCAAB,DraftKings,under,0.673521,-108.0,0.3209236800000001,0.09536297072661341,0.5,False
CAR,MIN,NHL,DraftKings,awayCover,0.758418,-155.0,0.3839659000000001,0.09511600797600642,0.5787700084245998,False
MD,MSU,NCAAB,DraftKings,under,0.679601,-112.0,0.32075412000000003,0.09186000490801284,0.5,False
DET,TB,NHL,FanDuel,homeCover,0.8472289999999999,-245.0,0.47294004999999967,0.0912948126097968,0.6799065420560747,False
SHU,WAG,NCAAB,BetMGM,under,0.673521,-110.0,0.31439410000000007,0.0898578637407364,0.5,False
MRST,SIE,NCAAB,DraftKings,homeWin,0.870679,-285.0,0.5021141499999999,0.08846267355446404,0.7095435684647302,False
DET,TB,NHL,BetMGM,homeCover,0.8472289999999999,-250.0,0.46530149999999965,0.08660219436089982,0.6799065420560747,False
NYI,DAL,NHL,BetMGM,homeCover,0.846894,-250.0,0.4641290000000001,0.08616629145639998,0.6967745955263869,False
MRST,SIE,NCAAB,BetMGM,homeWin,0.870679,-300.0,0.4827159999999999,0.07767157888533327,0.7095435684647302,False
MAN,FAIR,NCAAB,FanDuel,homeWin,0.350804,320.0,0.14793025,0.07002674836820001,0.2491874322860238,False
NYI,DAL,NHL,DraftKings,homeCover,0.846894,-270.0,0.4335078000000001,0.06960333802253331,0.6967745955263869,False
SHU,WAG,NCAAB,FanDuel,under,0.6308760000000001,-105.0,0.24329580000000017,0.056374139331085794,0.5,False
ORL,MIA,NBA,BetMGM,homeCover,0.6608780000000001,-120.0,0.2539316000000002,0.05373438123213344,0.5026964643958841,False
ORL,MIA,NBA,FanDuel,homeCover,0.6393840000000001,-112.0,0.23549408000000016,0.04951559081700577,0.5026964643958841,False
MAN,FAIR,NCAAB,BetMGM,homeWin,0.350804,290.0,0.1269433103448276,0.04673235171977931,0.2491874322860238,False
MD,MSU,NCAAB,FanDuel,awayWin,0.6257360000000001,-108.0,0.22153088000000015,0.04544067666071709,0.5043297540699689,False
HOU,BOS,NBA,BetMGM,homeCover,0.618211,-105.0,0.2173325499999999,0.04498422599000235,0.5,False
ORL,MIA,NBA,BetMGM,homeWin,0.6174309999999998,-105.0,0.21573354999999966,0.04432472818628796,0.4891657638136511,False
ORL,MIA,NBA,DraftKings,homeCover,0.6393840000000001,-115.0,0.22467560000000014,0.043894891509008736,0.5026964643958841,False
MAN,FAIR,NCAAB,DraftKings,homeWin,0.350804,285.0,0.12301592982456142,0.04312881912321404,0.2491874322860238,False
MD,MSU,NCAAB,BetMGM,awayCover,0.6030789999999999,100.0,0.20615799999999984,0.04250112096399993,0.49247247075017214,False
UTAH,ORE,NCAAB,BetMGM,homeCover,0.615173,-105.0,0.2111046499999999,0.042443022144402355,0.5,False
PHI,OTT,NHL,BetMGM,awayCover,0.7633770000000001,-200.0,0.29013100000000025,0.04208799858050006,0.6438033559022667,False
MSM,NIA,NCAAB,BetMGM,homeCover,0.625887,-110.0,0.2143626999999999,0.04177397013753633,0.5,False
MD,MSU,NCAAB,BetMGM,awayWin,0.6257360000000001,-110.0,0.2140456000000001,0.04165047170850917,0.5043297540699689,False
HOU,BOS,NBA,DraftKings,homeCover,0.618211,-108.0,0.20587887999999993,0.03924640113893924,0.5,False
UTAH,ORE,NCAAB,FanDuel,homeCover,0.63317,-115.0,0.2113155,0.03882977438282605,0.5,False
ORL,MIA,NBA,DraftKings,homeWin,0.6174309999999998,-108.0,0.20425647999999968,0.038630286687028025,0.4891657638136511,False
UTAH,ORE,NCAAB,FanDuel,over,0.610392,-105.0,0.20130360000000008,0.03859346606948573,0.5,False
MD,MSU,NCAAB,FanDuel,awayCover,0.6030789999999999,-102.0,0.19821957999999984,0.038520590093506224,0.49247247075017214,False
MD,MSU,NCAAB,DraftKings,awayWin,0.6257360000000001,-112.0,0.20656032000000019,0.0380956837486629,0.5043297540699689,False
PHI,OTT,NHL,DraftKings,awayCover,0.7633770000000001,-205.0,0.27829985000000024,0.03778088122440129,0.6438033559022667,False
HOU,BOS,NBA,FanDuel,homeCover,0.618211,-110.0,0.1982430999999999,0.035727569725099974,0.5,False
LAL,POR,NBA,BetMGM,under,0.6053689999999999,-105.0,0.19100644999999983,0.03474615613485945,0.5,False
UTAH,ORE,NCAAB,DraftKings,homeCover,0.615173,-110.0,0.1918632999999999,0.03346502353353634,0.5,False
MSM,NIA,NCAAB,FanDuel,homeCover,0.625887,-115.0,0.19565704999999994,0.03328841844756736,0.5,False
BUF,KC,NFL,BetMGM,over,0.614651,-110.0,0.19076709999999986,0.03308371494764541,0.5,False
MD,MSU,NCAAB,DraftKings,awayCover,0.6030789999999999,-105.0,0.18631194999999984,0.033059183536002325,0.49247247075017214,False
UTSA,FAU,NCAAB,FanDuel,under,0.601941,-105.0,0.18397904999999987,0.032236467465621366,0.5,False
UTAH,ORE,NCAAB,DraftKings,over,0.610392,-110.0,0.18182320000000007,0.030054250962036382,0.5,False
LAL,POR,NBA,FanDuel,under,0.6053689999999999,-110.0,0.17127489999999984,0.026668264881827233,0.5,False
MUR,INST,NCAAB,DraftKings,homeWin,0.407236,200.0,0.11085399999999995,0.024577218631999992,0.3207547169811321,False
UTSA,FAU,NCAAB,BetMGM,under,0.601941,-110.0,0.1640760999999999,0.02447360599200907,0.5,False
UTSA,FAU,NCAAB,DraftKings,under,0.601941,-112.0,0.15611491999999993,0.0217605966487557,0.5,False
MUR,INST,NCAAB,BetMGM,homeWin,0.407236,195.0,0.10325446153846146,0.020789893463815382,0.3207547169811321,False
ETSU,UTC,NCAAB,FanDuel,homeCover,0.6059490000000001,-115.0,0.15279035000000013,0.020299905263584824,0.5,False
SPU,CAN,NCAAB,FanDuel,under,0.5936100000000001,-110.0,0.14658100000000018,0.019532717782727325,0.5,False
ILL,RUTG,NCAAB,FanDuel,homeCover,0.574039,-104.0,0.13103955999999994,0.016510929120186136,0.49837094637155455,False
ETSU,UTC,NCAAB,DraftKings,homeCover,0.5827310000000001,-108.0,0.13208048000000022,0.016153012219472643,0.5,False
MUR,INST,NCAAB,FanDuel,homeWin,0.407236,188.0,0.0919359999999999,0.015890188820479968,0.3207547169811321,False
SEA,TOR,NHL,FanDuel,over,0.5572380000000002,102.0,0.12315760784313773,0.01547115229703699,0.5217391304347826,False
ILL,RUTG,NCAAB,BetMGM,homeCover,0.574039,-105.0,0.12677994999999992,0.015307767354288076,0.49837094637155455,False
USF,WICH,NCAAB,FanDuel,homeCover,0.5854490000000001,-110.0,0.1294429000000002,0.015232240327645509,0.5,False
LIU,CCSU,NCAAB,FanDuel,awayCover,0.583021,-110.0,0.12434410000000001,0.014055868368009098,0.5,False
ETSU,UTC,NCAAB,DraftKings,homeWin,0.559215,100.0,0.11843000000000004,0.014025664900000009,0.4826358742837298,False
DET,TB,NFL,BetMGM,over,0.582622,-110.0,0.12350619999999995,0.01386707403494544,0.5005430060816681,False
MAN,FAIR,NCAAB,FanDuel,homeCover,0.572504,-106.0,0.11935824000000006,0.013439990052733596,0.5,False
ILL,RUTG,NCAAB,BetMGM,awayWin,0.195172,550.0,0.04883963636363639,0.013119205440727281,0.1475409836065574,False
ANA,NYR,NHL,FanDuel,under,0.527105,112.0,0.10487732142857153,0.012319162856035735,0.5114167663368491,False
ETSU,UTC,NCAAB,FanDuel,homeWin,0.559215,-102.0,0.1096143,0.011779700749500015,0.4826358742837298,False
DET,TB,NFL,FanDuel,over,0.582622,-114.0,0.10681107999999989,0.0100075498340056,0.5005430060816681,False
LAC,BKN,NBA,BetMGM,homeCover,0.573064,-110.0,0.10343440000000004,0.009726068275781824,0.5,False
MAN,FAIR,NCAAB,BetMGM,homeCover,0.572504,-110.0,0.10225840000000003,0.009506163973236368,0.5,False
LIU,CCSU,NCAAB,BetMGM,awayCover,0.583021,-115.0,0.10349515000000004,0.009314127020454354,0.5,False
LAL,POR,NBA,FanDuel,awayWin,0.22641699999999998,430.0,0.046513976744186,0.00930326514000231,0.1851851851851852,False
DET,TB,NFL,DraftKings,over,0.582622,-115.0,0.10263729999999993,0.009160361175034755,0.5005430060816681,False
ILL,RUTG,NCAAB,BetMGM,under,0.582247,-115.0,0.10183104999999992,0.009017011081828246,0.5,False
LAL,POR,NBA,BetMGM,awayWin,0.22641699999999998,425.0,0.04439747058823526,0.008377325427191166,0.1851851851851852,False
LAC,BKN,NBA,DraftKings,awayWin,0.22013000000000005,440.0,0.04288681818181825,0.008092828364545482,0.18058984019747956,False
MRST,SIE,NCAAB,FanDuel,over,0.5585319999999999,-106.0,0.09057591999999981,0.007739620079100349,0.5,False
MSM,NIA,NCAAB,DraftKings,homeWin,0.7369570000000001,-230.0,0.1319581000000003,0.007570843545917427,0.6755725190839694,False
HOU,BOS,NBA,BetMGM,under,0.5782130000000001,-115.0,0.09315795000000016,0.007546437954958711,0.5021645958699511,False
LAC,BKN,NBA,FanDuel,awayWin,0.22013000000000005,430.0,0.03876488372093029,0.006461679702558161,0.18058984019747956,False
LEM,SFPA,NCAAB,BetMGM,homeCover,0.5632510000000001,-110.0,0.0828271000000001,0.00623666226764548,0.5,False
ILL,RUTG,NCAAB,FanDuel,awayWin,0.195172,500.0,0.034206400000000026,0.005850389004800007,0.1475409836065574,False
LAL,POR,NBA,DraftKings,awayWin,0.22641699999999998,410.0,0.03773821951219508,0.00583911016899755,0.1851851851851852,False
LAC,BKN,NBA,BetMGM,awayWin,0.22013000000000005,425.0,0.036631176470588306,0.00570283313088237,0.18058984019747956,False
ILL,RUTG,NCAAB,FanDuel,under,0.561035,-110.0,0.0781734999999999,0.005555541911136354,0.5,False
DET,TB,NFL,FanDuel,homeCover,0.548168,-105.0,0.07374439999999993,0.005179272887009511,0.5,False
LEM,SFPA,NCAAB,DraftKings,under,0.547822,-105.0,0.07303510000000002,0.005080119840009523,0.5,False
MRST,SIE,NCAAB,BetMGM,over,0.5585319999999999,-110.0,0.0729171999999998,0.004833561868945437,0.5,False
ORL,MIA,NBA,BetMGM,under,0.568573,-115.0,0.07243194999999997,0.004562075983306512,0.5,False
ORL,MIA,NBA,DraftKings,under,0.5457759999999999,-105.0,0.06884079999999981,0.004513386423466639,0.5,False
SPU,CAN,NCAAB,FanDuel,homeCover,0.557332,-110.0,0.0703972000000001,0.0045052416071272895,0.5,False
LAC,BKN,NBA,DraftKings,homeCover,0.551993,-108.0,0.06814543999999989,0.004299815734068133,0.5,False
PHI,OTT,NHL,DraftKings,under,0.536286,-102.0,0.06329772000000006,0.003928040546272946,0.4804509318389158,False
MSM,NIA,NCAAB,FanDuel,under,0.554883,-110.0,0.06525430000000004,0.0038710215168091004,0.5,False
QUIN,IONA,NCAAB,BetMGM,homeCover,0.5424279999999999,-105.0,0.061977399999999794,0.003658283915009496,0.5,False
DET,TB,NHL,FanDuel,over,0.5649520000000001,-115.0,0.06464680000000023,0.0036340945654261088,0.9818974187060007,False
WSH,DEN,NBA,BetMGM,over,0.5538730000000001,-110.0,0.06313330000000011,0.003623466880809107,0.5,False
MSM,NIA,NCAAB,FanDuel,homeWin,0.7369570000000001,-245.0,0.09250165000000032,0.003492471531723498,0.6755725190839694,False
HOU,BOS,NBA,DraftKings,under,0.557113,-112.0,0.06107955999999998,0.003330993437315706,0.5021645958699511,False
MAN,FAIR,NCAAB,BetMGM,under,0.550301,-110.0,0.05563210000000007,0.00281357322764547,0.5,False
