homeTeamAbbrev,awayTeamAbbrev,sport,index,probability,odds,kelly,unitPercent,unitReturn
GS,BOS,NBA,homeCover,0.4941399999999999,-108.0,"(-0.052188800000000146, 0)",-0.052188800000000146,0.0
GS,BOS,NBA,awayCover,0.505763,-112.0,"(-0.04778244000000009, 0)",-0.04778244000000009,0.0
GS,BOS,NBA,over,0.32543,-110.0,"(-0.416597, 0)",-0.416597,0.0
GS,BOS,NBA,under,0.652545,-108.0,"(0.2772936000000001, 0.07119605611200004)",0.2772936000000001,0.07119605611200004
GS,BOS,NBA,homeWin,0.3647785,185.0,"(0.021415527027027037, 0.000848455876013851)",0.021415527027027037,0.000848455876013851
GS,BOS,NBA,awayWin,0.6352215,-225.0,"(-0.1855301250000001, 0)",-0.1855301250000001,0.0
MIL,SA,NBA,homeCover,0.43576499999999996,-110.0,"(-0.18489350000000015, 0)",-0.18489350000000015,0.0
MIL,SA,NBA,awayCover,0.5641079999999999,-110.0,"(0.08462679999999989, 0.006510632071127263)",0.08462679999999989,0.006510632071127263
MIL,SA,NBA,over,0.26874899999999996,-112.0,"(-0.5502521200000001, 0)",-0.5502521200000001,0.0
MIL,SA,NBA,under,0.7311240000000001,-108.0,"(0.4407379200000002, 0.17986103159808026)",0.4407379200000002,0.17986103159808026
MIL,SA,NBA,homeWin,0.8011865,-1450.0,"(-2.0816092499999996, 0)",-2.0816092499999996,0.0
MIL,SA,NBA,awayWin,0.19881349999999998,850.0,"(0.10455626470588232, 0.09292210615859553)",0.10455626470588232,0.09292210615859553
NO,MEM,NBA,homeCover,0.5882510000000001,-110.0,"(0.13532710000000014, 0.01664856726764549)",0.13532710000000014,0.01664856726764549
NO,MEM,NBA,awayCover,0.411694,-110.0,"(-0.23544260000000006, 0)",-0.23544260000000006,0.0
NO,MEM,NBA,over,0.274612,-110.0,"(-0.5233147999999999, 0)",-0.5233147999999999,0.0
NO,MEM,NBA,under,0.7253330000000001,-110.0,"(0.4231993000000002, 0.16281604320044563)",0.4231993000000002,0.16281604320044563
NO,MEM,NBA,homeWin,0.7688065000000001,-355.0,"(-0.05193042499999967, 0)",-0.05193042499999967,0.0
NO,MEM,NBA,awayWin,0.23119349999999994,280.0,"(-0.04338025000000012, 0)",-0.04338025000000012,0.0
POR,PHX,NBA,homeCover,0.442646,-108.0,"(-0.15929632000000005, 0)",-0.15929632000000005,0.0
