homeTeamAbbrev,awayTeamAbbrev,sport,index,probability,odds,kelly,unitPercent,unitReturn
MIN,NYI,NHL,awayCover,0.9352580000000001,-258.0,"(0.7682236400000005, 0.22874711668792644)",0.7682236400000005,0.22874711668792644
BUF,SJ,NHL,awayCover,0.8744710000000001,-110.0,"(0.7363891000000002, 0.4929717332716458)",0.7363891000000002,0.4929717332716458
CAR,LA,NHL,awayCover,0.9077280000000001,-198.0,"(0.7250294400000002, 0.2654887317508658)",0.7250294400000002,0.2654887317508658
BOS,NJ,NHL,awayCover,0.884607,-170.0,"(0.6884389000000001, 0.27879301119600597)",0.6884389000000001,0.27879301119600597
STL,PHI,NHL,awayCover,0.9123779999999999,-258.0,"(0.6863132399999997, 0.18256816410825474)",0.6863132399999997,0.18256816410825474
FLA,ANA,NHL,awayCover,0.8002850000000001,130.0,"(0.6466580769230772, 0.5436166689848081)",0.6466580769230772,0.5436166689848081
MTL,COL,NHL,homeCover,0.840551,-130.0,"(0.6332673000000001, 0.3084826717302231)",0.6332673000000001,0.3084826717302231
CBJ,VAN,NHL,homeCover,0.8428279999999999,-135.0,"(0.6306457999999998, 0.2946030555982517)",0.6306457999999998,0.2946030555982517
NIA,SIE,NCAAB,homeCover,0.820185,-110.0,"(0.6223885000000001, 0.3521522226656821)",0.6223885000000001,0.3521522226656821
TXSO,MVSU,NCAAB,under,0.8159179999999999,-110.0,"(0.6134277999999999, 0.34208515073894524)",0.6134277999999999,0.34208515073894524
NIA,SIE,NCAAB,homeWin,0.895867,-298.0,"(0.5855506599999999, 0.11505690450551517)",0.5855506599999999,0.11505690450551517
ALST,AAMU,NCAAB,homeCover,0.792605,-110.0,"(0.5644705, 0.28966085942750003)",0.5644705,0.28966085942750003
ALST,AAMU,NCAAB,homeWin,0.8621130000000001,-245.0,"(0.5242898500000004, 0.11219585584205016)",0.5242898500000004,0.11219585584205016
WAG,STO,NCAAB,under,0.769087,-112.0,"(0.51046444, 0.23265530759331565)",0.51046444,0.23265530759331565
PIT,SEA,NHL,awayCover,0.839243,-205.0,"(0.5096911499999999, 0.12672442360405972)",0.5096911499999999,0.12672442360405972
BCU,SOU,NCAAB,under,0.7616900000000001,-108.0,"(0.5043152000000002, 0.23549427865837058)",0.5043152000000002,0.23549427865837058
TOR,BOS,NBA,under,0.7467900000000001,-112.0,"(0.46319480000000013, 0.1915619845955715)",0.46319480000000013,0.1915619845955715
VGK,NSH,NHL,awayCover,0.8341339999999999,-238.0,"(0.4393729199999998, 0.08111284152492698)",0.4393729199999998,0.08111284152492698
PV,UAPB,NCAAB,homeWin,0.82651,-230.0,"(0.4274829999999999, 0.07945291969086946)",0.4274829999999999,0.07945291969086946
WAG,STO,NCAAB,homeCover,0.7217969999999999,-108.0,"(0.42133775999999984, 0.16437547037205322)",0.42133775999999984,0.16437547037205322
PV,UAPB,NCAAB,homeCover,0.723182,-110.0,"(0.41868219999999995, 0.15935889508803633)",0.41868219999999995,0.15935889508803633
MARQ,VILL,NCAAB,under,0.722322,-110.0,"(0.41687620000000003, 0.1579870601149455)",0.41687620000000003,0.1579870601149455
BUF,PIT,NFL,over,0.7110230000000001,-110.0,"(0.3931483000000001, 0.14051416890262736)",0.3931483000000001,0.14051416890262736
CAR,LA,NHL,under,0.693925,100.0,"(0.38785000000000003, 0.15042762250000002)",0.38785000000000003,0.15042762250000002
PV,UAPB,NCAAB,over,0.7047789999999999,-110.0,"(0.38003589999999987, 0.13129753208073627)",0.38003589999999987,0.13129753208073627
CLE,CHI,NBA,homeWin,0.758451,-166.0,"(0.35747966, 0.07698295621308164)",0.35747966,0.07698295621308164
GW,GMU,NCAAB,over,0.687073,-108.0,"(0.3491118400000001, 0.11285099706313494)",0.3491118400000001,0.11285099706313494
FLA,ANA,NHL,under,0.687668,-112.0,"(0.3378561599999999, 0.10191677218745138)",0.3378561599999999,0.10191677218745138
CLE,CHI,NBA,homeCover,0.680613,-108.0,"(0.33567504000000004, 0.10433123377685341)",0.33567504000000004,0.10433123377685341
CBJ,VAN,NHL,under,0.650132,110.0,"(0.33207018181818193, 0.12129766621803646)",0.33207018181818193,0.12129766621803646
TB,PHI,NFL,homeCover,0.657676,100.0,"(0.3153520000000001, 0.09944688390400006)",0.3153520000000001,0.09944688390400006
