index,probability,odds,kelly,unitPercent,unitReturn,legs,betDollars
GS_WSH_NBA_awayCover | HOU_DAL_NBA_awayCover | BRY_DREX_NCAAB_awayWin | SAC_PHX_NBA_under,0.31273276832546165,1728.0,"(0.27296035908503696, 1.2874871398780625)",0.27296035908503696,1.2874871398780625,4.0,2.0748367951227973
GS_WSH_NBA_awayWin | HOU_DAL_NBA_awayWin,0.29118900150000004,1954.0,"(0.25491412951944736, 1.269732910395969)",0.25491412951944736,1.269732910395969,2.0,1.9376630998601336
BRY_DREX_NCAAB_awayCover | ND_MRST_NCAAB_awayWin,0.468406100544,459.0,"(0.3525904361745011, 0.5706288719791174)",0.3525904361745011,0.5706288719791174,2.0,2.6801240042160903
BRWN_SIE_NCAAB_awayWin | LMU_CSU_NCAAB_awayCover,0.296208832475,977.0,"(0.22417288902310648, 0.49097654036987787)",0.22417288902310648,0.49097654036987787,2.0,1.7039915985354432
FLA_GRAM_NCAAB_homeCover | FSU_WIN_NCAAB_awayWin,0.33429458889,740.0,"(0.24433439819945948, 0.44177480626184107)",0.24433439819945948,0.44177480626184107,2.0,1.857244038649911
CSUN_MTST_NCAAB_homeCover | CIN_STET_NCAAB_homeCover,0.50744903148,270.0,"(0.32502274684296295, 0.28522742210643093)",0.32502274684296295,0.28522742210643093,2.0,2.470575422241335
BRY_DREX_NCAAB_under | MIZ_ILL_NCAAB_awayCover,0.489733433562,257.0,"(0.29118613144604666, 0.2179086632865419)",0.29118613144604666,0.2179086632865419,2.0,2.213375237997479
APSU_OHIO_NCAAB_awayCover | TEX_AMCC_NCAAB_awayCover,0.452919884102,278.0,"(0.25612847550559714, 0.1823729927822031)",0.25612847550559714,0.1823729927822031,2.0,1.9468936333431592
MRMK_BUCK_NCAAB_awayWin | ND_MRST_NCAAB_awayCover,0.32733578967649996,487.0,"(0.18921172184826585, 0.1743512385849055)",0.18921172184826585,0.1743512385849055,2.0,1.4382434280027387
PORT_MASS_NCAAB_awayCover | TCU_NEV_NCAAB_homeCover,0.4442933211029999,273.0,"(0.24073776106746875, 0.15821624801831305)",0.24073776106746875,0.15821624801831305,2.0,1.8299051419501358
GS_WSH_NBA_under | MIA_ATL_NBA_awayCover | UCF_GT_NCAAF_awayWin,0.21586223832024354,900.0,"(0.12873582035582615, 0.14915620298418789)",0.12873582035582615,0.14915620298418789,3.0,0.9785516762211375
MIA_ATL_NBA_awayWin | BYU_BELL_NCAAB_homeCover,0.43271349448499996,270.0,"(0.22260738133129626, 0.1337959248025783)",0.22260738133129626,0.1337959248025783,2.0,1.6920918011696153
LMU_CSU_NCAAB_awayWin | SC_ELON_NCAAB_awayCover,0.5416502830740001,172.0,"(0.27516788951237225, 0.13023387196015213)",0.27516788951237225,0.13023387196015213,2.0,2.0916167604347624
MRMK_BUCK_NCAAB_over | TCU_NEV_NCAAB_homeWin,0.48401401913899994,210.0,"(0.23830640920519036, 0.11925888380337049)",0.23830640920519036,0.11925888380337049,2.0,1.8114238565259253
MILW_UTC_NCAAB_awayCover | TLSA_NMSU_NCAAB_homeCover,0.409058205432,270.0,"(0.19019087411051852, 0.09766593520629241)",0.19019087411051852,0.09766593520629241,2.0,1.4456861978926943
CSUN_MTST_NCAAB_under | MILW_UTC_NCAAB_awayWin,0.45009781120699993,223.0,"(0.20350490143435418, 0.09235376614440784)",0.20350490143435418,0.09235376614440784,2.0,1.546889295204559
APSU_OHIO_NCAAB_awayWin | UCLA_MD_NCAAB_awayWin,0.39673290195,268.0,"(0.17163323849850748, 0.07894735573406128)",0.17163323849850748,0.07894735573406128,2.0,1.304625183292086
MARQ_GTWN_NCAAB_awayCover | PORT_MASS_NCAAB_under,0.38988436639999996,271.0,"(0.16474944625239848, 0.07355584990967895)",0.16474944625239848,0.07355584990967895,2.0,1.252299836527143
SUU_MTSU_NCAAB_homeCover | UAB_DRKE_NCAAB_under,0.39377561601,261.0,"(0.16150573708662833, 0.06807950912204626)",0.16150573708662833,0.06807950912204626,2.0,1.227643629477971
CSUN_MTST_NCAAB_homeWin | TOW_NICH_NCAAB_homeCover,0.49386223870749996,169.0,"(0.194372439126139, 0.06384929020521739)",0.194372439126139,0.06384929020521739,2.0,1.4774712709512505
AUB_ALST_NCAAB_awayCover | FSU_WIN_NCAAB_awayCover,0.370741065552,276.0,"(0.14274869799837678, 0.0562410465534397)",0.14274869799837678,0.0562410465534397,2.0,1.0850669014933167
HOU_DAL_NBA_over | SF_FRES_NCAAB_over,0.3632016921779999,276.0,"(0.13247766760481144, 0.04843891746267011)",0.13247766760481144,0.04843891746267011,2.0,1.0069943496552862
UGA_UNF_NCAAB_awayCover | SUU_MTSU_NCAAB_under,0.36757659005000004,268.0,"(0.1315977057402986, 0.04641212249837538)",0.1315977057402986,0.04641212249837538,2.0,1.0003055496371587
SUU_MTSU_NCAAB_homeWin | TEX_AMCC_NCAAB_under,0.39901182566,228.0,"(0.1354205211249122, 0.041812275995173585)",0.1354205211249122,0.041812275995173585,2.0,1.0293636811825044
PHI_TOR_NBA_homeCover | BRWN_SIE_NCAAB_awayCover,0.360324052736,264.0,"(0.11802255756024241, 0.03677341560568035)",0.11802255756024241,0.03677341560568035,2.0,0.8971176104153683
