index,probability,odds,kelly,unitPercent,unitReturn,legs,betDollars
ATL_SAC_NBA_under | BOS_TOR_NBA_homeCover | BUFF_NIA_NCAAB_over | PFW_NKU_NCAAB_homeCover,0.5866354299903002,1242.0,"(0.5533532584919346, 3.803001872250831)",0.5533532584919346,3.803001872250831,4.0,3.290572629612275
IUPU_DETM_NCAAB_homeWin | LSU_NWST_NCAAB_homeCover,0.7424873896890001,309.0,"(0.6591499753488707, 1.3425391521074679)",0.6591499753488707,1.3425391521074679,2.0,3.919703795733975
IUPU_DETM_NCAAB_homeCover | NEB_SCST_NCAAB_homeCover,0.7687288806120001,268.0,"(0.6824336868105075, 1.2481181748753356)",0.6824336868105075,1.2481181748753356,2.0,4.058162804469655
MINN_ME_NCAAB_homeCover | USF_ALST_NCAAB_over,0.7494462839739998,276.0,"(0.6586659520805215, 1.1974007085471858)",0.6586659520805215,1.1974007085471858,2.0,3.9168255010922013
LAC_MEM_NBA_homeCover | UCF_BCU_NCAAB_homeCover,0.7428453730000001,268.0,"(0.6468921539701493, 1.1214981497666139)",0.6468921539701493,1.1214981497666139,2.0,3.846811387659207
LAC_MEM_NBA_under | BOIS_UVU_NCAAB_homeCover,0.7377574855349999,264.0,"(0.6384231997528028, 1.0760222404340831)",0.6384231997528028,1.0760222404340831,2.0,3.7964498717173143
CIN_EVAN_NCAAB_homeCover | PUR_EKU_NCAAB_homeCover,0.701566273464,268.0,"(0.5902104053535523, 0.9335735045347802)",0.5902104053535523,0.9335735045347802,2.0,3.509747481855793
PFW_NKU_NCAAB_homeWin | UTAH_WSU_NCAAB_under,0.820443090128,171.0,"(0.7154390492671813, 0.8752686867999211)",0.7154390492671813,0.8752686867999211,2.0,4.254432620656066
IU_KENN_NCAAB_homeCover | UNC_CHSO_NCAAB_under,0.6421733318580001,264.0,"(0.5066329272587577, 0.6776270766745333)",0.5066329272587577,0.6776270766745333,2.0,3.012745326993161
ORL_NY_NBA_under | NDSU_SDAK_NCAAB_homeCover,0.6273308721749998,257.0,"(0.4823234294415367, 0.5978742388117897)",0.4823234294415367,0.5978742388117897,2.0,2.8681863731433705
IU_KENN_NCAAB_under | USF_ALST_NCAAB_homeCover,0.59749639828,264.0,"(0.44503291278, 0.5228633347276709)",0.44503291278,0.5228633347276709,2.0,2.646434442369583
UCF_BCU_NCAAB_under | UK_CLEM_NCAAF_awayCover,0.592792854004,261.0,"(0.4367747904039999, 0.4979154877597155)",0.4367747904039999,0.4979154877597155,2.0,2.5973266598718125
LAC_MEM_NBA_homeWin | NU_JKST_NCAAB_homeCover,0.71833068214,160.0,"(0.5422873584774999, 0.4705209266632072)",0.5422873584774999,0.4705209266632072,2.0,3.224768105737666
MINN_ME_NCAAB_under | UMBC_AMER_NCAAB_over,0.567908746196,264.0,"(0.40423781672478787, 0.4313976809219172)",0.40423781672478787,0.4313976809219172,2.0,2.4038421662031255
BOS_TOR_NBA_under | BUFF_NIA_NCAAB_awayWin,0.4747884386700001,377.0,"(0.3354750271766314, 0.42428897184903913)",0.3354750271766314,0.42428897184903913,2.0,1.994937095616556
BOS_TOR_NBA_homeWin | UK_ILST_NCAAB_homeCover,0.713263733778,141.0,"(0.509904679719844, 0.36660392318427737)",0.509904679719844,0.36660392318427737,2.0,3.032201142846957
PHX_CHA_NBA_under | USD_FRES_NCAAB_homeCover,0.5444324798529999,257.0,"(0.3671688533366575, 0.34646932483162857)",0.3671688533366575,0.34646932483162857,2.0,2.1834077249828625
IOWA_NIU_NCAAB_over | USD_FRES_NCAAB_homeWin,0.5088297957600001,291.0,"(0.3400427839936771, 0.3364806662933563)",0.3400427839936771,0.3364806662933563,2.0,2.022099735991817
CLEM_RAD_NCAAB_homeCover | SMC_KENT_NCAAB_homeCover,0.5276730046829999,264.0,"(0.34876126403262114, 0.32111486692462765)",0.34876126403262114,0.32111486692462765,2.0,2.073945083150622
BUFF_NIA_NCAAB_awayCover | MIA_UNF_NCAAB_homeCover,0.5067211436860001,268.0,"(0.32266186894197024, 0.27901662687325546)",0.32266186894197024,0.27901662687325546,2.0,1.9187423192439115
HOU_PHI_NBA_under | OSU_MIZ_NCAAF_homeCover,0.501826226665,264.0,"(0.3131240397956818, 0.2588431937466348)",0.3131240397956818,0.2588431937466348,2.0,1.8620246275107337
CAL_ARIZ_NCAAB_awayCover | UK_CLEM_NCAAF_awayWin,0.5850226698239999,185.0,"(0.3607105994585944, 0.24070745263929028)",0.3607105994585944,0.24070745263929028,2.0,2.145003047464276
POR_SA_NBA_under | BOIS_UVU_NCAAB_under,0.4910239264400001,264.0,"(0.29822995918242434, 0.23480452658242934)",0.29822995918242434,0.23480452658242934,2.0,1.773455430063895
LSU_NWST_NCAAB_over | STBK_BRWN_NCAAB_homeCover,0.488929478296,264.0,"(0.2953421594687272, 0.23027925666147891)",0.2953421594687272,0.23027925666147891,2.0,1.7562828291044439
JOES_L-MD_NCAAB_homeCover | STBK_BRWN_NCAAB_homeWin,0.5279476453899999,225.0,"(0.3181465988966666, 0.227738831376412)",0.3181465988966666,0.227738831376412,2.0,1.8918917969087277
