homeTeamAbbrev,awayTeamAbbrev,sport,bookie,betType,probability,odds,unitPercent,unitReturn,vegasProbability,redFlag
CLEV,RMU,NCAAB,DraftKings,over,0.7101850000000001,-112.0,0.38559220000000016,0.13275120062575013,0.5,True
UAB,MEM,NCAAB,BetMGM,homeWin,0.5520170000000001,165.0,0.28051215151515163,0.12983366079363795,0.36811373445036805,False
POR,CHI,NBA,FanDuel,homeWin,0.457321,240.0,0.23120474999999996,0.12829352741414993,0.2904564315352697,False
CLEV,RMU,NCAAB,FanDuel,over,0.7101850000000001,-115.0,0.37689775000000014,0.12352340343918483,0.5,True
UAB,MEM,NCAAB,FanDuel,homeWin,0.5520170000000001,162.0,0.27548428395061747,0.12294437694013081,0.36811373445036805,False
UAB,MEM,NCAAB,DraftKings,homeWin,0.5520170000000001,160.0,0.27202762500000016,0.11839844602102516,0.36811373445036805,False
POR,CHI,NBA,DraftKings,homeWin,0.457321,230.0,0.22137360869565212,0.11271443164195212,0.2904564315352697,False
ORL,PHX,NBA,BetMGM,under,0.683153,-110.0,0.3346213,0.10179219492153635,0.5,False
ORL,PHX,NBA,DraftKings,under,0.683153,-112.0,0.32828436000000005,0.09622376876840143,0.5,False
UNM,NEV,NCAAB,DraftKings,under,0.671839,-108.0,0.31742511999999995,0.09329509889538369,0.5,False
UL,TXST,NCAAB,FanDuel,homeCover,0.662632,-105.0,0.3083956,0.09057890104700948,0.5,False
UNM,NEV,NCAAB,FanDuel,under,0.671839,-110.0,0.3108618999999999,0.08785010988328179,0.5,False
UAB,MEM,NCAAB,FanDuel,homeCover,0.669183,-110.0,0.30528429999999995,0.08472591256953635,0.5,False
UL,TXST,NCAAB,BetMGM,homeCover,0.662632,-110.0,0.2915272,0.07726191667258182,0.5,False
ULM,ARST,NCAAB,FanDuel,over,0.673481,-115.0,0.29798415,0.07721265534888912,0.5,False
IUPU,WRST,NCAAB,FanDuel,awayCover,0.643818,-102.0,0.28051235999999996,0.0771442981497741,0.5,False
SEA,CBJ,NHL,FanDuel,awayCover,0.6955629999999999,-128.0,0.30588363999999985,0.07309750095285117,0.5427435387673957,False
UAB,MEM,NCAAB,DraftKings,homeCover,0.646644,-105.0,0.2756202,0.07234904252194282,0.5,False
ULM,ARST,NCAAB,DraftKings,over,0.6531,-108.0,0.27844800000000003,0.07179008213333339,0.5,False
IUPU,WRST,NCAAB,BetMGM,awayCover,0.643818,-105.0,0.2698269,0.06933957710819998,0.5,False
SEA,CBJ,NHL,DraftKings,awayCover,0.6955629999999999,-130.0,0.29979489999999986,0.06913614005077684,0.5427435387673957,False
ULM,ARST,NCAAB,BetMGM,over,0.6531,-110.0,0.27151000000000003,0.06701607281818187,0.5,False
RUTG,PUR,NCAAB,FanDuel,awayCover,0.630024,-102.0,0.25264848000000006,0.06257966122187296,0.5,False
IUPU,WRST,NCAAB,DraftKings,awayCover,0.643818,-108.0,0.25914144,0.06217989437525334,0.5,False
BAL,KC,NFL,BetMGM,homeCover,0.6334570000000002,-105.0,0.2485868500000003,0.05885278285040254,0.5,False
RUTG,PUR,NCAAB,BetMGM,awayCover,0.630024,-105.0,0.24154920000000002,0.05556763430537143,0.5,False
NIA,MAN,NCAAB,FanDuel,homeCover,0.625645,-104.0,0.23631580000000002,0.0536972666631154,0.5,False
YSU,NKU,NCAAB,BetMGM,homeCover,0.626555,-105.0,0.23443774999999994,0.052343865357202354,0.5,False
NIA,MAN,NCAAB,BetMGM,homeCover,0.625645,-105.0,0.23257224999999998,0.051514144257202396,0.5,False
IUPU,WRST,NCAAB,BetMGM,over,0.618517,-105.0,0.21795984999999996,0.045244282106688065,0.5,False
