index,probability,odds,kelly,unitPercent,unitReturn,legs,betDollars
BOS_UTAH_NBA_under | SJSU_BOIS_NCAAB_under,0.765226210122,268.0,"(0.6776240497197612, 1.2305872653930732)",0.6776240497197612,1.2305872653930732,2.0,6.567131564841582
BOS_UTAH_NBA_homeCover | CLE_WSH_NBA_homeCover | NO_LAC_NBA_homeCover,0.48447760449158517,595.0,"(0.3978351850784062, 0.9417233651938999)",0.3978351850784062,0.9417233651938999,3.0,3.855583346862435
CHI_CHA_NBA_over | NO_LAC_NBA_homeWin,0.5975194597299999,273.0,"(0.45009069040032945, 0.5530478487671736)",0.45009069040032945,0.5530478487671736,2.0,4.362012802219385
LAL_MEM_NBA_homeCover | BUT_CONN_NCAAB_under,0.593050082274,264.0,"(0.4389023861656667, 0.5085572040962583)",0.4389023861656667,0.5085572040962583,2.0,4.253582373979875
DAL_POR_NBA_homeCover | LAL_MEM_NBA_homeWin,0.629234269425,200.0,"(0.44385140413750007, 0.3940081379096609)",0.44385140413750007,0.3940081379096609,2.0,4.301545329473023
CHI_CHA_NBA_homeCover | HOU_MIN_NBA_under,0.538420873375,261.0,"(0.36157063328879313, 0.3412139726564017)",0.36157063328879313,0.3412139726564017,2.0,3.5041287566056525
DEN_ORL_NBA_under | PHI_NY_NBA_homeCover,0.518306347815,268.0,"(0.33856991043253726, 0.3072072857907941)",0.33856991043253726,0.3072072857907941,2.0,3.281219352569655
GS_DET_NBA_homeCover | SIE_FAIR_NCAAB_awayCover,0.5116673541200001,268.0,"(0.3294536802841792, 0.2908864695734777)",0.3294536802841792,0.2908864695734777,2.0,3.1928702410167205
SAC_TOR_NBA_homeCover | WSH_CAR_NHL_homeCover,0.5622492169680001,200.0,"(0.3433738254520002, 0.2358111680110814)",0.3433738254520002,0.2358111680110814,2.0,3.3277760560576417
PHI_NY_NBA_homeWin | PHX_MIA_NBA_under,0.5661270726649998,182.0,"(0.3277353543490657, 0.19548704173235998)",0.3277353543490657,0.19548704173235998,2.0,3.176217242216225
SAC_TOR_NBA_under | BUT_CONN_NCAAB_awayCover,0.455366809,268.0,"(0.25214546907462687, 0.1703872647006345)",0.25214546907462687,0.1703872647006345,2.0,2.443644775560391
CLE_WSH_NBA_homeWin | SIE_FAIR_NCAAB_awayWin,0.7440043599899999,83.0,"(0.4355758780502408, 0.15747286679756772)",0.4355758780502408,0.15747286679756772,2.0,4.221343824514947
BKN_OKC_NBA_awayCover | SAC_TOR_NBA_homeWin,0.5248146422399997,194.0,"(0.27987373617814393, 0.1519588579124878)",0.27987373617814393,0.1519588579124878,2.0,2.712370742723411
AKR_BGSU_NCAAB_under | MSM_CAN_NCAAB_awayCover,0.42493328302500005,264.0,"(0.20710498114053041, 0.11323612928289936)",0.20710498114053041,0.11323612928289936,2.0,2.007139001997311
PHI_NY_NBA_under | MSM_CAN_NCAAB_awayWin,0.37641839451200015,316.0,"(0.17908244340820273, 0.10134284805708474)",0.17908244340820273,0.10134284805708474,2.0,1.7355611379220321
DAL_POR_NBA_under | MSM_CAN_NCAAB_over,0.412431030583,264.0,"(0.18986702701595456, 0.09517064818239587)",0.18986702701595456,0.09517064818239587,2.0,1.8400789445928993
BKN_OKC_NBA_awayWin | CHI_CHA_NBA_homeWin,0.67206185838,90.0,"(0.3076861454688889, 0.08520368770215203)",0.3076861454688889,0.08520368770215203,2.0,2.981912166206064
HOU_MIN_NBA_homeCover | BUT_CONN_NCAAB_awayWin,0.495521251416,178.0,"(0.212106224121618, 0.0800805095538115)",0.212106224121618,0.0800805095538115,2.0,2.0556080913959613
HOU_MIN_NBA_homeWin | SJSU_BOIS_NCAAB_awayCover,0.33510762569399993,347.0,"(0.14349599044731406, 0.07145111448236113)",0.14349599044731406,0.07145111448236113,2.0,1.3906782805074351
PUR_ILL_NCAAB_homeCover | ANA_WPG_NHL_homeCover,0.4283041864659999,214.0,"(0.16115661004824283, 0.05557890933919661)",0.16115661004824283,0.05557890933919661,2.0,1.561834561757907
DAL_POR_NBA_homeWin | GS_DET_NBA_homeWin,0.7969287166680001,44.0,"(0.33540307273163683, 0.049497897327042385)",0.33540307273163683,0.049497897327042385,2.0,3.250528234338367
LAL_MEM_NBA_under | TOL_M-OH_NCAAB_over,0.36213779272499996,268.0,"(0.12412950642835818, 0.04129380010127613)",0.12412950642835818,0.04129380010127613,2.0,1.2029897701107295
IND_ATL_NBA_over | MAN_NIA_NCAAB_homeCover,0.35206697824199995,268.0,"(0.11030092534722383, 0.03260566827497629)",0.11030092534722383,0.03260566827497629,2.0,1.0689713400499226
NO_LAC_NBA_under | MAN_NIA_NCAAB_homeWin,0.29981293825600003,328.0,"(0.08634127309014636, 0.024451794639353305)",0.08634127309014636,0.024451794639353305,2.0,0.8367685593411305
BKN_OKC_NBA_under | IND_ATL_NBA_homeWin,0.37411087423600015,220.0,"(0.08961581707054572, 0.017668188272287333)",0.08961581707054572,0.017668188272287333,2.0,0.868503503139297
