homeTeamAbbrev,awayTeamAbbrev,sport,bookie,betType,probability,odds,unitPercent,unitReturn,vegasProbability,redFlag
BOIS,USU,NCAAB,FanDuel,under,0.8135209999999999,-110.0,0.6083940999999998,0.3364939826498271,0.5,True
PORT,SF,NCAAB,DraftKings,awayCover,0.796973,-105.0,0.5837946500000001,0.32458685082725963,0.5,True
SMC,LMU,NCAAB,FanDuel,homeCover,0.806594,-110.0,0.5938474,0.32059521316978196,0.5,True
NORF,COPP,NCAAB,DraftKings,homeCover,0.792486,-105.0,0.5745963000000001,0.31443895997494287,0.5,True
PORT,SF,NCAAB,FanDuel,awayCover,0.796973,-108.0,0.5777038400000001,0.3090201173618016,0.5,True
BOIS,USU,NCAAB,DraftKings,under,0.7995079999999999,-110.0,0.5789667999999998,0.304729595911127,0.5,True
NORF,COPP,NCAAB,FanDuel,homeCover,0.80598,-114.0,0.5847972,0.29998926765600015,0.5,True
CAR,ARI,NHL,DraftKings,awayCover,0.8096869999999999,-118.0,0.5851176599999999,0.2901378610541317,0.5217391304347826,True
SMC,LMU,NCAAB,DraftKings,homeCover,0.790883,-110.0,0.5608543,0.28596140529862735,0.5,True
CAR,ARI,NHL,BetMGM,awayCover,0.8096869999999999,-120.0,0.5813113999999999,0.28160245314163335,0.5217391304347826,True
LAF,BU,NCAAB,DraftKings,under,0.788403,-110.0,0.5556462999999999,0.28067528245789997,0.5,True
NU,OSU,NCAAB,DraftKings,over,0.7689649999999999,-105.0,0.5263782499999998,0.26388005911720214,0.5,True
LAF,BU,NCAAB,FanDuel,under,0.788403,-114.0,0.54718242,0.2626391234711021,0.5,True
ARMY,BUCK,NCAAB,BetMGM,under,0.778555,-110.0,0.5349655,0.26017098744568184,0.5,True
FAMU,ALCN,NCAAB,DraftKings,homeWin,0.6968839999999998,124.0,0.45243561290322554,0.25382549994066556,0.42673156185465416,True
ARMY,BUCK,NCAAB,FanDuel,under,0.7612399999999999,-105.0,0.5105419999999998,0.24824107977523785,0.5,True
CAM,COFC,NCAAB,FanDuel,under,0.776473,-112.0,0.52612276,0.24714746302680143,0.5,True
FAMU,ALCN,NCAAB,FanDuel,homeCover,0.7547790000000001,-105.0,0.4972969500000002,0.2355278633136216,0.5,True
TROY,USA,NCAAB,FanDuel,homeCover,0.754412,-106.0,0.4940887199999999,0.23030534267097957,0.5,True
ARMY,BUCK,NCAAB,DraftKings,under,0.778555,-118.0,0.5172498999999999,0.226735134788144,0.5,True
CAM,COFC,NCAAB,DraftKings,under,0.776473,-118.0,0.51271114,0.22277348566110125,0.5,True
LEM,LIU,NCAAB,FanDuel,homeCover,0.744312,-104.0,0.47839647999999996,0.2200607616119138,0.5,True
EWU,NAU,NCAAB,DraftKings,homeCover,0.7527670000000001,-108.0,0.48575536000000014,0.21847987941549057,0.5,True
TROY,USA,NCAAB,DraftKings,homeCover,0.754412,-110.0,0.48426519999999995,0.21319343993730913,0.5,True
SFPA,MRMK,NCAAB,FanDuel,under,0.741995,-105.0,0.4710897499999999,0.21135766910005946,0.5,True
GRAM,MVSU,NCAAB,FanDuel,homeCover,0.7526380000000001,-110.0,0.4805398000000003,0.20992590853094575,0.5,True
NU,OSU,NCAAB,FanDuel,over,0.752017,-110.0,0.4792357000000001,0.20878805104953643,0.5,True
FAMU,ALCN,NCAAB,DraftKings,homeCover,0.7547790000000001,-112.0,0.4801314800000002,0.2058269982919559,0.5,True
HOU,KSU,NCAAB,FanDuel,under,0.7387680000000001,-106.0,0.4618620800000002,0.20124205749238352,0.5,True
EWU,NAU,NCAAB,FanDuel,homeCover,0.733714,-105.0,0.45411369999999995,0.1963992881216095,0.5,True
LEM,LIU,NCAAB,DraftKings,homeCover,0.744312,-110.0,0.46305519999999994,0.19492738022458175,0.5,True
