homeTeamAbbrev,awayTeamAbbrev,sport,bookie,betType,probability,odds,unitPercent,unitReturn,vegasProbability,redFlag
OKC,POR,NBA,BetMGM,homeCover,0.8248,-110.0,0.63208,0.3632046603636364,0.5,True
OKC,POR,NBA,DraftKings,homeCover,0.811416,-105.0,0.6134028,0.3583457095693715,0.5,True
OKC,POR,NBA,FanDuel,homeCover,0.811416,-108.0,0.60774528,0.3419947457058134,0.5,True
FRES,BOIS,NCAAB,DraftKings,awayCover,0.789919,-110.0,0.5588299000000001,0.28390077921273643,0.5,True
PORT,USD,NCAAB,FanDuel,under,0.7719619999999999,-105.0,0.5325220999999998,0.27007598760800927,0.5,True
FRES,BOIS,NCAAB,FanDuel,awayCover,0.789919,-115.0,0.5483258500000001,0.26144455458975874,0.5,True
PORT,USD,NCAAB,BetMGM,under,0.7719619999999999,-110.0,0.5211201999999998,0.24687842077094535,0.5,True
SDSU,WYO,NCAAB,FanDuel,awayWin,0.2075729999999999,1160.0,0.13926032758620677,0.2249638905372444,0.09134736766173342,False
ANA,BUF,NHL,FanDuel,homeCover,0.8566630000000001,-178.0,0.6015231400000002,0.2032753303120561,0.6164383561643836,True
ANA,BUF,NHL,DraftKings,homeCover,0.8566630000000001,-180.0,0.5986564000000002,0.19910526958942235,0.6164383561643836,True
SDSU,WYO,NCAAB,FanDuel,over,0.733896,-105.0,0.45448679999999997,0.1967221441659428,0.49945699391833187,True
EDM,CBJ,NHL,DraftKings,awayCover,0.651665,130.0,0.3837150000000001,0.19140836159250005,0.4201680672268907,True
ANA,BUF,NHL,BetMGM,homeCover,0.8566630000000001,-185.0,0.5914895500000001,0.18911345284281234,0.6164383561643836,True
SDSU,WYO,NCAAB,DraftKings,over,0.733896,-108.0,0.44650368,0.18459771875328004,0.49945699391833187,True
SDSU,WYO,NCAAB,BetMGM,over,0.733896,-110.0,0.44118159999999995,0.17694654925323633,0.49945699391833187,True
EDM,CBJ,NHL,BetMGM,awayCover,0.651665,125.0,0.3729970000000001,0.17390845251125012,0.4201680672268907,True
SDSU,WYO,NCAAB,DraftKings,awayWin,0.2075729999999999,1000.0,0.1283302999999999,0.1646866589808997,0.09134736766173342,False
EDM,CBJ,NHL,FanDuel,awayCover,0.651665,122.0,0.3661445081967214,0.1635553970767951,0.4201680672268907,True
NYI,VGK,NHL,BetMGM,awayCover,0.8536390000000001,-200.0,0.5609170000000004,0.15731394044450023,0.6507042253521127,True
PHI,TB,NHL,FanDuel,homeCover,0.897734,-260.0,0.6318424000000001,0.15354800709144623,0.30874785591766724,True
NO,UTAH,NBA,BetMGM,under,0.7291909999999999,-115.0,0.41776064999999984,0.1517599658160194,0.5,True
NO,UTAH,NBA,DraftKings,under,0.712128,-108.0,0.40122623999999996,0.1490578663560534,0.5,True
SDSU,WYO,NCAAB,BetMGM,awayWin,0.2075729999999999,950.0,0.12415963157894726,0.14644833408128918,0.09134736766173342,False
NYI,VGK,NHL,FanDuel,awayCover,0.8536390000000001,-210.0,0.5462809000000004,0.14210610557371928,0.6507042253521127,True
UCF,WVU,NCAAB,BetMGM,under,0.711288,-110.0,0.3937048000000001,0.1409122450391274,0.5,True
NO,UTAH,NBA,FanDuel,under,0.712128,-112.0,0.38971136,0.13560262867236567,0.5,True
NEB,OSU,NCAAB,FanDuel,over,0.694959,-105.0,0.37466594999999997,0.13369007056133567,0.5,False
NYI,VGK,NHL,DraftKings,awayCover,0.8536390000000001,-218.0,0.5345720200000005,0.13108589200315632,0.6507042253521127,True
UCF,WVU,NCAAB,FanDuel,under,0.692094,-105.0,0.3687927,0.12953148149837143,0.5,False
NEB,OSU,NCAAB,DraftKings,over,0.694959,-110.0,0.35941389999999995,0.11743486501200909,0.5,False
SC,UK,NCAAB,BetMGM,homeWin,0.521024,180.0,0.2549262222222223,0.11697728179768892,0.34929577464788736,False
UCF,WVU,NCAAB,DraftKings,under,0.692094,-110.0,0.3533974,0.11353611120614544,0.5,False
PUR,MICH,NCAAB,FanDuel,awayWin,0.15538800000000008,1280.0,0.08940268750000009,0.10230835881245023,0.08333333333333333,False
FRES,BOIS,NCAAB,DraftKings,awayWin,0.8534470000000001,-245.0,0.49439215000000025,0.09976473387005007,0.6791794487506732,False
SC,UK,NCAAB,DraftKings,homeWin,0.521024,170.0,0.23927341176470596,0.0973280014817883,0.34929577464788736,False
LOU,DUKE,NCAAB,FanDuel,over,0.670277,-106.0,0.32077062,0.09706961382564569,0.5,False
FRES,BOIS,NCAAB,BetMGM,awayWin,0.8534470000000001,-250.0,0.48706450000000023,0.09489273086410006,0.6791794487506732,False
SC,UK,NCAAB,FanDuel,homeWin,0.521024,168.0,0.23591923809523813,0.09350524999777522,0.34929577464788736,False
LOU,DUKE,NCAAB,FanDuel,homeWin,0.20638299999999998,800.0,0.10718087499999998,0.09190191972612496,0.11287065575512807,False
SJ,NYR,NHL,DraftKings,homeCover,0.6220460000000001,110.0,0.2784514545454548,0.08528873379232742,0.4627694816777942,False
LOU,DUKE,NCAAB,BetMGM,homeWin,0.20638299999999998,775.0,0.10398080645161288,0.08379306285504029,0.11287065575512807,False
BGSU,KENT,NCAAB,FanDuel,homeCover,0.653579,-104.0,0.29330116000000006,0.08271689467052465,0.4978050921861282,False
BGSU,KENT,NCAAB,FanDuel,homeWin,0.674466,-114.0,0.30335724000000003,0.08072422373720842,0.5108342361863489,False
DET,DAL,NHL,FanDuel,homeCover,0.7922160000000001,-192.0,0.39327072000000046,0.08055305167152021,0.6428571428571429,False
BGSU,KENT,NCAAB,DraftKings,homeCover,0.653579,-105.0,0.28983695000000004,0.08000519770028809,0.4978050921861282,False
UNI,EVAN,NCAAB,FanDuel,homeCover,0.660432,-108.0,0.29369856000000005,0.07986930013525338,0.5,False
BGSU,KENT,NCAAB,DraftKings,homeWin,0.674466,-115.0,0.30010190000000003,0.07831404381183474,0.5108342361863489,False
LOU,DUKE,NCAAB,DraftKings,over,0.6501969999999999,-105.0,0.2829038499999998,0.07622341747125941,0.5,False
LOU,DUKE,NCAAB,DraftKings,homeWin,0.20638299999999998,750.0,0.10056739999999999,0.07585351457069997,0.11287065575512807,False
LAS,DAY,NCAAB,FanDuel,awayCover,0.642479,-102.0,0.27780758000000005,0.07566377598574163,0.5,False
UNI,EVAN,NCAAB,BetMGM,homeCover,0.660432,-110.0,0.28690720000000003,0.07483249219258184,0.5,False
DET,DAL,NHL,DraftKings,homeCover,0.7922160000000001,-198.0,0.3808036800000005,0.07323810237451657,0.6428571428571429,False
LAS,DAY,NCAAB,DraftKings,awayCover,0.663383,-112.0,0.2863719599999999,0.07322223167342995,0.5,False
DET,DAL,NHL,BetMGM,homeCover,0.7922160000000001,-200.0,0.3766480000000004,0.07093185795200015,0.6428571428571429,False
OU,TEX,NCAAB,DraftKings,homeCover,0.6566169999999999,-110.0,0.27889569999999975,0.07071164679862717,0.5,False
UNI,EVAN,NCAAB,DraftKings,homeCover,0.660432,-112.0,0.28011584000000006,0.07005793198116572,0.5,False
PUR,MICH,NCAAB,DraftKings,awayWin,0.15538800000000008,1100.0,0.078605090909091,0.06796636348509107,0.08333333333333333,False
BGSU,KENT,NCAAB,BetMGM,homeWin,0.674466,-120.0,0.28382520000000006,0.06713062012920007,0.5108342361863489,False
LAS,DAY,NCAAB,BetMGM,awayCover,0.663383,-115.0,0.27627344999999986,0.06637132102165426,0.5,False
SJ,NYR,NHL,FanDuel,homeCover,0.6220460000000001,102.0,0.25150286274509825,0.06451876376835931,0.4627694816777942,False
IND,DEN,NBA,BetMGM,over,0.6365569999999999,-105.0,0.25494184999999986,0.061900330363259454,0.5,False
SJ,NYR,NHL,BetMGM,homeCover,0.6220460000000001,100.0,0.2440920000000002,0.0595809044640001,0.4627694816777942,False
OU,TEX,NCAAB,BetMGM,homeCover,0.6566169999999999,-115.0,0.2617265499999998,0.05956590171730638,0.5,False
UNI,EVAN,NCAAB,BetMGM,over,0.6423460000000001,-110.0,0.24892660000000016,0.05633132017050917,0.5,False
UCF,WVU,NCAAB,BetMGM,homeCover,0.6521959999999999,-115.0,0.25222139999999976,0.05531794314605202,0.5,False
SC,UK,NCAAB,FanDuel,homeCover,0.6280849999999999,-105.0,0.23757424999999976,0.053753832631487974,0.5,False
