homeTeamAbbrev,awayTeamAbbrev,sport,bookie,betType,probability,odds,unitPercent,unitReturn,vegasProbability,redFlag
HAMP,COFC,NCAAB,FanDuel,homeWin,0.36152999999999996,820.0,0.2836678048780487,0.6598328728995119,0.10638524299396947,True
HAMP,COFC,NCAAB,DraftKings,homeWin,0.36152999999999996,800.0,0.2817212499999999,0.6349349016124998,0.10638524299396947,True
HAMP,COFC,NCAAB,BetMGM,homeWin,0.36152999999999996,750.0,0.27640066666666663,0.5729799640033332,0.10638524299396947,True
UNT,SMU,NCAAB,BetMGM,under,0.8311649999999999,-110.0,0.6454464999999998,0.37872834942022715,0.5,True
SMC,PAC,NCAAB,FanDuel,homeCover,0.847245,-120.0,0.6639390000000001,0.36734582976750013,0.5,True
UNT,SMU,NCAAB,DraftKings,under,0.818257,-110.0,0.6183397,0.34758544054190005,0.5,True
CP,CSUF,NCAAB,BetMGM,under,0.7994720000000001,-110.0,0.5788912000000002,0.304650019488582,0.5,True
GONZ,SF,NCAAB,BetMGM,under,0.791058,-110.0,0.5612218000000001,0.28633628072294565,0.5,True
CP,CSUF,NCAAB,FanDuel,under,0.7994720000000001,-115.0,0.5688648000000002,0.2813975310252523,0.5,True
MILW,DETM,NCAAB,BetMGM,under,0.788489,-110.0,0.5558269,0.2808577661487364,0.5,True
LIU,STO,NCAAB,FanDuel,under,0.786339,-110.0,0.5513119,0.2763134646196455,0.5,True
CP,CSUF,NCAAB,DraftKings,under,0.786148,-110.0,0.5509107999999999,0.2759115541424,0.5,True
GONZ,SF,NCAAB,FanDuel,under,0.774055,-105.0,0.5368127500000001,0.27444564625005957,0.5,True
LIU,STO,NCAAB,DraftKings,under,0.770226,-105.0,0.5289632999999999,0.26647825975894274,0.5,True
MILW,DETM,NCAAB,FanDuel,under,0.788489,-114.0,0.54736646,0.2628158259060804,0.5,True
GONZ,SF,NCAAB,DraftKings,under,0.774055,-112.0,0.5209966000000001,0.2423548725103215,0.5,True
MILW,DETM,NCAAB,DraftKings,under,0.772845,-112.0,0.5184314000000001,0.23997421116603573,0.5,True
TB,ARI,NHL,DraftKings,awayCover,0.798158,-130.0,0.5357634000000001,0.22080186213812314,0.5475376728289576,True
TB,ARI,NHL,BetMGM,awayCover,0.798158,-135.0,0.5256713000000001,0.2046891226990297,0.5475376728289576,True
TB,ARI,NHL,FanDuel,awayCover,0.798158,-137.0,0.52163446,0.19861497070035883,0.5475376728289576,True
CSUN,CSUB,NCAAB,FanDuel,homeCover,0.7372450000000002,-114.0,0.4377043000000003,0.16805706512148272,0.5,True
CSUN,CSUB,NCAAB,BetMGM,homeCover,0.7372450000000002,-115.0,0.4350767500000003,0.1646015464265763,0.5,True
WAG,MRMK,NCAAB,FanDuel,under,0.715465,-106.0,0.41385790000000006,0.16158335980416044,0.5,True
IND,PHI,NBA,DraftKings,over,0.7202979999999999,-112.0,0.40703175999999974,0.14792397647205124,0.5,True
CSUN,CSUB,NCAAB,DraftKings,homeCover,0.7172589999999999,-112.0,0.40058907999999976,0.14327822412075547,0.5,True
ORU,OMA,NCAAB,FanDuel,under,0.713473,-112.0,0.39256276000000007,0.13759421476680142,0.5,True
LR,LIN,NCAAB,BetMGM,homeCover,0.7048760000000001,-110.0,0.3802396000000001,0.1314383212801456,0.5,True
WAG,MRMK,NCAAB,DraftKings,under,0.715465,-115.0,0.38824975,0.131076407282663,0.5,True
ORU,OMA,NCAAB,BetMGM,under,0.6930729999999999,-105.0,0.37079964999999987,0.13094512422868798,0.5,False
IND,PHI,NBA,FanDuel,over,0.70236,-110.0,0.37495599999999996,0.12781091085090912,0.5,True
CSUN,CSUB,NCAAB,BetMGM,homeWin,0.7749269999999999,-150.0,0.4373174999999998,0.12749773053749983,0.5814010752246891,False
UML,UVM,NCAAB,FanDuel,homeCover,0.700379,-110.0,0.37079589999999996,0.12499054496073633,0.5,True
UML,UVM,NCAAB,DraftKings,homeWin,0.720998,-120.0,0.3861956000000001,0.12428920121613345,0.5217391304347826,False
CAR,NJ,NHL,BetMGM,awayCover,0.7917860000000001,-165.0,0.44823290000000027,0.12176529251055165,0.6140350877192983,False
CSUN,CSUB,NCAAB,FanDuel,homeWin,0.7749269999999999,-154.0,0.4283145799999998,0.11912557106530924,0.5814010752246891,False
UML,UVM,NCAAB,DraftKings,homeCover,0.700379,-112.0,0.36480347999999996,0.11882283841081284,0.5,True
CSUN,CSUB,NCAAB,DraftKings,homeWin,0.7749269999999999,-155.0,0.4260638499999998,0.11711638985601437,0.5814010752246891,False
OTT,BOS,NHL,BetMGM,homeCover,0.8363439999999999,-210.0,0.49266639999999956,0.11558103889950459,0.6574752261956053,False
UML,UVM,NCAAB,FanDuel,homeWin,0.720998,-124.0,0.37503552000000007,0.11342874295296004,0.5217391304347826,False
UCSD,UCR,NCAAB,FanDuel,homeCover,0.681473,-106.0,0.34383438,0.11153026497168338,0.5,False
