homeTeamAbbrev,awayTeamAbbrev,sport,index,probability,odds,kelly,unitPercent,unitReturn
MEM,SMU,NCAAB,under,0.9121699999999999,-110.0,"(0.8155569999999999, 0.6046665638627272)",0.8155569999999999,0.6046665638627272
SF,LAR,NFL,homeWin,0.9287559999999999,-192.0,"(0.7919675199999998, 0.3266732045494532)",0.7919675199999998,0.3266732045494532
SF,LAR,NFL,homeCover,0.8985420000000001,-112.0,"(0.7849090400000002, 0.550073393815823)",0.7849090400000002,0.550073393815823
LAC,KC,NFL,over,0.844554,-115.0,"(0.6657911000000001, 0.3854589468167044)",0.6657911000000001,0.3854589468167044
MINN,MD,NCAAB,homeWin,0.8184739999999999,-124.0,"(0.5933817599999998, 0.28395315572636887)",0.5933817599999998,0.28395315572636887
YSU,IUPU,NCAAB,homeCover,0.803419,-110.0,"(0.5871799, 0.3134365772400091)",0.5871799,0.3134365772400091
MINN,MD,NCAAB,homeCover,0.802336,-110.0,"(0.5849056000000001, 0.31101323719214563)",0.5849056000000001,0.31101323719214563
CLE,SA,NBA,homeCover,0.7985899999999999,-112.0,"(0.5730107999999998, 0.2931619436755712)",0.5730107999999998,0.2931619436755712
MINN,MD,NCAAB,under,0.779881,-112.0,"(0.5333477200000001, 0.25398195574035576)",0.5333477200000001,0.25398195574035576
WSH,DAL,NFL,awayCover,0.773438,-110.0,"(0.5242197999999999, 0.24982399882912718)",0.5242197999999999,0.24982399882912718
LAC,KC,NFL,awayCover,0.7706170000000001,-110.0,"(0.5182957000000001, 0.24420948421680932)",0.5182957000000001,0.24420948421680932
QUIN,MAN,NCAAB,homeCover,0.7644099999999999,-110.0,"(0.5052609999999998, 0.2320806164736363)",0.5052609999999998,0.2320806164736363
CHI,CGY,NHL,homeCover,0.7738400000000001,-122.0,"(0.49792480000000017, 0.2032205790615084)",0.49792480000000017,0.2032205790615084
CLE,SA,NBA,homeWin,0.9166169999999999,-520.0,"(0.48302539999999944, 0.04486798789329988)",0.48302539999999944,0.04486798789329988
SF,LAR,NFL,over,0.753371,-110.0,"(0.48207910000000004, 0.21127296241528187)",0.48207910000000004,0.21127296241528187
LAC,KC,NFL,awayWin,0.6789209999999999,154.0,"(0.4704281428571427, 0.34080606189171114)",0.4704281428571427,0.34080606189171114
NYG,PHI,NFL,over,0.7406440000000001,-110.0,"(0.45535240000000016, 0.18849618925978204)",0.45535240000000016,0.18849618925978204
FAIR,MRST,NCAAB,over,0.738638,-110.0,"(0.45113980000000004, 0.18502465376730917)",0.45113980000000004,0.18502465376730917
CIN,CLE,NFL,awayCover,0.7405079999999999,-112.0,"(0.4498769599999999, 0.1807047135168227)",0.4498769599999999,0.1807047135168227
CIN,CLE,NFL,over,0.7326019999999999,-108.0,"(0.44381215999999973, 0.18237891978135687)",0.44381215999999973,0.18237891978135687
MIA,BUF,NFL,over,0.7315320000000001,-108.0,"(0.44158656000000013, 0.18055434256725345)",0.44158656000000013,0.18055434256725345
