homeTeamAbbrev,awayTeamAbbrev,sport,index,probability,odds,kelly,unitPercent,unitReturn
AAMU,ALCN,NCAAB,over,0.92821,-110.0,"(0.8492409999999999, 0.6556457055281819)",0.8492409999999999,0.6556457055281819
VGK,BOS,NHL,homeCover,0.952433,-218.0,"(0.8487369399999999, 0.3304377951011757)",0.8487369399999999,0.3304377951011757
JMU,USA,NCAAB,homeCover,0.8933230000000001,-110.0,"(0.7759783000000002, 0.5474021109735367)",0.7759783000000002,0.5474021109735367
CAM,DEL,NCAAB,under,0.889869,-108.0,"(0.7709275200000001, 0.5503048528642136)",0.7709275200000001,0.5503048528642136
JMU,USA,NCAAB,homeWin,0.975473,-900.0,"(0.7547300000000003, 0.06329081921111117)",0.7547300000000003,0.06329081921111117
ARI,CGY,NHL,homeCover,0.9276119999999999,-245.0,"(0.7502613999999996, 0.22975190544079974)",0.7502613999999996,0.22975190544079974
PIT,VAN,NHL,awayCover,0.895393,-218.0,"(0.66734974, 0.20429159425599427)",0.66734974,0.20429159425599427
FLA,LA,NHL,awayCover,0.890264,-205.0,"(0.6653052000000002, 0.2159175654375805)",0.6653052000000002,0.2159175654375805
DET,EDM,NHL,homeCover,0.855116,-162.0,"(0.62040392, 0.23759322466133737)",0.62040392,0.23759322466133737
SMC,PORT,NCAAB,homeCover,0.8069470000000001,-110.0,"(0.5945887000000002, 0.3213961110615366)",0.5945887000000002,0.3213961110615366
MTSU,LT,NCAAB,under,0.803557,-110.0,"(0.5874697, 0.31374604401644546)",0.5874697,0.31374604401644546
PEPP,PAC,NCAAB,under,0.792096,-110.0,"(0.5634016000000001, 0.2885648753477819)",0.5634016000000001,0.2885648753477819
SMC,PORT,NCAAB,homeWin,0.982418,-2400.0,"(0.5604500000000003, 0.013087675104166703)",0.5604500000000003,0.013087675104166703
OKC,POR,NBA,homeCover,0.790178,-112.0,"(0.5551773600000001, 0.27519812594336573)",0.5551773600000001,0.27519812594336573
OMA,UND,NCAAB,under,0.786674,-110.0,"(0.5520153999999999, 0.27701909257923635)",0.5520153999999999,0.27701909257923635
UTC,VMI,NCAAB,under,0.781562,-110.0,"(0.5412802, 0.2663493226473091)",0.5412802,0.2663493226473091
ALST,JKST,NCAAB,homeCover,0.777434,-110.0,"(0.5326114, 0.25788627582723633)",0.5326114,0.25788627582723633
STMN,SDSU,NCAAB,over,0.7749530000000001,-108.0,"(0.5319022400000002, 0.26196295640464623)",0.5319022400000002,0.26196295640464623
SEMO,LIN,NCAAB,under,0.773852,-110.0,"(0.5250891999999999, 0.25065333450603633)",0.5250891999999999,0.25065333450603633
CCU,APP,NCAAB,over,0.771814,-112.0,"(0.51624568, 0.23795500189166288)",0.51624568,0.23795500189166288
BUF,OTT,NHL,awayCover,0.8458070000000001,-218.0,"(0.5096662600000004, 0.11915582412036144)",0.5096662600000004,0.11915582412036144
SMC,PORT,NCAAB,over,0.7593529999999998,-112.0,"(0.4898283599999997, 0.2142248413038297)",0.4898283599999997,0.2142248413038297
ALST,JKST,NCAAB,homeWin,0.739899,102.0,"(0.48489801960784307, 0.23982861120800034)",0.48489801960784307,0.23982861120800034
PEPP,PAC,NCAAB,homeCover,0.754516,-110.0,"(0.4844835999999999, 0.21338578060814536)",0.4844835999999999,0.21338578060814536
SAM,UNCG,NCAAB,under,0.745188,-110.0,"(0.4648947999999999, 0.19647925006094544)",0.4648947999999999,0.19647925006094544
TB,NJ,NHL,awayCover,0.8160520000000001,-205.0,"(0.4389586000000003, 0.09399251342144407)",0.4389586000000003,0.09399251342144407
CCU,APP,NCAAB,homeCover,0.727129,-108.0,"(0.43242832000000003, 0.17314282586853935)",0.43242832000000003,0.17314282586853935
CAR,ANA,NHL,awayCover,0.7065169999999998,105.0,"(0.42700938095238067, 0.19145386199240202)",0.42700938095238067,0.19145386199240202
UTAH,UCLA,NCAAB,homeCover,0.726495,-110.0,"(0.4256395, 0.16469907632750005)",0.4256395,0.16469907632750005
BRY,BING,NCAAB,under,0.7174339999999999,-110.0,"(0.4066113999999998, 0.15030257328178165)",0.4066113999999998,0.15030257328178165
UCR,CP,NCAAB,homeCover,0.7185849999999999,-115.0,"(0.39495774999999983, 0.13564489068266292)",0.39495774999999983,0.13564489068266292
PRST,IDST,NCAAB,under,0.712639,-112.0,"(0.39079468000000006, 0.13635757313955577)",0.39079468000000006,0.13635757313955577
GAST,ODU,NCAAB,over,0.7065859999999999,-110.0,"(0.38383059999999986, 0.13393266317850905)",0.38383059999999986,0.13393266317850905
CCU,APP,NCAAB,homeWin,0.514703,340.0,"(0.3719685882352941, 0.4704261441547766)",0.3719685882352941,0.4704261441547766
UCSB,CSUB,NCAAB,over,0.6913009999999999,-105.0,"(0.3671670499999999, 0.1283920405768594)",0.3671670499999999,0.1283920405768594
LAL,PHX,NBA,under,0.703652,-115.0,"(0.3628518000000001, 0.11448819892455654)",0.3628518000000001,0.11448819892455654
UTC,VMI,NCAAB,homeCover,0.6895519999999999,-110.0,"(0.34805919999999985, 0.11013200609512723)",0.34805919999999985,0.11013200609512723
OKC,POR,NBA,homeWin,0.9340700000000001,-900.0,"(0.34070000000000067, 0.01289738777777787)",0.34070000000000067,0.01289738777777787
UCSB,CSUB,NCAAB,homeCover,0.6842090000000001,-110.0,"(0.3368389000000001, 0.10314585868473647)",0.3368389000000001,0.10314585868473647
UNA,BELL,NCAAB,homeWin,0.771199,-192.0,"(0.33190107999999996, 0.057374128596440865)",0.33190107999999996,0.057374128596440865
AAMU,ALCN,NCAAB,homeCover,0.679254,-110.0,"(0.32643340000000004, 0.09687160421414548)",0.32643340000000004,0.09687160421414548
USD,SF,NCAAB,awayCover,0.6786240000000001,-110.0,"(0.32511040000000024, 0.09608797471650923)",0.32511040000000024,0.09608797471650923
UNA,BELL,NCAAB,homeCover,0.669225,-105.0,"(0.32191124999999987, 0.09869224083482134)",0.32191124999999987,0.09869224083482134
VGK,BOS,NHL,homeWin,0.6437390000000001,110.0,"(0.31986536363636375, 0.11254523593964556)",0.31986536363636375,0.11254523593964556
WSH,SEA,NHL,homeCover,0.8105359999999999,-265.0,"(0.30845639999999974, 0.035903905924890483)",0.30845639999999974,0.035903905924890483
MIL,BOS,NBA,awayCover,0.6666259999999999,-110.0,"(0.29991459999999986, 0.08177160663014542)",0.29991459999999986,0.08177160663014542
MIL,BOS,NBA,awayWin,0.564835,164.0,"(0.29949048780487797, 0.14709906574839013)",0.29949048780487797,0.14709906574839013
MTST,NAU,NCAAB,homeWin,0.736244,-166.0,"(0.29840904000000007, 0.053643346478145566)",0.29840904000000007,0.053643346478145566
BRY,BING,NCAAB,homeCover,0.6694039999999999,-115.0,"(0.28921859999999977, 0.07273686833561727)",0.28921859999999977,0.07273686833561727
NYI,TOR,NHL,homeCover,0.7812250000000001,-225.0,"(0.2889812500000002, 0.037115627934027826)",0.2889812500000002,0.037115627934027826
GAST,ODU,NCAAB,homeCover,0.6607889999999998,-110.0,"(0.28765689999999966, 0.07522408374328168)",0.28765689999999966,0.07522408374328168
