homeTeamAbbrev,awayTeamAbbrev,sport,index,probability,odds,kelly,unitPercent,unitReturn
LAF,NAVY,NCAAB,under,0.944293,-108.0,"(0.8841294400000002, 0.7237822839580684)",0.8841294400000002,0.7237822839580684
SF,PORT,NCAAB,homeCover,0.928984,-110.0,"(0.8508664, 0.6581578460445092)",0.8508664,0.6581578460445092
SF,PORT,NCAAB,homeWin,0.9917519999999999,-1800.0,"(0.8432879999999973, 0.03950748060799984)",0.8432879999999973,0.03950748060799984
NWST,UIW,NCAAB,over,0.908344,-110.0,"(0.8075224000000001, 0.5928112968197821)",0.8075224000000001,0.5928112968197821
TAMC,HCU,NCAAB,over,0.877363,-108.0,"(0.74491504, 0.5137948303872238)",0.74491504,0.5137948303872238
AUB,LSU,NCAAB,homeCover,0.854689,-110.0,"(0.6948469, 0.4389201949451001)",0.6948469,0.4389201949451001
PRST,WEB,NCAAB,under,0.8521839999999999,-110.0,"(0.6895863999999998, 0.4322994573317817)",0.6895863999999998,0.4322994573317817
MONT,NAU,NCAAB,homeCover,0.8298730000000001,-115.0,"(0.6342269500000002, 0.3497772383533066)",0.6342269500000002,0.3497772383533066
UIC,BRAD,NCAAB,under,0.827307,-112.0,"(0.6338908400000001, 0.3587657116392014)",0.6338908400000001,0.3587657116392014
PV,MVSU,NCAAB,under,0.81803,-110.0,"(0.617863, 0.34704971524454553)",0.617863,0.34704971524454553
AUB,LSU,NCAAB,homeWin,0.9677399999999999,-1100.0,"(0.6128799999999992, 0.03414744494545446)",0.6128799999999992,0.03414744494545446
ALST,ALCN,NCAAB,homeWin,0.858422,-180.0,"(0.6035816, 0.2023948599214223)",0.6035816,0.2023948599214223
PV,MVSU,NCAAB,homeCover,0.806568,-108.0,"(0.5976614399999999, 0.33073999709525326)",0.5976614399999999,0.33073999709525326
WSU,ARIZ,NCAAB,awayCover,0.799992,-105.0,"(0.5899836, 0.33150537930377144)",0.5899836,0.33150537930377144
INST,BEL,NCAAB,over,0.803588,-112.0,"(0.58360656, 0.30410412220985134)",0.58360656,0.30410412220985134
ALST,ALCN,NCAAB,homeCover,0.796763,-110.0,"(0.5732022999999999, 0.2986917061139)",0.5732022999999999,0.2986917061139
MIN,ARI,NHL,awayCover,0.8618610000000001,-218.0,"(0.5607179800000004, 0.14422231793361506)",0.5607179800000004,0.14422231793361506
CSUN,CSUF,NCAAB,homeWin,0.84117,-180.0,"(0.5552759999999999, 0.1712952423199999)",0.5552759999999999,0.1712952423199999
WSU,ARIZ,NCAAB,awayWin,0.9149,-425.0,"(0.5532250000000003, 0.07201362367647064)",0.5532250000000003,0.07201362367647064
DETM,NKU,NCAAB,awayCover,0.779394,-110.0,"(0.5367274000000001, 0.26188754719160007)",0.5367274000000001,0.26188754719160007
AUB,LSU,NCAAB,under,0.77343,-110.0,"(0.5242029999999999, 0.24980798655363629)",0.5242029999999999,0.24980798655363629
CSUN,CSUF,NCAAB,homeCover,0.769079,-108.0,"(0.5196843199999999, 0.250066474494317)",0.5196843199999999,0.250066474494317
ISU,OKST,NCAAB,homeCover,0.7636879999999999,-108.0,"(0.5084710399999999, 0.23939148010989025)",0.5084710399999999,0.23939148010989025
GCU,TAR,NCAAB,homeCover,0.7643759999999999,-110.0,"(0.5051895999999998, 0.23201502904378174)",0.5051895999999998,0.23201502904378174
ORU,STMN,NCAAB,under,0.760635,-110.0,"(0.4973334999999999, 0.2248551002020454)",0.4973334999999999,0.2248551002020454
L-MD,BU,NCAAB,under,0.760549,-110.0,"(0.49715290000000006, 0.22469182361673648)",0.49715290000000006,0.22469182361673648
USD,PEPP,NCAAB,under,0.7599449999999999,-112.0,"(0.4910833999999997, 0.2153240229960354)",0.4910833999999997,0.2153240229960354
UCD,CSUB,NCAAB,homeCover,0.757304,-110.0,"(0.49033839999999995, 0.21857431501323635)",0.49033839999999995,0.21857431501323635
UTC,UNCG,NCAAB,over,0.756297,-110.0,"(0.4882237, 0.2166930738560818)",0.4882237,0.2166930738560818
GWEB,PRES,NCAAB,awayCover,0.7533240000000001,-110.0,"(0.4819804000000002, 0.2111864599856002)",0.4819804000000002,0.2111864599856002
MONT,NAU,NCAAB,homeWin,0.956811,-1100.0,"(0.4817319999999996, 0.021096883620363552)",0.4817319999999996,0.021096883620363552
GAST,GASO,NCAAB,homeCover,0.7487789999999999,-110.0,"(0.4724358999999997, 0.2029051632807361)",0.4724358999999997,0.2029051632807361
PUR,PSU,NCAAB,over,0.7414580000000001,-105.0,"(0.4699889000000001, 0.21037101535543812)",0.4699889000000001,0.21037101535543812
MCN,SELA,NCAAB,homeCover,0.7467879999999999,-110.0,"(0.46825479999999975, 0.19932959793003616)",0.46825479999999975,0.19932959793003616
NSH,NYI,NHL,homeCover,0.8537080000000001,-265.0,"(0.4660342000000005, 0.08195768889420392)",0.4660342000000005,0.08195768889420392
ARST,UL,NCAAB,over,0.7465640000000001,-115.0,"(0.45511260000000026, 0.18011085102500882)",0.45511260000000026,0.18011085102500882
CAM,HOF,NCAAB,under,0.74272,-112.0,"(0.4545664000000001, 0.18449161786514287)",0.4545664000000001,0.18449161786514287
DETM,NKU,NCAAB,under,0.72905,-105.0,"(0.44455249999999996, 0.1882161192916666)",0.44455249999999996,0.1882161192916666
GWEB,PRES,NCAAB,awayWin,0.59531,260.0,"(0.43966000000000005, 0.50258238056)",0.43966000000000005,0.50258238056
FLA,NJ,NHL,awayCover,0.7609170000000001,-135.0,"(0.43815495000000015, 0.14220722978481673)",0.43815495000000015,0.14220722978481673
PV,MVSU,NCAAB,homeWin,0.965741,-1547.5714285714287,"(0.43555850428571363, 0.012258640031286377)",0.43555850428571363,0.012258640031286377
KC,UND,NCAAB,under,0.72488,-110.0,"(0.4222479999999999, 0.16208488500363627)",0.4222479999999999,0.16208488500363627
BUCK,COLG,NCAAB,under,0.7273989999999999,-112.0,"(0.4220858799999998, 0.15906829472801268)",0.4220858799999998,0.15906829472801268
GAST,GASO,NCAAB,homeWin,0.8679209999999999,-340.0,"(0.41885239999999974, 0.05159921558404704)",0.41885239999999974,0.05159921558404704
DETM,NKU,NCAAB,awayWin,0.913535,-575.0,"(0.4163612499999999, 0.03014898965244561)",0.4163612499999999,0.03014898965244561
CBJ,SEA,NHL,homeCover,0.791413,-180.0,"(0.4159564000000001, 0.09612207038942232)",0.4159564000000001,0.09612207038942232
GAST,GASO,NCAAB,over,0.7223890000000001,-112.0,"(0.41146468000000014, 0.1511635561495558)",0.41146468000000014,0.1511635561495558
WPG,PHI,NHL,awayCover,0.774734,-162.0,"(0.40980308000000004, 0.10366578047992997)",0.40980308000000004,0.10366578047992997
SFPA,CCSU,NCAAB,under,0.716392,-110.0,"(0.40442320000000004, 0.14868920427112736)",0.40442320000000004,0.14868920427112736
ULM,TXST,NCAAB,over,0.712047,-110.0,"(0.39529869999999995, 0.14205551111062725)",0.39529869999999995,0.14205551111062725
COLO,USC,NCAAB,over,0.710338,-110.0,"(0.39170980000000005, 0.1394877885600364)",0.39170980000000005,0.1394877885600364
WVU,TEX,NCAAB,under,0.710099,-110.0,"(0.39120790000000005, 0.13913056456582737)",0.39120790000000005,0.13913056456582737
CLEM,BC,NCAAB,over,0.7064590000000001,-108.0,"(0.3894347200000001, 0.14042537142729497)",0.3894347200000001,0.14042537142729497
CP,UCSD,NCAAB,under,0.708082,-110.0,"(0.3869722, 0.13613407597530908)",0.3869722,0.13613407597530908
WIS,NU,NCAAB,over,0.705243,-108.0,"(0.3869054399999999, 0.13860724027925325)",0.3869054399999999,0.13860724027925325
UNC,SYR,NCAAB,under,0.7076779999999999,-110.0,"(0.3861237999999998, 0.13553780811494534)",0.3861237999999998,0.13553780811494534
CIT,WOF,NCAAB,homeCover,0.7046,-108.0,"(0.385568, 0.1376506320592593)",0.385568,0.1376506320592593
KC,MIA,NFL,over,0.7071789999999999,-110.0,"(0.38507589999999975, 0.1348031352370998)",0.38507589999999975,0.1348031352370998
ORE,CAL,NCAAB,over,0.704137,-110.0,"(0.3786877, 0.1303676128466273)",0.3786877,0.1303676128466273
SF,PORT,NCAAB,over,0.700906,-110.0,"(0.3719026, 0.12573776716978183)",0.3719026,0.12573776716978183
MTSU,SHSU,NCAAB,under,0.703153,-112.0,"(0.3706843600000001, 0.1226847274541158)",0.3706843600000001,0.1226847274541158
BOS,HOU,NBA,under,0.697367,-110.0,"(0.3644706999999999, 0.12076262832589997)",0.3644706999999999,0.12076262832589997
MER,WCU,NCAAB,over,0.696198,-110.0,"(0.36201579999999994, 0.11914130859058181)",0.36201579999999994,0.11914130859058181
ISU,OKST,NCAAB,homeWin,0.9325989999999998,-850.0,"(0.35969049999999847, 0.015220853622382196)",0.35969049999999847,0.015220853622382196
CIT,WOF,NCAAB,homeWin,0.6818540000000001,-102.0,"(0.35734508000000015, 0.1251916727453005)",0.35734508000000015,0.1251916727453005
OKC,ORL,NBA,under,0.689663,-108.0,"(0.35449904000000004, 0.11636071237122374)",0.35449904000000004,0.11636071237122374
CREI,SJU,NCAAB,homeCover,0.689516,-108.0,"(0.35419328000000005, 0.11616007370107266)",0.35419328000000005,0.11616007370107266
OMA,NDSU,NCAAB,homeWin,0.7188540000000001,-130.0,"(0.35336420000000024, 0.09605096757049245)",0.35336420000000024,0.09605096757049245
LMU,PAC,NCAAB,homeCover,0.6943840000000001,-112.0,"(0.35209408000000025, 0.11068771533129157)",0.35209408000000025,0.11068771533129157
