homeTeamAbbrev,awayTeamAbbrev,sport,index,probability,odds,kelly,unitPercent,unitReturn
BAL,MIA,NFL,homeCover,0.9187389999999999,100.0,"(0.8374779999999997, 0.7013694004839995)",0.8374779999999997,0.7013694004839995
BAL,MIA,NFL,homeWin,0.9411740000000001,-180.0,"(0.8352872000000002, 0.38761372582435577)",0.8352872000000002,0.38761372582435577
JAX,CAR,NFL,homeWin,0.92605,-192.0,"(0.7840660000000002, 0.3201872356020835)",0.7840660000000002,0.3201872356020835
JAX,CAR,NFL,homeCover,0.8971699999999999,-112.0,"(0.7820003999999998, 0.5460041300001426)",0.7820003999999998,0.5460041300001426
SA,BOS,NBA,under,0.8915119999999999,-108.0,"(0.7743449599999997, 0.5551945528494456)",0.7743449599999997,0.5551945528494456
PFW,DETM,NCAAB,homeWin,0.9849485,-1400.0,"(0.7742275000000001, 0.042816301554017805)",0.7742275000000001,0.042816301554017805
PFW,DETM,NCAAB,homeCover,0.879429,-108.0,"(0.74921232, 0.5197399078146135)",0.74921232,0.5197399078146135
STAN,ARIZ,NCAAB,awayCover,0.8626959999999999,-110.0,"(0.7116615999999998, 0.4604202117405088)",0.7116615999999998,0.4604202117405088
STAN,ARIZ,NCAAB,under,0.856915,-108.0,"(0.7023832, 0.456798295965037)",0.7023832,0.456798295965037
WSH,SF,NFL,awayCover,0.8565320000000001,-115.0,"(0.6915438000000002, 0.41585463245081744)",0.6915438000000002,0.41585463245081744
STAN,ARIZ,NCAAB,awayWin,0.9685475,-900.0,"(0.6854750000000001, 0.05220844173611114)",0.6854750000000001,0.05220844173611114
STMN,KC,NCAAB,under,0.8461509999999999,-110.0,"(0.6769170999999997, 0.41656069115673616)",0.6769170999999997,0.41656069115673616
SEMO,MORE,NCAAB,awayWin,0.940573,-475.0,"(0.6582947499999999, 0.09123199534264478)",0.6582947499999999,0.09123199534264478
SEMO,MORE,NCAAB,awayCover,0.826983,-108.0,"(0.64012464, 0.37940699512512016)",0.64012464,0.37940699512512016
MSST,BCU,NCAAB,homeCover,0.8236089999999999,-110.0,"(0.6295788999999998, 0.3603359921138272)",0.6295788999999998,0.3603359921138272
