index,probability,odds,kelly,unitPercent,unitReturn,legs,betDollars
DET_IND_NBA_awayCover | MEM_DAL_NBA_awayWin,0.6003160473515,250.0,"(0.44044246629210004, 0.48497391528366923)",0.44044246629210004,0.48497391528366923,2.0,2.2103288848229474
MEM_DAL_NBA_awayCover | QUIN_YALE_NCAAB_homeWin,0.341730238053,690.0,"(0.24632882327807248, 0.41867743532516305)",0.24632882327807248,0.41867743532516305,2.0,1.236183508460516
FDU_COLU_NCAAB_under | MIA_TEN_NFL_awayWin,0.211480870019,1284.0,"(0.1500697228242181, 0.2891686347376234)",0.1500697228242181,0.2891686347376234,2.0,0.7531141260928234
DET_IND_NBA_awayWin | SAC_BKN_NBA_awayWin,0.48160017735800004,243.0,"(0.268266917011498, 0.17488014719373515)",0.268266917011498,0.17488014719373515,2.0,1.3462782562834588
SAC_BKN_NBA_awayCover | QUIN_YALE_NCAAB_homeCover,0.44671523694000004,261.0,"(0.23472873768329505, 0.1438046845683661)",0.23472873768329505,0.1438046845683661,2.0,1.1779693120130037
ATL_DEN_NBA_homeCover | CHA_MIA_NBA_over | RMU_DEL_NCAAB_awayWin | SF_UNO_NCAAB_under,0.19336504931736265,955.0,"(0.10890065657572523, 0.11325682117505965)",0.10890065657572523,0.11325682117505965,4.0,0.5465101238577523
SAC_BKN_NBA_under | RMU_DEL_NCAAB_awayCover,0.41393202130799994,268.0,"(0.19524993970650742, 0.10216840440045799)",0.19524993970650742,0.10216840440045799,2.0,0.9798477997056229
LAC_POR_NBA_under | ORL_CLE_NBA_under,0.414422955968,264.0,"(0.1926134695922424, 0.09794386448447487)",0.1926134695922424,0.09794386448447487,2.0,0.9666168637865881
SAM_AAMU_NCAAB_homeCover | SF_UNO_NCAAB_awayCover,0.40594289544600004,264.0,"(0.18092126493312127, 0.08641381083720173)",0.18092126493312127,0.08641381083720173,2.0,0.9079403744305924
FDU_COLU_NCAAB_awayWin | SCST_JAX_NCAAB_over,0.42334497902500007,232.0,"(0.17478678032887943, 0.07087697110034738)",0.17478678032887943,0.07087697110034738,2.0,0.8771549040185159
