index,probability,odds,kelly,unitPercent,unitReturn,legs,betDollars
EIU_CARK_NCAAB_awayWin | WSU_GRAM_NCAAB_homeCover,0.48184432018800005,487.0,"(0.3754468500007311, 0.6864768420445461)",0.3754468500007311,0.6864768420445461,2.0,2.006736883148092
COFC_URI_NCAAB_awayWin | IOWA_MICH_NCAAB_over,0.292215682395,874.0,"(0.21123349502600686, 0.38997521153868414)",0.21123349502600686,0.38997521153868414,2.0,1.129028104574966
FOR_UNT_NCAAB_over | OKST_TLSA_NCAAB_awayWin,0.36406056198750003,492.0,"(0.23480457865162604, 0.27125529556637684)",0.23480457865162604,0.27125529556637684,2.0,1.2550138809563791
FOR_UNT_NCAAB_homeWin | TA&M_MEM_NCAAB_awayWin,0.21973989190650003,1074.0,"(0.14708997495179799, 0.23236484825438283)",0.14708997495179799,0.23236484825438283,2.0,0.7861855223356574
EIU_CARK_NCAAB_awayCover | CIN_IND_NFL_awayWin,0.41484047434199994,309.0,"(0.22546845956594816, 0.15708332114043855)",0.22546845956594816,0.15708332114043855,2.0,1.2051129841592527
UNCG_ELON_NCAAB_awayWin | CIN_IND_NFL_awayCover,0.17826487791200007,1236.0,"(0.11178145379484797, 0.1544393545783731)",0.11178145379484797,0.1544393545783731,2.0,0.597463971748861
FOR_UNT_NCAAB_homeCover | UNCG_ELON_NCAAB_over,0.4337598852579999,264.0,"(0.21927499331027261, 0.12693521990482107)",0.21927499331027261,0.12693521990482107,2.0,1.1720093446700066
COFC_URI_NCAAB_awayCover | OKST_TLSA_NCAAB_awayCover,0.42453165842999996,268.0,"(0.20980466530686562, 0.11796823352652944)",0.20980466530686562,0.11796823352652944,2.0,1.1213911106911891
NEB_MSU_NCAAB_homeWin | UCF_MISS_NCAAB_over,0.34701047523000006,379.0,"(0.17471772463105548, 0.11569461370796014)",0.17471772463105548,0.11569461370796014,2.0,0.9338538921185999
NEB_MSU_NCAAB_homeCover | CHI_DET_NFL_awayCover,0.39856264602,281.0,"(0.18452800047551604, 0.09568213811617268)",0.18452800047551604,0.09568213811617268,2.0,0.9862891232862006
TA&M_MEM_NCAAB_awayCover | NO_CAR_NFL_homeCover,0.400415416086,264.0,"(0.1733000433913031, 0.07928686930408868)",0.1733000433913031,0.07928686930408868,2.0,0.9262764860693743
NU_DETM_NCAAB_awayCover | CLE_JAX_NFL_awayCover,0.3839715151319999,268.0,"(0.1541101401812536, 0.0636498266219175)",0.1541101401812536,0.0636498266219175,2.0,0.8237078094229374
BAL_LAR_NFL_homeCover | CLE_JAX_NFL_awayWin,0.35123604682099996,300.0,"(0.13498139576133328, 0.054659931605033046)",0.13498139576133328,0.054659931605033046,2.0,0.7214660221880929
MIA_COLO_NCAAB_over | NYJ_HOU_NFL_over,0.374392904248,260.0,"(0.13377479049723076, 0.04652880588870275)",0.13377479049723076,0.04652880588870275,2.0,0.7150168023135075
EIU_CARK_NCAAB_under | CHI_DET_NFL_awayWin,0.41356222694499994,200.0,"(0.12034334041749989, 0.028965039165684537)",0.12034334041749989,0.028965039165684537,2.0,0.6432266507405063
MIA_COLO_NCAAB_homeWin | JOES_PRIN_NCAAB_awayWin,0.34752955614750003,266.0,"(0.10223991560144743, 0.027804980910228306)",0.10223991560144743,0.027804980910228306,2.0,0.5464651243364356
BC_SJU_NCAAB_homeWin | JOES_PRIN_NCAAB_awayCover,0.227767123248,492.0,"(0.0708092214691382, 0.024668613557722072)",0.0708092214691382,0.024668613557722072,2.0,0.37847028517843384
KC_BUF_NFL_awayWin | NO_CAR_NFL_homeWin,0.4376576641252499,172.0,"(0.11071444559341842, 0.021083224156459763)",0.11071444559341842,0.021083224156459763,2.0,0.5917608883099508
DAL_PHI_NFL_awayWin | KC_BUF_NFL_awayCover,0.26573453071200004,377.0,"(0.07096915424303454, 0.018988060619473026)",0.07096915424303454,0.018988060619473026,2.0,0.3793251145536206
JOES_PRIN_NCAAB_over | ATL_TB_NFL_awayWin,0.3010188125350001,301.0,"(0.06879914892536562, 0.014247301907492451)",0.06879914892536562,0.014247301907492451,2.0,0.3677265894692172
UNCG_ELON_NCAAB_awayCover | ATL_TB_NFL_awayCover,0.32167038923099994,268.0,"(0.06856232551122382, 0.012598123845078794)",0.06856232551122382,0.012598123845078794,2.0,0.3664607850552223
MIA_COLO_NCAAB_homeCover | KC_BUF_NFL_under,0.318197251104,268.0,"(0.06379324032191047, 0.010906467728860978)",0.06379324032191047,0.010906467728860978,2.0,0.3409703617150031
NU_DETM_NCAAB_over | LAC_DEN_NFL_awayWin,0.2723155663474999,328.0,"(0.05046055608759134, 0.008351758123794153)",0.05046055608759134,0.008351758123794153,2.0,0.2697081066066617
WSU_GRAM_NCAAB_homeWin,0.9961120000000001,-8000.0,"(0.6850720000000088, 0.00586654556480015)",0.6850720000000088,0.00586654556480015,1.0,3.661661430930557
ATL_TB_NFL_under | NO_CAR_NFL_under,0.30838527217,261.0,"(0.043398786411379286, 0.004915816667769157)",0.043398786411379286,0.004915816667769157,2.0,0.23196344669135313
COFC_URI_NCAAB_under | SF_SEA_NFL_under,0.299180543654,268.0,"(0.037680746509970164, 0.003805167602230323)",0.037680746509970164,0.003805167602230323,2.0,0.2014009274707289
ETSU_TNTC_NCAAB_over | PROV_BRWN_NCAAB_awayCover,0.302189427151,261.0,"(0.034829054411919524, 0.003166094511506254)",0.034829054411919524,0.003166094511506254,2.0,0.1861588347150458
IOWA_MICH_NCAAB_homeWin | LIP_TNST_NCAAB_under,0.353939710285,203.0,"(0.03568340993278318, 0.0025848106611950326)",0.03568340993278318,0.0025848106611950326,2.0,0.19072530460295392
IOWA_MICH_NCAAB_homeCover | CHI_DET_NFL_over,0.29099862791,268.0,"(0.02644587713014923, 0.0018743502380503083)",0.02644587713014923,0.0018743502380503083,2.0,0.14135134452231982
BC_SJU_NCAAB_homeCover | CIN_IND_NFL_under,0.28785626875000003,264.0,"(0.018104855397727326, 0.0008653544828877072)",0.018104855397727326,0.0008653544828877072,2.0,0.09676917276203409
ETSU_TNTC_NCAAB_awayCover | OKST_TLSA_NCAAB_over,0.28613672025000003,264.0,"(0.015733962768939458, 0.0006535520228539431)",0.015733962768939458,0.0006535520228539431,2.0,0.08409691919494919
BAL_LAR_NFL_over | LV_MIN_NFL_under,0.284240374,264.0,"(0.013119303545454597, 0.0004543865713669324)",0.013119303545454597,0.0004543865713669324,2.0,0.0701217504044261
COFC_URI_NCAAB_awayWin,0.40134499999999995,410.0,"(0.2553315853658536, 0.2672962957903047)",0.2553315853658536,0.2672962957903047,1.0,1.364729281349241
IOWA_MICH_NCAAB_over,0.7280910000000002,-110.0,"(0.4289911000000003, 0.16730305807200935)",0.4289911000000003,0.16730305807200935,1.0,2.292927115810389
FOR_UNT_NCAAB_over,0.722217,-110.0,"(0.41665569999999996, 0.1578199748568091)",0.41665569999999996,0.1578199748568091,1.0,2.2269952744636377
FOR_UNT_NCAAB_homeWin,0.5125045,205.0,"(0.27470181707317076, 0.1546952310217686)",0.27470181707317076,0.1546952310217686,1.0,1.4682618010710664
OKST_TLSA_NCAAB_awayWin,0.5040875,210.0,"(0.2679386904761905, 0.15076139789360127)",0.2679386904761905,0.15076139789360127,1.0,1.4321133673113116
TA&M_MEM_NCAAB_awayWin,0.42875700000000005,285.0,"(0.22832085964912288, 0.14857168261010623)",0.22832085964912288,0.14857168261010623,1.0,1.220358861045396
UNCG_ELON_NCAAB_awayWin,0.2672080000000001,600.0,"(0.14507600000000015, 0.12628227465600025)",0.14507600000000015,0.12628227465600025,1.0,0.7754209685313007
CIN_IND_NFL_awayWin,0.6192795,114.0,"(0.28531414912280695, 0.09280074660622524)",0.28531414912280695,0.09280074660622524,1.0,1.524983965979836
EIU_CARK_NCAAB_awayCover,0.6698759999999999,-110.0,"(0.30673959999999983, 0.0855356201892363)",0.30673959999999983,0.0855356201892363,1.0,1.6395014869372149
CIN_IND_NFL_awayCover,0.667139,-110.0,"(0.3009919000000001, 0.08236011260510007)",0.3009919000000001,0.08236011260510007,1.0,1.6087804365854879
UNCG_ELON_NCAAB_over,0.658651,-110.0,"(0.28316709999999995, 0.07289418774764543)",0.28316709999999995,0.07289418774764543,1.0,1.5135081401348218
FOR_UNT_NCAAB_homeCover,0.6585579999999999,-110.0,"(0.2829717999999997, 0.07279367235930896)",0.2829717999999997,0.07279367235930896,1.0,1.5124642754352553
NEB_MSU_NCAAB_homeWin,0.545331,142.0,"(0.22514156338028168, 0.07197798745707068)",0.22514156338028168,0.07197798745707068,1.0,1.203365747146248
UCF_MISS_NCAAB_over,0.6363300000000001,-102.0,"(0.2653866000000001, 0.06904906613682357)",0.2653866000000001,0.06904906613682357,1.0,1.4184726240537975
OKST_TLSA_NCAAB_awayCover,0.649737,-108.0,"(0.27145296, 0.06822843471552006)",0.27145296,0.06822843471552006,1.0,1.4508968895881347
COFC_URI_NCAAB_awayCover,0.6533899999999999,-110.0,"(0.27211899999999983, 0.06731704560090901)",0.27211899999999983,0.06731704560090901,1.0,1.4544568263239175
CHI_DET_NFL_awayCover,0.624491,-102.0,"(0.24147182, 0.05716533319030631)",0.24147182,0.05716533319030631,1.0,1.2906498148378487
COFC_URI_NCAAB_awayWin | WSU_GRAM_NCAAB_homeCover,0.34955865195999997,882.0,"(0.27581246737496595, 0.6709596013464959)",0.27581246737496595,0.6709596013464959,2.0,1.4741981484525606
