homeTeamAbbrev,awayTeamAbbrev,sport,index,probability,odds,kelly,unitPercent,unitReturn
INST,EVAN,NCAAB,homeCover,0.907265,-108.0,"(0.8071112, 0.603174527005037)",0.8071112,0.603174527005037
INST,EVAN,NCAAB,homeWin,0.983875,-1200.0,"(0.7903750000000007, 0.05205772005208338)",0.7903750000000007,0.05205772005208338
WEB,SDSU,NCAAB,under,0.869634,-110.0,"(0.7262314000000001, 0.47946549667814553)",0.7262314000000001,0.47946549667814553
SAM,UTC,NCAAB,homeCover,0.8561870000000001,-108.0,"(0.7008689600000003, 0.4548308324921131)",0.7008689600000003,0.4548308324921131
SAM,UTC,NCAAB,homeWin,0.9399629999999999,-425.0,"(0.6848057499999993, 0.11034327417248506)",0.6848057499999993,0.11034327417248506
CLE,WSH,NBA,homeCover,0.827392,-110.0,"(0.6375232000000001, 0.3694871186711274)",0.6375232000000001,0.3694871186711274
MEM,TOR,NBA,under,0.822056,-110.0,"(0.6263176, 0.3566124873361456)",0.6263176,0.3566124873361456
CLE,WSH,NBA,homeWin,0.930113,-440.0,"(0.6226101999999998, 0.08810078662364546)",0.6226101999999998,0.08810078662364546
UVA,LOU,NCAAB,homeCover,0.8146789999999999,-112.0,"(0.6071194799999999, 0.3291018419602412)",0.6071194799999999,0.3291018419602412
VILL,XAV,NCAAB,under,0.8106230000000001,-110.0,"(0.6023083000000002, 0.32979571658990026)",0.6023083000000002,0.32979571658990026
CIT,WCU,NCAAB,under,0.800373,-108.0,"(0.58477584, 0.3166322065256534)",0.58477584,0.3166322065256534
SDSU,FRES,NCAAB,homeCover,0.794117,-110.0,"(0.5676456999999999, 0.29292876429862724)",0.5676456999999999,0.29292876429862724
IDHO,STMN,NCAAB,under,0.785569,-108.0,"(0.55398352, 0.28416457447369486)",0.55398352,0.28416457447369486
CLE,WSH,NBA,under,0.781516,-110.0,"(0.5411836, 0.26625426264450913)",0.5411836,0.26625426264450913
PHX,LAC,NBA,under,0.7776529999999999,-110.0,"(0.5330712999999998, 0.25833182807608174)",0.5330712999999998,0.25833182807608174
LAF,ARMY,NCAAB,under,0.7784059999999999,-112.0,"(0.5302207199999999, 0.25101251064046265)",0.5302207199999999,0.25101251064046265
UVA,LOU,NCAAB,homeWin,0.968429,-1400.0,"(0.5264349999999998, 0.019795272087499982)",0.5264349999999998,0.019795272087499982
SAC,ORL,NBA,under,0.773785,-110.0,"(0.5249484999999998, 0.25051902513840896)",0.5249484999999998,0.25051902513840896
LAL,MIA,NBA,under,0.76849,-110.0,"(0.513829, 0.24001840112818182)",0.513829,0.24001840112818182
MIA,CLEM,NCAAB,awayWin,0.765598,-120.0,"(0.4843156, 0.1954680003361334)",0.4843156,0.1954680003361334
UTAH,DET,NBA,homeCover,0.755272,-112.0,"(0.48117664000000016, 0.20672407043008004)",0.48117664000000016,0.20672407043008004
URI,JOES,NCAAB,under,0.7493210000000001,-110.0,"(0.4735741000000003, 0.20388402562800934)",0.4735741000000003,0.20388402562800934
MIN,NO,NBA,under,0.745735,-108.0,"(0.47112880000000007, 0.20552069091614825)",0.47112880000000007,0.20552069091614825
MIA,CLEM,NCAAB,awayCover,0.746668,-112.0,"(0.46293616, 0.19134811449602285)",0.46293616,0.19134811449602285
DAL,POR,NBA,homeCover,0.7440819999999999,-110.0,"(0.4625721999999998, 0.1945209456480362)",0.4625721999999998,0.1945209456480362
UNCG,FUR,NCAAB,over,0.743582,-110.0,"(0.46152219999999994, 0.19363885553894544)",0.46152219999999994,0.19363885553894544
ND,NCSU,NCAAB,under,0.7403150000000001,-110.0,"(0.4546615000000001, 0.1879246178020456)",0.4546615000000001,0.1879246178020456
ATL,OKC,NBA,under,0.739367,-110.0,"(0.4526707, 0.18628251148953634)",0.4526707,0.18628251148953634
VCU,SBU,NCAAB,under,0.721492,-108.0,"(0.42070336, 0.16388084918082374)",0.42070336,0.16388084918082374
UTAH,DET,NBA,homeWin,0.8776,-375.0,"(0.4186000000000002, 0.046726922666666726)",0.4186000000000002,0.046726922666666726
