homeTeamAbbrev,awayTeamAbbrev,sport,index,probability,odds,kelly,unitPercent,unitReturn
UNC,WVU,NCAAF,homeWin,0.6051795000000001,195.0,"(0.40270744871794883, 0.3162379140431929)",0.40270744871794883,0.3162379140431929
OKC,NY,NBA,under,0.692047,-110.0,"(0.3532986999999999, 0.11347270129244538)",0.3532986999999999,0.11347270129244538
TULN,VT,NCAAF,homeWin,0.509686,310.0,"(0.35152019354838704, 0.38305598406411606)",0.35152019354838704,0.38305598406411606
TULN,VT,NCAAF,homeCover,0.679401,-105.0,"(0.34277205000000005, 0.11189778882019293)",0.34277205000000005,0.11189778882019293
UNC,WVU,NCAAF,homeCover,0.686167,-110.0,"(0.34095069999999994, 0.10567943620953635)",0.34095069999999994,0.10567943620953635
WSH,TOR,NBA,homeWin,0.5379754999999999,230.0,"(0.3370952826086956, 0.2613564279811835)",0.3370952826086956,0.2613564279811835
WSH,TOR,NBA,under,0.6656770000000001,-110.0,"(0.2979217000000001, 0.08068849030080916)",0.2979217000000001,0.08068849030080916
HOU,PHX,NBA,under,0.65217,-108.0,"(0.2765136000000001, 0.07079608424533342)",0.2765136000000001,0.07079608424533342
BKN,MIL,NBA,under,0.6484429999999999,-110.0,"(0.26173029999999975, 0.06227522721644534)",0.26173029999999975,0.06227522721644534
WSH,TOR,NBA,homeCover,0.647089,-110.0,"(0.25888690000000003, 0.060929479083281876)",0.25888690000000003,0.060929479083281876
HOU,PHX,NBA,homeCover,0.6322720000000001,-112.0,"(0.22041664000000016, 0.043378120704365745)",0.22041664000000016,0.043378120704365745
HOU,PHX,NBA,homeWin,0.5606215,114.0,"(0.1752017631578947, 0.03499304990754393)",0.1752017631578947,0.03499304990754393
USC,LOU,NCAAF,homeWin,0.43783399999999995,205.0,"(0.16360668292682917, 0.05487265073155603)",0.16360668292682917,0.05487265073155603
ORL,PHI,NBA,awayCover,0.580498,-105.0,"(0.1400208999999999, 0.0186722404160095)",0.1400208999999999,0.0186722404160095
