homeScore,awayScore,probability,homeTeam,awayTeam,sport
118,114,0.000892,OKC,NY,NBA
114,114,0.000875,OKC,NY,NBA
118,113,0.000872,OKC,NY,NBA
114,113,0.000855,OKC,NY,NBA
119,114,0.000853,OKC,NY,NBA
118,110,0.000844,OKC,NY,NBA
118,108,0.00084,OKC,NY,NBA
113,114,0.000836,OKC,NY,NBA
121,114,0.000836,OKC,NY,NBA
118,111,0.000835,OKC,NY,NBA
119,113,0.000834,OKC,NY,NBA
114,110,0.000828,OKC,NY,NBA
118,118,0.000826,OKC,NY,NBA
114,108,0.000824,OKC,NY,NBA
114,111,0.000819,OKC,NY,NBA
113,113,0.000817,OKC,NY,NBA
121,113,0.000817,OKC,NY,NBA
118,109,0.000816,OKC,NY,NBA
117,114,0.000816,OKC,NY,NBA
114,118,0.000811,OKC,NY,NBA
119,110,0.000808,OKC,NY,NBA
124,114,0.000806,OKC,NY,NBA
119,108,0.000804,OKC,NY,NBA
115,114,0.000802,OKC,NY,NBA
114,109,0.000801,OKC,NY,NBA
119,111,0.000799,OKC,NY,NBA
118,115,0.000798,OKC,NY,NBA
117,113,0.000798,OKC,NY,NBA
123,114,0.000793,OKC,NY,NBA
119,118,0.000791,OKC,NY,NBA
113,110,0.000791,OKC,NY,NBA
121,110,0.000791,OKC,NY,NBA
116,114,0.000789,OKC,NY,NBA
124,113,0.000788,OKC,NY,NBA
113,108,0.000787,OKC,NY,NBA
121,108,0.000787,OKC,NY,NBA
115,113,0.000784,OKC,NY,NBA
114,115,0.000783,OKC,NY,NBA
113,111,0.000782,OKC,NY,NBA
121,111,0.000782,OKC,NY,NBA
119,109,0.000781,OKC,NY,NBA
118,112,0.000777,OKC,NY,NBA
123,113,0.000775,OKC,NY,NBA
118,117,0.000775,OKC,NY,NBA
113,118,0.000774,OKC,NY,NBA
121,118,0.000774,OKC,NY,NBA
117,110,0.000772,OKC,NY,NBA
118,119,0.000772,OKC,NY,NBA
116,113,0.000771,OKC,NY,NBA
118,106,0.00077,OKC,NY,NBA
117,108,0.000768,OKC,NY,NBA
118,116,0.000767,OKC,NY,NBA
113,109,0.000765,OKC,NY,NBA
121,109,0.000765,OKC,NY,NBA
119,115,0.000764,OKC,NY,NBA
117,111,0.000764,OKC,NY,NBA
111,114,0.000764,OKC,NY,NBA
124,110,0.000763,OKC,NY,NBA
114,112,0.000763,OKC,NY,NBA
114,117,0.00076,OKC,NY,NBA
124,108,0.000759,OKC,NY,NBA
115,110,0.000759,OKC,NY,NBA
120,114,0.000758,OKC,NY,NBA
114,119,0.000758,OKC,NY,NBA
117,118,0.000756,OKC,NY,NBA
114,106,0.000756,OKC,NY,NBA
115,108,0.000755,OKC,NY,NBA
124,111,0.000755,OKC,NY,NBA
118,105,0.000755,OKC,NY,NBA
110,114,0.000755,OKC,NY,NBA
114,116,0.000753,OKC,NY,NBA
115,111,0.000751,OKC,NY,NBA
123,110,0.00075,OKC,NY,NBA
113,115,0.000748,OKC,NY,NBA
121,115,0.000748,OKC,NY,NBA
124,118,0.000747,OKC,NY,NBA
117,109,0.000747,OKC,NY,NBA
116,110,0.000747,OKC,NY,NBA
111,113,0.000747,OKC,NY,NBA
123,108,0.000747,OKC,NY,NBA
119,112,0.000744,OKC,NY,NBA
115,118,0.000743,OKC,NY,NBA
116,108,0.000743,OKC,NY,NBA
123,111,0.000742,OKC,NY,NBA
119,117,0.000741,OKC,NY,NBA
120,113,0.000741,OKC,NY,NBA
114,105,0.000741,OKC,NY,NBA
119,119,0.000739,OKC,NY,NBA
116,111,0.000739,OKC,NY,NBA
124,109,0.000738,OKC,NY,NBA
110,113,0.000738,OKC,NY,NBA
119,106,0.000737,OKC,NY,NBA
123,118,0.000735,OKC,NY,NBA
115,109,0.000734,OKC,NY,NBA
119,116,0.000734,OKC,NY,NBA
122,114,0.000734,OKC,NY,NBA
116,118,0.000731,OKC,NY,NBA
118,104,0.000731,OKC,NY,NBA
117,115,0.000731,OKC,NY,NBA
113,112,0.000728,OKC,NY,NBA
121,112,0.000728,OKC,NY,NBA
112,114,0.000728,OKC,NY,NBA
123,109,0.000726,OKC,NY,NBA
113,117,0.000726,OKC,NY,NBA
121,117,0.000726,OKC,NY,NBA
113,119,0.000723,OKC,NY,NBA
121,119,0.000723,OKC,NY,NBA
111,110,0.000723,OKC,NY,NBA
119,105,0.000722,OKC,NY,NBA
116,109,0.000722,OKC,NY,NBA
124,115,0.000722,OKC,NY,NBA
113,106,0.000722,OKC,NY,NBA
121,106,0.000722,OKC,NY,NBA
118,121,0.00072,OKC,NY,NBA
111,108,0.000719,OKC,NY,NBA
126,114,0.000719,OKC,NY,NBA
113,116,0.000719,OKC,NY,NBA
121,116,0.000719,OKC,NY,NBA
115,115,0.000718,OKC,NY,NBA
120,110,0.000718,OKC,NY,NBA
122,113,0.000717,OKC,NY,NBA
108,114,0.000717,OKC,NY,NBA
114,104,0.000717,OKC,NY,NBA
111,111,0.000715,OKC,NY,NBA
110,110,0.000714,OKC,NY,NBA
120,108,0.000714,OKC,NY,NBA
109,114,0.000713,OKC,NY,NBA
112,113,0.000712,OKC,NY,NBA
117,112,0.000711,OKC,NY,NBA
110,108,0.000711,OKC,NY,NBA
118,102,0.000711,OKC,NY,NBA
120,111,0.00071,OKC,NY,NBA
123,115,0.00071,OKC,NY,NBA
118,107,0.000709,OKC,NY,NBA
117,117,0.000709,OKC,NY,NBA
111,118,0.000708,OKC,NY,NBA
113,105,0.000707,OKC,NY,NBA
121,105,0.000707,OKC,NY,NBA
110,111,0.000707,OKC,NY,NBA
117,119,0.000707,OKC,NY,NBA
114,121,0.000707,OKC,NY,NBA
116,115,0.000706,OKC,NY,NBA
117,106,0.000705,OKC,NY,NBA
126,113,0.000703,OKC,NY,NBA
124,112,0.000703,OKC,NY,NBA
120,118,0.000703,OKC,NY,NBA
117,116,0.000702,OKC,NY,NBA
108,113,0.000701,OKC,NY,NBA
124,117,0.0007,OKC,NY,NBA
119,104,0.000699,OKC,NY,NBA
110,118,0.000699,OKC,NY,NBA
111,109,0.000699,OKC,NY,NBA
115,112,0.000699,OKC,NY,NBA
124,119,0.000698,OKC,NY,NBA
109,113,0.000697,OKC,NY,NBA
114,102,0.000697,OKC,NY,NBA
115,117,0.000697,OKC,NY,NBA
124,106,0.000696,OKC,NY,NBA
114,107,0.000696,OKC,NY,NBA
122,110,0.000695,OKC,NY,NBA
115,119,0.000695,OKC,NY,NBA
120,109,0.000694,OKC,NY,NBA
124,116,0.000694,OKC,NY,NBA
115,106,0.000693,OKC,NY,NBA
122,108,0.000691,OKC,NY,NBA
