homeScore,awayScore,probability,homeTeam,awayTeam,sport
75,64,0.001763,DUQ,SPU,NCAAB
75,60,0.001728,DUQ,SPU,NCAAB
75,61,0.00169,DUQ,SPU,NCAAB
78,64,0.001618,DUQ,SPU,NCAAB
72,64,0.001603,DUQ,SPU,NCAAB
74,64,0.001597,DUQ,SPU,NCAAB
77,64,0.001595,DUQ,SPU,NCAAB
76,64,0.00159,DUQ,SPU,NCAAB
78,60,0.001586,DUQ,SPU,NCAAB
75,58,0.001574,DUQ,SPU,NCAAB
72,60,0.00157,DUQ,SPU,NCAAB
74,60,0.001565,DUQ,SPU,NCAAB
77,60,0.001563,DUQ,SPU,NCAAB
76,60,0.001558,DUQ,SPU,NCAAB
79,64,0.001557,DUQ,SPU,NCAAB
78,61,0.001552,DUQ,SPU,NCAAB
75,56,0.00155,DUQ,SPU,NCAAB
72,61,0.001537,DUQ,SPU,NCAAB
74,61,0.001531,DUQ,SPU,NCAAB
77,61,0.001529,DUQ,SPU,NCAAB
79,60,0.001525,DUQ,SPU,NCAAB
76,61,0.001524,DUQ,SPU,NCAAB
71,64,0.001514,DUQ,SPU,NCAAB
75,63,0.001504,DUQ,SPU,NCAAB
80,64,0.001502,DUQ,SPU,NCAAB
79,61,0.001492,DUQ,SPU,NCAAB
75,59,0.001492,DUQ,SPU,NCAAB
73,64,0.001485,DUQ,SPU,NCAAB
71,60,0.001483,DUQ,SPU,NCAAB
75,62,0.001474,DUQ,SPU,NCAAB
80,60,0.001471,DUQ,SPU,NCAAB
75,65,0.001466,DUQ,SPU,NCAAB
73,60,0.001455,DUQ,SPU,NCAAB
71,61,0.001451,DUQ,SPU,NCAAB
75,57,0.001451,DUQ,SPU,NCAAB
78,58,0.001445,DUQ,SPU,NCAAB
80,61,0.00144,DUQ,SPU,NCAAB
81,64,0.001432,DUQ,SPU,NCAAB
72,58,0.001431,DUQ,SPU,NCAAB
74,58,0.001426,DUQ,SPU,NCAAB
77,58,0.001424,DUQ,SPU,NCAAB
73,61,0.001424,DUQ,SPU,NCAAB
78,56,0.001423,DUQ,SPU,NCAAB
76,58,0.00142,DUQ,SPU,NCAAB
