homeScore,awayScore,probability,homeTeam,awayTeam,sport
102,114,0.001083,CHA,CHI,NBA
105,114,0.001064,CHA,CHI,NBA
102,118,0.001064,CHA,CHI,NBA
102,113,0.001063,CHA,CHI,NBA
104,114,0.001052,CHA,CHI,NBA
108,114,0.001051,CHA,CHI,NBA
106,114,0.00105,CHA,CHI,NBA
105,118,0.001046,CHA,CHI,NBA
105,113,0.001045,CHA,CHI,NBA
104,118,0.001034,CHA,CHI,NBA
104,113,0.001033,CHA,CHI,NBA
108,118,0.001033,CHA,CHI,NBA
106,118,0.001032,CHA,CHI,NBA
108,113,0.001032,CHA,CHI,NBA
106,113,0.001031,CHA,CHI,NBA
102,117,0.000997,CHA,CHI,NBA
102,115,0.000996,CHA,CHI,NBA
109,114,0.000995,CHA,CHI,NBA
105,117,0.00098,CHA,CHI,NBA
110,114,0.000979,CHA,CHI,NBA
105,115,0.000978,CHA,CHI,NBA
109,118,0.000978,CHA,CHI,NBA
109,113,0.000977,CHA,CHI,NBA
102,110,0.000977,CHA,CHI,NBA
102,119,0.000977,CHA,CHI,NBA
102,111,0.000974,CHA,CHI,NBA
101,114,0.000973,CHA,CHI,NBA
104,117,0.000968,CHA,CHI,NBA
108,117,0.000967,CHA,CHI,NBA
104,115,0.000967,CHA,CHI,NBA
106,117,0.000967,CHA,CHI,NBA
108,115,0.000966,CHA,CHI,NBA
106,115,0.000966,CHA,CHI,NBA
110,118,0.000962,CHA,CHI,NBA
110,113,0.000961,CHA,CHI,NBA
105,110,0.000961,CHA,CHI,NBA
105,119,0.00096,CHA,CHI,NBA
102,116,0.000959,CHA,CHI,NBA
105,111,0.000957,CHA,CHI,NBA
101,118,0.000956,CHA,CHI,NBA
101,113,0.000956,CHA,CHI,NBA
102,121,0.000953,CHA,CHI,NBA
104,110,0.000949,CHA,CHI,NBA
104,119,0.000949,CHA,CHI,NBA
108,110,0.000949,CHA,CHI,NBA
106,110,0.000948,CHA,CHI,NBA
108,119,0.000948,CHA,CHI,NBA
106,119,0.000948,CHA,CHI,NBA
104,111,0.000946,CHA,CHI,NBA
99,114,0.000946,CHA,CHI,NBA
108,111,0.000945,CHA,CHI,NBA
106,111,0.000945,CHA,CHI,NBA
105,116,0.000943,CHA,CHI,NBA
102,112,0.000942,CHA,CHI,NBA
102,109,0.000939,CHA,CHI,NBA
102,108,0.000938,CHA,CHI,NBA
105,121,0.000936,CHA,CHI,NBA
104,116,0.000932,CHA,CHI,NBA
108,116,0.000931,CHA,CHI,NBA
106,116,0.00093,CHA,CHI,NBA
99,118,0.000929,CHA,CHI,NBA
99,113,0.000929,CHA,CHI,NBA
105,112,0.000926,CHA,CHI,NBA
104,121,0.000925,CHA,CHI,NBA
108,121,0.000924,CHA,CHI,NBA
106,121,0.000924,CHA,CHI,NBA
105,109,0.000923,CHA,CHI,NBA
111,114,0.000922,CHA,CHI,NBA
105,108,0.000922,CHA,CHI,NBA
109,117,0.000916,CHA,CHI,NBA
104,112,0.000915,CHA,CHI,NBA
109,115,0.000915,CHA,CHI,NBA
108,112,0.000914,CHA,CHI,NBA
106,112,0.000914,CHA,CHI,NBA
104,109,0.000913,CHA,CHI,NBA
108,109,0.000912,CHA,CHI,NBA
106,109,0.000911,CHA,CHI,NBA
104,108,0.000911,CHA,CHI,NBA
108,108,0.00091,CHA,CHI,NBA
106,108,0.000909,CHA,CHI,NBA
111,118,0.000906,CHA,CHI,NBA
111,113,0.000905,CHA,CHI,NBA
103,114,0.000905,CHA,CHI,NBA
110,117,0.000901,CHA,CHI,NBA
110,115,0.0009,CHA,CHI,NBA
113,114,0.0009,CHA,CHI,NBA
107,114,0.000899,CHA,CHI,NBA
109,110,0.000899,CHA,CHI,NBA
109,119,0.000898,CHA,CHI,NBA
101,117,0.000896,CHA,CHI,NBA
109,111,0.000895,CHA,CHI,NBA
101,115,0.000895,CHA,CHI,NBA
103,118,0.00089,CHA,CHI,NBA
103,113,0.000889,CHA,CHI,NBA
113,118,0.000884,CHA,CHI,NBA
110,110,0.000884,CHA,CHI,NBA
113,113,0.000884,CHA,CHI,NBA
110,119,0.000883,CHA,CHI,NBA
107,118,0.000883,CHA,CHI,NBA
107,113,0.000883,CHA,CHI,NBA
109,116,0.000882,CHA,CHI,NBA
110,111,0.00088,CHA,CHI,NBA
101,110,0.000878,CHA,CHI,NBA
101,119,0.000878,CHA,CHI,NBA
109,121,0.000876,CHA,CHI,NBA
101,111,0.000875,CHA,CHI,NBA
102,120,0.000871,CHA,CHI,NBA
100,114,0.000871,CHA,CHI,NBA
99,117,0.000871,CHA,CHI,NBA
99,115,0.00087,CHA,CHI,NBA
110,116,0.000867,CHA,CHI,NBA
109,112,0.000866,CHA,CHI,NBA
114,114,0.000866,CHA,CHI,NBA
109,109,0.000864,CHA,CHI,NBA
109,108,0.000862,CHA,CHI,NBA
101,116,0.000862,CHA,CHI,NBA
110,121,0.000861,CHA,CHI,NBA
105,120,0.000857,CHA,CHI,NBA
101,121,0.000856,CHA,CHI,NBA
100,118,0.000856,CHA,CHI,NBA
100,113,0.000855,CHA,CHI,NBA
99,110,0.000854,CHA,CHI,NBA
99,119,0.000853,CHA,CHI,NBA
110,112,0.000852,CHA,CHI,NBA
96,114,0.000852,CHA,CHI,NBA
102,124,0.000851,CHA,CHI,NBA
114,118,0.000851,CHA,CHI,NBA
114,113,0.000851,CHA,CHI,NBA
99,111,0.000851,CHA,CHI,NBA
110,109,0.000849,CHA,CHI,NBA
111,117,0.000849,CHA,CHI,NBA
110,108,0.000848,CHA,CHI,NBA
111,115,0.000848,CHA,CHI,NBA
102,123,0.000847,CHA,CHI,NBA
101,112,0.000847,CHA,CHI,NBA
104,120,0.000847,CHA,CHI,NBA
108,120,0.000846,CHA,CHI,NBA
106,120,0.000845,CHA,CHI,NBA
101,109,0.000844,CHA,CHI,NBA
112,114,0.000843,CHA,CHI,NBA
101,108,0.000843,CHA,CHI,NBA
99,116,0.000838,CHA,CHI,NBA
102,106,0.000837,CHA,CHI,NBA
96,118,0.000837,CHA,CHI,NBA
105,124,0.000837,CHA,CHI,NBA
96,113,0.000837,CHA,CHI,NBA
103,117,0.000834,CHA,CHI,NBA
105,123,0.000833,CHA,CHI,NBA
103,115,0.000832,CHA,CHI,NBA
111,110,0.000832,CHA,CHI,NBA
99,121,0.000832,CHA,CHI,NBA
111,119,0.000832,CHA,CHI,NBA
111,111,0.000829,CHA,CHI,NBA
112,118,0.000829,CHA,CHI,NBA
113,117,0.000828,CHA,CHI,NBA
112,113,0.000828,CHA,CHI,NBA
107,117,0.000827,CHA,CHI,NBA
113,115,0.000827,CHA,CHI,NBA
104,124,0.000827,CHA,CHI,NBA
107,115,0.000826,CHA,CHI,NBA
108,124,0.000826,CHA,CHI,NBA
106,124,0.000826,CHA,CHI,NBA
99,112,0.000823,CHA,CHI,NBA
105,106,0.000823,CHA,CHI,NBA
104,123,0.000823,CHA,CHI,NBA
108,123,0.000822,CHA,CHI,NBA
106,123,0.000822,CHA,CHI,NBA
102,122,0.000821,CHA,CHI,NBA
99,109,0.000821,CHA,CHI,NBA
98,114,0.00082,CHA,CHI,NBA
99,108,0.000819,CHA,CHI,NBA
103,110,0.000817,CHA,CHI,NBA
103,119,0.000817,CHA,CHI,NBA
111,116,0.000817,CHA,CHI,NBA
103,111,0.000814,CHA,CHI,NBA
104,106,0.000814,CHA,CHI,NBA
108,106,0.000813,CHA,CHI,NBA
106,106,0.000812,CHA,CHI,NBA
113,110,0.000812,CHA,CHI,NBA
113,119,0.000812,CHA,CHI,NBA
107,110,0.000811,CHA,CHI,NBA
111,121,0.000811,CHA,CHI,NBA
107,119,0.000811,CHA,CHI,NBA
113,111,0.000809,CHA,CHI,NBA
107,111,0.000808,CHA,CHI,NBA
105,122,0.000807,CHA,CHI,NBA
98,118,0.000806,CHA,CHI,NBA
98,113,0.000806,CHA,CHI,NBA
97,114,0.000803,CHA,CHI,NBA
111,112,0.000802,CHA,CHI,NBA
102,105,0.000802,CHA,CHI,NBA
100,117,0.000802,CHA,CHI,NBA
103,116,0.000802,CHA,CHI,NBA
109,120,0.000801,CHA,CHI,NBA
100,115,0.000801,CHA,CHI,NBA
111,109,0.0008,CHA,CHI,NBA
111,108,0.000798,CHA,CHI,NBA
114,117,0.000798,CHA,CHI,NBA
104,122,0.000797,CHA,CHI,NBA
113,116,0.000797,CHA,CHI,NBA
103,121,0.000797,CHA,CHI,NBA
108,122,0.000797,CHA,CHI,NBA
