homeScore,awayScore,probability,homeTeam,awayTeam,sport
123,123,0.001033,ATL,DAL,NBA
123,125,0.001031,ATL,DAL,NBA
123,124,0.001031,ATL,DAL,NBA
122,123,0.001029,ATL,DAL,NBA
124,123,0.001029,ATL,DAL,NBA
125,123,0.001029,ATL,DAL,NBA
123,122,0.001028,ATL,DAL,NBA
122,125,0.001028,ATL,DAL,NBA
124,125,0.001028,ATL,DAL,NBA
122,124,0.001027,ATL,DAL,NBA
124,124,0.001027,ATL,DAL,NBA
125,125,0.001027,ATL,DAL,NBA
125,124,0.001027,ATL,DAL,NBA
122,122,0.001025,ATL,DAL,NBA
124,122,0.001025,ATL,DAL,NBA
125,122,0.001024,ATL,DAL,NBA
123,126,0.001016,ATL,DAL,NBA
126,123,0.001013,ATL,DAL,NBA
122,126,0.001013,ATL,DAL,NBA
124,126,0.001013,ATL,DAL,NBA
125,126,0.001012,ATL,DAL,NBA
126,125,0.001011,ATL,DAL,NBA
126,124,0.001011,ATL,DAL,NBA
126,122,0.001008,ATL,DAL,NBA
121,123,0.001003,ATL,DAL,NBA
121,125,0.001001,ATL,DAL,NBA
121,124,0.001,ATL,DAL,NBA
123,121,0.001,ATL,DAL,NBA
121,122,0.000998,ATL,DAL,NBA
122,121,0.000997,ATL,DAL,NBA
124,121,0.000997,ATL,DAL,NBA
126,126,0.000997,ATL,DAL,NBA
120,123,0.000996,ATL,DAL,NBA
125,121,0.000996,ATL,DAL,NBA
120,125,0.000995,ATL,DAL,NBA
120,124,0.000994,ATL,DAL,NBA
123,120,0.000993,ATL,DAL,NBA
120,122,0.000992,ATL,DAL,NBA
123,128,0.00099,ATL,DAL,NBA
122,120,0.000989,ATL,DAL,NBA
124,120,0.000989,ATL,DAL,NBA
125,120,0.000989,ATL,DAL,NBA
121,126,0.000987,ATL,DAL,NBA
122,128,0.000987,ATL,DAL,NBA
124,128,0.000986,ATL,DAL,NBA
125,128,0.000986,ATL,DAL,NBA
128,123,0.000985,ATL,DAL,NBA
128,125,0.000983,ATL,DAL,NBA
128,124,0.000983,ATL,DAL,NBA
126,121,0.000981,ATL,DAL,NBA
128,122,0.00098,ATL,DAL,NBA
120,126,0.00098,ATL,DAL,NBA
119,123,0.00098,ATL,DAL,NBA
119,125,0.000979,ATL,DAL,NBA
119,124,0.000978,ATL,DAL,NBA
119,122,0.000976,ATL,DAL,NBA
123,119,0.000975,ATL,DAL,NBA
123,127,0.000975,ATL,DAL,NBA
126,120,0.000973,ATL,DAL,NBA
122,119,0.000972,ATL,DAL,NBA
124,119,0.000972,ATL,DAL,NBA
122,127,0.000971,ATL,DAL,NBA
124,127,0.000971,ATL,DAL,NBA
125,119,0.000971,ATL,DAL,NBA
121,121,0.000971,ATL,DAL,NBA
125,127,0.000971,ATL,DAL,NBA
126,128,0.000971,ATL,DAL,NBA
127,123,0.000971,ATL,DAL,NBA
128,126,0.000969,ATL,DAL,NBA
127,125,0.000969,ATL,DAL,NBA
127,124,0.000969,ATL,DAL,NBA
127,122,0.000966,ATL,DAL,NBA
120,121,0.000965,ATL,DAL,NBA
119,126,0.000964,ATL,DAL,NBA
121,120,0.000964,ATL,DAL,NBA
121,128,0.000961,ATL,DAL,NBA
120,120,0.000958,ATL,DAL,NBA
126,119,0.000956,ATL,DAL,NBA
126,127,0.000956,ATL,DAL,NBA
127,126,0.000955,ATL,DAL,NBA
