homeScore,awayScore,probability,homeTeam,awayTeam,sport
3,10,0.02773,JAX,CIN,NFL
3,13,0.025491,JAX,CIN,NFL
3,17,0.020837,JAX,CIN,NFL
3,20,0.018969,JAX,CIN,NFL
6,10,0.013336,JAX,CIN,NFL
3,16,0.013032,JAX,CIN,NFL
6,13,0.012259,JAX,CIN,NFL
3,24,0.011773,JAX,CIN,NFL
3,27,0.01031,JAX,CIN,NFL
6,17,0.010021,JAX,CIN,NFL
3,6,0.009692,JAX,CIN,NFL
3,14,0.009543,JAX,CIN,NFL
10,10,0.009147,JAX,CIN,NFL
6,20,0.009123,JAX,CIN,NFL
10,13,0.008408,JAX,CIN,NFL
3,7,0.007591,JAX,CIN,NFL
3,23,0.007441,JAX,CIN,NFL
10,17,0.006873,JAX,CIN,NFL
3,31,0.006497,JAX,CIN,NFL
6,16,0.006267,JAX,CIN,NFL
10,20,0.006257,JAX,CIN,NFL
7,10,0.006211,JAX,CIN,NFL
3,34,0.006024,JAX,CIN,NFL
3,9,0.005922,JAX,CIN,NFL
7,13,0.00571,JAX,CIN,NFL
6,24,0.005662,JAX,CIN,NFL
13,10,0.005603,JAX,CIN,NFL
3,21,0.005578,JAX,CIN,NFL
13,13,0.00515,JAX,CIN,NFL
6,27,0.004958,JAX,CIN,NFL
3,19,0.004764,JAX,CIN,NFL
3,30,0.004738,JAX,CIN,NFL
7,17,0.004667,JAX,CIN,NFL
6,6,0.004661,JAX,CIN,NFL
6,14,0.004589,JAX,CIN,NFL
10,16,0.004299,JAX,CIN,NFL
7,20,0.004249,JAX,CIN,NFL
13,17,0.00421,JAX,CIN,NFL
10,24,0.003883,JAX,CIN,NFL
13,20,0.003833,JAX,CIN,NFL
17,10,0.003805,JAX,CIN,NFL
6,7,0.003651,JAX,CIN,NFL
6,23,0.003578,JAX,CIN,NFL
3,28,0.003542,JAX,CIN,NFL
17,13,0.003498,JAX,CIN,NFL
20,10,0.003467,JAX,CIN,NFL
10,27,0.003401,JAX,CIN,NFL
3,38,0.003215,JAX,CIN,NFL
10,6,0.003197,JAX,CIN,NFL
20,13,0.003187,JAX,CIN,NFL
10,14,0.003148,JAX,CIN,NFL
6,31,0.003125,JAX,CIN,NFL
3,41,0.003036,JAX,CIN,NFL
3,37,0.003018,JAX,CIN,NFL
7,16,0.002919,JAX,CIN,NFL
3,22,0.002899,JAX,CIN,NFL
6,34,0.002897,JAX,CIN,NFL
17,17,0.002859,JAX,CIN,NFL
6,9,0.002848,JAX,CIN,NFL
3,12,0.002778,JAX,CIN,NFL
6,21,0.002682,JAX,CIN,NFL
7,24,0.002637,JAX,CIN,NFL
13,16,0.002633,JAX,CIN,NFL
3,45,0.002625,JAX,CIN,NFL
20,17,0.002605,JAX,CIN,NFL
17,20,0.002603,JAX,CIN,NFL
3,26,0.002517,JAX,CIN,NFL
10,7,0.002504,JAX,CIN,NFL
10,23,0.002454,JAX,CIN,NFL
9,10,0.002448,JAX,CIN,NFL
16,10,0.002432,JAX,CIN,NFL
24,10,0.002384,JAX,CIN,NFL
13,24,0.002379,JAX,CIN,NFL
20,20,0.002372,JAX,CIN,NFL
27,10,0.002361,JAX,CIN,NFL
7,27,0.002309,JAX,CIN,NFL
6,19,0.002291,JAX,CIN,NFL
6,30,0.002279,JAX,CIN,NFL
9,13,0.00225,JAX,CIN,NFL
16,13,0.002235,JAX,CIN,NFL
3,15,0.002219,JAX,CIN,NFL
24,13,0.002191,JAX,CIN,NFL
7,6,0.002171,JAX,CIN,NFL
27,13,0.002171,JAX,CIN,NFL
10,31,0.002143,JAX,CIN,NFL
7,14,0.002137,JAX,CIN,NFL
3,48,0.002128,JAX,CIN,NFL
13,27,0.002083,JAX,CIN,NFL
3,25,0.002053,JAX,CIN,NFL
70,10,0.002006,JAX,CIN,NFL
34,10,0.001999,JAX,CIN,NFL
10,34,0.001987,JAX,CIN,NFL
13,6,0.001958,JAX,CIN,NFL
10,9,0.001954,JAX,CIN,NFL
14,10,0.001947,JAX,CIN,NFL
13,14,0.001928,JAX,CIN,NFL
3,51,0.001926,JAX,CIN,NFL
51,10,0.001861,JAX,CIN,NFL
70,13,0.001844,JAX,CIN,NFL
10,21,0.00184,JAX,CIN,NFL
9,17,0.001839,JAX,CIN,NFL
34,13,0.001838,JAX,CIN,NFL
16,17,0.001827,JAX,CIN,NFL
31,10,0.001821,JAX,CIN,NFL
3,33,0.001795,JAX,CIN,NFL
24,17,0.001791,JAX,CIN,NFL
14,13,0.00179,JAX,CIN,NFL
17,16,0.001788,JAX,CIN,NFL
27,17,0.001774,JAX,CIN,NFL
54,10,0.001744,JAX,CIN,NFL
45,10,0.001723,JAX,CIN,NFL
51,13,0.001711,JAX,CIN,NFL
6,28,0.001704,JAX,CIN,NFL
7,7,0.0017,JAX,CIN,NFL
48,10,0.001695,JAX,CIN,NFL
9,20,0.001675,JAX,CIN,NFL
31,13,0.001674,JAX,CIN,NFL
7,23,0.001667,JAX,CIN,NFL
16,20,0.001663,JAX,CIN,NFL
24,20,0.001631,JAX,CIN,NFL
