homeScore,awayScore,probability,homeTeam,awayTeam,sport
110,110,0.001264,PHX,NY,NBA
114,110,0.001255,PHX,NY,NBA
110,108,0.001252,PHX,NY,NBA
113,110,0.001251,PHX,NY,NBA
114,108,0.001243,PHX,NY,NBA
113,108,0.001239,PHX,NY,NBA
108,110,0.001235,PHX,NY,NBA
110,113,0.001225,PHX,NY,NBA
111,110,0.001225,PHX,NY,NBA
110,109,0.001224,PHX,NY,NBA
108,108,0.001224,PHX,NY,NBA
110,114,0.001221,PHX,NY,NBA
110,111,0.001216,PHX,NY,NBA
109,110,0.001216,PHX,NY,NBA
114,113,0.001216,PHX,NY,NBA
114,109,0.001215,PHX,NY,NBA
111,108,0.001213,PHX,NY,NBA
113,113,0.001212,PHX,NY,NBA
114,114,0.001211,PHX,NY,NBA
113,109,0.001211,PHX,NY,NBA
113,114,0.001207,PHX,NY,NBA
114,111,0.001207,PHX,NY,NBA
109,108,0.001204,PHX,NY,NBA
113,111,0.001203,PHX,NY,NBA
108,113,0.001197,PHX,NY,NBA
108,109,0.001196,PHX,NY,NBA
108,114,0.001193,PHX,NY,NBA
108,111,0.001188,PHX,NY,NBA
111,113,0.001187,PHX,NY,NBA
111,109,0.001186,PHX,NY,NBA
110,106,0.001183,PHX,NY,NBA
111,114,0.001183,PHX,NY,NBA
111,111,0.001178,PHX,NY,NBA
109,113,0.001178,PHX,NY,NBA
109,109,0.001177,PHX,NY,NBA
109,114,0.001174,PHX,NY,NBA
114,106,0.001174,PHX,NY,NBA
110,105,0.001173,PHX,NY,NBA
113,106,0.00117,PHX,NY,NBA
109,111,0.00117,PHX,NY,NBA
114,105,0.001164,PHX,NY,NBA
113,105,0.00116,PHX,NY,NBA
108,106,0.001156,PHX,NY,NBA
106,110,0.001151,PHX,NY,NBA
112,110,0.001149,PHX,NY,NBA
108,105,0.001146,PHX,NY,NBA
111,106,0.001146,PHX,NY,NBA
106,108,0.00114,PHX,NY,NBA
112,108,0.001139,PHX,NY,NBA
109,106,0.001137,PHX,NY,NBA
111,105,0.001136,PHX,NY,NBA
110,112,0.001134,PHX,NY,NBA
105,110,0.001134,PHX,NY,NBA
109,105,0.001128,PHX,NY,NBA
114,112,0.001125,PHX,NY,NBA
105,108,0.001123,PHX,NY,NBA
113,112,0.001121,PHX,NY,NBA
115,110,0.00112,PHX,NY,NBA
106,113,0.001115,PHX,NY,NBA
106,109,0.001114,PHX,NY,NBA
112,113,0.001114,PHX,NY,NBA
112,109,0.001113,PHX,NY,NBA
106,114,0.001111,PHX,NY,NBA
112,114,0.00111,PHX,NY,NBA
115,108,0.001109,PHX,NY,NBA
108,112,0.001108,PHX,NY,NBA
106,111,0.001107,PHX,NY,NBA
112,111,0.001106,PHX,NY,NBA
111,112,0.001098,PHX,NY,NBA
105,113,0.001098,PHX,NY,NBA
105,109,0.001098,PHX,NY,NBA
105,114,0.001095,PHX,NY,NBA
