homeScore,awayScore,probability,homeTeam,awayTeam,sport
20,6,0.007396,SF,SEA,NFL
20,10,0.007169,SF,SEA,NFL
13,6,0.007069,SF,SEA,NFL
10,6,0.006948,SF,SEA,NFL
17,6,0.006918,SF,SEA,NFL
13,10,0.006851,SF,SEA,NFL
10,10,0.006734,SF,SEA,NFL
17,10,0.006705,SF,SEA,NFL
27,6,0.006223,SF,SEA,NFL
27,10,0.006032,SF,SEA,NFL
24,6,0.005978,SF,SEA,NFL
24,10,0.005794,SF,SEA,NFL
20,3,0.005569,SF,SEA,NFL
13,3,0.005323,SF,SEA,NFL
34,6,0.005253,SF,SEA,NFL
10,3,0.005231,SF,SEA,NFL
17,3,0.005209,SF,SEA,NFL
34,10,0.005091,SF,SEA,NFL
31,6,0.004911,SF,SEA,NFL
31,10,0.00476,SF,SEA,NFL
27,3,0.004686,SF,SEA,NFL
20,13,0.004663,SF,SEA,NFL
45,6,0.004533,SF,SEA,NFL
24,3,0.004501,SF,SEA,NFL
13,13,0.004457,SF,SEA,NFL
45,10,0.004394,SF,SEA,NFL
10,13,0.00438,SF,SEA,NFL
17,13,0.004361,SF,SEA,NFL
51,6,0.004211,SF,SEA,NFL
16,6,0.004145,SF,SEA,NFL
51,10,0.004081,SF,SEA,NFL
48,6,0.00405,SF,SEA,NFL
16,10,0.004018,SF,SEA,NFL
41,6,0.004013,SF,SEA,NFL
34,3,0.003955,SF,SEA,NFL
48,10,0.003925,SF,SEA,NFL
27,13,0.003923,SF,SEA,NFL
41,10,0.00389,SF,SEA,NFL
20,7,0.003865,SF,SEA,NFL
24,13,0.003769,SF,SEA,NFL
54,6,0.003754,SF,SEA,NFL
31,3,0.003698,SF,SEA,NFL
13,7,0.003693,SF,SEA,NFL
54,10,0.003638,SF,SEA,NFL
10,7,0.00363,SF,SEA,NFL
17,7,0.003615,SF,SEA,NFL
38,6,0.0036,SF,SEA,NFL
23,6,0.003504,SF,SEA,NFL
38,10,0.003489,SF,SEA,NFL
45,3,0.003413,SF,SEA,NFL
23,10,0.003396,SF,SEA,NFL
30,6,0.003389,SF,SEA,NFL
34,13,0.003312,SF,SEA,NFL
30,10,0.003284,SF,SEA,NFL
27,7,0.003252,SF,SEA,NFL
70,6,0.003198,SF,SEA,NFL
51,3,0.00317,SF,SEA,NFL
37,6,0.003136,SF,SEA,NFL
24,7,0.003123,SF,SEA,NFL
16,3,0.003121,SF,SEA,NFL
70,10,0.0031,SF,SEA,NFL
31,13,0.003096,SF,SEA,NFL
48,3,0.00305,SF,SEA,NFL
37,10,0.00304,SF,SEA,NFL
41,3,0.003022,SF,SEA,NFL
20,17,0.00301,SF,SEA,NFL
13,17,0.002877,SF,SEA,NFL
45,13,0.002858,SF,SEA,NFL
10,17,0.002827,SF,SEA,NFL
54,3,0.002826,SF,SEA,NFL
17,17,0.002815,SF,SEA,NFL
34,7,0.002745,SF,SEA,NFL
14,6,0.002741,SF,SEA,NFL
38,3,0.002711,SF,SEA,NFL
6,6,0.002676,SF,SEA,NFL
14,10,0.002656,SF,SEA,NFL
51,13,0.002655,SF,SEA,NFL
23,3,0.002638,SF,SEA,NFL
16,13,0.002613,SF,SEA,NFL
6,10,0.002593,SF,SEA,NFL
31,7,0.002566,SF,SEA,NFL
48,13,0.002553,SF,SEA,NFL
20,20,0.002552,SF,SEA,NFL
30,3,0.002552,SF,SEA,NFL
27,17,0.002532,SF,SEA,NFL
41,13,0.00253,SF,SEA,NFL
13,20,0.002439,SF,SEA,NFL
24,17,0.002433,SF,SEA,NFL
70,3,0.002408,SF,SEA,NFL
10,20,0.002397,SF,SEA,NFL
17,20,0.002387,SF,SEA,NFL
21,6,0.00238,SF,SEA,NFL
45,7,0.002368,SF,SEA,NFL
54,13,0.002367,SF,SEA,NFL
37,3,0.002362,SF,SEA,NFL
21,10,0.002307,SF,SEA,NFL
28,6,0.002298,SF,SEA,NFL
38,13,0.00227,SF,SEA,NFL
28,10,0.002228,SF,SEA,NFL
23,13,0.002209,SF,SEA,NFL
51,7,0.0022,SF,SEA,NFL
16,7,0.002166,SF,SEA,NFL
27,20,0.002147,SF,SEA,NFL
34,17,0.002138,SF,SEA,NFL
30,13,0.002136,SF,SEA,NFL
48,7,0.002116,SF,SEA,NFL
41,7,0.002097,SF,SEA,NFL
14,3,0.002064,SF,SEA,NFL
24,20,0.002063,SF,SEA,NFL
70,13,0.002016,SF,SEA,NFL
6,3,0.002015,SF,SEA,NFL
31,17,0.001999,SF,SEA,NFL
37,13,0.001977,SF,SEA,NFL
20,16,0.001974,SF,SEA,NFL
54,7,0.001961,SF,SEA,NFL
42,6,0.00196,SF,SEA,NFL
7,6,0.001912,SF,SEA,NFL
42,10,0.0019,SF,SEA,NFL
19,6,0.001894,SF,SEA,NFL
13,16,0.001887,SF,SEA,NFL
38,7,0.001881,SF,SEA,NFL
10,16,0.001854,SF,SEA,NFL
7,10,0.001854,SF,SEA,NFL
17,16,0.001847,SF,SEA,NFL
45,17,0.001845,SF,SEA,NFL
19,10,0.001835,SF,SEA,NFL
23,7,0.001831,SF,SEA,NFL
20,9,0.001823,SF,SEA,NFL
34,20,0.001813,SF,SEA,NFL
21,3,0.001792,SF,SEA,NFL
30,7,0.001771,SF,SEA,NFL
56,6,0.001747,SF,SEA,NFL
13,9,0.001742,SF,SEA,NFL
28,3,0.001731,SF,SEA,NFL
14,13,0.001728,SF,SEA,NFL
51,17,0.001714,SF,SEA,NFL
10,9,0.001712,SF,SEA,NFL
17,9,0.001705,SF,SEA,NFL
31,20,0.001695,SF,SEA,NFL
56,10,0.001693,SF,SEA,NFL
6,13,0.001687,SF,SEA,NFL
16,17,0.001687,SF,SEA,NFL
70,7,0.001671,SF,SEA,NFL
27,16,0.001661,SF,SEA,NFL
48,17,0.001648,SF,SEA,NFL
37,7,0.001639,SF,SEA,NFL
41,17,0.001633,SF,SEA,NFL
20,24,0.001619,SF,SEA,NFL
20,14,0.001605,SF,SEA,NFL
24,16,0.001596,SF,SEA,NFL
33,6,0.001578,SF,SEA,NFL
45,20,0.001564,SF,SEA,NFL
13,24,0.001548,SF,SEA,NFL
13,14,0.001534,SF,SEA,NFL
27,9,0.001534,SF,SEA,NFL
33,10,0.00153,SF,SEA,NFL
54,17,0.001528,SF,SEA,NFL
10,24,0.001521,SF,SEA,NFL
17,24,0.001515,SF,SEA,NFL
10,14,0.001508,SF,SEA,NFL
17,14,0.001501,SF,SEA,NFL
21,13,0.0015,SF,SEA,NFL
42,3,0.001476,SF,SEA,NFL
24,9,0.001473,SF,SEA,NFL
38,17,0.001465,SF,SEA,NFL
9,6,0.00146,SF,SEA,NFL
20,27,0.001457,SF,SEA,NFL
51,20,0.001453,SF,SEA,NFL
28,13,0.001449,SF,SEA,NFL
7,3,0.00144,SF,SEA,NFL
14,7,0.001432,SF,SEA,NFL
16,20,0.00143,SF,SEA,NFL
19,3,0.001426,SF,SEA,NFL
23,17,0.001426,SF,SEA,NFL
9,10,0.001415,SF,SEA,NFL
26,6,0.001411,SF,SEA,NFL
34,16,0.001402,SF,SEA,NFL
6,7,0.001398,SF,SEA,NFL
48,20,0.001397,SF,SEA,NFL
35,6,0.001396,SF,SEA,NFL
13,27,0.001392,SF,SEA,NFL
41,20,0.001385,SF,SEA,NFL
30,17,0.001379,SF,SEA,NFL
10,27,0.001369,SF,SEA,NFL
26,10,0.001368,SF,SEA,NFL
17,27,0.001363,SF,SEA,NFL
27,24,0.001363,SF,SEA,NFL
44,6,0.001356,SF,SEA,NFL
35,10,0.001353,SF,SEA,NFL
27,14,0.00135,SF,SEA,NFL
22,6,0.001335,SF,SEA,NFL
56,3,0.001315,SF,SEA,NFL
44,10,0.001314,SF,SEA,NFL
31,16,0.001311,SF,SEA,NFL
24,24,0.001309,SF,SEA,NFL
70,17,0.001301,SF,SEA,NFL
24,14,0.001297,SF,SEA,NFL
54,20,0.001295,SF,SEA,NFL
34,9,0.001294,SF,SEA,NFL
22,10,0.001294,SF,SEA,NFL
37,17,0.001276,SF,SEA,NFL
21,7,0.001244,SF,SEA,NFL
38,20,0.001242,SF,SEA,NFL
42,13,0.001236,SF,SEA,NFL
27,27,0.001226,SF,SEA,NFL
31,9,0.00121,SF,SEA,NFL
45,16,0.00121,SF,SEA,NFL
23,20,0.001209,SF,SEA,NFL
7,13,0.001206,SF,SEA,NFL
28,7,0.001201,SF,SEA,NFL
19,13,0.001194,SF,SEA,NFL
33,3,0.001189,SF,SEA,NFL
24,27,0.001177,SF,SEA,NFL
30,20,0.001169,SF,SEA,NFL
40,6,0.001168,SF,SEA,NFL
34,24,0.00115,SF,SEA,NFL
34,14,0.00114,SF,SEA,NFL
40,10,0.001132,SF,SEA,NFL
51,16,0.001124,SF,SEA,NFL
45,9,0.001117,SF,SEA,NFL
14,17,0.001115,SF,SEA,NFL
16,16,0.001107,SF,SEA,NFL
70,20,0.001103,SF,SEA,NFL
56,13,0.001101,SF,SEA,NFL
9,3,0.001099,SF,SEA,NFL
25,6,0.001095,SF,SEA,NFL
6,17,0.001089,SF,SEA,NFL
37,20,0.001082,SF,SEA,NFL
48,16,0.001081,SF,SEA,NFL
31,24,0.001075,SF,SEA,NFL
41,16,0.001071,SF,SEA,NFL
31,14,0.001066,SF,SEA,NFL
26,3,0.001063,SF,SEA,NFL
25,10,0.001061,SF,SEA,NFL
35,3,0.001051,SF,SEA,NFL
51,9,0.001038,SF,SEA,NFL
34,27,0.001035,SF,SEA,NFL
29,6,0.001032,SF,SEA,NFL
42,7,0.001024,SF,SEA,NFL
16,9,0.001022,SF,SEA,NFL
44,3,0.001021,SF,SEA,NFL
22,3,0.001005,SF,SEA,NFL
20,23,0.001003,SF,SEA,NFL
54,16,0.001002,SF,SEA,NFL
29,10,0.001,SF,SEA,NFL
7,7,0.000999,SF,SEA,NFL
48,9,0.000998,SF,SEA,NFL
33,13,0.000995,SF,SEA,NFL
45,24,0.000993,SF,SEA,NFL
19,7,0.000989,SF,SEA,NFL
41,9,0.000989,SF,SEA,NFL
45,14,0.000984,SF,SEA,NFL
20,31,0.000979,SF,SEA,NFL
21,17,0.000969,SF,SEA,NFL
31,27,0.000967,SF,SEA,NFL
38,16,0.000961,SF,SEA,NFL
13,23,0.000958,SF,SEA,NFL
20,34,0.000946,SF,SEA,NFL
14,20,0.000946,SF,SEA,NFL
10,23,0.000942,SF,SEA,NFL
17,23,0.000938,SF,SEA,NFL
13,31,0.000935,SF,SEA,NFL
23,16,0.000935,SF,SEA,NFL
28,17,0.000935,SF,SEA,NFL
54,9,0.000925,SF,SEA,NFL
36,6,0.000924,SF,SEA,NFL
6,20,0.000923,SF,SEA,NFL
51,24,0.000922,SF,SEA,NFL
9,13,0.00092,SF,SEA,NFL
10,31,0.000919,SF,SEA,NFL
17,31,0.000915,SF,SEA,NFL
51,14,0.000914,SF,SEA,NFL
56,7,0.000913,SF,SEA,NFL
16,24,0.000908,SF,SEA,NFL
30,16,0.000905,SF,SEA,NFL
13,34,0.000904,SF,SEA,NFL
16,14,0.0009,SF,SEA,NFL
36,10,0.000896,SF,SEA,NFL
45,27,0.000893,SF,SEA,NFL
26,13,0.00089,SF,SEA,NFL
10,34,0.000888,SF,SEA,NFL
38,9,0.000887,SF,SEA,NFL
48,24,0.000887,SF,SEA,NFL
17,34,0.000885,SF,SEA,NFL
35,13,0.00088,SF,SEA,NFL
40,3,0.000879,SF,SEA,NFL
48,14,0.000879,SF,SEA,NFL
41,24,0.000879,SF,SEA,NFL
41,14,0.000871,SF,SEA,NFL
23,9,0.000863,SF,SEA,NFL
44,13,0.000855,SF,SEA,NFL
70,16,0.000854,SF,SEA,NFL
27,23,0.000844,SF,SEA,NFL
22,13,0.000841,SF,SEA,NFL
37,16,0.000837,SF,SEA,NFL
30,9,0.000835,SF,SEA,NFL
51,27,0.000829,SF,SEA,NFL
33,7,0.000825,SF,SEA,NFL
25,3,0.000824,SF,SEA,NFL
27,31,0.000823,SF,SEA,NFL
54,24,0.000822,SF,SEA,NFL
21,20,0.000821,SF,SEA,NFL
16,27,0.000817,SF,SEA,NFL
54,14,0.000815,SF,SEA,NFL
24,23,0.00081,SF,SEA,NFL
48,27,0.000798,SF,SEA,NFL
42,17,0.000798,SF,SEA,NFL
27,34,0.000796,SF,SEA,NFL
28,20,0.000793,SF,SEA,NFL
24,31,0.000791,SF,SEA,NFL
41,27,0.000791,SF,SEA,NFL
38,24,0.000788,SF,SEA,NFL
70,9,0.000788,SF,SEA,NFL
38,14,0.000781,SF,SEA,NFL
7,17,0.000778,SF,SEA,NFL
29,3,0.000777,SF,SEA,NFL
37,9,0.000773,SF,SEA,NFL
19,17,0.000771,SF,SEA,NFL
20,21,0.000768,SF,SEA,NFL
23,24,0.000767,SF,SEA,NFL
24,34,0.000764,SF,SEA,NFL
9,7,0.000763,SF,SEA,NFL
49,6,0.000761,SF,SEA,NFL
23,14,0.00076,SF,SEA,NFL
30,24,0.000742,SF,SEA,NFL
54,27,0.000739,SF,SEA,NFL
49,10,0.000738,SF,SEA,NFL
26,7,0.000737,SF,SEA,NFL
40,13,0.000736,SF,SEA,NFL
30,14,0.000735,SF,SEA,NFL
13,21,0.000734,SF,SEA,NFL
12,6,0.000734,SF,SEA,NFL
14,16,0.000732,SF,SEA,NFL
35,7,0.000729,SF,SEA,NFL
10,21,0.000722,SF,SEA,NFL
17,21,0.000719,SF,SEA,NFL
6,16,0.000714,SF,SEA,NFL
34,23,0.000712,SF,SEA,NFL
12,10,0.000711,SF,SEA,NFL
56,17,0.000711,SF,SEA,NFL
38,27,0.000709,SF,SEA,NFL
44,7,0.000709,SF,SEA,NFL
15,6,0.000707,SF,SEA,NFL
20,19,0.000702,SF,SEA,NFL
20,30,0.000701,SF,SEA,NFL
70,24,0.0007,SF,SEA,NFL
22,7,0.000697,SF,SEA,NFL
36,3,0.000696,SF,SEA,NFL
34,31,0.000695,SF,SEA,NFL
70,14,0.000694,SF,SEA,NFL
25,13,0.00069,SF,SEA,NFL
23,27,0.00069,SF,SEA,NFL
37,24,0.000687,SF,SEA,NFL
47,6,0.000686,SF,SEA,NFL
15,10,0.000685,SF,SEA,NFL
37,14,0.000681,SF,SEA,NFL
42,20,0.000676,SF,SEA,NFL
14,9,0.000675,SF,SEA,NFL
34,34,0.000672,SF,SEA,NFL
13,19,0.000671,SF,SEA,NFL
13,30,0.00067,SF,SEA,NFL
30,27,0.000667,SF,SEA,NFL
31,23,0.000666,SF,SEA,NFL
47,10,0.000665,SF,SEA,NFL
7,20,0.00066,SF,SEA,NFL
6,9,0.000659,SF,SEA,NFL
10,19,0.000659,SF,SEA,NFL
10,30,0.000658,SF,SEA,NFL
17,19,0.000656,SF,SEA,NFL
17,30,0.000656,SF,SEA,NFL
