,teamName,teamConference,homeDom,homeCount,homeConferenceCount,awayDom,awayCount,awayConferenceCount,conferenceGames,homeCookin,ovrDom,homeDomAdj,homeDomAdjCnt,awayDomAdj,awayDomAdjCnt,ovrDomAdj,conferenceRating,ovrRating,teamTopExpPerf,teamRegRsq,finalRating,rank
tid_204,Oregon State Beavers,Pac-12 Conference,1.383957944966524,4,2,1.0329211713352504,5,4,6,1.05,1.2264690654111408,1.1572297939322085,3,1.0581667268839279,5,1.1315786381745796,1.3892269016339898,1.2038252536885663,1.0083908138593871,0.1477596083432876,1.2533756984157507,11.0
tid_333,Alabama Crimson Tide,Southeastern Conference,1.1442030111287573,6,4,1.2720326224802754,3,2,6,1.0,1.235819434636361,1.1234157156970863,6,1.067432098216729,3,1.1420799060748632,1.188165637324941,1.18127976868599,1.037339950273558,0.300895446257391,1.2533482213090557,12.0
tid_153,North Carolina Tar Heels,Atlantic Coast Conference,1.236807474932097,6,3,1.2548955540595532,3,2,5,1.0,1.2957587228736465,1.0968127641383014,5,1.0907882724313345,3,1.1318569891794894,1.1740143404738164,1.1923106091942801,1.0081023975035635,0.18200161470527737,1.2460261358455496,13.0
tid_2305,Kansas Jayhawks,Big 12 Conference,1.326642528315983,5,3,0.9708154698496831,4,3,6,1.05,1.2039260331459951,1.1702286395908221,4,1.032788961385297,4,1.1368344599795888,1.2998674466859192,1.1859646486621345,0.9827807568957663,0.32111248305193313,1.229468345962024,14.0
tid_277,West Virginia Mountaineers,Big 12 Conference,1.1981092211125481,5,3,1.0582819683655864,3,3,6,1.05,1.1923561434516963,1.0990959209565414,4,1.0783484334021878,3,1.1273132352363378,1.2998674466859192,1.1771925219640857,0.9597781952633311,0.1614112049942064,1.2124630053855503,15.0
tid_2306,Kansas State Wildcats,Big 12 Conference,1.3891715460453637,5,3,0.8281864145243182,4,3,6,1.05,1.1509104277208286,1.1887807382181095,4,1.0531677194690146,4,1.1570595837262034,1.2998674466859192,1.1786410535312841,0.9482750801110928,0.26581649204030317,1.2075199687579659,16.0
tid_213,Penn State Nittany Lions,Big Ten Conference,1.3413632063241576,4,2,1.135400571957308,4,4,6,1.05,1.2866723326401497,1.0870954403717739,3,1.0789094575629774,4,1.1193036884900653,1.1030920902521912,1.1706810790193622,0.9548372930676854,0.39802859008271185,1.205942376810216,17.0
tid_197,Oklahoma State Cowboys,Big 12 Conference,1.0521520323748335,6,4,0.9527859503185346,3,2,6,1.05,1.0612987689139355,1.0921219348029376,5,1.067175831813828,3,1.1196029229737374,1.2998674466859192,1.1284987761031855,1.0022017449494185,0.0024530486009089413,1.2027472293491575,18.0
tid_142,Missouri Tigers,Southeastern Conference,1.218963157313932,6,2,1.0809384573534195,3,3,5,1.05,1.2209960409496277,1.077197022916661,5,1.087518612909885,3,1.1179034637680203,1.188165637324941,1.1640181443367017,0.9549267898753651,0.5316423788387253,1.2018645592243775,19.0
tid_12,Arizona Wildcats,Pac-12 Conference,1.096954063459138,5,3,0.999319740373224,4,3,6,1.0477121670503993,1.0972757388956307,1.1005716589003722,4,1.0635856380049935,4,1.1187974533243865,1.3892269016339898,1.1534086572606532,0.9445256238425506,0.17825853311144133,1.1900550995067665,20.0
tid_254,Utah Utes,Pac-12 Conference,1.1599416824402051,6,4,0.824638393989382,3,2,6,1.05,1.0793579643046727,1.1365900660628498,5,1.0326511300249792,3,1.1338121163120203,1.3892269016339898,1.1547676092520653,0.9002594022095023,0.28207197386513827,1.1682491409375577,21.0
tid_145,Ole Miss Rebels,Southeastern Conference,1.2310040782042435,5,4,0.9776133412023461,3,2,6,1.05,1.1771859377685931,1.101896001906593,4,1.054600854131444,3,1.1182304896699122,1.188165637324941,1.1500945192008556,0.9002415783993101,0.5153863000978265,1.1654010232610583,22.0
tid_2633,Tennessee Volunteers,Southeastern Conference,1.342813833267743,6,2,0.8170906950667991,3,3,5,1.05,1.1863718665526117,1.0934749366871155,5,1.0106246278820656,3,1.0978241980805692,1.188165637324941,1.1425087282739486,0.8943136149952386,0.31229984241030284,1.1577193731936442,23.0
tid_99,LSU Tigers,Southeastern Conference,1.3559513390618705,4,2,0.9081519408513753,5,4,6,1.05,1.131488388766353,1.1437988990760124,3,1.0688240288266475,5,1.1337141910447655,1.188165637324941,1.1428467716777502,0.8727221882140732,0.5779460138101857,1.146660516323771,24.0
tid_59,Georgia Tech Yellow Jackets,Atlantic Coast Conference,0.9140797302916767,4,3,1.2063829921172156,3,3,6,1.0,1.0733655000786377,0.9236117042788157,3,1.0979427011895007,3,1.04133538560466,1.1740143404738164,1.0740638674212681,0.9476104005015249,0.034151479636449225,1.1417253380870116,25.0
tid_87,Notre Dame Fighting Irish,FBS Independents,1.3194865423906927,6,0,0.8935951461946717,4,0,0,1.05,1.1771166775730906,1.0886714420666732,5,1.0557899921454172,4,1.1105374814647657,0.8365889247708663,1.0810152377912488,0.9265893455494425,0.4092536267168502,1.135914538677791,26.0
