ARIZ,UTAH,probability
28,52,0.0011845464347359585
38,23,0.0011750898686236654
34,42,0.0011705486227537368
30,35,0.001169376435790614
23,38,0.0011619668197363443
27,59,0.0011594318924946598
29,24,0.0011568827453373987
29,17,0.0011568400529738422
17,21,0.001151317428379316
23,28,0.001143414781260097
28,16,0.0011422405787704288
30,45,0.0011312299926769579
24,33,0.0011225736555527503
21,41,0.0011218203035867425
23,34,0.001119197219877608
37,20,0.0011170363322932338
38,30,0.0011128752677968463
32,24,0.001091267983806435
32,17,0.0010912277128198634
35,41,0.0010843234276518509
28,48,0.001082506683348984
31,26,0.0010664451247436029
20,41,0.0010612886916391503
26,20,0.0010479415311465002
21,23,0.0010468570398110757
37,27,0.001036226399810495
34,52,0.0010340080618158017
27,26,0.0010323155013878171
45,20,0.0010320583982077215
37,31,0.0010224781210814299
35,23,0.0010118658131254296
33,20,0.0009998943698845207
30,41,0.0009991438457427173
34,16,0.0009970786558865805
21,30,0.000991431668021533
20,23,0.0009903703245182202
24,19,0.0009824678906702247
31,33,0.0009807096692890146
26,27,0.0009721301345700313
24,56,0.0009714268218434209
26,31,0.0009592322620072049
35,30,0.0009582930359831696
45,27,0.0009573960375786886
24,55,0.0009570570921761036
27,33,0.000949323852187306
41,14,0.0009475575923180398
34,48,0.0009449360571515601
45,31,0.0009446936517090164
42,20,0.0009441506969542665
28,37,0.0009436578761352035
20,30,0.0009379356162836951
30,23,0.0009323781762154551
33,27,0.0009275588565406022
41,38,0.0009209541380832748
23,13,0.0009152730061061809
33,31,0.0009152523396446178
37,21,0.00091303553240179
24,22,0.0009093418213970095
41,28,0.0009062501238942493
38,42,0.0008923881022990752
17,14,0.0008916551015707481
28,49,0.0008883915674447887
41,34,0.0008870557174872318
30,30,0.0008830138360047578
42,27,0.0008758478567791661
25,24,0.0008689963848609388
25,17,0.000868964316347737
17,38,0.0008666211554759231
42,31,0.0008642274228069605
24,44,0.0008633612372682297
31,19,0.0008583096132536985
26,21,0.0008565592954814649
17,28,0.0008527846252517921
31,56,0.0008486638471125001
24,29,0.0008461040619533512
45,21,0.0008435768486982036
31,55,0.000836110075909961
17,34,0.0008347226198041117
27,19,0.000830840985807873
24,32,0.0008307366128773123
34,37,0.0008237328845088942
27,56,0.0008215039147488113
33,21,0.0008172868347789869
29,20,0.0008172675474957336
27,55,0.000809351904005293
23,10,0.0007961703477802434
21,42,0.0007950053796563037
31,22,0.0007944247689420546
38,52,0.0007882940307725054
28,59,0.000786466064373268
23,35,0.0007828237539714733
24,25,0.0007777990068076117
34,49,0.0007754901081542233
42,21,0.0007717234519054698
32,20,0.0007709146950117174
27,22,0.0007690006589532559
35,42,0.0007684323019599622
38,16,0.0007601402558368844
29,27,0.0007581438346636906
23,45,0.0007572871167647367
31,44,0.000754254929545238
20,42,0.0007521081732287303
29,31,0.0007480850552718658
31,29,0.0007391786103993164
27,44,0.000730116381707802
31,32,0.0007257532054589546
41,13,0.0007254290295833656
38,48,0.0007203884387576237
27,29,0.0007155225525485694
32,27,0.000715144293769751
30,42,0.0007080677091297883
37,14,0.0007071141027782656
32,31,0.0007056560168024348
27,32,0.000702526803108882
21,52,0.0007022706752818874
28,26,0.0007002404495024988
24,66,0.0007000541767210266
37,38,0.0006872612961261667
34,59,0.0006865178325303672
17,13,0.0006826313253141253
31,25,0.0006795055299636619
35,52,0.000678797257748291
21,16,0.0006771892085144717
37,28,0.0006762884371835496
23,41,0.0006688637740104585
29,21,0.0006680125693052109
20,52,0.0006643772837445594
26,14,0.0006633752315284723
22,24,0.0006629841333597886
22,17,0.0006629596673023877
37,34,0.0006619646266047579
27,25,0.0006577591997796225
35,16,0.0006545541397294546
45,14,0.0006533207803234203
26,38,0.0006447504294525676
28,33,0.0006439455380505323
21,48,0.0006417753472721418
20,16,0.000640649172419711
45,38,0.0006349782651867559
26,28,0.0006344563017962416
33,14,0.000632960083565417
41,10,0.0006310303908452308
32,21,0.0006301249911463158
38,37,0.0006279870919662646
24,40,0.000625475981118059
30,52,0.0006254739916990858
45,28,0.0006248401605462134
23,23,0.0006241683701558277
26,34,0.0006210184971735617
41,35,0.0006204521190833122
35,48,0.0006203239878184084
33,38,0.0006151892116394457
25,20,0.0006138932809744961
45,34,0.0006116060261006223
31,66,0.0006115856155544797
34,26,0.0006112502209814172
20,48,0.0006071461859399725
33,28,0.0006053670603261259
30,16,0.000603135304225931
41,45,0.000600212236748624
42,14,0.0005976728362932357
24,63,0.0005949896214855017
17,10,0.0005938018668257165
33,34,0.0005925453667616714
27,66,0.0005920129378569665
38,49,0.0005912083723095753
23,30,0.0005911220585205705
17,35,0.0005838476750607153
42,38,0.000580892682689282
42,28,0.0005716181120072487
30,48,0.0005715941194201913
25,27,0.0005694823042202205
24,7,0.0005680909711075151
17,45,0.0005648018730058054
28,19,0.0005635762173338127
34,33,0.0005621095620983273
25,31,0.0005619266180775768
42,34,0.0005595112222400707
21,37,0.0005594573876339943
28,56,0.0005572426934967258
28,55,0.0005489997392313284
31,40,0.0005464321557488119
37,13,0.0005413508387688359
35,37,0.0005407575083503882
24,18,0.0005404873181587983
41,41,0.0005301294753224534
20,37,0.0005292699704681612
27,40,0.000528944595224138
21,49,0.0005266921816562259
38,59,0.000523378810463252
28,22,0.0005216286749246917
31,63,0.0005197984756110489
29,14,0.0005173523831501786
35,49,0.0005090874803254536
26,13,0.0005078653312038671
27,63,0.0005031632772479059
29,38,0.0005028272919473183
25,21,0.0005017798995684698
45,13,0.000500167866859952
17,41,0.000498853742502265
30,37,0.0004982780254757453
20,49,0.0004982727220922369
31,7,0.0004962991119959935
28,44,0.0004952526845028377
29,28,0.0004947991184154521
41,23,0.0004947046968915467
34,19,0.0004919539961307746
24,39,0.0004916948644568121
32,14,0.000488009778305662
48,24,0.00048662279518826666
48,17,0.0004866048373810725
34,56,0.00048642536971714635
28,29,0.00048535339549992594
33,13,0.0004845801700164634
29,34,0.0004843192573723563
27,7,0.00048041596773359496
34,55,0.00047922997330746513
28,32,0.0004765381162398213
32,38,0.0004743085047276494
23,42,0.00047400666300600265
31,18,0.0004721838397191155
37,10,0.00047090592937656174
30,49,0.00046909585271375236
41,30,0.0004685127807955387
22,20,0.00046835811052010754
32,28,0.00046673566402354445
21,59,0.0004662645869486885
38,26,0.00046599723764422825
17,23,0.0004655188986194147
37,35,0.00046301190245248307
36,24,0.00046143889975852793
36,17,0.0004614218713108767
42,13,0.00045756503789905347
27,18,0.0004570724605863386
32,34,0.000456850187835778
34,22,0.0004553373673921472
35,59,0.0004506796797102035
40,24,0.0004488218046267615
40,17,0.0004488052417868951
24,62,0.00044853459489728497
37,45,0.0004479079062907099
28,25,0.00044617134693694183
24,36,0.00044224675000040947
26,10,0.00044177782440051885
20,59,0.00044110570281025396
17,30,0.0004408722113929565
24,73,0.0004390146818640517
45,10,0.0004350820158026086
22,27,0.00043447560715410464
26,35,0.00043437208617824665
34,44,0.0004323133761539712
31,39,0.00042955747761166637
22,31,0.0004287111412524187
38,33,0.0004285340016248283
45,35,0.00042778852270203277
34,29,0.00042367214071136323
33,10,0.0004215227149883403
26,45,0.0004202023547141815
23,52,0.00041871537958806075
34,32,0.00041597715336868667
27,39,0.00041581027714125083
30,59,0.00041527630677396643
21,26,0.00041514483426850865
33,35,0.0004144565230938487
45,45,0.00041383355486920213
23,16,0.00040376103755472955
28,66,0.00040157432990102867
35,26,0.0004012686062346542
33,45,0.00040093646086461954
42,10,0.0003980230083546321
29,13,0.0003960734844023164
37,41,0.0003956087010837122
20,26,0.00039274428943111904
31,62,0.00039185153869462794
39,24,0.00039167900915994773
39,17,0.0003916645550566915
42,35,0.00039135075356159095
34,25,0.0003894695523581133
25,14,0.00038861099144976843
31,36,0.0003863583131420302
44,24,0.000385032910123684
44,17,0.0003850187012809586
31,73,0.00038353469399022834
22,21,0.00038282335536528106
23,48,0.00038264620409424215
21,33,0.000381769810444205
27,62,0.00037931104775258516
42,45,0.0003785844288766485
25,38,0.000377700420092444
41,42,0.0003756892110512029
38,19,0.0003750496856702974
27,36,0.00037399362282466904
32,13,0.0003736094383850888
25,28,0.00037167003040572313
27,73,0.0003712603684332428
26,41,0.00037113814113587244
38,56,0.000370834841162624
30,26,0.00036974674546812387
37,23,0.00036917298823694954
35,33,0.0003690091435422562
45,41,0.00036551298337744
38,55,0.0003653493055577729
25,34,0.0003637980473573121
20,33,0.0003611701279948602
28,40,0.0003587937995929806
33,41,0.0003541217966284481
17,42,0.00035352489849129886
24,51,0.00035062217344707867
34,66,0.00035054015812263124
37,30,0.00034962729159494955
38,22,0.0003471343618661635
26,23,0.00034633762158543644
49,24,0.0003452125599255823
49,17,0.0003451998205704731
29,10,0.0003445332285769851
48,20,0.0003437695133598401
28,63,0.00034130581102342645
45,23,0.000341088353070118
30,33,0.00034002144138069336
29,35,0.0003387576491821213
42,41,0.0003343796616557209
21,19,0.00033412202266941985
23,37,0.0003335657043240269
41,52,0.000331866327816686
33,23,0.00033045835822882497
21,56,0.0003303671271823751
38,44,0.0003295816216817782
19,24,0.00032913697677233955
19,17,0.0003291248306533583
26,30,0.0003280009330873173
29,45,0.0003277069737979325
36,20,0.0003259786174914356
28,7,0.0003258758516574578
21,55,0.00032548020600433903
32,10,0.00032499238424882554
24,70,0.0003246238010051903
45,30,0.0003230295847158393
38,29,0.0003229938255422147
35,19,0.000322953984445211
41,16,0.0003200137835409088
32,35,0.00031954437760601845
35,56,0.00031932459644789174
48,27,0.0003189001421844179
38,32,0.00031712741810004287
40,20,0.0003170654044312375
20,19,0.00031609333790172075
48,31,0.0003146690899333928
35,55,0.00031460102075088367
23,49,0.00031403008060920293
34,40,0.00031319640195562434
33,30,0.00031296239013646737
20,56,0.00031254105051135503
17,52,0.00031228740779059536
42,23,0.0003120354495766802
28,18,0.0003100414793984107
21,22,0.00030925298582103704
32,45,0.0003091204618766106
20,55,0.00030791781970816907
31,51,0.00030631268965363844
41,48,0.0003032785438420787
36,27,0.0003023962958526938
17,16,0.000301134121008062
35,22,0.0002989161958692499
36,31,0.00029838421069178694
34,63,0.0002979308786839323
30,19,0.00029758416888150604
25,13,0.00029751193668681457
38,25,0.00029691888741408326
27,51,0.0002965097129374292
22,14,0.00029648330633923436
42,30,0.0002955148740380892
30,56,0.00029423988931614895
40,27,0.00029412789274609876
21,44,0.00029361570554091627
20,22,0.00029256619412052853
52,24,0.0002923304924475564
52,17,0.00029231970459570836
40,31,0.00029022550978017025
30,55,0.00028988737652595143
29,41,0.00028944282612446294
22,38,0.0002881592950754206
21,29,0.0002877468090848352
17,48,0.00028538620027538454
34,7,0.0002844618394719253
35,44,0.00028380159213255423
31,70,0.0002835998323605618
22,28,0.000283558524865183
21,32,0.0002825205790804605
28,39,0.0002820525071857497
24,12,0.0002812960239268855
48,21,0.00028098797825996827
37,42,0.0002803577761918042
24,69,0.0002789629797709538
35,29,0.0002781288637094324
23,59,0.0002780012897937471
20,44,0.00027777267623159077
22,34,0.0002775527463025841
39,20,0.00027669748253385186
30,22,0.0002754346810917361
27,70,0.00027452373905050324
24,81,0.0002743105685258279
24,43,0.0002733745131663324
35,32,0.00027307732059337193
32,41,0.00027302653666941876
20,29,0.0002722204559505657
44,20,0.00027200241634700427
34,18,0.0002706397822781127
29,23,0.0002701014228236224
20,32,0.00026727622487735875
38,66,0.0002672403866067203
36,21,0.00026644617723567594
21,25,0.0002645173240293269
41,37,0.0002643782167459649
26,42,0.0002630161157319831
30,44,0.00026150741278853004
40,21,0.000259160755986108
45,42,0.0002590297101863971
25,10,0.00025879729929808025
28,62,0.0002572943428849577
39,27,0.00025668031367793797
30,29,0.0002562803084504766
29,30,0.00025580102533707976
35,25,0.00025567582486048045
24,77,0.0002549432758081883
32,23,0.0002547821171125001
25,35,0.0002544589533119879
28,36,0.0002536874261848655
24,15,0.00025359566727085734
39,31,0.00025327477170626703
44,27,0.00025232490339179166
28,73,0.00025183340454023847
30,32,0.00025162559188971227
33,42,0.00025095706725315395
20,25,0.00025024439639522594
44,31,0.0002489771474354204
41,49,0.00024889463047257437
17,37,0.00024878085260129955
37,52,0.00024765498428685437
23,26,0.0002475221207193192
34,39,0.00024620779543389835
25,45,0.00024615820114169673
31,12,0.00024574755449949834
49,20,0.0002438717522170517
31,69,0.00024370934618124434
32,30,0.0002412927933278164
31,81,0.00023964487818750965
31,43,0.0002388271157738754
37,16,0.00023881003250856414
38,40,0.00023877072456039136
21,66,0.0002380775185890701
27,12,0.00023788285402774191
42,42,0.00023696632073248774
27,69,0.0002359098748343708
30,25,0.00023559107956169952
17,49,0.00023421074224261903
19,20,0.00023251532696897455
26,52,0.00023233617020927826
24,47,0.0002320496300165577
27,81,0.00023197548269597015
27,43,0.00023118389127090743
35,66,0.00023011977067803762
45,52,0.00022881476546651231
23,33,0.00022762290484540487
38,63,0.00022713278737587718
22,13,0.000226981028856713
37,48,0.00022632137313803634
49,27,0.00022622930025611242
39,21,0.00022616509953698728
20,66,0.0002252312401587342
34,62,0.00022459602848912214
26,16,0.00022403832703131327
49,31,0.00022322777136515659
31,77,0.00022272510535818247
44,21,0.0002223274783856954
33,52,0.00022168376918760773
31,15,0.00022154779933782504
34,36,0.0002214474976786565
45,16,0.00022064268860506745
41,59,0.00022033885467240163
34,73,0.00021982909482748194
48,14,0.00021761536663979537
25,41,0.00021741595726949467
38,7,0.00021686443106111046
19,27,0.00021569443463954552
27,77,0.00021559719621275873
27,15,0.00021445756771571405
33,16,0.00021376637453415358
19,31,0.0002128326785520005
21,40,0.00021271463620021124
26,48,0.00021232215948656556
30,66,0.00021204259429734388
48,38,0.00021150563727440576
42,52,0.0002093249962054505
45,48,0.0002091040972333364
48,28,0.00020812872439358157
17,59,0.00020733965453464525
52,20,0.00020651377642524782
36,14,0.00020635325008555423
38,18,0.00020632694534775475
35,40,0.0002056046433630044
29,42,0.00020512073380750634
48,34,0.00020372055140065773
25,23,0.00020288759679881792
31,47,0.00020272461836824454
33,48,0.00020258738256138554
21,63,0.00020234670026969597
42,16,0.00020184899283423035
20,40,0.00020123689794491605
28,51,0.00020112852552347873
40,14,0.00020071094600490329
36,38,0.00020055971385160736
49,21,0.00019933422815901898
23,19,0.00019921382805084507
22,10,0.0001974444384120751
36,28,0.00019735756430227302
37,37,0.00019729203485258347
23,56,0.0001969750438547937
27,47,0.00019623678818427977
41,26,0.00019618160989771577
35,63,0.0001955832559893698
40,38,0.00019507582207180772
22,35,0.0001941345805071258
23,55,0.0001940613111188269
32,42,0.00019348692900915523
21,7,0.00019319888835979285
36,34,0.00019317752482218029
25,30,0.00019214580488605522
40,28,0.00019196122869840748
52,27,0.00019157391829599692
20,63,0.00019142839909397304
42,48,0.0001912932247648951
19,21,0.0001900517908086846
30,40,0.00018945326535749264
52,31,0.00018903218453353518
40,34,0.0001878954837777948
22,45,0.0001878016807623984
38,39,0.00018770079522336874
35,7,0.00018674120995584162
28,70,0.00018621499548674675
37,49,0.00018573742085944945
26,37,0.00018508844440357096
17,26,0.00018460760033776194
23,22,0.00018438614326993016
21,18,0.00018381131605959465
20,7,0.00018277418834187516
45,37,0.00018228315013808135
29,52,0.00018119408991620849
16,24,0.00018117933991218307
16,17,0.0001811726538635929
41,33,0.00018040984697607562
30,63,0.00018021911319880145
35,18,0.00017766741752996455
33,37,0.00017660230842014642
34,51,0.00017556805774250587
39,14,0.00017515696351725073
23,44,0.0001750627157388183
29,16,0.00017472277663965548
26,49,0.0001742485464255766
20,18,0.0001738931542829521
44,14,0.00017218486008765
30,7,0.0001720716586175563
45,49,0.00017160754714745993
23,29,0.00017156349913492885
38,62,0.00017122468879234509
32,52,0.00017091732932954706
39,38,0.00017023928853832706
17,33,0.00016976631471686145
38,36,0.00016882435156553966
52,21,0.00016879882091179186
23,32,0.0001684474600390092
38,73,0.00016759053400252594
39,28,0.00016752123688875529
44,38,0.00016735062934284086
21,39,0.00016721776274683422
42,37,0.00016675680711940657
48,13,0.00016660148736473757
33,49,0.00016625940985550894
22,41,0.00016587333678260503
29,48,0.00016558558412389625
32,16,0.00016481304864911887
44,28,0.00016467869821549846
24,54,0.0001645936298758832
37,59,0.00016442769578545196
39,34,0.00016397313177089688
30,18,0.000163710662600441
34,70,0.00016254981731231934
35,39,0.00016162850421426805
28,12,0.00016136074330898268
44,34,0.00016119079815702002
24,9,0.00016085454151561578
28,69,0.00016002243168296531
20,39,0.0001581949623099252
36,13,0.00015797946127446932
41,19,0.0001578933203518369
23,25,0.0001577133655681981
28,81,0.00015735365405073078
24,50,0.00015700541076798193
42,49,0.00015699052061710577
28,43,0.0001568167016029926
32,48,0.00015619408904019515
41,56,0.00015611890000298667
22,23,0.00015478920266698198
49,14,0.00015437739156424804
26,59,0.00015425694429343245
25,42,0.00015407713258508364
41,55,0.0001538095275020867
40,13,0.00015365983869213338
24,46,0.0001531423699126018
21,62,0.00015253962751093464
45,59,0.00015191894786889735
21,36,0.0001504012294267566
49,38,0.00015004312005963708
21,73,0.00014930205340952458
30,39,0.00014893169433035364
17,19,0.00014857818219919455
49,28,0.00014764752176099185
35,62,0.00014744098607108496
19,14,0.00014718846832342862
33,59,0.0001471844044064618
17,56,0.00014690844627051843
22,30,0.00014659395844493172
37,26,0.00014640037100547854
28,77,0.0001462439316125165
41,22,0.0001461411623510805
14,24,0.00014550462060214213
14,17,0.00014549925105523953
28,15,0.00014547089859115472
35,36,0.00014537406400441657
48,10,0.00014492196672574107
17,55,0.00014473531844319844
49,34,0.00014452034256073816
29,37,0.0001443465828308317
35,73,0.0001443116279771963
20,62,0.00014430883554755118
31,54,0.00014379329456397594
19,38,0.00014305603171728174
48,35,0.00014249256875927669
20,36,0.00014228582197068425
23,66,0.0001419491402334184
20,73,0.0001412459557162765
34,12,0.00014085417384188033
19,28,0.0001407719897295075
31,9,0.0001405267293002163
34,69,0.000139685941875666
27,54,0.00013919145348402728
42,59,0.00013897893836246794
41,44,0.00013875158029068627
43,24,0.0001383748953696186
43,17,0.0001383697889304708
48,45,0.00013784429254818688
19,34,0.00013779043451605085
17,22,0.00013751935926242174
36,10,0.00013742190776512222
34,81,0.00013735632650052935
26,26,0.0001373447080605994
31,50,0.00013716402813233308
24,58,0.00013690739401812924
34,43,0.00013688761278573373
32,37,0.0001361596972986317
25,52,0.00013610455314503939
27,9,0.00013602942865983882
41,29,0.00013597816373810958
29,49,0.00013589277451016413
30,62,0.00013585868393729968
45,26,0.00013526304205946512
36,35,0.00013511823696341386
37,33,0.00013463070541683126
39,13,0.0001340962777346838
30,36,0.00013395412999160682
38,51,0.00013384736253380816
31,46,0.00013378917473096374
40,10,0.0001336643890895864
41,32,0.00013350844683133282
28,47,0.00013311137591400348
30,73,0.00013297515417035093
27,50,0.0001327743445850953
44,13,0.0001318209014153593
40,35,0.00013142370741530668
25,16,0.00013124360430187285
33,26,0.00013104757874514276
52,14,0.00013072878608030484
36,45,0.00013071052018189894
17,44,0.00013056573597235087
27,46,0.00012950749718684536
32,49,0.00012818536247622892
16,20,0.00012799222339835426
17,29,0.00012795594102380726
34,77,0.00012765848585132754
40,45,0.0001271365105595617
52,38,0.00012705846851243457
34,15,0.00012698369392025725
23,40,0.00012682700954978185
26,33,0.000126303060603414
18,24,0.0001257626782204342
18,17,0.0001257580372090594
17,32,0.00012563192853399559
52,28,0.00012502984466832977
41,25,0.00012500079536180688
45,33,0.00012438874740700512
25,48,0.00012438017125649753
38,70,0.00012392268051125596
42,26,0.00012374173366001178
52,34,0.00012238170858724692
48,41,0.00012174913807258799
24,53,0.00012113576122426831
23,63,0.00012064532721348345
33,33,0.00012051218073051252
29,59,0.00012030174470607495
31,58,0.00011960587570053757
21,51,0.00011924113846099106
16,27,0.00011873286214740664
49,13,0.00011818789935300866
37,19,0.00011782776525713965
17,25,0.00011762619790961098
22,42,0.00011755019468099352
16,31,0.00011715755728796595
39,10,0.00011664659546145698
37,56,0.00011650360547719501
34,47,0.00011619488420068024
27,58,0.00011577810866959943
36,41,0.0001154483285087971
35,51,0.00011525549997601128
23,7,0.00011519112035126785
37,55,0.0001147802380774786
39,35,0.00011469119140359361
44,10,0.00011466730934310577
24,65,0.00011396537133258875
42,33,0.00011379367946769492
48,23,0.00011361351000219642
32,59,0.00011347860699184974
20,51,0.00011280707919282441
44,35,0.00011274508502865613
19,13,0.00011268421952117998
41,66,0.00011250635205314442
40,41,0.0001122916320439755
39,45,0.0001109498290205243
26,19,0.00011053947411150404
21,70,0.00011039949705073514
23,18,0.00010959396096893982
26,56,0.00010929722084976006
44,45,0.00010906720693845656
37,22,0.00010905772665707525
45,19,0.00010886408182089134
25,37,0.0001084264236393636
36,23,0.00010773373868117984
26,55,0.00010768045314097914
45,56,0.00010764065677915151
48,30,0.00010759829417738515
38,12,0.00010738262935200088
29,26,0.00010711224756537644
35,70,0.00010670939068436756
24,11,0.00010669663824300604
38,69,0.00010649200739310899
30,51,0.00010620154517772308
45,55,0.00010604839362113651
17,66,0.00010586888182901111
31,53,0.00010582736530622491
33,19,0.00010547134026949546
40,23,0.00010478798176611996
38,81,0.00010471598459209605
16,21,0.00010461740988665343
20,70,0.00010444251847464921
38,43,0.00010435865253912758
33,56,0.00010428604318423772
22,52,0.00010383835972761281
37,44,0.000103543256897238
49,10,0.00010280834276061348
14,20,0.00010279019624770064
33,55,0.00010274340279698968
27,53,0.00010244055426941232
26,22,0.00010231191032233196
25,49,0.00010207631694222818
36,30,0.00010202982468566482
37,29,0.00010147359699149222
49,35,0.0001010849161160464
32,26,0.00010103717676898557
45,22,0.00010076121915820552
41,40,0.00010052082149135852
22,16,0.00010012979199104075
52,13,0.00010008305267530013
23,39,9.970037403925871e-05
37,32,9.9630572705887e-05
42,19,9.959135927092528e-05
31,65,9.956312539238176e-05
40,30,9.924002953616585e-05
29,33,9.850109907145834e-05
42,56,9.847214197872949e-05
30,70,9.832677987611782e-05
19,10,9.802084585363072e-05
39,41,9.799496085648792e-05
49,45,9.778740653380275e-05
43,20,9.775347746302934e-05
33,22,9.762100275910164e-05
38,77,9.732266709539882e-05
26,44,9.713854065071066e-05
42,55,9.701550311702828e-05
38,15,9.680822772986617e-05
19,35,9.637767436646354e-05
27,65,9.637678988301006e-05
44,41,9.633215994125928e-05
