ARIZ,UTAH,probability
45,44,9.566625969917108e-05
21,12,9.566439511748304e-05
41,63,9.56213305323808e-05
14,27,9.535402915221208e-05
26,29,9.519690051969797e-05
22,48,9.489346731957591e-05
21,69,9.487096314911085e-05
17,40,9.459045447315543e-05
28,54,9.441637350551142e-05
14,31,9.408890623026785e-05
45,29,9.375404804999974e-05
26,32,9.346787735728008e-05
21,81,9.32887505696738e-05
37,25,9.328174453502386e-05
19,45,9.323372058039197e-05
31,11,9.32129702919356e-05
21,43,9.297041272574503e-05
32,33,9.291442561456739e-05
33,44,9.268482735785941e-05
35,12,9.246680995733055e-05
28,9,9.227150821844451e-05
42,22,9.217867463642677e-05
45,32,9.205123083889374e-05
35,69,9.169989847533724e-05
39,23,9.144665532494784e-05
41,7,9.129842363486766e-05
23,62,9.094881828836873e-05
33,29,9.083220965196755e-05
43,27,9.068168249506885e-05
20,12,9.0502498845916e-05
25,59,9.036506220131553e-05
27,11,9.022985986822516e-05
35,81,9.017057139690611e-05
28,50,9.006351896263798e-05
17,63,8.99800158633132e-05
44,23,8.989496755610829e-05
35,43,8.986287400457286e-05
20,69,8.97518791852394e-05
23,36,8.967383956998841e-05
43,31,8.947855058606636e-05
33,32,8.918246062101719e-05
23,73,8.901847701607762e-05
18,20,8.88437104018987e-05
38,47,8.858319098677937e-05
20,81,8.825504024146474e-05
20,43,8.79538793935088e-05
28,46,8.784755040696751e-05
42,44,8.75176888505886e-05
26,25,8.751175890166854e-05
52,10,8.70594438203699e-05
41,18,8.686221512433871e-05
21,77,8.670223606075276e-05
39,30,8.66050535803485e-05
49,41,8.636942625449921e-05
48,42,8.628050270329358e-05
21,15,8.624393539308164e-05
29,19,8.62074096917795e-05
45,25,8.618538633313328e-05
17,7,8.591214492857298e-05
42,29,8.57683537699144e-05
52,35,8.56000236885759e-05
29,56,8.523860251464305e-05
30,12,8.520303236867037e-05
44,30,8.513551921757932e-05
30,69,8.449636601071625e-05
55,24,8.426479040681188e-05
55,17,8.426168078910727e-05
42,32,8.42105775244583e-05
14,21,8.401794896324547e-05
29,55,8.397771940146013e-05
37,66,8.39577761118429e-05
35,77,8.380421132501453e-05
33,25,8.349942475200677e-05
24,6,8.341116333682228e-05
35,15,8.336122937035084e-05
30,81,8.308717600377233e-05
52,45,8.280764962131825e-05
30,43,8.28036499375998e-05
22,37,8.272186140492193e-05
34,54,8.241744562244391e-05
18,27,8.241647609309669e-05
19,41,8.234744369989177e-05
20,77,8.202392341884558e-05
36,42,8.181527999036171e-05
17,18,8.173765676857833e-05
20,15,8.159035191508965e-05
18,31,8.132300396634675e-05
32,19,8.131799574561633e-05
16,14,8.102252683681203e-05
49,23,8.05979724291688e-05
34,9,8.054516106415185e-05
25,26,8.045772683859649e-05
32,56,8.0404136273555e-05
43,21,7.990107014366448e-05
29,22,7.979090583160244e-05
40,42,7.95782098789977e-05
32,55,7.921476649664003e-05
41,39,7.902073491284363e-05
21,47,7.891646381229928e-05
42,25,7.884436841462806e-05
26,66,7.876452887586409e-05
16,38,7.874775314267158e-05
34,50,7.861777466210208e-05
28,58,7.853462894663284e-05
22,49,7.787716923049333e-05
45,66,7.757073375866233e-05
16,28,7.749046134964744e-05
30,77,7.722092860617857e-05
19,23,7.684475033305742e-05
30,15,7.681274532571973e-05
34,46,7.668342301146009e-05
49,30,7.633074928647859e-05
35,47,7.627867873805067e-05
48,52,7.621617217646742e-05
16,34,7.584921091712781e-05
29,44,7.57563036919305e-05
32,22,7.526541586334011e-05
33,66,7.515324722689445e-05
37,40,7.50135834229471e-05
20,47,7.465825886763104e-05
17,39,7.43587956933996e-05
29,29,7.424205941319107e-05
25,33,7.398943353845469e-05
48,16,7.349412573929219e-05
52,41,7.313875519139129e-05
29,32,7.289363063399515e-05
31,6,7.287017115218861e-05
19,30,7.277623983419033e-05
56,24,7.272928382793517e-05
56,17,7.272659990422822e-05
18,21,7.261846556129193e-05
36,52,7.227180267892975e-05
41,62,7.208440820664955e-05
32,44,7.145964370521456e-05
37,63,7.135734217532813e-05
23,51,7.109523480126168e-05
41,36,7.107388285711599e-05
42,66,7.096348662893613e-05
41,73,7.05544542075906e-05
27,6,7.053809476345386e-05
26,40,7.037358337991195e-05
40,52,7.029567927402938e-05
30,47,7.028656808379815e-05
32,29,7.003128261355657e-05
36,16,6.969062866595362e-05
48,48,6.965072312989869e-05
28,53,6.948749647996419e-05
39,42,6.944652437741589e-05
45,40,6.930696568514562e-05
24,76,6.929586454461724e-05
47,24,6.900181482560345e-05
47,17,6.899926845642604e-05
22,59,6.894229192809561e-05
32,32,6.875933248627678e-05
34,58,6.855403644909208e-05
44,42,6.82681398637129e-05
52,23,6.825141291374972e-05
29,25,6.824857918967825e-05
37,7,6.813137632690822e-05
17,62,6.783168732143323e-05
40,16,6.778508214152519e-05
33,40,6.714701891162646e-05
26,63,6.694350063282274e-05
17,36,6.688077933390508e-05
17,73,6.639199510695556e-05
36,48,6.60461313490504e-05
45,63,6.5928871010524e-05
24,60,6.590807234423838e-05
23,70,6.582357620923687e-05
28,65,6.537432265480781e-05
14,14,6.506896444887906e-05
37,18,6.482085923951296e-05
25,19,6.475498720359425e-05
52,30,6.463787277211887e-05
32,25,6.437773379380209e-05
40,48,6.424023608804794e-05
25,56,6.402726441755394e-05
26,7,6.391707840027174e-05
33,63,6.38742023229946e-05
42,40,6.340360203361804e-05
14,38,6.324210006421981e-05
25,55,6.308014780482529e-05
45,7,6.294831876710864e-05
38,54,6.283237318440144e-05
59,24,6.252160860704468e-05
59,17,6.251930137646704e-05
14,28,6.223237254551466e-05
16,13,6.202904551040001e-05
43,14,6.18805857172244e-05
29,66,6.142679856729078e-05
38,9,6.140500448611746e-05
22,26,6.138368033455236e-05
39,52,6.134582081896383e-05
49,42,6.120780510980113e-05
28,11,6.120473590460716e-05
33,7,6.0986538783302283e-05
14,34,6.091428891847075e-05
26,18,6.0811334884902426e-05
48,37,6.071690315731019e-05
34,53,6.065666102122538e-05
31,76,6.053867740837473e-05
42,63,6.0313243535532774e-05
44,52,6.0304890896530244e-05
43,38,6.014323767263601e-05
38,50,5.9935627938840026e-05
25,22,5.9935208638815034e-05
45,18,5.9889647474437084e-05
55,20,5.9527967612597165e-05
43,28,5.9182986794179766e-05
39,16,5.915486621933871e-05
37,39,5.896916084233121e-05
24,78,5.8635145083110175e-05
27,76,5.860124789562601e-05
38,46,5.846094131314943e-05
19,42,5.835752886005461e-05
44,16,5.8151112915801044e-05
33,18,5.802319076909994e-05
32,66,5.794286317639006e-05
43,34,5.7929489254199085e-05
51,24,5.789467081070067e-05
51,17,5.789253432768699e-05
42,7,5.758656597269701e-05
31,60,5.7579013646429864e-05
36,37,5.7574657962364694e-05
48,49,5.716095433572991e-05
34,65,5.7066210896060414e-05
23,12,5.703805516099732e-05
25,44,5.690460360312095e-05
23,69,5.656498661419959e-05
22,33,5.6448819956971284e-05
41,51,5.634881269938558e-05
18,14,5.624046304685376e-05
39,48,5.606134051373013e-05
40,37,5.6000397671196766e-05
21,54,5.5975729135652096e-05
25,29,5.5767173894428076e-05
27,60,5.573630275268109e-05
23,81,5.5621622802914053e-05
23,43,5.543181998777533e-05
26,39,5.5321596009926973e-05
55,27,5.52215266271612e-05
44,48,5.51100788621061e-05
29,40,5.488287675216377e-05
42,18,5.4788423311637416e-05
25,32,5.4754297058736345e-05
21,9,5.4704123439693956e-05
18,38,5.4661466058239294e-05
55,31,5.448886729706352e-05
45,39,5.448311386402923e-05
36,49,5.420273801111618e-05
35,54,5.4104738778235774e-05
49,52,5.4068120451669416e-05
16,10,5.395732902316415e-05
37,62,5.379293253157635e-05
18,28,5.378873750501722e-05
34,11,5.3426517096206254e-05
21,50,5.339509404226384e-05
16,35,5.3052815867799684e-05
37,36,5.3038828789848026e-05
17,51,5.302443536751044e-05
20,54,5.295536918701365e-05
35,9,5.2875636539263564e-05
33,39,5.2785151403278915e-05
40,49,5.272067591742113e-05
37,73,5.265120557154005e-05
18,34,5.264949033630494e-05
46,24,5.232905304741744e-05
46,17,5.232712195200931e-05
38,58,5.226336207019523e-05
29,63,5.220782739959724e-05
41,70,5.2170590298862034e-05
49,16,5.213708756931128e-05
21,46,5.2081334033910075e-05
52,42,5.1831566653424804e-05
32,40,5.177009208600795e-05
20,9,5.175237728088619e-05
23,77,5.1694540240826226e-05
35,50,5.161036148711818e-05
19,52,5.155031934255645e-05
23,15,5.1421287284688844e-05
56,20,5.137883131608342e-05
16,45,5.132217023429841e-05
25,25,5.1265150964308916e-05
31,78,5.1225194408161686e-05
48,59,5.060285626251787e-05
20,50,5.0513980995782426e-05
26,62,5.0465545705457234e-05
35,46,5.034051394485543e-05
30,54,4.985451332805513e-05
29,7,4.984758438777815e-05
42,39,4.984240234495773e-05
14,13,4.98153527752027e-05
26,36,4.975808740092052e-05
19,16,4.970920925929544e-05
45,62,4.9700664319001585e-05
27,78,4.958582586409544e-05
49,48,4.941055920538604e-05
22,19,4.9403576148097846e-05
26,73,4.9394440796814395e-05
20,46,4.927110935588097e-05
32,63,4.924676314422602e-05
17,70,4.909271306468967e-05
45,36,4.9003928611065564e-05
39,37,4.887057635414522e-05
22,56,4.884837399877439e-05
47,20,4.874560036663783e-05
30,9,4.872196384462557e-05
55,21,4.8656563829381705e-05
45,73,4.8645793619185965e-05
13,24,4.836353559975873e-05
13,17,4.8361750843565396e-05
33,62,4.8151746566271355e-05
22,55,4.812578953511055e-05
44,37,4.804132923389348e-05
36,59,4.798403722411192e-05
28,6,4.784741401035568e-05
56,27,4.766192456053412e-05
30,50,4.755608312187801e-05
33,36,4.747672457829804e-05
29,18,4.742548037670826e-05
43,13,4.737440089217229e-05
33,73,4.712975083857466e-05
19,48,4.7109647693575354e-05
23,47,4.705242332331599e-05
56,31,4.7029563308454725e-05
32,7,4.702038571472269e-05
40,59,4.667201267919458e-05
21,58,4.65600716747403e-05
30,46,4.638598910331484e-05
38,53,4.624266055107517e-05
25,66,4.6140947389606776e-05
39,49,4.6008420029303924e-05
52,52,4.5785588684135865e-05
22,22,4.5726418486196206e-05
42,62,4.546730779708345e-05
16,41,4.5329624277742e-05
44,49,4.522773863237998e-05
47,27,4.5219189845709034e-05
41,12,4.520734330491619e-05
48,26,4.505492152876705e-05
35,58,4.50037999389503e-05
41,69,4.4832397628008414e-05
42,36,4.482991798911997e-05
32,18,4.473565584786064e-05
47,31,4.461923791820071e-05
42,73,4.450228788332941e-05
59,20,4.416772740167839e-05
52,16,4.415036488592334e-05
41,81,4.408470432819581e-05
20,58,4.404776539729421e-05
41,43,4.393427000851229e-05
38,65,4.350541844825863e-05
22,44,4.341427647024641e-05
14,10,4.33329798641822e-05
29,39,4.3144148552942644e-05
49,37,4.307286419161588e-05
18,13,4.305644834905675e-05
36,26,4.272322140375221e-05
14,35,4.2606567881641896e-05
22,29,4.254649627827691e-05
17,12,4.2540272605149706e-05
16,23,4.230056822418351e-05
17,69,4.218744737496095e-05
37,51,4.205025684726182e-05
56,21,4.199567842932743e-05
52,48,4.184150515187915e-05
22,32,4.177374131311242e-05
34,6,4.1766713716692964e-05
40,26,4.155504301855594e-05
17,81,4.1483865291303916e-05
30,58,4.1468503397932575e-05
48,33,4.143279027408267e-05
17,43,4.134230605555446e-05
25,40,4.122545839724609e-05
14,45,4.121669121898593e-05
43,10,4.1209664201356124e-05
21,53,4.119638508515691e-05
19,37,4.1067081406337385e-05
59,27,4.097249465403962e-05
41,77,4.0972168862708e-05
51,20,4.0899076260952335e-05
41,15,4.0755593452443436e-05
38,11,4.0730634573531124e-05
39,59,4.072985646695441e-05
32,39,4.069714773962151e-05
49,49,4.05502569323584e-05
43,35,4.051884640008437e-05
59,31,4.04288863491056e-05
16,30,4.0060983799974644e-05
44,59,4.003874294419311e-05
47,21,3.9843346090299456e-05
35,53,3.9819394727997886e-05
28,76,3.975040974651085e-05
26,51,3.944921867953648e-05
29,62,3.935701711011497e-05
36,33,3.928854411886279e-05
25,63,3.921608603338829e-05
43,45,3.919707368265589e-05
22,25,3.9111764186533415e-05
20,53,3.8973494674236944e-05
37,70,3.893226169012671e-05
24,64,3.8878254224898514e-05
45,51,3.885130632851769e-05
29,36,3.8805285265999914e-05
21,65,3.875784719838488e-05
19,49,3.8661944909927905e-05
17,77,3.855495822631722e-05
29,73,3.852168493195473e-05
17,15,3.8351159986502825e-05
40,33,3.821427990100925e-05
24,72,3.808201360341934e-05
51,27,3.794030804929641e-05
28,60,3.7807059605978484e-05
55,14,3.7682807793887786e-05
33,51,3.764050806427811e-05
35,65,3.746236504027563e-05
18,10,3.7453598246154054e-05
25,7,3.74431815165473e-05
51,31,3.743692970434814e-05
24,61,3.735578832112124e-05
41,47,3.7292909944094915e-05
32,62,3.712481051644059e-05
46,20,3.696730461163916e-05
18,35,3.68257452196479e-05
30,53,3.669136179215078e-05
20,65,3.666653635382652e-05
55,38,3.662483215134166e-05
32,36,3.660437117238793e-05
26,70,3.652408856101336e-05
52,37,3.647466246006851e-05
14,41,3.6404094339715536e-05
32,73,3.63368557599681e-05
21,11,3.628586432220281e-05
39,26,3.626436574007863e-05
48,19,3.626166164136122e-05
59,21,3.6101515534753774e-05
55,28,3.6040077678393835e-05
45,70,3.5970510964515554e-05
49,59,3.589791050205878e-05
48,56,3.585414959363066e-05
44,26,3.564902368559179e-05
18,45,3.562444583294568e-05
25,18,3.562380990100552e-05
42,51,3.554206623516166e-05
48,55,3.5323780835504e-05
55,34,3.5276747688515355e-05
22,66,3.5202351299071667e-05
17,47,3.5092762354132264e-05
35,11,3.507300826287695e-05
33,70,3.4849492487778326e-05
34,76,3.469871921697652e-05
43,41,3.462029401154083e-05
30,65,3.4519489778077964e-05
36,19,3.4385033781107974e-05
52,49,3.433848577371189e-05
20,11,3.432793768162412e-05
46,27,3.429297316567578e-05
19,59,3.4226245237539105e-05
13,20,3.416590686233278e-05
36,56,3.399861145810442e-05
14,23,3.397146790411159e-05
31,64,3.396505846617277e-05
46,31,3.3837986346563393e-05
24,57,3.3761586548312556e-05
37,12,3.3735944135958624e-05
28,78,3.3635066939658954e-05
48,22,3.3562669840887064e-05
36,55,3.349569055378965e-05
37,69,3.3456141221532453e-05
40,19,3.344484594139123e-05
51,21,3.342980777715409e-05
23,54,3.337445161489222e-05
39,33,3.334893967514639e-05
31,72,3.326944185990133e-05
40,56,3.306898953992772e-05
34,60,3.300234020361244e-05
42,70,3.290664855392517e-05
37,81,3.28981756887389e-05
27,64,3.2878068966374155e-05
37,43,3.278591419682278e-05
44,33,3.2783067237124317e-05
31,61,3.2634992482874754e-05
23,9,3.261628118230833e-05
40,55,3.2579819970614866e-05
56,14,3.252418489672813e-05
25,39,3.240787302906492e-05
30,11,3.231783014540603e-05
43,23,3.230686625160405e-05
27,72,3.220471429578157e-05
14,30,3.2172863923608483e-05
16,42,3.21239462714158e-05
49,26,3.1962178821019864e-05
48,44,3.186558396196584e-05
38,6,3.184158066430855e-05
23,50,3.1835797587693085e-05
36,22,3.1825721272152763e-05
13,27,3.169423736785131e-05
26,12,3.164919164261227e-05
56,38,3.161104181029427e-05
27,61,3.159056930927058e-05
18,41,3.146481797901457e-05
22,40,3.1452173201194614e-05
26,69,3.13866960674137e-05
13,31,3.1273729639503476e-05
48,29,3.122864319464277e-05
45,12,3.11695004543887e-05
56,28,3.11063378428678e-05
23,46,3.10524934573239e-05
40,22,3.095551255516344e-05
45,69,3.091098339515958e-05
26,81,3.086324375180079e-05
47,14,3.0857278739430124e-05
29,51,3.0765615487702716e-05
26,43,3.0757926246607514e-05
48,32,3.06614498604097e-05
43,30,3.059639385159676e-05
37,77,3.057544856282377e-05
19,26,3.047378957033072e-05
56,34,3.0447504619403702e-05
37,15,3.0413829334446923e-05
52,59,3.0398818215557854e-05
45,81,3.039546478812571e-05
45,43,3.0291743528415647e-05
36,44,3.021646365309245e-05
46,21,3.02160831047049e-05
33,12,3.019810513686016e-05
50,24,3.0162338600212745e-05
50,17,3.016122552152744e-05
47,38,2.9990935406413713e-05
33,69,2.99476447438328e-05
22,63,2.9919161075416256e-05
36,29,2.9612486096366603e-05
25,62,2.9563156443849847e-05
47,28,2.9512098164120785e-05
31,57,2.949500392663738e-05
33,81,2.944819223839412e-05
49,33,2.9392621424243385e-05
40,44,2.9390256767075394e-05
18,23,2.936224821603842e-05
34,78,2.9360546244076874e-05
33,43,2.934770344454144e-05
39,19,2.9186737330475353e-05
25,36,2.9148721204080745e-05
36,32,2.9074646375977797e-05
32,51,2.902068625289923e-05
25,73,2.8935693854486433e-05
47,34,2.888703098768636e-05
39,56,2.8858733963896334e-05
55,13,2.8849120002324183e-05
40,29,2.880279373111199e-05
48,25,2.870758899876503e-05
44,19,2.8691490094071775e-05
26,77,2.8684189991060585e-05
22,7,2.8566557560482678e-05
27,57,2.8551070336865867e-05
26,15,2.8532567795119794e-05
42,12,2.8514574009410196e-05
29,70,2.848436806404555e-05
39,55,2.843184415987046e-05
16,52,2.837679595388304e-05
44,56,2.8369052363657907e-05
21,6,2.8366837096626397e-05
40,32,2.8279660128740846e-05
42,69,2.827807667353307e-05
45,77,2.824943787051932e-05
45,15,2.810011373742175e-05
19,33,2.8023889272959357e-05
59,14,2.795936177767422e-05
44,55,2.7949406123491153e-05
13,21,2.7926295734712997e-05
37,47,2.7829804508872905e-05
18,30,2.7807677284133084e-05
42,81,2.7806468426393985e-05
23,58,2.7760546995801656e-05
42,43,2.7711581838760673e-05
35,6,2.741867475023574e-05
33,77,2.7369046100673936e-05
16,16,2.7363323955500977e-05
33,15,2.7224375643816616e-05
36,25,2.7221902494693408e-05
22,18,2.717850286335941e-05
59,38,2.7174379833024318e-05
52,26,2.7065989361626305e-05
39,22,2.701433923364648e-05
32,70,2.6868824029513797e-05
20,6,2.6836208376657985e-05
59,28,2.6740511901799895e-05
44,22,2.6555953745153982e-05
40,25,2.6477575708150376e-05
38,76,2.645317212146306e-05
41,54,2.6451993980317997e-05
59,34,2.6174147010428333e-05
26,47,2.6108379025294042e-05
16,48,2.5932348763479256e-05
51,14,2.58902175145466e-05
41,9,2.5851081643235118e-05
42,77,2.584323377469273e-05
48,66,2.5838124510677094e-05
14,42,2.5798651307215896e-05
49,19,2.572419781018805e-05
45,47,2.5712667201160986e-05
42,15,2.570662863240524e-05
39,44,2.5648367639039948e-05
49,56,2.5435106796391307e-05
30,6,2.5264786719996234e-05
41,50,2.5232484292641137e-05
44,44,2.5213160269073506e-05
51,38,2.5163328487050772e-05
38,60,2.515990807493875e-05
39,29,2.513569883045658e-05
55,10,2.5095041317912317e-05
49,55,2.5058860639187304e-05
33,47,2.4911333713095395e-05
56,13,2.489979298240304e-05
17,54,2.4891421450774256e-05
52,33,2.4890054687251025e-05
51,28,2.4761569133553788e-05
22,39,2.472496547571594e-05
44,29,2.470919054212322e-05
29,12,2.4682538543616706e-05
39,32,2.467916920350274e-05
55,35,2.467436083914507e-05
24,71,2.463888373972749e-05
41,46,2.4611651435808866e-05
23,53,2.456255205539306e-05
43,42,2.453451760184664e-05
19,19,2.4526293883872945e-05
36,66,2.4500939668101616e-05
29,69,2.4477823768417073e-05
17,9,2.4325960780836517e-05
44,32,2.4260407414324982e-05
19,56,2.4250665029831185e-05
51,34,2.4237118312865847e-05
29,81,2.406959432288313e-05
29,43,2.3987459416860738e-05
19,55,2.3891939603586463e-05
55,45,2.3869453990239822e-05
40,66,2.38310119988655e-05
49,22,2.3809519998394694e-05
17,50,2.3743858449593582e-05
47,13,2.3623646681746974e-05
21,76,2.356644389515757e-05
42,47,2.3522537775660943e-05
46,14,2.3401300098203088e-05
32,12,2.3282622357602623e-05
17,46,2.3159652498942054e-05
25,51,2.310969607299155e-05
23,65,2.310862075391907e-05
39,25,2.3106521366425335e-05
32,69,2.3089518362502118e-05
48,40,2.3085536542704715e-05
24,68,2.306544471999922e-05
14,52,2.278932537879563e-05
35,76,2.2778734829687815e-05
46,38,2.2744289462391954e-05
44,25,2.2714444625539545e-05
32,81,2.2704442410981793e-05
19,22,2.2700777261295266e-05
32,43,2.2626965939268106e-05
16,37,2.2606109997986072e-05
49,44,2.26055990837378e-05
22,62,2.2554643489618332e-05
21,60,2.2414308549948394e-05
38,78,2.2383523106949344e-05
46,28,2.238115264466686e-05
29,77,2.2370196150398124e-05
28,64,2.2301858066489453e-05
18,42,2.2298312379660688e-05
20,76,2.2294836640158307e-05
29,15,2.225194919048722e-05
22,36,2.2238458068069034e-05
49,29,2.2153750228766887e-05
22,73,2.2075932935383563e-05
41,58,2.2002513494352488e-05
14,16,2.197540885450013e-05
48,63,2.1960323120290984e-05
46,34,2.1907119120816708e-05
36,40,2.1890804721713963e-05
28,72,2.1845107996790345e-05
52,19,2.1783585786367995e-05
49,32,2.17513805395139e-05
43,52,2.1672648619576643e-05
35,60,2.166510964155227e-05
56,10,2.1659632378752852e-05
23,11,2.163474852093668e-05
13,14,2.162793982445165e-05
19,44,2.155291957555932e-05
52,56,2.153877975021571e-05
31,71,2.1525172450390862e-05
28,61,2.142852105138846e-05
59,13,2.1405065873126147e-05
25,70,2.1396129359233316e-05
50,20,2.130786425321135e-05
56,35,2.1296541344010763e-05
40,40,2.1292245809950515e-05
16,49,2.1282159565277377e-05
52,55,2.1220169603352403e-05
20,60,2.1204868657586737e-05
19,29,2.11221120576775e-05
32,77,2.1101428773820838e-05
55,41,2.1082377774611888e-05
13,38,2.102071772842635e-05
32,15,2.0989888410674032e-05
30,76,2.0989339655027067e-05
48,7,2.096752756139447e-05
43,16,2.089861399838788e-05
27,71,2.0836298722755975e-05
14,48,2.0826196684353588e-05
36,63,2.0823823789529634e-05
39,66,2.0796911092046146e-05
19,32,2.0738479599188438e-05
17,58,2.070444431417081e-05
13,28,2.06850995700829e-05
56,45,2.060182296416956e-05
47,10,2.0549548461458845e-05
44,66,2.0444024346691695e-05
49,25,2.036530221261224e-05
29,47,2.0361375382982284e-05
40,63,2.025443927102214e-05
13,34,2.0246988504219897e-05
47,35,2.0205066307566287e-05
52,22,2.0162211674949163e-05
31,68,2.015057502148155e-05
30,60,1.996319586359461e-05
48,18,1.994871123895049e-05
21,78,1.994089930136931e-05
36,7,1.9882407779198422e-05
51,13,1.9820975019928853e-05
43,48,1.9805713215282586e-05
50,27,1.976638612768037e-05
37,54,1.9739779557178208e-05
18,52,1.9697289217439848e-05
55,23,1.9673592569812568e-05
47,45,1.9545953135007677e-05
27,68,1.9505692767412433e-05
50,31,1.9504132834385227e-05
41,53,1.9467839849706634e-05
34,64,1.9467620988080658e-05
19,25,1.941694706229459e-05
28,57,1.9366767523675547e-05
40,7,1.9338764340099565e-05
37,9,1.929134920156756e-05
35,78,1.9274374168295e-05
32,47,1.9206542021017687e-05
52,44,1.9142715762270228e-05
34,72,1.9068917112525894e-05
18,16,1.8993804190506192e-05
36,18,1.8916317642170013e-05
20,78,1.8864920577738403e-05
16,59,1.884044928837959e-05
37,50,1.8829721418631216e-05
52,29,1.87600842661451e-05
34,61,1.8705272220809355e-05
55,30,1.863198312253347e-05
59,10,1.861966716681341e-05
39,40,1.858137384516501e-05
25,12,1.8540372263343075e-05
26,54,1.8518766324436248e-05
52,32,1.841935237206033e-05
40,18,1.8399089945591192e-05
25,69,1.838660006793859e-05
37,46,1.8366425390935127e-05
49,66,1.8329690253322192e-05
17,53,1.8319307300454785e-05
41,65,1.8315479880525152e-05
59,35,1.830753655905741e-05
44,40,1.8266080842689155e-05
45,54,1.8238086516783813e-05
56,41,1.8196286130126652e-05
14,37,1.8154903644872332e-05
48,39,1.814784276925809e-05
26,9,1.8098073836747465e-05
25,81,1.807995713995601e-05
25,43,1.801826122765028e-05
18,48,1.8000516143961376e-05
46,13,1.7915515171694957e-05
45,9,1.7823770257643768e-05
30,78,1.7760265839223e-05
59,45,1.7710323052331408e-05
39,63,1.7675698067658585e-05
33,54,1.766969781677853e-05
26,50,1.766500025472983e-05
22,51,1.7631099611090112e-05
19,66,1.7476127857145227e-05
50,21,1.7416476635845715e-05
45,50,1.739726055831521e-05
44,63,1.737577277897715e-05
33,9,1.726829369508815e-05
43,37,1.7265313513127922e-05
47,41,1.7263703146523093e-05
52,25,1.7245603189929196e-05
51,10,1.7241710909946288e-05
17,65,1.723493242583323e-05
26,46,1.723036161800688e-05
36,39,1.720864843003788e-05
41,11,1.7147315085355563e-05
14,49,1.7091642759273052e-05
54,24,1.7011674454015657e-05
54,17,1.7011046673375465e-05
56,23,1.698035788159258e-05
45,46,1.696920952504362e-05
51,35,1.695267965837447e-05
23,6,1.6913180886926527e-05
34,57,1.6905537143638215e-05
39,7,1.6876604427467436e-05
33,50,1.6855076140926135e-05
25,77,1.680344845808604e-05
16,26,1.6774842903154744e-05
40,39,1.673811342649888e-05
25,15,1.671462685442957e-05
42,54,1.6684619907010234e-05
44,7,1.6590238342490457e-05
13,13,1.6557869965832457e-05
48,62,1.6554851175354854e-05
33,46,1.64403652883864e-05
37,58,1.6419358268625145e-05
51,45,1.6399663187014677e-05
49,40,1.637699106158689e-05
22,70,1.6323766735525872e-05
48,36,1.632277468077515e-05
42,9,1.630559388919392e-05
43,49,1.625415240232233e-05
48,73,1.6203483086336905e-05
17,11,1.6135685153126343e-05
47,23,1.611009277899817e-05
56,30,1.608134052495656e-05
39,18,1.6056566871404215e-05
42,50,1.591541303258917e-05
44,18,1.5784115371287786e-05
36,62,1.569809796737222e-05
18,37,1.5691661857640372e-05
59,41,1.5642407289766282e-05
19,40,1.5614360403921344e-05
46,10,1.558420476704833e-05
49,63,1.5578759228111457e-05
42,46,1.552382212833685e-05
52,66,1.552182046713465e-05
36,36,1.5478031987361473e-05
16,33,1.54262514350031e-05
26,58,1.5403731236871792e-05
36,73,1.5364914018716522e-05
46,35,1.5322959103430746e-05
25,47,1.5294515948068503e-05
40,62,1.526886585116838e-05
47,30,1.5257151214024658e-05
45,58,1.5170264479694239e-05
14,59,1.5130712072404634e-05
40,36,1.5054817121559613e-05
40,73,1.494479213049469e-05
55,42,1.4940542342811114e-05
49,7,1.4874465266220874e-05
19,63,1.4853299993807119e-05
38,64,1.4841479467090751e-05
46,45,1.4823106045098243e-05
18,49,1.4772663298923623e-05
33,58,1.4697484240472614e-05
53,24,1.4668319925314604e-05
53,17,1.4667778621323738e-05
39,39,1.4607061454043698e-05
59,23,1.4597136581079655e-05
38,72,1.4537520632772037e-05
37,53,1.4527860068832455e-05
51,41,1.4484784395420735e-05
29,54,1.4442396151682608e-05
13,10,1.4403227235205413e-05
43,59,1.4389307303248568e-05
44,39,1.4359205493468795e-05
38,61,1.4260289624574998e-05
19,7,1.418180303139749e-05
13,35,1.4161778876848866e-05
49,18,1.4151712049062637e-05
22,12,1.414502160345281e-05
28,71,1.4133682158192936e-05
29,9,1.4114306933492032e-05
23,76,1.4051038792330076e-05
22,69,1.4027704054748173e-05
42,58,1.387810593504912e-05
52,40,1.3868249355918475e-05
59,30,1.38242977966979e-05
22,81,1.3793756711121457e-05
29,50,1.377656196037934e-05
63,24,1.3766253366158755e-05
63,17,1.3765745351067436e-05
22,43,1.3746686997524888e-05
13,45,1.3699804891586668e-05
37,65,1.36679123545284e-05
26,53,1.3629232536742441e-05
32,54,1.362326873082027e-05
51,23,1.3516869382743638e-05
16,19,1.3500937451479184e-05
19,18,1.3492706409596634e-05
50,14,1.3488452325089954e-05
14,26,1.3471829367891076e-05
29,46,1.3437596434036637e-05
45,53,1.3422660981173139e-05
41,6,1.3405084948553233e-05
23,60,1.3364100257964473e-05
16,56,1.3349212615437502e-05
39,62,1.3324874562534119e-05
32,9,1.3313787704254315e-05
28,68,1.3231105270576843e-05
21,64,1.3221888534817535e-05
55,52,1.3197778315285893e-05
52,63,1.3192296241647397e-05
16,55,1.3151745783925313e-05
39,36,1.3138077946458778e-05
50,38,1.3109752996376331e-05
