CLEM,UNC,probability
48,32,0.00031152812242493997
36,34,0.0003111037427362018
27,36,0.0003110205023382609
7,26,0.0003105141156367139
31,36,0.00031033537806057174
65,31,0.0003080541463614549
70,35,0.00030772398548428395
42,29,0.00030632574260471067
30,37,0.00030625810739278174
58,31,0.0003061078069071496
25,35,0.00030501604065221295
27,23,0.00030348981051693785
31,23,0.00030282127504852594
16,29,0.0003017052711480217
40,30,0.0003003414447610613
59,32,0.00029990319431093883
35,26,0.00029965776800678924
13,36,0.00029896649687846194
21,36,0.00029769181205450057
44,38,0.000295483715661368
6,24,0.00029368098829719744
77,35,0.00029358471183501167
17,39,0.00029347163147793733
14,25,0.000292366505356412
13,23,0.0002917276668464674
42,37,0.00029169031352229677
36,28,0.0002914282792041784
21,23,0.00029048384577105764
16,37,0.00028729059590025676
50,31,0.0002856454525668211
20,42,0.0002844068098630756
22,24,0.0002841944738443789
41,26,0.00028369276746972866
48,29,0.00028284568131526077
40,35,0.00027821533315670324
69,30,0.000277667730457634
15,27,0.00027749994966252706
18,30,0.0002761690487235388
6,38,0.00027349166569902737
59,29,0.0002722910620820074
37,33,0.0002709193754100385
45,41,0.00027060372048493935
48,37,0.00026933206709871634
81,24,0.00026864997114039454
17,40,0.00026529611358880773
22,38,0.00026465730888750066
14,42,0.0002639049259417001
49,32,0.0002618997391881527
27,25,0.0002607288988799416
31,25,0.0002601545582908973
62,24,0.00025963507406296385
59,37,0.00025928171949463356
9,30,0.00025764056381279886
69,35,0.00025721198816764767
18,35,0.0002558237141041768
76,31,0.0002540719639553482
46,31,0.00025324773821642176
13,25,0.00025062401014431705
81,38,0.0002501814248283204
32,24,0.0002499419412443654
29,24,0.0002498637027009694
21,25,0.00024955544016879507
15,34,0.0002489599573586117
17,21,0.0002486094497313125
12,30,0.00024801077466571147
56,33,0.0002456796316099092
43,27,0.00024395943445105616
62,38,0.00024178626369750588
7,41,0.00024029037228197477
9,35,0.00023866022004683323
49,29,0.00023778659079104624
53,31,0.00023764792325571608
55,33,0.0002357930772602533
27,42,0.00023534720800486852
23,26,0.00023497889589343873
31,42,0.0002348287788830638
70,24,0.0002341701385829249
15,28,0.0002332147190697331
32,38,0.00023275949265668636
29,38,0.0002326866326813802
24,39,0.00023247157713343327
25,24,0.00023210946133151396
66,33,0.00023196821216377522
35,41,0.0002318892217955693
39,30,0.00023174214066154543
12,35,0.00022973985609933621
52,26,0.00022875555476190124
38,36,0.0002281664113420557
78,31,0.00022728417322169135
47,27,0.00022652241871971553
49,37,0.00022642578005186475
13,42,0.0002262260198230239
21,42,0.00022526147403858162
77,24,0.00022341051038981782
38,23,0.0002226418529451771
41,41,0.0002195347563160662
43,34,0.0002188689780737918
70,38,0.00021807193454826497
37,32,0.00021638295328882057
25,38,0.00021615292011963554
51,30,0.00021563830768842184
30,26,0.00021540430564116658
39,35,0.00021466973005304795
40,24,0.0002117148035070121
24,40,0.00021015253032386237
77,38,0.00020805198516748595
34,36,0.00020700793927137606
42,26,0.00020515815885305573
43,28,0.00020502681546106594
10,39,0.00020402361450875173
47,34,0.0002032253042705521
28,36,0.0002027909882836959
16,26,0.00020206365099672242
34,23,0.00020199568772043348
17,45,0.00020092509249708656
51,35,0.00019975226416923746
36,30,0.00019826074795244793
28,23,0.00019788084112161227
40,38,0.00019716030853750562
24,21,0.00019693430188893104
37,29,0.0001964605422187239
56,32,0.00019622400269527507
69,24,0.000195731791331176
18,24,0.0001946753500228313
11,27,0.00019350619662053208
38,25,0.0001912722047046985
54,27,0.00019108754157339135
47,28,0.0001903725110904001
48,26,0.0001894326566378646
55,32,0.0001883276245761717
37,37,0.00018707418014322232
26,33,0.000185544979728343
66,32,0.00018527270979108251
10,40,0.00018443578937060587
36,35,0.0001836549067924
59,26,0.00018236382125081212
69,38,0.00018227606067317437
23,41,0.00018183767992918195
9,24,0.0001816143668965075
63,33,0.0001815843192551519
18,38,0.00018129224522496406
20,39,0.00018005631950603065
56,29,0.00017815762923979733
65,27,0.00017767298900221146
52,41,0.0001770217669576621
73,33,0.00017659792163063427
58,27,0.00017655042028322528
33,33,0.00017502902383550352
12,24,0.00017482619645698815
11,34,0.0001736046962093567
34,25,0.0001735350295554844
19,33,0.00017329377208960575
10,21,0.00017283509918752542
38,42,0.00017265205176551912
54,34,0.00017143479218546904
45,36,0.00017118977043870839
55,29,0.00017098827184234812
28,25,0.0001699999539595587
56,37,0.0001696457316563327
9,38,0.00016912914930378598
66,29,0.00016821462352121843
14,39,0.00016707669442743298
45,23,0.0001670447787277283
30,41,0.00016668994479533526
50,27,0.00016474857407985458
39,24,0.00016335821322790148
55,37,0.00016281890708313995
12,38,0.0001628076367969079
44,33,0.00016279302705033937
20,40,0.0001627695377283705
11,28,0.00016262523051983085
54,28,0.00016059256003455154
66,37,0.00016017777630023046
65,34,0.00015939988392632426
49,26,0.00015925484666036625
24,45,0.000159161459331684
42,41,0.00015876099631219643
15,30,0.00015865764558795902
58,34,0.0001583927678502645
34,42,0.00015664157242397485
16,41,0.00015636632113518202
60,31,0.00015547607777382166
28,42,0.00015345063281136845
20,21,0.0001525316170684284
39,38,0.00015212802878511022
7,36,0.00015201289027314926
51,24,0.0001520064005057945
14,40,0.00015103605578379402
6,33,0.00015067678444658563
65,28,0.0001493187882261657
27,39,0.00014899696705496674
31,39,0.00014866875255250162
58,28,0.0001483753662588709
7,23,0.00014833222542658985
26,32,0.00014819453433615717
50,34,0.00014780470420874944
15,35,0.0001469693593577431
35,36,0.00014669814064364873
48,41,0.00014659186585620721
76,27,0.0001465382816326123
46,27,0.0001460629020528296
22,33,0.00014580960696381902
63,32,0.00014503115996004884
45,25,0.0001435086112022643
13,39,0.00014322239515095528
35,23,0.0001431461610164442
21,39,0.00014261174674902235
51,38,0.0001415566050505556
14,21,0.00014153615071872265
59,41,0.00014112166981287473
73,32,0.00014104853065333186
33,32,0.0001397954540219359
36,24,0.0001397567203197649
10,45,0.00013968458692349857
43,30,0.0001394812126490319
41,36,0.0001388824383852358
50,28,0.00013845693474142198
19,32,0.00013840951070611117
81,33,0.00013783430118444943
53,27,0.00013706556900379524
41,23,0.00013551969916061833
27,40,0.00013469212031546555
26,29,0.0001345502412598642
31,40,0.00013439541691183854
62,33,0.00013320909302364883
63,29,0.00013167811923858128
37,26,0.00013157719878892935
76,34,0.00013146728275455918
78,27,0.0001310881833150586
46,34,0.00013104079446129722
36,38,0.00013014903843283737
44,32,0.00013002257928088393
45,42,0.0001295381950991986
47,30,0.00012951178431083176
13,40,0.0001294719514151249
43,35,0.00012920565151147757
21,40,0.00012891992992335012
32,33,0.0001282359073476252
29,33,0.00012819576606300532
26,37,0.00012812178866807036
73,29,0.00012806217121143034
7,25,0.0001274326071706042
33,29,0.00012692446553404701
27,21,0.00012622022034846847
31,21,0.00012594217907258514
19,29,0.00012566612622786377
63,37,0.0001253868889964375
72,31,0.00012492695501023003
20,45,0.00012327539963314637
49,41,0.0001232388624692965
76,28,0.00012315275813733236
35,25,0.00012297724551983054
53,34,0.00012296880866471274
46,28,0.00012275324269495002
73,37,0.00012194370134674318
13,21,0.00012132839098744858
33,37,0.0001208603522200579
21,21,0.00012081109068683922
6,32,0.00012034535204899612
70,33,0.00012014398242006723
47,35,0.00011997066954386793
19,37,0.00011966213301844261
56,26,0.00011931903237929202
25,33,0.00011908672561966919
44,29,0.0001180513808410028
78,34,0.00011760617819218979
22,32,0.00011645794371466087
41,25,0.00011642533196915014
53,28,0.00011519176204618172
23,36,0.00011503445195948989
7,42,0.00011502717357078575
77,33,0.00011462361766176846
55,26,0.00011451743734743655
14,45,0.00011438891082207776
66,26,0.00011265981814106403
44,37,0.00011241119990913435
23,23,0.00011224914038025662
52,36,0.00011198780117963424
15,24,0.00011183995031808815
35,42,0.00011100553680682897
11,30,0.0001106351103840943
78,28,0.00011016828609288714
81,32,0.00011008807734644891
38,39,0.00010930502336083507
52,23,0.00010927625768944268
6,29,0.00010926513737656114
54,30,0.00010925227007822955
40,33,0.00010862298576813157
62,32,0.00010639392959531504
22,29,0.00010573564331253615
3,31,0.00010554377348426923
30,36,0.00010545166686110876
41,42,0.00010509144531997797
15,38,0.00010415142798837511
6,37,0.00010404473978392903
30,23,0.00010289838179081408
11,35,0.00010248463750591256
32,32,0.00010242185265470144
29,32,0.00010238979186280823
64,31,0.00010224689137434284
27,45,0.00010201064149382759
37,41,0.0001018206016688827
31,45,0.00010178592972548875
65,30,0.00010158264228136833
54,35,0.00010120367084909719
58,30,0.00010094082555245854
22,37,0.00010068387555699057
42,36,0.00010043564243906307
69,33,0.00010042269709984193
81,29,9.995225149936789e-05
18,33,9.988067638470856e-05
34,39,9.916888075175451e-05
16,36,9.892071909250403e-05
38,40,9.881090634664434e-05
43,24,9.832221974027776e-05
13,45,9.805708595559219e-05
42,23,9.800380960039515e-05
21,45,9.763900606819837e-05
28,39,9.714871519141325e-05
62,29,9.659822448756753e-05
16,23,9.65255668609668e-05
17,20,9.643965222354945e-05
23,25,9.643353337535173e-05
70,32,9.595884272428825e-05
81,37,9.517679881945948e-05
25,32,9.511441309090168e-05
50,30,9.419324547363289e-05
65,35,9.409906344338526e-05
52,25,9.38795219930424e-05
58,35,9.350452926179324e-05
9,33,9.317957206537131e-05
32,29,9.299185726858498e-05
29,29,9.296274831862581e-05
48,36,9.273718712785668e-05
38,21,9.259587229523541e-05
56,41,9.233465812642468e-05
62,37,9.198301829577439e-05
43,38,9.156298406617343e-05
77,32,9.15497345612995e-05
47,24,9.129463297689102e-05
61,31,9.053434615779734e-05
48,23,9.04917558093878e-05
26,26,9.011348355965333e-05
12,33,8.969681446491309e-05
60,27,8.967222088289221e-05
34,40,8.964791083859928e-05
59,36,8.927662271567989e-05
55,41,8.861895890487401e-05
32,37,8.854895370872136e-05
29,37,8.852123550695453e-05
30,25,8.84002719404297e-05
63,26,8.818991272007132e-05
28,40,8.782169660022313e-05
50,35,8.725404244960687e-05
66,41,8.718144612146281e-05
70,29,8.712389763500337e-05
59,23,8.711498151368248e-05
23,42,8.704582781360158e-05
40,32,8.675703766105363e-05
25,29,8.635721476503047e-05
73,26,8.576817292944618e-05
47,38,8.501851409245462e-05
33,26,8.500620757810506e-05
52,42,8.474044681969827e-05
42,25,8.419533202655708e-05
19,26,8.416344923506197e-05
34,21,8.40092132585473e-05
39,33,8.381301910224734e-05
76,30,8.37817043952966e-05
46,30,8.350991117522345e-05
77,29,8.312073672405316e-05
70,37,8.296134957626581e-05
16,25,8.292536977948219e-05
28,21,8.229786471765658e-05
25,37,8.223129677426165e-05
45,39,8.200988807632628e-05
60,34,8.044971652934154e-05
69,32,8.020747775165332e-05
30,42,7.979459613961421e-05
18,32,7.977456651041497e-05
77,37,7.914944904428187e-05
44,26,7.906356069673848e-05
40,29,7.876930414860661e-05
71,31,7.86130639697474e-05
53,30,7.836578167225766e-05
17,22,7.83377510042286e-05
51,33,7.798882650290895e-05
11,24,7.798820663788016e-05
49,36,7.796357174039889e-05
48,25,7.774170674694681e-05
76,35,7.760951812467235e-05
46,35,7.735774787254301e-05
54,24,7.701342354102636e-05
24,20,7.639402124731027e-05
49,23,7.607585171019969e-05
42,42,7.599900281332992e-05
60,28,7.536174989219028e-05
40,37,7.500591634144588e-05
78,30,7.494827496171795e-05
16,42,7.485267008840139e-05
59,25,7.484071101866947e-05
38,45,7.483558740778346e-05
9,32,7.442240319348691e-05
45,40,7.413631250466576e-05
57,31,7.350836171790404e-05
6,26,7.317907473394554e-05
17,44,7.316760091043782e-05
7,39,7.282304360541964e-05
69,29,7.282276320562708e-05
11,38,7.26268481386656e-05
53,35,7.259258565989056e-05
18,29,7.2429710167513e-05
72,27,7.205274061647769e-05
54,38,7.171907724617591e-05
36,33,7.170397152597679e-05
12,32,7.164072922116346e-05
65,24,7.160699772032021e-05
58,24,7.115457230578327e-05
22,26,7.081523649527503e-05
35,39,7.02769684447833e-05
48,42,7.017363133517516e-05
26,41,6.973403598021325e-05
45,21,6.947326746542714e-05
78,35,6.942684618362716e-05
69,37,6.934348530551048e-05
18,37,6.896921129594305e-05
63,41,6.824548673276237e-05
34,45,6.789588635035337e-05
68,31,6.772198002654203e-05
9,29,6.757032133255539e-05
59,42,6.755504456548029e-05
10,20,6.704554825121058e-05
81,26,6.694187604496989e-05
39,32,6.694134950646509e-05
65,38,6.66843202748229e-05
41,39,6.653279105726923e-05
28,45,6.651278178918386e-05
50,24,6.639811056713475e-05
73,41,6.637143100854464e-05
58,38,6.626299718903613e-05
7,40,6.583147526366114e-05
33,41,6.578178651665322e-05
49,25,6.535696540838915e-05
19,41,6.512962062210662e-05
12,29,6.504475650144347e-05
62,26,6.469555485552835e-05
72,34,6.464234409146536e-05
37,36,6.441391638810565e-05
9,37,6.434199113239112e-05
35,40,6.352984276303355e-05
37,23,6.285427208917219e-05
51,32,6.22895744414284e-05
32,26,6.228023170147914e-05
29,26,6.2260736315525e-05
24,22,6.205472206402448e-05
12,37,6.193709107030736e-05
50,38,6.183352202525656e-05
7,21,6.169079003421092e-05
44,41,6.11830879082636e-05
3,27,6.0873317002912545e-05
39,29,6.077804938422893e-05
72,28,6.055409985303262e-05
41,40,6.0145134999314815e-05
35,21,5.953392621240758e-05
20,20,5.9169497052798906e-05
76,24,5.905887246977932e-05
49,42,5.899453186283714e-05
64,27,5.89718107067719e-05
46,24,5.886728170138536e-05
56,36,5.84129031924341e-05
70,26,5.835023292170587e-05
24,44,5.795922247427804e-05
39,37,5.7874235868698896e-05
25,26,5.783675584762663e-05
15,33,5.738091588530733e-05
36,32,5.726986893368371e-05
56,23,5.6998560507550325e-05
6,41,5.662939694388289e-05
51,29,5.655456394941827e-05
41,21,5.636211067671661e-05
45,45,5.6147997216727064e-05
55,36,5.6062271443481685e-05
77,26,5.566916173552461e-05
53,24,5.524111426451544e-05
66,36,5.515286974363119e-05
23,39,5.510821415288346e-05
76,38,5.499882542522932e-05
14,20,5.490417668003189e-05
46,38,5.482040570972633e-05
22,41,5.480014815363129e-05
55,23,5.4704844245370305e-05
3,34,5.4612688844638216e-05
10,22,5.4460974752071977e-05
37,25,5.399827138774893e-05
51,37,5.3852537332488995e-05
66,23,5.381746174969405e-05
52,39,5.3648690673044045e-05
64,34,5.290674645805394e-05
78,24,5.283206691415251e-05
40,26,5.2754839589560456e-05
61,27,5.221649531164831e-05
36,29,5.199702348312505e-05
81,41,5.180276034510085e-05
53,38,5.1443521907464256e-05
60,30,5.126913881326839e-05
3,28,5.115876071668392e-05
10,44,5.0866648771138934e-05
30,39,5.051750098489602e-05
43,33,5.044547144850722e-05
62,41,5.006445175397934e-05
