CLEM,UNC,probability
7,45,4.9858232288589415e-05
23,40,4.981740472819369e-05
64,28,4.956070905143833e-05
36,37,4.951274402553503e-05
78,38,4.9200086346930646e-05
56,25,4.896761408088828e-05
27,20,4.8962877988514875e-05
31,20,4.8855021251858406e-05
69,26,4.877221187752946e-05
37,42,4.8741595054439005e-05
18,26,4.850896910548747e-05
52,40,4.849800664892101e-05
32,41,4.8195361523805164e-05
29,41,4.818027508066844e-05
35,45,4.811506418549509e-05
42,39,4.811453262769872e-05
20,22,4.806327294112469e-05
60,35,4.749214863416017e-05
16,39,4.7388795956768365e-05
13,20,4.7065257753951894e-05
55,25,4.6997076373666517e-05
21,20,4.686458854713043e-05
61,34,4.684619388945271e-05
47,33,4.6839878243219695e-05
23,21,4.668397666659532e-05
66,25,4.6234723724696476e-05
15,32,4.583006299526606e-05
30,40,4.566743508399117e-05
41,45,4.55516164541994e-05
52,21,4.5447566430398144e-05
71,27,4.534078899797837e-05
9,26,4.5254449070527574e-05
70,41,4.515414432205882e-05
20,44,4.489118372591305e-05
25,41,4.475679170240171e-05
14,22,4.459856109686635e-05
48,39,4.442652336864852e-05
56,42,4.420066707643177e-05
26,36,4.411526046214041e-05
61,28,4.3883450428447185e-05
12,26,4.3562980941178845e-05
42,40,4.349517004075393e-05
63,36,4.317357199052158e-05
77,41,4.3079405812600224e-05
26,23,4.3047104412426164e-05
16,40,4.283910963274417e-05
30,21,4.2795032890939625e-05
59,39,4.2768711109211284e-05
8,31,4.246470105612556e-05
55,42,4.2421959193818014e-05
57,27,4.239660623736999e-05
63,23,4.2128216899644906e-05
73,36,4.19880037779218e-05
66,42,4.173382079327642e-05
14,44,4.165513660634899e-05
33,36,4.161498191027546e-05
15,29,4.1610482198892445e-05
19,36,4.120240765011631e-05
72,30,4.119538831726847e-05
73,23,4.0971354668725186e-05
40,41,4.082416678113981e-05
42,21,4.075939953859126e-05
39,26,4.070540270080702e-05
71,34,4.067763222757375e-05
33,23,4.060736472246904e-05
43,32,4.0290732530865016e-05
19,23,4.020478005972649e-05
48,40,4.016123783620586e-05
16,21,4.014460418852215e-05
11,33,4.0012846146717304e-05
27,22,3.9772455166300204e-05
31,22,3.968484333874262e-05
15,37,3.962244405319606e-05
54,33,3.951272122062512e-05
68,27,3.905925875234162e-05
44,36,3.870574563785384e-05
59,40,3.8662588214524645e-05
13,22,3.823102176200718e-05
72,35,3.816052990730811e-05
71,28,3.810501364567086e-05
21,22,3.80680185367181e-05
57,34,3.803624935370867e-05
51,26,3.787677168736137e-05
44,23,3.7768569342651964e-05
69,41,3.7742222845605276e-05
23,45,3.772978999794664e-05
48,21,3.763516586776238e-05
18,41,3.7538513253966257e-05
47,32,3.741094992049469e-05
49,39,3.734909963413927e-05
27,44,3.714754495159112e-05
31,44,3.706571534643151e-05
26,25,3.6981881250986366e-05
65,33,3.673888535628712e-05
52,45,3.673052854050505e-05
43,29,3.658115872389416e-05
58,33,3.650676271511923e-05
59,21,3.6230778699227824e-05
63,25,3.619246255849746e-05
60,24,3.6140319090694144e-05
38,20,3.591944606747573e-05
6,36,3.582498217516323e-05
17,43,3.5806537506053666e-05
13,44,3.570784336826073e-05
57,28,3.56306825467274e-05
21,44,3.5555598061468324e-05
73,25,3.5198599156264205e-05
68,34,3.5042137504052606e-05
9,41,3.5020013155521154e-05
6,23,3.4957557364781665e-05
33,25,3.488589443076095e-05
43,37,3.483340827463809e-05
36,26,3.48244111413214e-05
3,30,3.480367173600167e-05
22,36,3.46677597987773e-05
30,45,3.4586762294518304e-05
19,25,3.454003288224956e-05
50,33,3.4066399229970835e-05
47,29,3.3966518131803494e-05
22,23,3.382835463668189e-05
49,40,3.376330083108294e-05
64,30,3.371650572972583e-05
12,41,3.3711075860767635e-05
60,38,3.365582540537447e-05
26,42,3.338173304369683e-05
42,45,3.294157213761642e-05
68,28,3.282593048422974e-05
81,36,3.277154739660278e-05
63,42,3.266916345121116e-05
34,20,3.258854126013486e-05
44,25,3.244707781196095e-05
16,45,3.244469716881327e-05
47,37,3.2343688254472476e-05
3,35,3.223969017932756e-05
81,23,3.197805493518527e-05
11,32,3.195820825149106e-05
28,20,3.1924681305112426e-05
73,42,3.1772051631774824e-05
62,36,3.167185575846698e-05
49,21,3.163964796611486e-05
54,32,3.155875912254858e-05
39,41,3.149974792227493e-05
33,42,3.148978839055656e-05
64,35,3.12326155384191e-05
19,42,3.11775961090409e-05
62,23,3.090498996237547e-05
37,39,3.085802416820065e-05
32,36,3.04894288248707e-05
29,36,3.0479884814416286e-05
48,45,3.0416579865712682e-05
76,33,3.0300909324719294e-05
46,33,3.0202611232361888e-05
6,25,3.0032129987254504e-05
61,30,2.9854225981214822e-05
32,23,2.975119295115152e-05
29,23,2.9741880028361525e-05
65,32,2.934330002016625e-05
51,41,2.931082070434324e-05
44,42,2.9288388068090776e-05
59,45,2.9281560170988723e-05
38,22,2.917729955849657e-05
58,32,2.9157903968130143e-05
22,25,2.9062028937047254e-05
72,24,2.9039194207526516e-05
11,29,2.9015811208780693e-05
54,29,2.865313942124811e-05
70,36,2.8565488999918508e-05
24,43,2.836390762473241e-05
53,33,2.8342159684509035e-05
25,36,2.8314115132551052e-05
56,39,2.7983188719444765e-05
37,40,2.7895418182757407e-05
70,23,2.7873837186721253e-05
15,26,2.7868144036228137e-05
61,35,2.7654869390759592e-05
11,37,2.762951293817531e-05
25,23,2.7628549796331512e-05
81,25,2.7472431569849404e-05
54,37,2.728416864385793e-05
77,36,2.725296451386166e-05
38,44,2.7251650479794015e-05
50,32,2.7208788821915903e-05
6,42,2.710853293709587e-05
78,33,2.7106167152486772e-05
72,38,2.7042872745773047e-05
45,20,2.694981128207517e-05
36,41,2.6948761090908914e-05
55,39,2.6857098964512435e-05
65,29,2.6641657971799167e-05
77,23,2.6593092655162982e-05
62,25,2.6550558613683984e-05
58,29,2.6473331362171987e-05
34,22,2.647161174855505e-05
66,39,2.6421442491406397e-05
22,42,2.6232870229088967e-05
37,21,2.6140844924660612e-05
28,22,2.593235953580675e-05
71,30,2.5923114005130574e-05
40,36,2.5826251490891195e-05
49,45,2.557102797595787e-05
32,25,2.55593285497982e-05
29,25,2.555132779319865e-05
65,37,2.53687904270452e-05
56,40,2.529658889243941e-05
58,37,2.5208506015037238e-05
40,23,2.5200924416258787e-05
10,43,2.4892965525280965e-05
81,42,2.4798018535130142e-05
34,44,2.472453317902607e-05
50,29,2.4703671540767927e-05
3,24,2.453358552887087e-05
43,26,2.4499812221756483e-05
8,27,2.4491896807240106e-05
55,40,2.427861235402166e-05
57,30,2.4239808816978815e-05
28,44,2.4220870638467454e-05
76,32,2.420129692494699e-05
46,32,2.412278636624383e-05
71,35,2.401336187596195e-05
62,42,2.3965888965677886e-05
70,25,2.3946487247376626e-05
7,20,2.393086160934443e-05
66,40,2.3884782229478508e-05
69,36,2.3876547052668254e-05
64,24,2.3767227300883706e-05
18,36,2.3747675955972495e-05
25,25,2.373576020156076e-05
56,21,2.3705477474035313e-05
50,37,2.352339583218438e-05
17,48,2.3495077562672923e-05
69,23,2.3298427873195614e-05
18,23,2.3172677112640386e-05
35,20,2.309417902510205e-05
32,42,2.3071154131801926e-05
29,42,2.306393224065093e-05
3,38,2.2847005557848286e-05
77,25,2.2846196233022925e-05
55,21,2.2751529888328575e-05
47,26,2.2748686621359314e-05
53,32,2.2636846131198386e-05
57,35,2.2454065542088933e-05
66,21,2.2382470993247882e-05
68,30,2.2331715878124497e-05
9,36,2.2154418284089607e-05
64,38,2.213333120831136e-05
76,29,2.1973079875313206e-05
8,34,2.197298266964481e-05
20,43,2.1968710655698788e-05
46,29,2.190179779556393e-05
45,22,2.189128182391587e-05
41,20,2.1863780150441895e-05
40,25,2.1650180816996756e-05
78,32,2.1649660501093044e-05
9,23,2.161799674491817e-05
70,42,2.161532127587199e-05
15,41,2.156567565871132e-05
25,42,2.142510829182255e-05
12,36,2.1326356221210504e-05
26,39,2.113378365825568e-05
37,45,2.1126918908818497e-05
61,24,2.104465333612287e-05
76,37,2.092326457248264e-05
46,37,2.0855388160876518e-05
12,23,2.080998442203238e-05
68,35,2.0686541539200694e-05
63,39,2.0682659937706756e-05
77,42,2.062214246319182e-05
8,28,2.0583322052244362e-05
53,29,2.055266830155989e-05
45,44,2.0446496757658226e-05
14,43,2.0385063780357578e-05
73,39,2.011470359210859e-05
69,25,2.001574100515974e-05
33,39,1.9936004353612607e-05
39,36,1.9927422306048994e-05
18,25,1.9907708194183205e-05
19,39,1.973835721142581e-05
78,29,1.9656373000967708e-05
61,38,1.9597922658617537e-05
53,37,1.957071648509107e-05
40,42,1.9542557921157018e-05
39,23,1.9444922679651367e-05
7,22,1.9438994592430725e-05
11,26,1.9433007342458203e-05
54,26,1.9190112065145044e-05
56,45,1.915866536572057e-05
26,40,1.9104779026600365e-05
43,41,1.895910267245924e-05
35,22,1.8759358877838747e-05
78,37,1.8717243789602777e-05
63,40,1.8696966628493494e-05
24,48,1.86114675151405e-05
9,25,1.8572078178480082e-05
51,36,1.854265957154837e-05
44,39,1.854231044025867e-05
60,33,1.8542252602162433e-05
55,45,1.8387689012638856e-05
71,24,1.8273558590131818e-05
73,40,1.818353842960258e-05
27,43,1.8179152316270782e-05
7,44,1.815605605479222e-05
31,43,1.8139106793528553e-05
23,20,1.8109474434718947e-05
51,23,1.8093688993302798e-05
66,45,1.8089417194286407e-05
69,42,1.8067229148549536e-05
33,40,1.8021995682743153e-05
18,42,1.796971322091179e-05
26,21,1.7903121673327874e-05
12,25,1.7877912654871248e-05
19,40,1.7843324175653943e-05
65,26,1.7842945394701214e-05
41,22,1.775990814925686e-05
58,26,1.773021057514786e-05
52,20,1.7629850778766363e-05
47,41,1.7603999631268604e-05
35,44,1.752127506998884e-05
63,21,1.752095996535767e-05
13,43,1.7474595543879872e-05
21,43,1.7400090199711818e-05
6,39,1.7162256664006823e-05
57,24,1.7086973676966055e-05
36,36,1.7048369536430868e-05
73,21,1.7039825506672582e-05
71,38,1.7017328925651852e-05
33,21,1.688844351746239e-05
9,42,1.6764105417275218e-05
44,40,1.6762107028827475e-05
19,21,1.6721010137232174e-05
39,25,1.670518450169896e-05
36,23,1.6635579974104003e-05
22,39,1.6607879627787773e-05
30,20,1.6600889842916383e-05
41,44,1.6587786284555385e-05
50,26,1.6545001171366262e-05
10,48,1.6333948952269934e-05
12,42,1.6137516195380777e-05
57,38,1.5912316693581068e-05
42,20,1.5811234531071618e-05
68,24,1.57419327954319e-05
44,21,1.5707799667329808e-05
81,39,1.569948325297663e-05
16,20,1.5572745407615535e-05
51,25,1.5544336068036358e-05
6,40,1.5514548954681226e-05
62,39,1.5172666796999907e-05
39,42,1.5078951925046887e-05
11,41,1.5038171644154138e-05
22,40,1.5013396347762717e-05
72,33,1.4898929724664664e-05
54,41,1.485020789734851e-05
60,32,1.480967307196353e-05
76,26,1.4716218667157702e-05
23,22,1.4710292565095307e-05
46,26,1.466847831038511e-05
68,38,1.4659741669038445e-05
32,39,1.4606215307321773e-05
29,39,1.4601643169470544e-05
48,20,1.4599293436292341e-05
6,21,1.4538710824957711e-05
26,45,1.4469226258646635e-05
20,48,1.4415148650446797e-05
52,22,1.4320695157084574e-05
36,25,1.4291670753260012e-05
81,40,1.419221296243208e-05
63,45,1.4160364803035253e-05
22,21,1.4069079844872827e-05
59,20,1.4054508794087212e-05
51,42,1.4031110895713504e-05
8,30,1.400298157944026e-05
65,41,1.3807707204254281e-05
73,45,1.3771513994189022e-05
53,26,1.3764914278545342e-05
23,44,1.3739439821556472e-05
58,41,1.3720467718525684e-05
62,40,1.3715974909570195e-05
70,39,1.368453587924866e-05
33,45,1.3649167718867133e-05
15,36,1.3642913182252064e-05
25,39,1.3564113130416836e-05
19,45,1.3513848778069773e-05
30,22,1.3484872093363377e-05
60,29,1.3446144243703277e-05
14,48,1.3376011421337844e-05
52,44,1.3375555138888832e-05
38,43,1.3336329644059815e-05
15,23,1.3312579413422681e-05
81,21,1.329954746539752e-05
32,40,1.320390708893828e-05
29,40,1.3199773911238568e-05
78,26,1.316463076304784e-05
77,39,1.3055760071423751e-05
8,35,1.2971383914099887e-05
36,42,1.290039126446578e-05
62,21,1.2853263957277182e-05
42,22,1.284343654509876e-05
60,37,1.2803723241676786e-05
50,41,1.2803297147124116e-05
44,45,1.2694976415799672e-05
16,22,1.2649712271527007e-05
30,44,1.2594894887935357e-05
3,33,1.25872696079824e-05
32,21,1.2373404311426027e-05
40,39,1.237228129210769e-05
70,40,1.2370715924902603e-05
29,21,1.2369531103410775e-05
49,20,1.2273534451829548e-05
25,40,1.226185467963718e-05
64,33,1.2194079724643972e-05
34,43,1.2099616682500405e-05
42,44,1.1995792927468557e-05
43,36,1.1993938695321214e-05
27,48,1.1928564542779808e-05
31,48,1.1902287981894598e-05
72,32,1.1899755821399546e-05
48,22,1.1858979036951215e-05
28,43,1.1853135843652323e-05
16,44,1.1814854106100079e-05
77,40,1.1802307396642003e-05
6,45,1.1750123820515e-05
43,23,1.1703531293367783e-05
70,21,1.1592619421629435e-05
17,49,1.1496446699823601e-05
25,21,1.1490605359243094e-05
13,48,1.146625745676703e-05
69,39,1.143825911104619e-05
15,25,1.143687218296167e-05
21,48,1.1417369489317898e-05
59,22,1.1416451480411852e-05
76,41,1.1388099555034105e-05
18,39,1.1376522336768098e-05
22,45,1.137057007380491e-05
46,41,1.1351155830017811e-05
40,40,1.1184447799924544e-05
47,36,1.1136671182049415e-05
48,44,1.1076307836997482e-05
77,21,1.1059962800611319e-05
47,23,1.0867020667189752e-05
72,29,1.0804143512276183e-05
61,33,1.07972283560664e-05
81,45,1.0748637300562847e-05
59,44,1.0662986300015964e-05
53,41,1.0651935644339048e-05
9,39,1.0613258953605578e-05
40,21,1.0480965497283996e-05
62,45,1.038795288069902e-05
69,40,1.0340098881449996e-05
15,42,1.0323504406805316e-05
72,37,1.0287950276847757e-05
18,40,1.0284289308991479e-05
12,39,1.0216568912355241e-05
78,41,1.0187408132867127e-05
37,20,1.0140459246776907e-05
43,25,1.0054534687438604e-05
3,32,1.0053435888428249e-05
45,43,1.0006044258805985e-05
32,45,1.0000132370125248e-05
29,45,9.997002059995982e-06
49,22,9.969769318542421e-06
8,24,9.8708937621381e-06
64,32,9.739395639253426e-06
69,21,9.689724656385218e-06
18,21,9.637425408910538e-06
9,40,9.594305039718472e-06
39,39,9.54639794644669e-06
11,36,9.513472863444685e-06
54,36,9.39456292898853e-06
71,33,9.375482780557028e-06
70,45,9.369105366235183e-06
47,25,9.335886196099564e-06
49,44,9.311782548223315e-06
25,45,9.286658037933175e-06
11,23,9.283124601042343e-06
12,40,9.235700271982991e-06
56,20,9.19574057164734e-06
8,38,9.192311673281882e-06
54,23,9.167093814629973e-06
3,29,9.12781453336341e-06
24,49,9.106832855629413e-06
43,42,9.075736048601184e-06
60,26,9.005401156475826e-06
9,21,8.99083994941491e-06
77,45,8.938614566456984e-06
7,43,8.88515536929664e-06
51,39,8.883015802889673e-06
64,29,8.842688017186146e-06
55,20,8.82568877552905e-06
57,33,8.766690225665064e-06
38,48,8.750862865072746e-06
65,36,8.735054426987252e-06
3,37,8.691711837114163e-06
66,20,8.682524822871354e-06
58,36,8.679864840131956e-06
12,21,8.654790797500366e-06
39,40,8.629870836953041e-06
61,32,8.62373226530359e-06
35,43,8.574508185875743e-06
65,23,8.52355389104965e-06
40,45,8.470671425710178e-06
58,23,8.469700601214097e-06
47,42,8.427047250772775e-06
64,37,8.420207907375587e-06
37,22,8.237076277516463e-06
36,39,8.167163691986635e-06
41,43,8.117680289495513e-06
50,36,8.099642885718319e-06
39,21,8.087066979626158e-06
68,33,8.076599811049345e-06
51,40,8.03017844548208e-06
10,49,7.992413433260773e-06
11,25,7.975156896610159e-06
34,48,7.939372311156753e-06
50,23,7.90352747217951e-06
54,25,7.875474541126983e-06
69,45,7.831193966921384e-06
61,29,7.829743937958256e-06
18,45,7.788925939106131e-06
28,48,7.777639654781662e-06
37,44,7.693444118782868e-06
51,21,7.525094195951198e-06
71,32,7.488185920608184e-06
56,22,7.469683046257246e-06
61,37,7.455659601581343e-06
36,40,7.3830536042478185e-06
65,25,7.3226076907553625e-06
58,25,7.276342187027347e-06
9,45,7.266358340019138e-06
72,26,7.235951416016194e-06
76,36,7.204358258880435e-06
11,42,7.198783552882058e-06
46,36,7.180986858837019e-06
55,22,7.16909065718698e-06
54,42,7.1088051724604955e-06
20,49,7.0535195164957866e-06
66,22,7.052798843420556e-06
76,23,7.029920234987636e-06
46,23,7.0071147230764705e-06
57,32,7.001944097673254e-06
12,45,6.9947648547152974e-06
56,44,6.976697454928364e-06
60,41,6.9688013763914385e-06
26,20,6.944912310282822e-06
36,21,6.9186723810577134e-06
71,29,6.798747516093284e-06
63,20,6.796665563227807e-06
50,25,6.789941354468389e-06
53,36,6.738645035679712e-06
23,43,6.72376517968553e-06
55,44,6.695943620687947e-06
73,20,6.610025675168429e-06
65,42,6.6097593428943574e-06
66,44,6.58732685661524e-06
53,23,6.5754832547827055e-06
58,42,6.5679977384995145e-06
45,48,6.56563863278985e-06
33,20,6.551302137474596e-06
52,43,6.5456884028650594e-06
14,49,6.545056169805972e-06
39,45,6.535932896628199e-06
15,39,6.535751407600112e-06
19,20,6.486352003931939e-06
71,37,6.473921446057697e-06
68,32,6.450769779760947e-06
78,36,6.4447748778384465e-06
57,29,6.3572740509644925e-06
78,23,6.288728530096323e-06
30,43,6.163651268840849e-06
50,42,6.12894752808649e-06
3,26,6.113249275407791e-06
44,20,6.093311170398666e-06
51,45,6.081748899749681e-06
57,37,6.053540408668476e-06
76,25,6.0394230664948525e-06
46,25,6.019830790896329e-06
64,26,5.922289055735369e-06
15,40,5.908269358393646e-06
42,43,5.870464577593952e-06
68,29,5.85684643544178e-06
27,49,5.836801606875497e-06
7,48,5.8301480427346705e-06
31,49,5.823944144248882e-06
16,43,5.781917288725453e-06
43,39,5.7457964192421235e-06
53,25,5.6490150549133745e-06
26,22,5.641339415534385e-06
6,20,5.639802578916527e-06
35,48,5.626311531933649e-06
13,49,5.610588743388699e-06
72,41,5.599518257015539e-06
36,45,5.591641386212242e-06
21,49,5.586667225762617e-06
68,37,5.5770218933591105e-06
15,21,5.536649497742914e-06
63,22,5.5209188572865945e-06
22,20,5.457625077450917e-06
76,42,5.45149142563695e-06
46,42,5.433806437972051e-06
48,43,5.4204897667687285e-06
78,25,5.402663312531142e-06
73,22,5.369311621661553e-06
47,39,5.335115263266965e-06
41,48,5.32655602341983e-06
33,22,5.321610600682305e-06
26,44,5.269021201972747e-06
19,22,5.268851727419657e-06
61,26,5.243881356309125e-06
59,43,5.218219732876211e-06
43,40,5.194156081869944e-06
81,20,5.159110941598213e-06
63,44,5.156548183098222e-06
17,46,5.139027986809294e-06
53,42,5.0990892335395475e-06
8,33,5.0643881999869385e-06
73,44,5.014946751232391e-06
62,20,4.985990304539781e-06
33,44,4.970393911493072e-06
44,22,4.94958538580685e-06
19,44,4.921117028586932e-06
78,42,4.876719580594055e-06
43,21,4.867452703561637e-06
47,40,4.822903453274532e-06
32,20,4.799844937129106e-06
29,20,4.798342456694898e-06
17,47,4.778847437860518e-06
3,41,4.730718734728487e-06
44,44,4.622921688947932e-06
64,41,4.582944769019894e-06
6,22,4.581201196329953e-06
11,39,4.557508563443065e-06
49,43,4.556971759526548e-06
71,26,4.5533833070908045e-06
47,21,4.519551219224541e-06
54,39,4.500543767059955e-06
70,20,4.496965769363095e-06
15,45,4.4746964110183166e-06
25,20,4.457392854057249e-06
22,22,4.433218749075745e-06
23,48,4.411914566807883e-06
60,36,4.408614581201968e-06
60,23,4.30186947108728e-06
52,48,4.295066416304629e-06
77,20,4.290339595896737e-06
38,49,4.281910891224539e-06
6,44,4.27885019070048e-06
57,26,4.2577115084422085e-06
81,22,4.190736269032528e-06
65,39,4.18460071569711e-06
58,39,4.158161683566963e-06
22,44,4.1406343177191205e-06
11,40,4.119952935280739e-06
24,46,4.070846422224708e-06
54,40,4.068457194395294e-06
40,20,4.065737117464772e-06
61,41,4.057961103398684e-06
62,22,4.050110695973221e-06
8,32,4.0449202780556205e-06
30,48,4.044386157309953e-06
43,45,3.933854428081045e-06
68,26,3.922555842558953e-06
81,44,3.914155243452391e-06
32,22,3.89890515855583e-06
29,22,3.897684696480015e-06
34,49,3.884838020295731e-06
50,39,3.880201514457872e-06
11,21,3.860815065487872e-06
42,48,3.852006649796145e-06
54,21,3.812558317087555e-06
28,49,3.8057001302982497e-06
16,48,3.7939048179846214e-06
24,47,3.7855318252218194e-06
65,40,3.7828470888466308e-06
62,44,3.7828107042550686e-06
37,43,3.764994231902285e-06
58,40,3.7589464057180648e-06
69,20,3.7588019160723193e-06
18,20,3.7385141866900996e-06
60,25,3.6957474401244365e-06
8,29,3.6725038593850045e-06
70,22,3.652876971168528e-06
47,45,3.652681938475955e-06
32,44,3.6415844592406214e-06
29,44,3.640444545457741e-06
25,22,3.6207319653097885e-06
10,46,3.5726896656084083e-06
48,48,3.556747911645318e-06
65,21,3.5449125901388027e-06
72,36,3.5423764435611186e-06
71,41,3.523621358596984e-06
58,21,3.522515218385348e-06
50,40,3.5076725356483668e-06
8,37,3.497041394716212e-06
9,20,3.487693162332599e-06
77,22,3.485034912899351e-06
72,23,3.4566054248950884e-06
76,39,3.4513079429829463e-06
46,39,3.4401116787620426e-06
59,48,3.424024937967516e-06
56,43,3.4142349343129064e-06
70,44,3.4117936879112166e-06
25,44,3.381770194387526e-06
12,20,3.3573342263561785e-06
60,42,3.3359702175742987e-06
10,47,3.3222895260712404e-06
40,22,3.3025907353783598e-06
57,41,3.294816666659327e-06
50,21,3.287046037458303e-06
55,43,3.2768404786985534e-06
77,44,3.2550289023768104e-06
53,39,3.228204137116048e-06
66,43,3.223685937779326e-06
45,49,3.2126522839018055e-06
20,46,3.1529945858256876e-06
39,20,3.1371049164325726e-06
11,45,3.120294200343872e-06
76,40,3.1199560225308954e-06
46,40,3.1098346851819992e-06
78,39,3.087423185708889e-06
40,44,3.084625711090806e-06
54,45,3.081293302966796e-06
69,22,3.0532678393834768e-06
18,22,3.036788154356187e-06
68,41,3.0354575081799674e-06
17,52,3.0197140520593705e-06
3,36,2.9927550617447612e-06
49,48,2.990135667903803e-06
72,25,2.96957886250033e-06
20,47,2.9320097373932284e-06
14,46,2.925706325623884e-06
76,21,2.9237162182839587e-06
3,23,2.9202919414769114e-06
51,20,2.919106526285752e-06
53,40,2.918271885889533e-06
46,21,2.9142314954404342e-06
64,36,2.899270052665296e-06
65,45,2.8649831727535324e-06
7,49,2.852767182682789e-06
69,44,2.8517576759719083e-06
58,45,2.8468817128286654e-06
18,44,2.836365620395263e-06
9,22,2.833046700506922e-06
64,23,2.829070470614375e-06
78,40,2.7910069809732908e-06
35,49,2.753027329700777e-06
53,21,2.7347176628522017e-06
12,22,2.727156378090316e-06
14,47,2.7206514955799655e-06
36,20,2.6838656334222358e-06
72,42,2.6804934061472863e-06
50,45,2.656576529300395e-06
9,44,2.6460707345572624e-06
17,19,2.6307407444285784e-06
78,21,2.615457498979716e-06
27,46,2.609109370432421e-06
41,49,2.6063530649568056e-06
31,46,2.603361954556649e-06
26,43,2.5785375349339194e-06
61,36,2.5671540232156253e-06
39,22,2.548264517254512e-06
12,44,2.5471689821896514e-06
63,43,2.5234958317943097e-06
3,25,2.5088305304627278e-06
13,46,2.5079899318103322e-06
61,23,2.5049959157552983e-06
21,46,2.497296771412409e-06
37,48,2.4704659445668256e-06
8,26,2.459617411731633e-06
73,43,2.454199354693453e-06
33,43,2.4323962217865827e-06
64,25,2.4304619235836827e-06
27,47,2.42624396325389e-06
31,47,2.4208993681859612e-06
19,43,2.4082812510344333e-06
24,52,2.3920461566896194e-06
39,44,2.3800836611028465e-06
51,22,2.3711848284242554e-06
76,45,2.36293492555825e-06
46,45,2.355269413178475e-06
13,47,2.332211712132197e-06
21,47,2.3222680063766704e-06
3,42,2.264598451641758e-06
44,43,2.262351324672845e-06
56,48,2.240309177766969e-06
71,36,2.229119135576406e-06
51,44,2.2146909119418785e-06
53,45,2.2101871025250427e-06
64,42,2.1938589482593298e-06
36,22,2.1800990865508043e-06
71,23,2.1751458151141335e-06
23,49,2.158807117200759e-06
61,25,2.152048616397218e-06
55,48,2.150155434451389e-06
15,20,2.1477564614824237e-06
66,48,2.115277165043341e-06
78,45,2.1138015488657012e-06
60,39,2.111983604215886e-06
52,49,2.101631799066555e-06
10,52,2.099327190779387e-06
6,43,2.093970663649915e-06
57,36,2.0843723352814454e-06
24,19,2.0839235697385318e-06
36,44,2.0362164839446173e-06
57,23,2.033903746941168e-06
22,43,2.0263310010361726e-06
30,49,1.9789706914986937e-06
61,42,1.942548890957595e-06
68,36,1.9202961181411523e-06
81,43,1.915497362018891e-06
38,46,1.9140574893774848e-06
60,40,1.909217048816794e-06
8,41,1.9033672022423873e-06
43,20,1.888164132350503e-06
42,49,1.8848368990746779e-06
68,23,1.873800282134572e-06
71,25,1.8686735225542927e-06
16,49,1.8564069179094096e-06
20,52,1.8527126299610608e-06
62,43,1.8512203717873672e-06
10,19,1.8289101158117e-06
60,21,1.7891306190020572e-06
32,43,1.7821075024842061e-06
29,43,1.7815496549517943e-06
38,47,1.7799063855086116e-06
47,20,1.7532074837042536e-06
57,25,1.747332088232208e-06
15,22,1.7446185984508188e-06
48,49,1.7403629624914271e-06
34,46,1.7365618988019057e-06
14,52,1.7191571103255957e-06
28,46,1.7011864613182235e-06
72,39,1.6970049957784966e-06
26,48,1.6919519060253554e-06
71,42,1.686760071841078e-06
59,49,1.6754198871319706e-06
70,43,1.6696531952530179e-06
63,48,1.6558353425562372e-06
25,43,1.6549603895091928e-06
15,44,1.6294769216119884e-06
34,47,1.6148509800056949e-06
20,19,1.6140622983928026e-06
73,48,1.6103652631320719e-06
68,25,1.609786778177861e-06
33,48,1.5960587611791929e-06
77,43,1.5929361223543573e-06
28,47,1.5819549110961635e-06
19,48,1.580235306924574e-06
57,42,1.577231101689754e-06
72,40,1.5340795560155261e-06
43,22,1.5337522299678102e-06
27,52,1.5331234329677788e-06
31,52,1.5297462276815564e-06
40,43,1.5095447280211978e-06
14,19,1.497710239525263e-06
11,20,1.497673007271029e-06
44,48,1.484480867166164e-06
54,20,1.4789534290804352e-06
13,52,1.4737052335481135e-06
21,52,1.4674218883712794e-06
49,49,1.4631122301937502e-06
68,42,1.4530756864883096e-06
60,45,1.4459677035642508e-06
72,21,1.4375886216569366e-06
45,46,1.4360880739882437e-06
3,39,1.4337042863283754e-06
43,44,1.4325273526389747e-06
47,22,1.4241271940592565e-06
69,43,1.3955844788167397e-06
64,39,1.3889195126133698e-06
18,43,1.3880519615762873e-06
65,20,1.3751292950664104e-06
6,48,1.373994990386846e-06
58,20,1.3664409899961117e-06
27,19,1.3356398029131188e-06
45,47,1.3354365515300002e-06
31,19,1.332697619846909e-06
47,44,1.3301373711252532e-06
22,48,1.32961205838304e-06
3,40,1.2960577255220245e-06
9,43,1.2949260303965957e-06
13,19,1.2838753392986603e-06
21,19,1.2784013600135245e-06
7,46,1.27521579270949e-06
50,20,1.275098661928893e-06
81,48,1.2568866532856032e-06
64,40,1.2555726321086995e-06
12,43,1.246525792292573e-06
35,46,1.2306310693372964e-06
61,39,1.229816557257325e-06
11,22,1.2165570118128536e-06
62,48,1.2147101968010993e-06
3,21,1.2145379500788905e-06
37,49,1.208831083007958e-06
8,36,1.204111288006388e-06
54,22,1.2013511330960818e-06
7,47,1.1858393726111383e-06
64,21,1.1765992985862132e-06
8,23,1.17495632567953e-06
32,48,1.1693605948022433e-06
29,48,1.1689945535160692e-06
41,46,1.1650661890621143e-06
39,43,1.164758087164056e-06
72,45,1.161852966938121e-06
35,47,1.144379471711238e-06
